,Â,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,(R) 2013,2014
0,Vehicles registered (thousands),235331.0,234624.0,236760.0,243011.0,247421.0,250845.0,254403.0,255918.0,254213.0,250070.0,253216.0,253639.0,255877.0,260351.0
1,Vehicle-kilometers traveled (millions),4499098.0,4595495.0,4651360.0,4771364.0,4811021.0,4851160.0,4878121.0,4790257.0,4758450.0,4775352.0,4748211.0,4778839.0,4809171.0,4869321.0
2,Fuel consumed (million liters),618833.0,638532.0,643781.0,656887.0,661640.0,662532.0,667000.0,646417.0,636479.0,645074.0,637661.0,638298.0,642199.0,656190.0
3,Average kilometers traveled per vehicle (thousands),19.1,19.6,19.6,19.6,19.4,19.3,19.2,18.7,18.7,19.1,18.8,18.8,18.8,18.7
4,Average kilometers traveled per liter,7.3,7.2,7.2,7.3,7.3,7.3,7.3,7.4,7.5,7.4,7.4,7.5,7.5,7.4
5,Average fuel consumed per vehicle (liters),2630.0,2722.0,2719.0,2703.0,2674.0,2641.0,2622.0,2526.0,2504.0,2580.0,2518.0,2517.0,2510.0,2520.0
