,Â,1965,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012(R),2013
0,Number registered (thousands),787.0,905.0,1131.0,1417.0,1403.0,1709.0,1691.0,1675.0,1680.0,1682.0,1696.0,1747.0,1790.0,1997.0,2029.0,2097.0,2154.0,2277.0,1908.0,2010.0,2087.0,2170.0,2635.0,2585.0,2617.0,2553.0,2452.0,2469.0,2471.0
1,Vehicle-miles traveled (millions),31700.0,35100.0,46700.0,68700.0,78100.0,94300.0,96600.0,99500.0,103100.0,108900.0,115500.0,118899.0,124584.0,128359.0,132384.0,135020.0,136584.0,138737.0,140160.0,142370.0,144028.0,142169.0,184199.0,183826.0,168100.0,175789.0,163791.0,163602.0,168436.0
2,Fuel consumed (million gallons),6658.0,7348.0,9177.0,13037.0,14005.0,16133.0,16809.0,17216.0,17748.0,18653.0,19777.0,20193.0,20302.0,25158.0,24537.0,25666.0,25512.0,26480.0,23815.0,24191.0,27689.0,28107.0,30904.0,30561.0,28050.0,29927.0,28181.0,27975.0,28795.0
3,Average miles traveled per vehicle (thousands),40.3,38.8,41.3,48.5,55.7,55.2,57.1,59.4,61.4,64.8,68.1,68.1,69.6,64.3,65.3,64.4,63.4,60.9,73.4,70.8,69.0,65.5,69.9,71.1,64.2,68.9,66.8,66.3,68.2
4,Average miles traveled per gallon,4.8,4.8,5.1,5.3,5.6,5.8,5.7,5.8,5.8,5.8,5.8,5.9,6.1,5.1,5.4,5.3,5.4,5.2,5.9,5.9,5.2,5.1,6.0,6.0,6.0,5.9,5.8,5.8,5.8
5,Average fuel consumed per vehicle (gallons),8465.2,8118.6,8115.9,9201.3,9980.3,9440.6,9938.3,10276.0,10562.4,11093.1,11662.7,11561.1,11341.9,12595.7,12095.9,12241.5,11843.0,11630.9,12479.5,12033.3,13268.9,12954.3,11726.9,11821.3,10717.9,11722.8,11494.8,11330.2,11651.5
