,Â,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,"On-time performance, total percent (weighted)",69.0,81.0,76.0,77.0,77.0,72.0,72.0,76.0,71.0,74.0,79.0,79.0,78.2,75.1,76.1,74.1,70.7,69.8,67.8,68.6,71.2,80.4,79.7,78.1,83.0,82.3,72.4,71.2
1,"Short distance (<400 miles), percent",71.0,82.0,82.0,82.0,82.0,79.0,78.0,81.0,76.0,79.0,81.0,80.0,82.0,78.7,79.7,77.1,75.2,73.6,72.8,72.2,73.6,81.0,80.3,79.8,84.5,86.1,75.7,74.2
2,"Long distance (>=400 miles), percent",64.0,78.0,53.0,59.0,61.0,47.0,49.0,57.0,49.0,53.0,59.0,54.6,55.0,52.1,51.6,52.8,40.7,42.1,29.9,39.5,52.0,75.0,74.7,63.6,70.7,58.0,69.1,68.1
3,"Hours of delay by cause, totala",N,N,12126.0,21084.0,22847.0,32991.0,34729.0,25248.0,25056.0,25825.0,27289.0,29252.0,70396.0,83837.0,85932.0,88413.0,95162.0,95259.0,101522.0,101655.0,94566.0,79304.0,79976.0,86021.0,79235.0,77719.0,98779.0,100847.0
4,Amtrakb,N,N,3565.0,5915.0,6433.0,8488.0,8538.0,5527.0,5193.0,5310.0,4796.0,4891.0,23337.0,27822.0,26575.0,25711.0,28328.0,25549.0,23968.0,22902.0,23223.0,21813.0,23404.0,26121.0,21384.0,17467.0,24603.0,24191.0
5,Host railroadc,N,N,4244.0,7743.0,8229.0,12827.0,14319.0,11224.0,11438.0,12904.0,14202.0,16158.0,43881.0,52273.0,55090.0,57346.0,61256.0,64097.0,71387.0,72565.0,64724.0,46842.0,44090.0,48707.0,46564.0,48733.0,63191.0,63632.0
6,Otherd,N,N,4316.0,7426.0,8185.0,11675.0,11871.0,8497.0,8425.0,7611.0,8291.0,8203.0,3176.0,3741.0,4266.0,5355.0,5577.0,5613.0,6166.0,6187.0,6618.0,10648.0,12482.0,11192.0,11286.0,11520.0,10984.0,13025.0
