,Â,1960,1965,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0,Number registered (thousands),272.0,314.0,378.0,462.0,529.0,593.0,627.0,631.0,645.0,654.0,670.0,686.0,695.0,698.0,716.0,729.0,746.0,750.0,761.0,777.0,795.0,807.0,822.0,834.0,843.0,842.0,846.0,666.0,765.0,865,872.0
1,Vehicle-kilometers traveled (millions),6920.0,7564.0,7242.0,9817.0,9817.0,7242.0,9173.0,9334.0,9334.0,9817.0,10300.0,10300.0,10562.0,11011.0,11277.0,12331.0,12215.0,11389.0,11016.0,10916.0,10945.0,11233.0,10917.0,23361.0,23856.0,23154.0,22160.0,22221.0,23788.0,24409,25748.0
2,Fuel consumed (million liters),3131.0,3312.0,3104.0,3986.0,3854.0,3157.0,3388.0,3271.0,3324.0,3517.0,3649.0,3664.0,3747.0,3886.0,3938.0,4347.0,4210.0,3883.0,3784.0,3668.0,5149.0,4240.0,4347.0,7653.0,7786.0,7522.0,7272.0,7329.0,7809.0,8012,8454.0
3,Average kilometers traveled per vehicle (thousands),25.4,24.1,19.2,21.2,18.6,12.2,14.6,14.8,14.5,15.0,15.4,15.0,15.2,15.8,15.8,16.9,16.4,15.2,14.5,14.1,13.8,13.9,13.3,28.0,28.3,27.5,26.2,33.4,31.1,28.2,29.5
4,Average kilometers traveled per liter,2.2,2.3,2.3,2.5,2.5,2.3,2.7,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.8,2.9,2.9,2.9,3.0,2.1,2.6,2.5,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0
5,Average fuel consumed per vehicle (liters),11503.9,10539.0,8221.3,8624.9,7287.5,5319.5,5403.5,5180.9,5155.0,5373.6,5443.0,5345.4,5393.5,5571.0,5503.7,5964.5,5641.8,5181.1,4973.9,4723.3,6474.3,5253.3,5288.8,9171.4,9233.1,8933.4,8595.6,11003.6,10215.0,"(R) 9,267.6",9694.3
