,Â,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,(R) 2013,2014
0,Number registered (thousands),14211.0,20418.0,27876.0,37214.0,48275.0,53033.0,57091.0,59994.0,62904.0,65738.0,69134.0,70224.0,71330.0,75356.0,79085.0,84188.0,85011.0,87187.0,91845.0,95337.0,99125.0,39187.0,39685.0,40488.0,40242.0,50319.0,50589.0,51513.0,52600.0
1,Vehicle-kilometers traveled (millions),197949.0,323478.0,468319.0,629254.0,925373.0,1044464.0,1137806.0,1200571.0,1231148.0,1271382.0,1314094.0,1369132.0,1397353.0,1450054.0,1485519.0,1517945.0,1554681.0,1583746.0,1653060.0,1675409.0,1742099.0,944071.0,974388.0,993824.0,1002157.0,972326.0,967589.0,970928.0,1027541.0
2,Fuel consumed (million liters),46610.0,72229.0,90078.0,103580.0,134802.0,144667.0,154933.0,162209.0,166982.0,172634.0,179255.0,186953.0,191020.0,200093.0,200395.0,202602.0,209031.0,229994.0,240060.0,222843.0,229719.0,139721.0,132207.0,135179.0,137225.0,133756.0,132922.0,133090.0,141359.0
3,Average kilometers traveled per vehicle (thousands),13.9,15.8,16.8,16.9,19.2,19.7,19.9,20.0,19.6,19.3,19.0,19.5,19.6,19.2,18.8,18.0,18.3,18.2,18.0,17.6,17.6,24.1,24.6,24.5,24.9,19.3,19.1,18.8,19.5
4,Average kilometers traveled per liter,4.2,4.5,5.2,6.1,6.9,7.2,7.3,7.4,7.4,7.4,7.3,7.3,7.3,7.2,7.4,7.5,7.4,6.9,6.9,7.5,7.6,6.8,7.4,7.4,7.3,7.3,7.3,7.3,7.3
5,Average fuel consumed per vehicle (liters),3279.9,3537.5,3231.4,2783.4,2792.4,2727.8,2713.8,2703.8,2654.6,2626.1,2592.9,2662.2,2678.0,2655.3,2533.9,2406.6,2458.9,2638.0,2613.7,2337.4,2317.5,3565.5,3331.4,3338.7,3410.0,2658.2,2628.0,2584.0,2687.0
