,Â,1960,1965,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0,Number registered (thousands),272.0,314.0,378.0,462.0,529.0,593.0,627.0,631.0,645.0,654.0,670.0,686.0,695.0,698.0,716.0,729.0,746.0,750.0,761.0,777.0,795.0,807.0,822.0,834.0,843.0,842.0,846.0,666.0,765.0,865,872.0
1,Vehicle-miles traveled (millions),4300.0,4700.0,4500.0,6100.0,6100.0,4500.0,5700.0,5800.0,5800.0,6100.0,6400.0,6400.0,6563.0,6842.0,7007.0,7662.0,7590.0,7077.0,6845.0,6783.0,6801.0,6980.0,6783.0,14516.0,14823.0,14387.0,13770.0,13807.0,14781.0,15167,15999.0
2,Fuel consumed (million gallons),827.0,875.0,820.0,1053.0,1018.0,834.0,895.0,864.0,878.0,929.0,964.0,968.0,990.0,1027.0,1040.0,1148.0,1112.0,1026.0,1000.0,969.0,1360.0,1120.0,1148.0,2022.0,2057.0,1987.0,1921.0,1936.0,2063.0,2117,2233.0
3,Average miles traveled per vehicle (thousands),15.8,15.0,11.9,13.2,11.5,7.6,9.1,9.2,9.0,9.3,9.5,9.3,9.4,9.8,9.8,10.5,10.2,9.4,9.0,8.7,8.6,8.6,8.3,17.4,17.6,17.1,16.3,20.7,19.3,17.5,18.3
4,Average miles traveled per gallon,5.2,5.4,5.5,5.8,6.0,5.4,6.4,6.7,6.6,6.6,6.6,6.6,6.6,6.7,6.7,6.7,6.8,6.9,6.8,7.0,5.0,6.2,5.9,7.2,7.2,7.2,7.2,7.1,7.2,7.2,7.2
5,Average fuel consumed per vehicle (gallons),3039.0,2784.1,2171.8,2278.5,1925.2,1405.3,1427.5,1368.6,1361.8,1419.6,1437.9,1412.1,1424.8,1471.7,1453.9,1575.7,1490.4,1368.7,1314.0,1247.8,1710.3,1387.8,1397.2,2422.8,2439.1,2360.0,2270.7,2906.9,2698.5,"(R) 2,448.2",2561.0
