,Â,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,(R) 2013,2014
0,Number registered (thousands),3681.0,4232.0,4374.0,4593.0,4487.0,4481.0,4370.0,4408.0,4906.0,5024.0,5266.0,5293.0,5735.0,5763.0,5926.0,5704.0,5651.0,5849.0,6161.0,6395.0,6649.0,8117.0,8288.0,8356.0,8217.0,7819.0,8190.0,8126.0,8329.0
1,Vehicle-kilometers (millions),43613.0,55683.0,64052.0,73064.0,83525.0,85134.0,86744.0,91411.0,98653.0,100914.0,103114.0,107654.0,109469.0,113143.0,113459.0,116594.0,122094.0,125138.0,126239.0,126327.0,129301.0,193087.0,204153.0,193454.0,178216.0,167055.0,169955.0,171526.0,175904.0
2,Fuel consumed (million liters),15021.0,20517.0,26206.0,28008.0,31635.0,30934.0,31180.0,32131.0,34190.0,34886.0,35617.0,36249.0,36874.0,35477.0,36200.0,36595.0,39068.0,33616.0,33912.0,35965.0,37295.0,61757.0,64895.0,61523.0,57147.0,53811.0,54421.0,54896.0,56379.0
3,Average kilometers traveled per vehicle (thousands),11.8,13.2,14.6,15.9,18.6,19.0,19.9,20.7,20.1,20.1,19.6,20.3,19.1,19.6,19.1,20.4,21.6,21.4,20.5,19.8,19.4,23.8,24.6,23.2,21.7,21.4,20.8,21.1,21.1
4,Average kilometers traveled per liter,2.9,2.7,2.4,2.6,2.6,2.8,2.8,2.8,2.9,2.9,2.9,3.0,3.0,3.2,3.1,3.2,3.1,3.7,3.7,3.5,3.5,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
5,Average fuel consumed per vehicle (liters),4080.0,4848.0,5992.0,6098.0,7050.0,6904.0,7135.0,7289.0,6968.0,6944.0,6763.0,6848.0,6430.0,6156.0,6109.0,6416.0,6914.0,5748.0,5504.0,5624.0,5609.0,7609.0,7830.0,7363.0,6955.0,6882.0,6645.0,6756.0,6769.0
