,Â,1960,1965,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
0,Vehicles registered (thousands),73858.0,90358.0,111242.0,137913.0,161490.0,177133.0,193057.0,192314.0,194427.0,198041.0,201802.0,205427.0,210441.0,211580.0,215496.0,220461.0,225821.0
1,Vehicle-kilometers traveled (millions),1156735.0,1428795.0,1785928.0,2136668.0,2457943.0,2856306.0,3451016.0,3495576.0,3616439.0,3695662.0,3794170.0,3898951.0,4000585.0,4122648.0,4235024.0,4330835.0,4420747.0
2,Fuel consumed (million liters),219099.0,269160.0,349504.0,412551.0,435170.0,459175.0,494962.0,486664.0,503034.0,519594.0,533135.0,544471.0,557836.0,569273.0,588173.0,611009.0,615334.0
3,Average kilometers traveled per vehicle (thousands),15.7,15.8,16.1,15.5,15.2,16.1,17.9,18.2,18.6,18.7,18.8,19.0,19.0,19.5,19.7,19.6,19.6
4,Average kilometers traveled per liter,5.3,5.3,5.1,5.2,5.6,6.2,7.0,7.2,7.2,7.1,7.1,7.2,7.2,7.2,7.2,7.1,7.2
5,Average fuel consumed per vehicle (liters),2967.0,2979.0,3142.0,2991.0,2695.0,2592.0,2564.0,2531.0,2587.0,2624.0,2642.0,2650.0,2651.0,2691.0,2729.0,2772.0,2725.0
