,Â,1960,1965,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
0,Vehicles registered (thousands),73858.0,90358.0,111242.0,137913.0,161490.0,177133.0,193057.0,192314.0,194427.0,198041.0,201802.0,205427.0,210441.0,211580.0,215496.0,220461.0,225821.0
1,Vehicle-miles traveled (millions),718762.0,887812.0,1109724.0,1327664.0,1527295.0,1774826.0,2144362.0,2172050.0,2247151.0,2296378.0,2357588.0,2422696.0,2485848.0,2561695.0,2631522.0,2691056.0,2746925.0
2,Fuel consumed (million gallons),57880.0,71104.0,92329.0,108984.0,114960.0,121301.0,130755.0,128563.0,132888.0,137262.0,140839.0,143834.0,147365.0,150386.0,155379.0,161411.0,162554.0
3,Average miles traveled per vehicle (thousands),9.7,9.8,10.0,9.6,9.5,10.0,11.1,11.3,11.6,11.6,11.7,11.8,11.8,12.1,12.2,12.2,12.2
4,Average miles traveled per gallon,12.4,12.5,12.0,12.2,13.3,14.6,16.4,16.9,16.9,16.7,16.7,16.8,16.9,17.0,16.9,16.7,16.9
5,Average fuel consumed per vehicle (gallons),784.0,787.0,830.0,790.0,712.0,685.0,677.0,669.0,683.0,693.0,698.0,700.0,700.0,711.0,721.0,732.0,720.0
