,Â,1960,1965,1970,1975,1980,1985,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
0,"Air carrier, domestic, scheduled service",6.1,6.1,6.0,7.7,11.5,12.2,13.4,13.2,12.9,13.8,13.2,13.5,13.8,14.0,14.1,14.0,14.6,13.2,12.0,12.7,12.2,12.3,13.1,13.1,13.8,12.1,13.0,13.9,(R) 13.8,14.2
1,Index (1990 = 100),45,45,45,57,86,91,100.0,99.0,96.0,103.0,98.0,101.0,103.0,104.0,105.0,104.0,108.0,99.0,89.0,94.0,91.0,92.0,98.0,97.0,103.0,90.0,97.0,104.0,(R) 103,106.0
2,Commuter rail,U,U,U,U,U,U,13.4,13.0,13.3,14.3,13.5,13.1,13.7,14.7,14.4,14.9,14.6,15.1,15.2,16.2,16.6,18.2,18.0,17.8,19.6,19.5,20.7,21.5,22.9,22.9
3,Index (1990 = 100),,,,,,,100.0,97.0,99.0,107.0,101.0,97.0,102.0,109.0,107.0,111.0,109.0,112.0,113.0,121.0,124.0,136.0,134.0,132.0,146.0,145.0,154.0,160.0,171,170.0
4,Intercity / Amtraka,3.0,3.1,4.0,6.4,8.0,11.3,14.1,14.1,14.1,14.0,13.7,14.6,16.6,17.3,17.5,18.4,23.2,24.9,26.8,25.0,26.0,27.2,29.7,30.7,31.8,30.8,31.0,33.0,33.9,35.4
5,Index (1990 = 100),21,22,28,45,57,80,100.0,100.0,100.0,99.0,97.0,103.0,118.0,123.0,124.0,130.0,165.0,176.0,190.0,177.0,184.0,192.0,210.0,217.0,225.0,218.0,220.0,234.0,240,251.0
6,Consumer Price Index (1990 = 100),23,24,30,41,63,82,100.0,104.0,107.0,111.0,113.0,117.0,120.0,123.0,125.0,127.0,132.0,136.0,138.0,141.0,145.0,149.0,154.0,159.0,165.0,164.0,167.0,172.0,(R) 176,178.0
