, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
0,Monetary authority; SDR certificates issued by federal government; asset,FA713014003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,Monetary authority; SDR certificates issued by federal government; asset,FA713014003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2,Federal government; Treasury currency; liability,FA313112003,-0.3,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3
3,Monetary authority; Treasury currency; asset,FA713012003,0.8,1.3,1.0,1.3,1.0,0.6,1.3,1.3,0.7,4
4,Instrument discrepancies; Treasury currency (seigniorage),FA903012005,-1.1,-1.3,-1.0,-1.3,-1.0,-0.6,-1.3,-1.3,-0.7,5
