Rank,Institution,Other agency R&D expendituresa,Unnamed: 3,Computer sciences,Unnamed: 5,Environmental sciences,Unnamed: 7,Life sciences,Unnamed: 9,Mathematical sciences,Unnamed: 11,Physical sciences,Unnamed: 13,Psychology,Unnamed: 15,Social sciences,Unnamed: 17,"Sciences, nec",Unnamed: 19,Engineering,Unnamed: 21,All non-S&E fields,Unnamed: 23,shift
363.0,Kettering U.,371.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,365.0,,0
364.0,Savannah State U.,369.0,,0.0,,256.0,,0.0,,29.0,,58.0,,0.0,,14.0,,12.0,,0.0,,0.0,,0
365.0,West Texas A&M U.,366.0,,0.0,,0.0,,140.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,225.0,,0
366.0,U. of the Pacific,360.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,360.0,,0
367.0,"SUNY, C. Plattsburgh",356.0,,0.0,,356.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
368.0,U. Southern Maine,353.0,i,11.0,i,47.0,i,67.0,i,3.0,i,10.0,i,16.0,i,40.0,i,0.0,i,70.0,i,89.0,i,0
369.0,U. New England,351.0,,0.0,,351.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
370.0,"SUNY, Downstate Medical Center",341.0,,0.0,,0.0,,341.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
371.0,U. New Haven,335.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,19.0,,313.0,,0
372.0,"SUNY, Upstate Medical U.",334.0,,0.0,,0.0,,334.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
373.0,Bowling Green State U.,332.0,,0.0,,11.0,,47.0,,0.0,,0.0,,0.0,,241.0,,0.0,,0.0,,33.0,,0
374.0,"California State U., Fullerton",326.0,,0.0,,77.0,,40.0,,0.0,,108.0,,84.0,,0.0,,17.0,,0.0,,0.0,,0
375.0,"Texas Tech U., Health Sciences Center",302.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,302.0,,0
376.0,Eastern Kentucky U.,297.0,,0.0,,0.0,,172.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,125.0,,0
376.0,"U. Louisiana, Monroe",297.0,,0.0,,0.0,,160.0,,0.0,,0.0,,0.0,,137.0,,0.0,,0.0,,0.0,,0
378.0,Claremont Graduate U.,296.0,i,0.0,i,0.0,i,123.0,i,18.0,i,0.0,i,8.0,i,64.0,i,0.0,i,0.0,i,83.0,i,0
379.0,Sul Ross State U.,294.0,,0.0,,0.0,,294.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
380.0,"U. Texas, Brownsville",285.0,,0.0,,105.0,,63.0,,4.0,,0.0,,0.0,,77.0,,11.0,,0.0,,25.0,,0
381.0,Hamilton C.,283.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,15.0,,0.0,,0.0,,260.0,,0
381.0,"U. Tennessee, Chattanooga",283.0,,11.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,271.0,,0.0,,0
383.0,New York Institute of Technology,277.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,113.0,,164.0,,0
384.0,Lawrence Technological U.,274.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,274.0,,0.0,,0
385.0,U. San Diego,269.0,,0.0,,137.0,,0.0,,0.0,,0.0,,0.0,,132.0,,0.0,,0.0,,0.0,,0
386.0,U. of Mary Washington,268.0,,0.0,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,238.0,,0
387.0,"U. Nebraska, Kearney",266.0,,0.0,,0.0,,225.0,,0.0,,0.0,,0.0,,11.0,,30.0,,0.0,,0.0,,0
388.0,"CUNY, Graduate Center",263.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,259.0,,0
389.0,Grambling State U.,262.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,262.0,,0
390.0,New School,257.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,,56.0,,0.0,,194.0,,0
391.0,Wesleyan U.,255.0,,0.0,,0.0,,0.0,,0.0,,225.0,,0.0,,0.0,,0.0,,0.0,,30.0,,0
392.0,Eastern Michigan U.,254.0,,0.0,,0.0,,46.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,208.0,,0
393.0,"Louisiana State U., Health Sciences Center – New Orleans",253.0,,0.0,,0.0,,253.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
394.0,U. Metropolitana,252.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,105.0,,147.0,,0
395.0,Chapman U.,249.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,249.0,,0
395.0,"U. Illinois, Springfield",249.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,248.0,,0.0,,0.0,,0.0,,0
397.0,"California State Polytechnic U., Pomona",248.0,,0.0,,43.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,195.0,,10.0,,0
398.0,"California State U., Dominguez Hills",242.0,,0.0,,8.0,,5.0,,0.0,,69.0,,0.0,,0.0,,0.0,,0.0,,160.0,,0
399.0,James Madison U.,240.0,,2.0,,1.0,,0.0,,0.0,,195.0,,0.0,,37.0,,0.0,,5.0,,0.0,,0
400.0,U. Houston-Clear Lake,237.0,,0.0,,192.0,,1.0,,0.0,,0.0,,5.0,,39.0,,0.0,,0.0,,0.0,,0
401.0,Dillard U.,235.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,233.0,,0.0,,0.0,,2.0,,0
402.0,Swarthmore C.,234.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,230.0,,0.0,,0
403.0,Appalachian State U.,232.0,,0.0,,200.0,,12.0,,3.0,,9.0,,0.0,,7.0,,0.0,,0.0,,1.0,,0
404.0,U. Central Arkansas,229.0,,0.0,,0.0,,49.0,,127.0,,0.0,,0.0,,13.0,,0.0,,0.0,,40.0,,0
405.0,Wellesley C.,217.0,,6.0,,0.0,,0.0,,0.0,,3.0,,0.0,,0.0,,199.0,,0.0,,9.0,,0
406.0,Midwestern U.,215.0,,0.0,,0.0,,215.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
407.0,U. Northern Colorado,213.0,,0.0,,5.0,,48.0,,0.0,,0.0,,16.0,,15.0,,0.0,,0.0,,129.0,,0
408.0,Hawaii Pacific U.,209.0,,0.0,,209.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
409.0,South Dakota School of Mines and Technology,202.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,196.0,,0.0,,0
410.0,U. Wisconsin-Stevens Point,201.0,i,5.0,i,22.0,i,46.0,i,1.0,i,5.0,i,8.0,i,20.0,i,0.0,i,51.0,i,43.0,i,0
411.0,Oregon Institute of Technology,187.0,,0.0,,63.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,124.0,,0
412.0,Lake Superior State U.,177.0,,0.0,,39.0,,138.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
413.0,St. Cloud State U.,176.0,,0.0,,0.0,,152.0,,0.0,,0.0,,0.0,,24.0,,0.0,,0.0,,0.0,,0
414.0,Morehead State U.,175.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.0,,0.0,,142.0,,0.0,,0.0,,0
414.0,"U. Oklahoma, Tulsa",175.0,,0.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,172.0,,0.0,,0
416.0,Morehouse C.,169.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,61.0,,0.0,,108.0,,0
417.0,"CUNY, C. Staten Island",168.0,,0.0,,0.0,,91.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,76.0,,0
417.0,Western Illinois U.,168.0,,12.0,,0.0,,156.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
419.0,Lafayette C.,166.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,157.0,,9.0,,0.0,,0
419.0,Texas A&M U.-Commerce,166.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,166.0,,0.0,,0.0,,0
421.0,Carleton C.,164.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,154.0,,0
421.0,Stockton U.,164.0,,0.0,,131.0,,0.0,,0.0,,33.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
421.0,Virginia State U.,164.0,,0.0,,0.0,,143.0,,0.0,,0.0,,16.0,,0.0,,0.0,,0.0,,5.0,,0
424.0,Central Washington U.,163.0,,0.0,,105.0,,0.0,,0.0,,6.0,,0.0,,52.0,,0.0,,0.0,,0.0,,0
425.0,Mount Holyoke C.,162.0,,0.0,,0.0,,0.0,,8.0,,0.0,,50.0,,91.0,,0.0,,0.0,,13.0,,0
426.0,Franklin W. Olin C. of Engineering,160.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,160.0,,0.0,,0
427.0,Bradley U.,159.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,159.0,,0.0,,0
427.0,"California State U., Stanislaus",159.0,,0.0,,0.0,,150.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0
429.0,Gallaudet U.,152.0,,95.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,49.0,,8.0,,0.0,,0
429.0,Van Andel Institute,152.0,i,0.0,,0.0,,152.0,i,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
431.0,Shaw U.,151.0,i,0.0,i,0.0,i,15.0,i,0.0,i,8.0,i,4.0,i,32.0,i,0.0,i,0.0,i,92.0,i,0
432.0,Reed C.,148.0,,0.0,,0.0,,0.0,,0.0,,148.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
433.0,Williams C.,136.0,,0.0,,0.0,,0.0,,0.0,,136.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
434.0,Youngstown State U.,135.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,135.0,,0.0,,0
435.0,Bucknell U.,134.0,,0.0,,3.0,,131.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
436.0,Santa Clara U.,133.0,,0.0,,0.0,,114.0,,0.0,,3.0,,0.0,,0.0,,0.0,,16.0,,0.0,,0
437.0,U. Texas M. D. Anderson Cancer Center,132.0,,0.0,,0.0,,110.0,,0.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0
438.0,Southern Connecticut State U.,130.0,i,5.0,i,21.0,i,31.0,i,1.0,i,5.0,i,7.0,i,19.0,i,0.0,i,0.0,i,41.0,i,0
439.0,Baylor U.,125.0,,0.0,,13.0,,73.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,39.0,,0
440.0,Bryn Mawr C.,123.0,,0.0,,0.0,,15.0,,0.0,,11.0,,97.0,,0.0,,0.0,,0.0,,0.0,,0
441.0,Christopher Newport U.,122.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,13.0,,0.0,,0.0,,103.0,,0
442.0,Smith C.,121.0,,0.0,,0.0,,0.0,,3.0,,0.0,,101.0,,0.0,,17.0,,0.0,,0.0,,0
443.0,Calvin C.,120.0,i,0.0,i,0.0,i,55.0,i,0.0,i,5.0,i,0.0,i,0.0,i,0.0,i,0.0,i,60.0,i,0
444.0,Benedict C.,119.0,,2.0,,2.0,,2.0,,2.0,,109.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0
445.0,U. Northern Iowa,118.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,110.0,,0.0,,0.0,,0.0,,0
446.0,Niagara U.,117.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,113.0,,0
447.0,U. Hartford,114.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,65.0,,49.0,,0
448.0,Colgate U.,112.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,112.0,,0.0,,0.0,,0.0,,0
448.0,"Lincoln U., Jefferson City",112.0,,0.0,,112.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
450.0,Alcorn State U.,111.0,,6.0,,0.0,,83.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
451.0,Sonoma State U.,110.0,,0.0,,110.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
452.0,Central Connecticut State U.,104.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,74.0,,11.0,,0
453.0,Eastern Washington U.,99.0,,0.0,,36.0,,4.0,,0.0,,0.0,,0.0,,59.0,,0.0,,0.0,,0.0,,0
454.0,Lamar U.,87.0,,0.0,,0.0,,31.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,55.0,,0
455.0,"CUNY, Hunter C.",86.0,,0.0,,29.0,,22.0,,0.0,,0.0,,0.0,,30.0,,0.0,,0.0,,5.0,,0
455.0,Oberlin C.,86.0,,0.0,,86.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
457.0,Nicholls State U.,85.0,,0.0,,0.0,,81.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0
458.0,U. Wisconsin-Green Bay,83.0,i,5.0,i,14.0,i,12.0,i,1.0,i,2.0,i,2.0,i,3.0,i,0.0,i,6.0,i,38.0,i,0
458.0,U. Wisconsin-Oshkosh,83.0,i,2.0,i,13.0,i,15.0,i,1.0,i,2.0,i,4.0,i,9.0,i,0.0,i,17.0,i,20.0,i,0
460.0,Connecticut C.,81.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,81.0,,0.0,,0.0,,0.0,,0
460.0,Hofstra U.,81.0,,0.0,,36.0,,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,28.0,,0
462.0,"U. Michigan, Dearborn",80.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,74.0,,0.0,,0.0,,0
463.0,Dickinson C.,79.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,79.0,,0
464.0,East Tennessee State U.,78.0,,76.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
465.0,"U. Texas, Permian Basin",75.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,75.0,,0.0,,0
466.0,Vassar C.,74.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,74.0,,0
467.0,Ithaca C.,73.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,64.0,,0
467.0,Norwich U.,73.0,,0.0,,60.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0.0,,0
469.0,Northeast Ohio Medical U.,71.0,,0.0,,0.0,,71.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
469.0,"Pennsylvania State U., Harrisburg",71.0,,0.0,,0.0,,0.0,,24.0,,0.0,,3.0,,2.0,,0.0,,42.0,,0.0,,0
471.0,Georgia Regents U.,70.0,,0.0,,0.0,,70.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
471.0,U. San Francisco,70.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,60.0,,0.0,,0.0,,0
471.0,Xavier U. Louisiana,70.0,,0.0,,0.0,,40.0,,0.0,,28.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0
474.0,Black Hills State U.,69.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,69.0,,0
474.0,U. Redlands,69.0,,0.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,57.0,,0
476.0,Morehouse School of Medicine,68.0,,0.0,,0.0,,68.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
477.0,Milwaukee School of Engineering,66.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,66.0,,0.0,,0
478.0,Murray State U.,65.0,,0.0,,34.0,,26.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0
479.0,"St. John's U., Manhattan",64.0,,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,50.0,,0
480.0,Occidental C.,61.0,,0.0,,39.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
481.0,"U. South Florida, Sarasota-Manatee",57.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,57.0,,0
482.0,Quinnipiac U.,56.0,i,0.0,i,0.0,i,4.0,i,0.0,i,3.0,i,2.0,i,3.0,i,0.0,i,6.0,i,38.0,i,0
483.0,Bowie State U.,54.0,,54.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
484.0,Northern Kentucky U.,52.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,30.0,,0
485.0,Macalester C.,50.0,,0.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
486.0,Heidelberg U.,49.0,,0.0,,44.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
486.0,"Oklahoma State U., Center for Health Sciences",49.0,,0.0,,0.0,,49.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
488.0,U. Wisconsin-Platteville,48.0,i,3.0,i,8.0,i,6.0,i,1.0,i,1.0,i,1.0,i,3.0,i,0.0,i,2.0,i,23.0,i,0
489.0,Tarleton State U.,47.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,47.0,,0
490.0,St. Olaf C.,46.0,,0.0,,0.0,,11.0,,0.0,,35.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
491.0,"California State U., Chico",45.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,45.0,,0
492.0,U. Detroit Mercy,42.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,42.0,,0.0,,0
493.0,DePaul U.,38.0,,36.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
494.0,Austin Peay State U.,37.0,,0.0,,0.0,,35.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
494.0,Seattle U.,37.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,37.0,,0
494.0,"Texas Tech U., Health Sciences Center, El Paso",37.0,,0.0,,0.0,,37.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
497.0,Trinity U.,36.0,,0.0,,1.0,,6.0,,0.0,,1.0,,4.0,,4.0,,0.0,,1.0,,19.0,,0
498.0,Elon U.,34.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,34.0,,0.0,,0
499.0,Hobart and William Smith Colleges,33.0,,0.0,,33.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
499.0,Norfolk State U.,33.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.0,,0
499.0,Suffolk U.,33.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.0,,0
502.0,Bates C.,32.0,,0.0,,24.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0
503.0,Barnard C.,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,30.0,,0.0,,0.0,,0.0,,0
504.0,Colorado C.,28.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,28.0,,0.0,,0.0,,0.0,,0
504.0,"SUNY, Geneseo",28.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,28.0,,0
506.0,"U. Minnesota, Morris",27.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,27.0,,0.0,,0.0,,0.0,,0
506.0,U. West Georgia,27.0,,0.0,,27.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
508.0,Franklin and Marshall C.,26.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0
509.0,"Southern U. and A&M C., Baton Rouge",25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0
509.0,West Chester U. Pennsylvania,25.0,,0.0,,0.0,,0.0,,0.0,,5.0,,9.0,,0.0,,0.0,,0.0,,11.0,,0
511.0,"CUNY, Lehman C.",23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,23.0,,0
511.0,U. of the District of Columbia,23.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
513.0,Saint Joseph's U.,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0.0,,1.0,,0
514.0,"California State U., Bakersfield",21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,21.0,,0
515.0,Gonzaga U.,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0
516.0,Central State U.,19.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0.0,,0
516.0,Willamette U.,19.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,15.0,,0
518.0,Davidson C.,17.0,,0.0,,0.0,,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
519.0,"U. Tennessee, Health Science Center",16.0,,0.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
520.0,Albany State U.,15.0,,0.0,,0.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
520.0,California Maritime Academy,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,15.0,,0.0,,0
520.0,Pomona C.,15.0,,0.0,,0.0,,0.0,,4.0,,9.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0
523.0,Emerson C.,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0
523.0,McNeese State U.,13.0,,0.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
525.0,Saginaw Valley State U.,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0.0,,0.0,,0
526.0,"Augustana C., Sioux Falls",11.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0
526.0,Kentucky State U.,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0
526.0,Washington and Lee U.,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,11.0,,0.0,,0.0,,0.0,,0
529.0,Lewis and Clark C.,9.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
529.0,U. del Turabo,9.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
531.0,Alfred U.,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0
531.0,Harvey Mudd C.,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0
531.0,Spelman C.,8.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
534.0,Meharry Medical C.,7.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
534.0,U. Tampa,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,,0
536.0,Bowdoin C.,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0
537.0,Pittsburg State U.,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0
537.0,Saint Michael's C.,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
539.0,Furman U.,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0
540.0,Sewanee: U. of the South,3.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
541.0,Hope C.,2.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
541.0,Loma Linda U.,2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
541.0,Western U. of Health Sciences,2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
544.0,"CUNY, Baruch C.",1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0
544.0,"CUNY, system office",1.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
