Rank,Institution,Other agency R&D expendituresa,Unnamed: 3,Computer sciences,Unnamed: 5,Environmental sciences,Unnamed: 7,Life sciences,Unnamed: 9,Mathematical sciences,Unnamed: 11,Physical sciences,Unnamed: 13,Psychology,Unnamed: 15,Social sciences,Unnamed: 17,"Sciences, nec",Unnamed: 19,Engineering,Unnamed: 21,All non-S&E fields,Unnamed: 23,shift
All institutions,3398328,,130184,,561095,,686007,,35597,,109955,,97125,,289168,,80218,,855865,,553114,,,-1
1.0,Johns Hopkins U.a,356828.0,,41457.0,,6113.0,,26833.0,,17790.0,,29200.0,,0.0,,3022.0,,27532.0,,201694.0,,3187.0,,0
2.0,"U. North Carolina, Chapel Hill",80180.0,,87.0,,5605.0,,9673.0,,167.0,,231.0,,12402.0,,48798.0,,0.0,,0.0,,3217.0,,0
3.0,U. Colorado Boulder,79982.0,,199.0,,46024.0,,778.0,,0.0,,8246.0,,119.0,,525.0,,10249.0,,5676.0,,8166.0,,0
4.0,Ohio State U.,73478.0,,186.0,,81.0,,17450.0,,0.0,,446.0,,597.0,,2923.0,,4892.0,,13306.0,,33597.0,,0
5.0,North Carolina State U.,66459.0,,1147.0,,10552.0,,23127.0,,2537.0,,3550.0,,468.0,,2626.0,,28.0,,21305.0,,1119.0,,0
6.0,"U. Maryland, College Park",66425.0,,850.0,,21549.0,,6316.0,,306.0,,5035.0,,0.0,,13124.0,,0.0,,18936.0,,309.0,,0
7.0,"U. Washington, Seattle",65790.0,,181.0,,23480.0,,17012.0,,25.0,,297.0,,399.0,,3234.0,,0.0,,6222.0,,14940.0,,0
8.0,"U. South Florida, Tampa",54461.0,,16.0,,3329.0,,11279.0,,0.0,,99.0,,254.0,,3899.0,,14.0,,15477.0,,20094.0,,0
9.0,"Texas A&M U., College Station and Health Science Center",48308.0,,496.0,,8534.0,,11591.0,,0.0,,33.0,,204.0,,940.0,,347.0,,18283.0,,7880.0,,0
10.0,Virginia Polytechnic Institute and State U.,48258.0,,6856.0,,134.0,,12632.0,,107.0,,188.0,,0.0,,552.0,,293.0,,23706.0,,3790.0,,0
11.0,U. Wisconsin-Madison,47311.0,,0.0,,13704.0,,6141.0,,191.0,,672.0,,0.0,,1741.0,,235.0,,9613.0,,15014.0,,0
12.0,"Rutgers, State U. New Jersey, New Brunswick",45724.0,,286.0,,8709.0,,4210.0,,4508.0,,135.0,,3902.0,,6032.0,,0.0,,16019.0,,1923.0,,0
13.0,"Colorado State U., Fort Collins",45347.0,,870.0,,26575.0,,10359.0,,259.0,,109.0,,90.0,,766.0,,0.0,,3591.0,,2728.0,,0
14.0,"Pennsylvania State U., University Park and Hershey Medical Center",42777.0,,5031.0,,3419.0,,4793.0,,559.0,,803.0,,2516.0,,1762.0,,0.0,,22587.0,,1307.0,,0
15.0,"U. California, Davis",40648.0,,289.0,,861.0,,26189.0,,0.0,,3864.0,,103.0,,3660.0,,0.0,,4544.0,,1138.0,,0
16.0,Florida State U.,40348.0,,357.0,,2435.0,,1715.0,,890.0,,67.0,,18135.0,,2157.0,,5087.0,,4141.0,,5364.0,,0
17.0,"U. California, San Diego",33904.0,,307.0,,24425.0,,5833.0,,0.0,,84.0,,13.0,,1637.0,,0.0,,1545.0,,60.0,,0
18.0,"U. Oklahoma, Norman and Health Science Center",32309.0,,838.0,,15216.0,,1575.0,,0.0,,0.0,,482.0,,6899.0,,0.0,,4036.0,,3263.0,,0
19.0,U. Miami,32181.0,,29.0,,25307.0,,1943.0,,0.0,,2956.0,,778.0,,18.0,,0.0,,153.0,,997.0,,0
20.0,"U. Hawaii, Manoa",32151.0,,237.0,,20735.0,,4824.0,,0.0,,472.0,,39.0,,575.0,,3429.0,,1643.0,,197.0,,0
21.0,"U. Michigan, Ann Arbor",32067.0,,363.0,,3349.0,,5691.0,,0.0,,530.0,,68.0,,7298.0,,856.0,,12505.0,,1407.0,,0
22.0,"U. California, Berkeley",31373.0,,5.0,,1607.0,,5446.0,,82.0,,10972.0,,149.0,,1409.0,,920.0,,8667.0,,2116.0,,0
23.0,Michigan State U.,31094.0,,654.0,,131.0,,11457.0,,5.0,,238.0,,88.0,,12103.0,,27.0,,2245.0,,4146.0,,0
24.0,Florida International U.,30284.0,,295.0,,2305.0,,5328.0,,0.0,,600.0,,921.0,,229.0,,0.0,,13097.0,,7509.0,,0
25.0,New Jersey Institute of Technology,30148.0,,0.0,,0.0,,0.0,,0.0,,196.0,,0.0,,0.0,,522.0,,25141.0,,4289.0,,0
26.0,"U. Illinois, Urbana-Champaign",30105.0,,819.0,,301.0,,11608.0,,2.0,,723.0,,1526.0,,2181.0,,139.0,,11505.0,,1301.0,,0
27.0,U. Southern California,29200.0,,14301.0,,3390.0,,1355.0,,0.0,,0.0,,353.0,,1990.0,,0.0,,5612.0,,2199.0,,0
28.0,Washington State U.,28764.0,,42.0,,576.0,,8409.0,,10.0,,1760.0,,40.0,,3100.0,,0.0,,3377.0,,11450.0,,0
29.0,U. New Hampshire,28567.0,,544.0,,12444.0,,2757.0,,0.0,,0.0,,0.0,,2056.0,,0.0,,6748.0,,4018.0,,0
30.0,Georgia Institute of Technology,27819.0,,2487.0,,1020.0,,930.0,,0.0,,1448.0,,896.0,,1460.0,,1745.0,,15925.0,,1908.0,,0
31.0,Columbia U. in the City of New York,24514.0,,0.0,,13432.0,,5476.0,,0.0,,102.0,,0.0,,1517.0,,0.0,,1777.0,,2210.0,,0
32.0,Oregon State U.,24366.0,,107.0,,9677.0,,6922.0,,48.0,,0.0,,0.0,,464.0,,3066.0,,3109.0,,973.0,,0
33.0,U. Kansas,23468.0,,15.0,,841.0,,867.0,,1.0,,0.0,,307.0,,1044.0,,220.0,,848.0,,19325.0,,0
34.0,U. Florida,23418.0,,116.0,,308.0,,10107.0,,0.0,,1.0,,61.0,,3311.0,,0.0,,6742.0,,2772.0,,0
35.0,Woods Hole Oceanographic Institution,23131.0,,0.0,,21833.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1298.0,,0.0,,0
36.0,Duke U.,22934.0,,0.0,,822.0,,7112.0,,177.0,,619.0,,366.0,,2958.0,,0.0,,10850.0,,30.0,,0
37.0,"Purdue U., West Lafayette",22498.0,,468.0,,146.0,,6359.0,,49.0,,493.0,,377.0,,1258.0,,0.0,,11287.0,,2061.0,,0
38.0,Eastern Virginia Medical School,22317.0,,0.0,,0.0,,22317.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
39.0,Scripps Research Institute,22250.0,,0.0,,0.0,,22250.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
40.0,"U. Alaska, Fairbanks",22127.0,,223.0,,13808.0,,3290.0,,0.0,,0.0,,0.0,,367.0,,2022.0,,1773.0,,644.0,,0
41.0,Clemson U.,21951.0,,344.0,,0.0,,3977.0,,293.0,,799.0,,202.0,,2005.0,,0.0,,10569.0,,3762.0,,0
42.0,"U. Minnesota, Twin Cities",21803.0,,627.0,,621.0,,7147.0,,109.0,,9.0,,7546.0,,623.0,,0.0,,2842.0,,2279.0,,0
43.0,George Mason U.,20393.0,,4965.0,,856.0,,864.0,,419.0,,17.0,,550.0,,2371.0,,0.0,,2155.0,,8196.0,,0
44.0,"U. Virginia, Charlottesville",20017.0,,2.0,,663.0,,1174.0,,0.0,,64.0,,130.0,,60.0,,1.0,,4806.0,,13117.0,,0
45.0,Mississippi State U.,19986.0,,992.0,,2105.0,,6675.0,,0.0,,14.0,,0.0,,5428.0,,35.0,,4020.0,,717.0,,0
46.0,Carnegie Mellon U.,19974.0,,9378.0,,0.0,,6.0,,200.0,,1238.0,,1821.0,,116.0,,59.0,,7156.0,,0.0,,0
47.0,U. Arizona,19931.0,,1200.0,,4439.0,,4614.0,,4.0,,1662.0,,19.0,,2611.0,,116.0,,2644.0,,2622.0,,0
48.0,Virginia Commonwealth U.,19186.0,,0.0,,448.0,,2849.0,,10.0,,40.0,,1163.0,,77.0,,0.0,,419.0,,14180.0,,0
49.0,Vanderbilt U.,19081.0,,0.0,,0.0,,6911.0,,50.0,,478.0,,0.0,,3445.0,,670.0,,1178.0,,6349.0,,0
50.0,C. of William and Mary and Virginia Institute of Marine Science,18831.0,,0.0,,8913.0,,284.0,,1.0,,92.0,,0.0,,5278.0,,0.0,,0.0,,4263.0,,0
51.0,U. Utah,18701.0,,480.0,,1830.0,,10440.0,,184.0,,0.0,,342.0,,306.0,,0.0,,2251.0,,2868.0,,0
52.0,Massachusetts Institute of Technology,18643.0,,1211.0,,6579.0,,515.0,,0.0,,349.0,,0.0,,700.0,,1.0,,8901.0,,387.0,,0
53.0,"U. Illinois, Chicago",18236.0,,183.0,,122.0,,7264.0,,0.0,,0.0,,3787.0,,2965.0,,1791.0,,1056.0,,1068.0,,0
54.0,"U. Nebraska, Lincoln",17208.0,,0.0,,23.0,,4701.0,,212.0,,2592.0,,2795.0,,549.0,,0.0,,5758.0,,578.0,,0
55.0,U. Delaware,17165.0,,70.0,,3180.0,,1284.0,,0.0,,295.0,,0.0,,3680.0,,0.0,,4970.0,,3686.0,,0
56.0,Utah State U.,16918.0,,0.0,,1.0,,3965.0,,0.0,,52.0,,4159.0,,145.0,,0.0,,8448.0,,148.0,,0
57.0,U. Connecticut,16861.0,,724.0,,3263.0,,2413.0,,0.0,,116.0,,2913.0,,641.0,,0.0,,5571.0,,1220.0,,0
58.0,"U. Texas, Austin",16622.0,,119.0,,2927.0,,782.0,,4.0,,95.0,,0.0,,639.0,,0.0,,5751.0,,6305.0,,0
59.0,Florida A&M U.,16597.0,,180.0,,2839.0,,1783.0,,96.0,,0.0,,0.0,,0.0,,709.0,,729.0,,10261.0,,0
60.0,Old Dominion U.,16470.0,,161.0,,703.0,,657.0,,43.0,,606.0,,263.0,,14.0,,568.0,,2009.0,,11446.0,,0
61.0,Harvard U.,16308.0,,0.0,,1999.0,,335.0,,372.0,,655.0,,483.0,,2391.0,,1373.0,,365.0,,8335.0,,0
62.0,U. Colorado Denver and Anschutz Medical Campus,15832.0,,0.0,,8.0,,9317.0,,0.0,,23.0,,0.0,,12.0,,0.0,,2174.0,,4298.0,,0
63.0,U. Oregon,15729.0,,0.0,,327.0,,578.0,,0.0,,334.0,,1490.0,,739.0,,0.0,,286.0,,11975.0,,0
64.0,U. Rhode Island,15686.0,,158.0,,11635.0,,1067.0,,0.0,,967.0,,0.0,,0.0,,104.0,,425.0,,1330.0,,0
65.0,U. Wyoming,15529.0,,0.0,,11379.0,,1775.0,,0.0,,20.0,,0.0,,302.0,,1.0,,1893.0,,159.0,,0
66.0,Tufts U.,15393.0,,0.0,,31.0,,4368.0,,119.0,,155.0,,298.0,,9829.0,,0.0,,376.0,,217.0,,0
67.0,Cornell U.,15370.0,,188.0,,2775.0,,6811.0,,0.0,,0.0,,58.0,,4374.0,,203.0,,820.0,,141.0,,0
68.0,Stanford U.,15228.0,,79.0,,790.0,,1085.0,,73.0,,3599.0,,272.0,,1503.0,,0.0,,3727.0,,4100.0,,0
69.0,Iowa State U.,14387.0,,0.0,,89.0,,1558.0,,449.0,,0.0,,537.0,,502.0,,295.0,,10640.0,,317.0,,0
70.0,"U. Massachusetts, Amherst",14225.0,,737.0,,1011.0,,3834.0,,0.0,,274.0,,1.0,,23.0,,0.0,,4326.0,,4019.0,,0
71.0,Arizona State U.,13953.0,,162.0,,183.0,,1391.0,,249.0,,0.0,,73.0,,3286.0,,274.0,,3853.0,,4482.0,,0
72.0,"U. Pittsburgh, Pittsburgh",13424.0,,440.0,,324.0,,7920.0,,0.0,,0.0,,0.0,,582.0,,1929.0,,1243.0,,986.0,,0
73.0,U. Georgia,13421.0,,13.0,,2482.0,,7847.0,,0.0,,53.0,,276.0,,1513.0,,0.0,,327.0,,910.0,,0
74.0,"U. Tennessee, Knoxville",13227.0,,279.0,,276.0,,717.0,,0.0,,14.0,,92.0,,2722.0,,264.0,,7148.0,,1715.0,,0
75.0,U. Iowa,13056.0,,0.0,,46.0,,4375.0,,0.0,,212.0,,175.0,,415.0,,0.0,,7117.0,,716.0,,0
76.0,"SUNY, U. Buffalo",12755.0,,954.0,,59.0,,4721.0,,0.0,,94.0,,0.0,,654.0,,0.0,,4042.0,,2231.0,,0
77.0,U. Pennsylvania,11910.0,,0.0,,284.0,,4883.0,,39.0,,58.0,,63.0,,700.0,,0.0,,934.0,,4949.0,,0
78.0,"Louisiana State U., Baton Rouge",11409.0,,86.0,,5639.0,,2124.0,,10.0,,88.0,,97.0,,1217.0,,0.0,,1449.0,,699.0,,0
79.0,San Jose State U.,11054.0,,0.0,,8638.0,,0.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0.0,,2404.0,,0
80.0,U. Kentucky,11021.0,,0.0,,558.0,,1788.0,,0.0,,0.0,,418.0,,324.0,,10.0,,7701.0,,222.0,,0
81.0,Kansas State U.,10624.0,,1.0,,258.0,,6380.0,,0.0,,81.0,,0.0,,393.0,,4.0,,3037.0,,470.0,,0
82.0,"U. Massachusetts, Boston",10489.0,,81.0,,1017.0,,139.0,,0.0,,0.0,,571.0,,179.0,,4.0,,30.0,,8468.0,,0
83.0,"Auburn U., Auburn",10386.0,,0.0,,748.0,,2917.0,,0.0,,222.0,,0.0,,51.0,,168.0,,6254.0,,26.0,,0
83.0,"U. Alabama, Tuscaloosa",10386.0,,6268.0,,4.0,,104.0,,0.0,,0.0,,1233.0,,510.0,,0.0,,2166.0,,101.0,,0
85.0,"U. Nevada, Reno",10375.0,,0.0,,2965.0,,2157.0,,268.0,,110.0,,34.0,,157.0,,25.0,,3881.0,,778.0,,0
86.0,Georgetown U.,10339.0,,0.0,,0.0,,7526.0,,126.0,,436.0,,112.0,,1772.0,,0.0,,0.0,,367.0,,0
87.0,Portland State U.,10326.0,,56.0,,1432.0,,118.0,,0.0,,48.0,,172.0,,1996.0,,536.0,,2679.0,,3289.0,,0
88.0,U. Central Florida,10295.0,,789.0,,1291.0,,484.0,,0.0,,1041.0,,0.0,,1564.0,,0.0,,2312.0,,2814.0,,0
89.0,Northeastern U.,10220.0,,38.0,,488.0,,779.0,,0.0,,0.0,,245.0,,1808.0,,0.0,,5133.0,,1729.0,,0
90.0,George Washington U.,9991.0,,187.0,,16.0,,2512.0,,66.0,,135.0,,277.0,,3125.0,,300.0,,644.0,,2729.0,,0
91.0,U. West Florida,9731.0,,0.0,,0.0,,305.0,,0.0,,0.0,,302.0,,15.0,,0.0,,0.0,,9109.0,,0
92.0,U. Dayton,9672.0,,147.0,,0.0,,11.0,,0.0,,0.0,,11.0,,109.0,,0.0,,6039.0,,3355.0,,0
93.0,"U. Texas, El Paso",9520.0,,5.0,,330.0,,3180.0,,67.0,,196.0,,759.0,,1830.0,,0.0,,2727.0,,426.0,,0
94.0,"U. Maryland, Center for Environmental Science",9475.0,,0.0,,7332.0,,565.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1578.0,,0
95.0,Texas Tech U.,9299.0,,0.0,,505.0,,1108.0,,0.0,,0.0,,0.0,,404.0,,0.0,,487.0,,6795.0,,0
96.0,"U. California, Santa Cruz",8933.0,,166.0,,1506.0,,5159.0,,0.0,,307.0,,0.0,,630.0,,1.0,,464.0,,700.0,,0
97.0,"U. California, Santa Barbara",8868.0,,663.0,,400.0,,0.0,,41.0,,103.0,,37.0,,2866.0,,0.0,,3817.0,,941.0,,0
98.0,"U. Texas, Arlington",8789.0,,159.0,,0.0,,64.0,,0.0,,158.0,,0.0,,0.0,,0.0,,8392.0,,16.0,,0
99.0,Northwestern U.,8762.0,,0.0,,1.0,,2373.0,,0.0,,983.0,,425.0,,1915.0,,12.0,,1813.0,,1240.0,,0
100.0,U. Southern Mississippi,8633.0,,0.0,,7138.0,,929.0,,0.0,,209.0,,0.0,,78.0,,0.0,,9.0,,270.0,,0
101.0,"U. Missouri, Columbia",8618.0,,0.0,,31.0,,3610.0,,0.0,,114.0,,1317.0,,784.0,,0.0,,1663.0,,1099.0,,0
102.0,"Columbia U., Teachers C.",8388.0,,0.0,,0.0,,874.0,,0.0,,0.0,,630.0,,6775.0,,0.0,,0.0,,109.0,,0
103.0,"SUNY, U. Albany",8380.0,,2949.0,,764.0,,1695.0,,0.0,,333.0,,758.0,,1491.0,,0.0,,0.0,,390.0,,0
104.0,"CUNY, City C.",8229.0,,0.0,,0.0,,0.0,,0.0,,97.0,,0.0,,0.0,,0.0,,8100.0,,32.0,,0
105.0,"Indiana U., Bloomington",8209.0,,1125.0,,145.0,,874.0,,0.0,,670.0,,374.0,,3097.0,,0.0,,0.0,,1924.0,,0
106.0,"U. South Carolina, Columbia",8156.0,,70.0,,372.0,,3694.0,,40.0,,555.0,,428.0,,38.0,,775.0,,523.0,,1661.0,,0
107.0,Georgia State U.,8132.0,,0.0,,24.0,,342.0,,0.0,,0.0,,394.0,,558.0,,0.0,,0.0,,6814.0,,0
108.0,North Dakota State U.,8097.0,,0.0,,33.0,,709.0,,0.0,,0.0,,0.0,,6948.0,,0.0,,233.0,,174.0,,0
109.0,Fayetteville State U.,7928.0,,175.0,,0.0,,68.0,,150.0,,0.0,,0.0,,0.0,,36.0,,128.0,,7371.0,,0
110.0,Embry-Riddle Aeronautical U.,7903.0,,0.0,,49.0,,0.0,,0.0,,0.0,,0.0,,65.0,,0.0,,7787.0,,2.0,,0
111.0,"Montana State U., Bozeman",7758.0,,195.0,,528.0,,1596.0,,19.0,,22.0,,0.0,,325.0,,246.0,,3905.0,,922.0,,0
112.0,Boston U.,7685.0,,0.0,,852.0,,4808.0,,0.0,,59.0,,0.0,,106.0,,338.0,,952.0,,570.0,,0
113.0,Princeton U.,7400.0,,0.0,,5191.0,,17.0,,0.0,,0.0,,30.0,,40.0,,0.0,,1801.0,,321.0,,0
114.0,"U. Arkansas, Fayetteville",7395.0,,0.0,,532.0,,3344.0,,0.0,,60.0,,191.0,,489.0,,0.0,,2042.0,,737.0,,0
115.0,U. Maine,7388.0,,0.0,,5312.0,,671.0,,0.0,,5.0,,0.0,,79.0,,75.0,,914.0,,332.0,,0
116.0,"U. Puerto Rico, Mayaguez",7272.0,,0.0,,4197.0,,8.0,,415.0,,653.0,,0.0,,31.0,,0.0,,1581.0,,387.0,,0
117.0,"Oklahoma State U., Stillwater",7261.0,,0.0,,153.0,,3900.0,,0.0,,332.0,,22.0,,42.0,,83.0,,2723.0,,6.0,,0
118.0,West Virginia U.,7253.0,,0.0,,915.0,,2302.0,,0.0,,36.0,,0.0,,12.0,,0.0,,2962.0,,1026.0,,0
119.0,"U. California, Los Angeles",7127.0,,4.0,,1337.0,,2052.0,,6.0,,539.0,,1209.0,,1001.0,,10.0,,515.0,,454.0,,0
120.0,New York U.,7073.0,,123.0,,0.0,,502.0,,0.0,,286.0,,3.0,,957.0,,0.0,,1143.0,,4059.0,,0
121.0,U. New Mexico,7026.0,,80.0,,387.0,,2331.0,,0.0,,0.0,,54.0,,1134.0,,0.0,,1923.0,,1117.0,,0
122.0,Emory U.,7023.0,,0.0,,250.0,,6462.0,,0.0,,0.0,,0.0,,178.0,,0.0,,0.0,,133.0,,0
123.0,"SUNY, Stony Brook U.",6828.0,,36.0,,5216.0,,643.0,,158.0,,566.0,,0.0,,15.0,,24.0,,76.0,,94.0,,0
124.0,Texas A&M U.-Corpus Christi,6556.0,,4.0,,5101.0,,892.0,,0.0,,0.0,,0.0,,189.0,,169.0,,21.0,,180.0,,0
125.0,Syracuse U.,6482.0,,813.0,,0.0,,289.0,,94.0,,41.0,,21.0,,703.0,,0.0,,707.0,,3814.0,,0
126.0,"U. Louisiana, Lafayette",6349.0,,350.0,,443.0,,163.0,,340.0,,0.0,,0.0,,520.0,,266.0,,431.0,,3836.0,,0
127.0,Stevens Institute of Technology,6343.0,,306.0,,3235.0,,0.0,,0.0,,0.0,,0.0,,1.0,,49.0,,2290.0,,462.0,,0
128.0,U. Memphis,6262.0,,112.0,,1183.0,,120.0,,0.0,,54.0,,647.0,,571.0,,0.0,,1601.0,,1974.0,,0
129.0,Wayne State U.,6143.0,,0.0,,8.0,,2574.0,,0.0,,39.0,,73.0,,638.0,,0.0,,2711.0,,100.0,,0
130.0,Texas State U.,6068.0,,82.0,,519.0,,632.0,,0.0,,16.0,,0.0,,236.0,,0.0,,240.0,,4343.0,,0
131.0,Temple U.,5958.0,,3.0,,126.0,,1355.0,,0.0,,0.0,,377.0,,623.0,,78.0,,218.0,,3178.0,,0
132.0,"U. Texas Health Science Center, Houston",5883.0,,0.0,,0.0,,5883.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
133.0,"U. Alabama, Birmingham",5880.0,,32.0,,0.0,,5283.0,,0.0,,0.0,,19.0,,0.0,,0.0,,490.0,,56.0,,0
134.0,U. Chicago,5778.0,,237.0,,6.0,,581.0,,141.0,,532.0,,216.0,,1491.0,,0.0,,1002.0,,1572.0,,0
135.0,U. Houston,5706.0,,837.0,,113.0,,246.0,,0.0,,0.0,,2400.0,,1.0,,0.0,,1342.0,,767.0,,0
136.0,Yale U.,5666.0,,0.0,,121.0,,2592.0,,13.0,,353.0,,372.0,,93.0,,1148.0,,475.0,,499.0,,0
137.0,Ohio U.,5475.0,,0.0,,0.0,,0.0,,0.0,,0.0,,740.0,,0.0,,0.0,,4608.0,,127.0,,0
138.0,"U. California, Irvine",5404.0,,180.0,,112.0,,658.0,,0.0,,213.0,,93.0,,265.0,,0.0,,1359.0,,2524.0,,0
139.0,Rhode Island C.,5342.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5342.0,,0
140.0,"U. California, Riverside",5186.0,,0.0,,337.0,,2502.0,,11.0,,185.0,,0.0,,115.0,,0.0,,1217.0,,819.0,,0
141.0,U. Idaho,5176.0,,379.0,,571.0,,1521.0,,0.0,,0.0,,0.0,,178.0,,0.0,,2338.0,,189.0,,0
142.0,"U. Massachusetts, Lowell",5092.0,,320.0,,0.0,,204.0,,0.0,,612.0,,83.0,,1587.0,,0.0,,918.0,,1368.0,,0
143.0,South Dakota State U.,5052.0,,0.0,,946.0,,3008.0,,67.0,,3.0,,0.0,,25.0,,0.0,,998.0,,5.0,,0
144.0,Northern Arizona U.,5050.0,,0.0,,1661.0,,2781.0,,0.0,,5.0,,0.0,,147.0,,331.0,,116.0,,9.0,,0
145.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,4820.0,,0.0,,137.0,,579.0,,0.0,,107.0,,211.0,,4.0,,0.0,,1109.0,,2673.0,,0
146.0,"U. North Texas, Health Science Center",4670.0,,0.0,,0.0,,4670.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
147.0,"U. Texas Health Science Center, San Antonio",4571.0,,0.0,,0.0,,4571.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
148.0,U. Cincinnati,4461.0,,0.0,,38.0,,1304.0,,0.0,,0.0,,194.0,,725.0,,0.0,,1770.0,,430.0,,0
149.0,"U. North Carolina, Charlotte",4452.0,,477.0,,76.0,,78.0,,0.0,,0.0,,0.0,,366.0,,0.0,,1735.0,,1720.0,,0
150.0,U. Notre Dame,4231.0,,674.0,,0.0,,1272.0,,0.0,,228.0,,413.0,,199.0,,0.0,,821.0,,624.0,,0
151.0,"U. California, San Francisco",4198.0,,0.0,,0.0,,4162.0,,0.0,,36.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
152.0,Howard U.,4134.0,,42.0,,2479.0,,427.0,,38.0,,313.0,,162.0,,47.0,,0.0,,483.0,,143.0,,0
153.0,"U. Nevada, Las Vegas",4132.0,,0.0,,1426.0,,158.0,,0.0,,0.0,,0.0,,122.0,,0.0,,2045.0,,381.0,,0
154.0,Medical U. South Carolina,4105.0,,0.0,,0.0,,4105.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
155.0,Boston C.,4073.0,,0.0,,173.0,,34.0,,0.0,,32.0,,0.0,,0.0,,0.0,,0.0,,3834.0,,0
156.0,Jackson State U.,3983.0,,158.0,,102.0,,144.0,,42.0,,683.0,,0.0,,122.0,,453.0,,1072.0,,1207.0,,0
157.0,"U. Montana, Missoula",3961.0,,0.0,,13.0,,3266.0,,213.0,,0.0,,0.0,,368.0,,0.0,,0.0,,101.0,,0
158.0,Missouri U. of Science and Technology,3955.0,,201.0,,0.0,,0.0,,0.0,,1271.0,,0.0,,0.0,,0.0,,2207.0,,276.0,,0
159.0,U. of the Virgin Islands,3950.0,,0.0,,0.0,,3950.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
160.0,Rensselaer Polytechnic Institute,3946.0,,618.0,,68.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3260.0,,0.0,,0
161.0,St. Edward's U.,3900.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,3800.0,,0
162.0,American U.,3777.0,,0.0,,14.0,,60.0,,0.0,,154.0,,0.0,,2343.0,,301.0,,0.0,,905.0,,0
163.0,Dartmouth C.,3758.0,,53.0,,5.0,,2108.0,,197.0,,451.0,,0.0,,230.0,,0.0,,422.0,,292.0,,0
164.0,"California State U., Sacramento",3751.0,,0.0,,87.0,,174.0,,0.0,,24.0,,0.0,,135.0,,0.0,,3061.0,,270.0,,0
165.0,Brandeis U.,3737.0,,330.0,,0.0,,0.0,,161.0,,0.0,,0.0,,2346.0,,0.0,,0.0,,900.0,,0
166.0,"U. Maryland, Eastern Shore",3698.0,,0.0,,3013.0,,685.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
167.0,Drexel U.,3680.0,,443.0,,376.0,,835.0,,0.0,,0.0,,210.0,,0.0,,0.0,,1381.0,,435.0,,0
168.0,"U. Alaska, Anchorage",3673.0,,0.0,,762.0,,1634.0,,0.0,,0.0,,0.0,,300.0,,319.0,,246.0,,412.0,,0
169.0,Florida Gulf Coast U.,3617.0,,0.0,,113.0,,355.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3149.0,,0
170.0,"SUNY, C. of Environmental Science and Forestry",3577.0,,0.0,,327.0,,2980.0,,36.0,,62.0,,0.0,,142.0,,0.0,,30.0,,0.0,,0
171.0,Tulane U.,3570.0,,0.0,,0.0,,2612.0,,0.0,,6.0,,0.0,,943.0,,0.0,,9.0,,0.0,,0
172.0,California Institute of Technology,3530.0,,0.0,,2693.0,,0.0,,81.0,,99.0,,0.0,,0.0,,0.0,,624.0,,33.0,,0
173.0,U. Louisville,3524.0,,0.0,,0.0,,994.0,,0.0,,0.0,,1.0,,28.0,,0.0,,2034.0,,467.0,,0
174.0,U. New Orleans,3490.0,,284.0,,2054.0,,0.0,,0.0,,0.0,,0.0,,764.0,,0.0,,0.0,,388.0,,0
175.0,"U. North Carolina, Greensboro",3396.0,,0.0,,0.0,,171.0,,0.0,,20.0,,284.0,,13.0,,0.0,,0.0,,2908.0,,0
176.0,Brown U.,3297.0,,0.0,,15.0,,623.0,,0.0,,113.0,,117.0,,42.0,,286.0,,95.0,,2006.0,,0
177.0,East Carolina U.,3285.0,,0.0,,444.0,,2793.0,,0.0,,0.0,,0.0,,16.0,,0.0,,32.0,,0.0,,0
178.0,"Washington U., Saint Louis",3247.0,,44.0,,2.0,,1934.0,,0.0,,0.0,,369.0,,55.0,,29.0,,515.0,,299.0,,0
179.0,U. Wisconsin-Milwaukee,3212.0,,0.0,,1297.0,,244.0,,0.0,,0.0,,334.0,,842.0,,1.0,,450.0,,44.0,,0
180.0,Worcester Polytechnic Institute,3170.0,,515.0,,0.0,,0.0,,0.0,,333.0,,0.0,,629.0,,0.0,,1634.0,,59.0,,0
181.0,Michigan Technological U.,3131.0,,38.0,,1938.0,,62.0,,0.0,,0.0,,22.0,,38.0,,0.0,,1028.0,,5.0,,0
