Rank,Institution,All R&D expenditures,Unnamed: 3,Source of funds,Federal government,Unnamed: 6,State and local government,Unnamed: 8,Institution funds,Unnamed: 10,Business,Unnamed: 12,Nonprofit organizations,Unnamed: 14,All other sources
285.0,U. Wisconsin-Stevens Point,4532,i,2056,i,1211,i,834.0,i,36.0,i,395.0,i,0,i
286.0,West Texas A&M U.,4513,,1860,,1805,,496.0,,266.0,,86.0,,0,
287.0,Middle Tennessee State U.,4350,,2302,,93,,1511.0,,295.0,,149.0,,0,
288.0,Fort Valley State U.,4320,,4079,,0,,241.0,,0.0,,0.0,,0,
289.0,Montclair State U.,4274,,2716,,154,,552.0,,309.0,,116.0,,427,
290.0,"U. North Carolina, general administration",4197,,337,,3860,,0.0,,0.0,,0.0,,0,
291.0,St. Cloud State U.,4192,,1299,,353,,1473.0,,227.0,,840.0,,0,
292.0,"U. Oklahoma, Tulsa",4104,,895,,147,,1699.0,,77.0,,1157.0,,129,
293.0,U. Northern Iowa,4032,,1961,,883,,997.0,,131.0,,60.0,,0,
294.0,"SUNY, C. of Optometry",3906,,2490,,0,,810.0,,598.0,,1.0,,7,
295.0,Appalachian State U.,3878,,1796,,499,,632.0,,350.0,,503.0,,98,
296.0,Texas A&M U.-Commerce,3755,,1121,,1159,,1042.0,,94.0,,266.0,,73,
297.0,"Pennsylvania State U., Behrend",3737,,1510,,442,,1055.0,,574.0,,156.0,,0,
298.0,James Madison U.,3712,,2418,,20,,57.0,,,,,,1217,
299.0,U. North Florida,3689,,1198,,558,,1301.0,,428.0,,204.0,,0,
300.0,U. Northern Colorado,3652,,1359,,107,,1938.0,,98.0,,150.0,,0,
301.0,"U. Washington, Tacoma",3618,,2515,,452,,114.0,,0.0,,375.0,,162,
302.0,U. Wisconsin-La Crosse,3615,,1006,,875,,770.0,,603.0,,2.0,,359,
303.0,Missouri State U.,3540,,3165,,53,,0.0,,274.0,,11.0,,37,
304.0,U. Central Arkansas,3502,,1300,,1253,,908.0,,0.0,,37.0,,4,
305.0,"Pennsylvania State U., Harrisburg",3379,,565,,1394,,1109.0,,186.0,,125.0,,0,
306.0,Youngstown State U.,3348,,2346,,351,,607.0,,44.0,,0.0,,0,
307.0,Jacksonville State U.,3242,,3020,,35,,116.0,,71.0,,0.0,,0,
308.0,"California State U., Bakersfield",3192,,1875,,12,,744.0,,22.0,,2.0,,537,
309.0,Towson U.,3153,,2020,,102,,551.0,,125.0,,352.0,,3,
310.0,"CUNY, Lehman C.",3130,,2394,,13,,666.0,,51.0,,6.0,,0,
311.0,Sam Houston State U.,3086,,1491,,111,,1355.0,,0.0,,129.0,,0,
312.0,"CUNY, C. Staten Island",3060,,1222,,511,,921.0,,282.0,,124.0,,0,
313.0,Eastern Washington U.,2973,,955,,782,,,,1164.0,,72.0,,0,
314.0,Texas A&M International U.,2917,,658,,770,,502.0,,49.0,,938.0,,0,
315.0,Lamar U.,2824,,352,,1273,,471.0,,134.0,,510.0,,84,
316.0,Plymouth State U.,2807,,2259,,114,,54.0,,0.0,,372.0,,8,
317.0,Southeastern Louisiana U.,2670,,1429,,392,,631.0,,12.0,,160.0,,46,
318.0,Naval War C.,2653,,2653,,0,,0.0,,0.0,,0.0,,0,
319.0,Central Washington U.,2581,,1575,,444,,316.0,,203.0,,43.0,,0,
320.0,"California State U., Dominguez Hills",2557,,2527,,30,,0.0,,0.0,,0.0,,0,
321.0,Northwest Indian C.,2530,i,1604,i,65,i,267.0,i,0.0,i,594.0,i,0,i
322.0,U. Houston-Downtown,2459,,1571,,254,,531.0,,32.0,,71.0,,0,
323.0,"CUNY, Baruch C.",2451,,845,,153,,1021.0,,135.0,,31.0,,266,
324.0,Black Hills State U.,2430,,1674,,193,,536.0,,25.0,,2.0,,0,
325.0,"U. North Carolina, Asheville",2384,,1531,,388,,350.0,,29.0,,82.0,,4,
326.0,Murray State U.,2371,,798,,45,,1246.0,,217.0,,65.0,,0,
327.0,"SUNY, Buffalo State",2366,,846,,401,,447.0,,10.0,,662.0,,0,
328.0,Texas Woman's U.,2310,,722,,403,,563.0,,29.0,,593.0,,0,
329.0,Alabama State U.,2303,,2303,,0,,0.0,,0.0,,0.0,,0,
330.0,"Minnesota State U., Mankato",2294,,546,,210,,1146.0,,0.0,,15.0,,377,
331.0,Elizabeth City State U.,2277,,2058,,13,,0.0,,0.0,,0.0,,206,
332.0,U. Wisconsin-Oshkosh,2236,i,976,i,282,i,556.0,i,46.0,i,376.0,i,0,i
333.0,Pittsburg State U.,2210,,453,,707,,0.0,,989.0,,61.0,,0,
334.0,Sul Ross State U.,2204,,333,,341,,747.0,,6.0,,777.0,,0,
335.0,Austin Peay State U.,2113,,334,,1202,,504.0,,71.0,,0.0,,2,
336.0,"U. Illinois, Springfield",2070,,307,,375,,963.0,,0.0,,425.0,,0,
337.0,Oregon Institute of Technology,2056,,270,,725,,752.0,,1.0,,308.0,,0,
338.0,U. of the District of Columbia,2043,,1434,,0,,609.0,,0.0,,0.0,,0,
339.0,Northern Kentucky U.,2026,,1342,,8,,586.0,,0.0,,79.0,,11,
340.0,"California State U., Channel Islands",1949,,825,,239,,885.0,,0.0,,0.0,,0,
341.0,Grambling State U.,1863,,1177,,431,,95.0,,0.0,,0.0,,160,
342.0,Coastal Carolina U.,1862,,1041,,658,,26.0,,0.0,,137.0,,0,
343.0,Morehead State U.,1838,,1217,,54,,444.0,,0.0,,123.0,,0,
344.0,"California State U., Chico",1837,,854,,501,,352.0,,65.0,,37.0,,28,
345.0,Savannah State U.,1801,,1796,,0,,0.0,,0.0,,5.0,,0,
346.0,"CUNY, system office",1782,,828,,0,,375.0,,0.0,,519.0,,60,
347.0,Eastern Michigan U.,1761,,1482,,43,,103.0,,55.0,,62.0,,16,
348.0,"U. Texas, Permian Basin",1725,,595,,386,,199.0,,135.0,,410.0,,0,
349.0,Eastern Kentucky U.,1681,,1111,,34,,520.0,,10.0,,6.0,,0,
350.0,McNeese State U.,1672,,80,,159,,1303.0,,0.0,,130.0,,0,
350.0,"U. Louisiana, Monroe",1672,,1479,,84,,23.0,,1.0,,55.0,,30,
352.0,"Oklahoma State U., Center for Health Sciences",1625,,321,,147,,921.0,,236.0,,0.0,,0,
353.0,"Indiana U., South Bend",1619,,408,,0,,820.0,,0.0,,229.0,,162,
354.0,"U. South Florida, Sarasota-Manatee",1595,,57,,0,,1434.0,,8.0,,3.0,,93,
355.0,Nicholls State U.,1591,,108,,445,,670.0,,65.0,,52.0,,251,
356.0,"U. Alaska, Southeast",1588,,1341,,11,,123.0,,63.0,,39.0,,11,
357.0,California Maritime Academy,1542,,31,,87,,65.0,,1359.0,,0.0,,0,
358.0,Indiana State U.,1541,,992,,136,,126.0,,227.0,,59.0,,1,
359.0,U. Houston-Clear Lake,1535,,541,,568,,343.0,,35.0,,48.0,,0,
360.0,"U. Puerto Rico, Cayey",1521,,959,,0,,562.0,,0.0,,0.0,,0,
361.0,Central State U.,1508,,1508,,0,,0.0,,0.0,,0.0,,0,
362.0,Bowie State U.,1497,,1497,,0,,0.0,,0.0,,0.0,,0,
363.0,"U. Nebraska, Kearney",1496,,515,,12,,916.0,,2.0,,51.0,,0,
364.0,Maine Maritime Academy,1483,,1110,,81,,262.0,,0.0,,30.0,,0,
365.0,Stockton U.,1452,,198,,895,,318.0,,0.0,,41.0,,0,
366.0,"SUNY, C. Brockport",1367,,535,,147,,560.0,,5.0,,40.0,,80,
367.0,Albany State U.,1356,,1128,,172,,0.0,,56.0,,0.0,,0,
368.0,American Samoa Community C.,1337,,1337,,0,,0.0,,0.0,,0.0,,0,
369.0,U. Wisconsin-Green Bay,1320,,545,,46,,508.0,,80.0,,40.0,,101,
370.0,"SUNY, Geneseo",1314,,663,,3,,646.0,,2.0,,0.0,,0,
371.0,Central Connecticut State U.,1259,,243,,598,,387.0,,8.0,,23.0,,0,
372.0,"U. Minnesota, Morris",1223,,306,,35,,721.0,,85.0,,63.0,,13,
373.0,Saginaw Valley State U.,1220,,223,,6,,686.0,,4.0,,301.0,,0,
374.0,Christopher Newport U.,1208,,1041,,15,,14.0,,43.0,,95.0,,0,
375.0,Lake Superior State U.,1170,,327,,55,,255.0,,153.0,,8.0,,372,
376.0,Sonoma State U.,1163,,964,,95,,103.0,,0.0,,1.0,,0,
377.0,"U. South Carolina, Aiken",1154,,689,,0,,465.0,,0.0,,0.0,,0,
378.0,Dakota State U.,1152,,765,,60,,204.0,,118.0,,0.0,,5,
379.0,Eastern Connecticut State U.,1149,,17,,0,,1132.0,,0.0,,0.0,,0,
380.0,Western Carolina U.,1145,,740,,18,,165.0,,1.0,,221.0,,0,
381.0,"SUNY, C. Plattsburgh",1135,,717,,48,,366.0,,0.0,,4.0,,0,
382.0,"Purdue U., North Central",1103,,552,,2,,518.0,,0.0,,31.0,,0,
383.0,"SUNY, Farmingdale State C.",1102,,508,,0,,594.0,,0.0,,0.0,,0,
384.0,"California State U., Stanislaus",1080,,174,,354,,0.0,,371.0,,166.0,,15,
385.0,Kean U.,1064,,244,,378,,342.0,,90.0,,10.0,,0,
386.0,U. Houston system administration,1027,,0,,1015,,12.0,,0.0,,0.0,,0,
387.0,"CUNY, Medgar Evers C.",970,,686,,12,,264.0,,0.0,,8.0,,0,
387.0,U. Wisconsin-Platteville,970,i,309,i,245,i,163.0,i,219.0,i,26.0,i,8,i
389.0,Keene State C.,966,,820,,0,,122.0,,0.0,,24.0,,0,
390.0,"U. South Carolina, Beaufort",892,,478,,9,,365.0,,0.0,,40.0,,0,
391.0,Western Illinois U.,860,,373,,261,,104.0,,31.0,,0.0,,91,
392.0,"U. Puerto Rico, Humacao",784,,669,,0,,115.0,,0.0,,0.0,,0,
393.0,"CUNY, York C.",716,,534,,0,,178.0,,0.0,,4.0,,0,
394.0,U. of Mary Washington,690,,425,,9,,225.0,,11.0,,20.0,,0,
395.0,East Central U.,655,,571,,34,,0.0,,0.0,,50.0,,0,
396.0,U. West Georgia,646,,432,,48,,82.0,,71.0,,13.0,,0,
397.0,"CUNY, Advanced Science Research Center",569,,257,,0,,312.0,,0.0,,0.0,,0,
398.0,Florida Polytechnic U.,212,,203,,4,,5.0,,0.0,,0.0,,0,
