Rank,Institution,2012,Unnamed: 3,2013,Unnamed: 5,2014,Unnamed: 7,2015,All social sciences,Unnamed: 10,Economics,Unnamed: 12,Political science,Unnamed: 14,Sociology,Unnamed: 16,"Social sciences, nec",Unnamed: 18,shift
28.0,U. Arizona,23138,,21984,,22303,,22698.0,,6675.0,,2746.0,,7330.0,,5947.0,,,0
29.0,"U. Illinois, Urbana-Champaign",10540,,18473,,17432,,21340.0,,8438.0,,6525.0,,1090.0,,5287.0,,,0
30.0,George Washington U.,29100,,25111,,22066,,20534.0,,2207.0,,11634.0,,2091.0,,4602.0,,,0
31.0,Washington State U.,30674,,24058,,14162,i,20322.0,,7700.0,,682.0,,1677.0,,10263.0,,,0
32.0,New York U.,8008,,10878,,12952,,20193.0,,904.0,,4772.0,,1121.0,,13396.0,,,0
33.0,Ohio State U.,20030,,19784,,18106,,20138.0,,4416.0,,4104.0,,3461.0,,8157.0,,,0
34.0,"Texas A&M U., College Station and Health Science Center",10024,,13425,,17125,,19796.0,,1899.0,,4534.0,,1465.0,,11898.0,,,0
35.0,Northwestern U.,13366,,16386,,18806,,19787.0,,1797.0,,14427.0,,1842.0,,1721.0,,,0
36.0,U. Georgia,17577,,17605,,17153,,19553.0,,5716.0,,4958.0,,3799.0,,5080.0,,,0
37.0,Georgetown U.,15778,,16470,,19454,,19086.0,,15.0,,17989.0,,167.0,,915.0,,,0
38.0,"U. California, San Diego",14807,,17421,,17809,,17581.0,,2088.0,,11012.0,,3103.0,,1378.0,,,0
39.0,North Dakota State U.,13761,,14883,,15425,,16906.0,,4748.0,,370.0,,785.0,,11003.0,,,0
40.0,U. Florida,18075,,13818,,12981,,16428.0,,4726.0,,339.0,,2943.0,,8420.0,,,0
41.0,Stanford U.,19141,,21511,,16777,,16111.0,,2600.0,,223.0,,11016.0,,2272.0,,,0
42.0,U. Central Florida,3733,,3732,,14923,,15970.0,,7401.0,,2415.0,,2449.0,,3705.0,,,0
43.0,U. Delaware,8410,,11860,,14465,,15872.0,,2789.0,,27.0,,1864.0,,11192.0,,,0
44.0,"U. Oklahoma, Norman and Health Science Center",6743,,7291,,6891,,15493.0,,666.0,,2758.0,,525.0,,11544.0,,,0
45.0,"Columbia U., Teachers C.",12537,,11270,,11741,,14915.0,,11331.0,,0.0,,0.0,,3584.0,,,0
46.0,"U. Washington, Seattle",7363,,13729,,12341,,14591.0,,89.0,,6706.0,,6099.0,,1697.0,,,0
47.0,"U. Texas, Austin",18040,,16270,,14937,,14473.0,,373.0,,597.0,,8791.0,,4712.0,,,0
48.0,Texas Tech U.,12483,,15676,,15818,,14273.0,,4307.0,,780.0,,666.0,,8520.0,,,0
49.0,"U. Illinois, Chicago",10614,,11815,,12959,,14077.0,,464.0,,360.0,,467.0,,12786.0,,,0
50.0,Florida State U.,7630,,12337,,13340,,13995.0,,2831.0,,2199.0,,828.0,,8137.0,,,0
51.0,U. Colorado Boulder,17894,,16865,,15292,,13567.0,,21.0,,571.0,,10537.0,,2438.0,,,0
52.0,Georgia State U.,10453,,16568,,12616,i,13379.0,,6366.0,,1119.0,,1731.0,,4163.0,,,0
53.0,"U. Nebraska, Lincoln",15200,,14952,,13473,,13066.0,,3730.0,,2243.0,,4041.0,,3052.0,,,0
54.0,North Carolina State U.,11020,,15199,,13138,,12745.0,,5310.0,,894.0,,2380.0,,4161.0,,,0
55.0,U. Iowa,7372,,7293,,9753,,12656.0,,403.0,,9249.0,,210.0,,2794.0,,,0
56.0,"U. California, Santa Barbara",12508,,14158,,14066,,12539.0,,2150.0,,41.0,,195.0,,10153.0,,,0
57.0,Iowa State U.,14347,,13507,,12919,,11848.0,,3908.0,,487.0,,7431.0,,22.0,,,0
58.0,"U. Missouri, Columbia",6845,,9092,,9917,,11827.0,,9946.0,,758.0,,546.0,,577.0,,,0
59.0,"U. California, Irvine",10310,,9505,,11099,,11707.0,,858.0,,3230.0,,2861.0,,4758.0,,,0
60.0,"Indiana U.-Purdue U., Indianapolis",9237,,10793,,9521,,11696.0,,131.0,,5892.0,,2430.0,,3243.0,,,0
61.0,"SUNY, Binghamton U.",12657,,10946,,9867,,11227.0,,1844.0,,1613.0,,3955.0,,3815.0,,,0
62.0,Tufts U.,3698,,4031,,8941,,11152.0,,483.0,,10653.0,,16.0,,0.0,,,0
63.0,Johns Hopkins U.a,7926,i,7552,i,9139,i,11034.0,i,440.0,i,109.0,i,10201.0,i,284.0,i,,0
64.0,American U.,13855,,14718,,16140,,10674.0,,2361.0,,3813.0,,858.0,,3642.0,,,0
65.0,"SUNY, U. Albany",14286,,11749,,11471,,10357.0,,79.0,,3727.0,,3369.0,,3182.0,,,0
66.0,"U. Maryland, Baltimore County",10555,,10021,,10349,,10266.0,,0.0,,10191.0,,75.0,,0.0,,,0
67.0,C. of William and Mary and Virginia Institute of Marine Science,2990,,4045,,7013,,9508.0,,26.0,,7882.0,,28.0,,1572.0,,,0
68.0,Yale U.,5877,,11544,,7592,,9484.0,,3765.0,,802.0,,4473.0,,444.0,,,0
69.0,U. New Mexico,8275,,11311,,12607,,9401.0,,824.0,,138.0,,5342.0,,3097.0,,,0
70.0,Georgia Institute of Technology,9609,,9496,,10822,,9132.0,,4647.0,,4044.0,,123.0,,318.0,,,0
71.0,Columbia U. in the City of New York,21059,,9685,,8596,,8844.0,,785.0,,4990.0,,3069.0,,0.0,,,0
72.0,Rice U.,4490,,4580,,9402,,8841.0,,340.0,,4041.0,,4251.0,,209.0,,,0
73.0,U. Cincinnati,6540,,5576,,6041,,8604.0,,0.0,,933.0,,637.0,,7034.0,,,0
74.0,Portland State U.,11899,,11075,,10253,,8523.0,,251.0,,829.0,,1399.0,,6044.0,,,0
75.0,Dillard U.,18,,0,,0,,8430.0,,0.0,,0.0,,324.0,,8106.0,,,0
76.0,U. Notre Dame,4001,,6511,,6157,,8421.0,,1445.0,,3454.0,,1151.0,,2371.0,,,0
77.0,U. Kentucky,9894,,9525,,9116,,8205.0,,4353.0,,1233.0,,1273.0,,1346.0,,,0
78.0,Syracuse U.,8325,,6826,,7580,,8020.0,,1347.0,,4186.0,,1933.0,,554.0,,,0
79.0,U. Texas M. D. Anderson Cancer Center,11549,,10627,,8578,,7772.0,,0.0,,0.0,,7772.0,,0.0,,,0
80.0,Naval Postgraduate School,12063,,4894,,9759,,7641.0,,108.0,,5616.0,,350.0,,1567.0,,,0
81.0,West Virginia U.,3534,,3303,,3776,,7628.0,,5649.0,,374.0,,700.0,,905.0,,,0
82.0,"Oklahoma State U., Stillwater",6196,,6289,,4424,,7543.0,,5122.0,,670.0,,1565.0,,186.0,,,0
83.0,"U. Tennessee, Knoxville",7947,,8252,,7702,,7542.0,,4902.0,,647.0,,1332.0,,661.0,,,0
84.0,"U. Massachusetts, Boston",7524,,10802,,6658,,7323.0,,232.0,,3387.0,,2784.0,,920.0,,,0
85.0,"Louisiana State U., Baton Rouge",8159,,7380,,7729,,7072.0,,4969.0,,221.0,,502.0,,1380.0,,,0
86.0,Florida International U.,3968,,3228,,7508,,7068.0,,460.0,,2311.0,,668.0,,3629.0,,,0
87.0,Virginia Polytechnic Institute and State U.,8387,,9026,,7822,,7001.0,,1932.0,,1132.0,,1361.0,,2576.0,,,0
88.0,Kansas State U.,6236,,6323,,6035,,6975.0,,5117.0,,3.0,,339.0,,1516.0,,,0
89.0,"Colorado State U., Fort Collins",6438,,5303,,4647,,6910.0,,2767.0,,285.0,,1670.0,,2188.0,,,0
90.0,Vanderbilt U.,5677,,5532,,6017,,6902.0,,716.0,,5193.0,,575.0,,418.0,,,0
91.0,Tulane U.,3284,,4087,,4578,,6873.0,,2785.0,,0.0,,2862.0,,1226.0,,,0
92.0,U. Connecticut,5573,,4835,,6795,,6838.0,,1795.0,,301.0,,3586.0,,1156.0,,,0
93.0,"U. Virginia, Charlottesville",8574,,7203,,6750,,6810.0,,812.0,,4104.0,,1434.0,,460.0,,,0
94.0,Carnegie Mellon U.,5672,,6264,,6185,,6791.0,,541.0,,2279.0,,0.0,,3971.0,,,0
95.0,U. New Hampshire,6922,,5965,,6810,,6643.0,,334.0,,15.0,,5234.0,,1060.0,,,0
96.0,Northeastern U.,3590,,4681,,7262,,6322.0,,57.0,,1962.0,,1455.0,,2848.0,,,0
97.0,U. Utah,4077,,8992,,7672,,6237.0,,225.0,,67.0,,486.0,,5459.0,,,0
98.0,"U. Massachusetts, Amherst",6163,,4501,,4581,,5479.0,,629.0,,1222.0,,2991.0,,637.0,,,0
99.0,"U. Tennessee, Knoxville, Institute of Agriculture",6970,,5943,,5735,,5462.0,,5462.0,,0.0,,0.0,,0.0,,,0
100.0,"California State U., San Bernardino",713,,2361,,4482,,5444.0,,0.0,,1.0,,86.0,,5357.0,,,0
101.0,"U. Massachusetts, Lowell",3752,,3353,,4082,,5069.0,,606.0,,285.0,,312.0,,3866.0,,,0
102.0,San Diego State U.,5739,,3106,,4701,,5068.0,,651.0,,762.0,,1335.0,,2320.0,,,0
103.0,"U. California, Riverside",2509,,3276,,3280,,5067.0,,60.0,,352.0,,2320.0,,2335.0,,,0
104.0,Oregon State U.,5102,,5267,,5026,,5019.0,,2235.0,,6.0,,2174.0,,604.0,,,0
105.0,Clemson U.,4552,,3774,,3414,,4957.0,,875.0,,510.0,,145.0,,3427.0,,,0
106.0,"Rutgers, State U. New Jersey, Newark",7231,,6731,,5698,,4872.0,,38.0,,2941.0,,8.0,,1885.0,,,0
107.0,Kent State U.,2251,,1638,,2099,,4829.0,,701.0,,547.0,,969.0,,2612.0,,,0
108.0,National Defense U.,ne,,3620,,6553,,4772.0,,0.0,,150.0,,110.0,,4512.0,,,0
109.0,U. Rhode Island,1230,,3942,,4498,,4636.0,,67.0,,90.0,,71.0,,4408.0,,,0
110.0,"U. South Carolina, Columbia",8457,,6241,,6512,,4623.0,,449.0,,209.0,,1686.0,,2279.0,,,0
111.0,"SUNY, U. Buffalo",3953,,3747,,4857,,4556.0,,198.0,,938.0,,92.0,,3328.0,,,0
112.0,U. Wisconsin-Milwaukee,3212,,2308,,3599,,4554.0,,121.0,,393.0,,2758.0,,1282.0,,,0
113.0,"U. Montana, Missoula",2762,,2438,,2074,,4524.0,,1603.0,,0.0,,2897.0,,24.0,,,0
114.0,"U. Texas, El Paso",2099,,1630,,2240,,4141.0,,150.0,,102.0,,1598.0,,2291.0,,,0
115.0,Texas State U.,2999,,2291,,2329,,3961.0,,30.0,,0.0,,589.0,,3342.0,,,0
116.0,U. Baltimore,3885,,3761,,3951,,3959.0,,2165.0,,338.0,,0.0,,1456.0,,,0
117.0,U. Houston,2027,,2001,,2133,,3951.0,,97.0,,908.0,,2464.0,,482.0,,,0
118.0,"U. Arkansas, Fayetteville",3458,,3621,,3316,,3902.0,,252.0,,43.0,,818.0,,2789.0,,,0
119.0,"U. Alabama, Tuscaloosa",3830,,4098,,4446,,3867.0,,340.0,,108.0,,222.0,,3197.0,,,0
120.0,South Dakota State U.,3286,,3489,,3176,,3734.0,,1148.0,,0.0,,899.0,,1687.0,,,0
121.0,"U. Texas, San Antonio",2030,,3784,,3257,,3664.0,,436.0,,43.0,,1961.0,,1224.0,,,0
122.0,Boston U.,2097,,2967,,3191,,3661.0,,1225.0,,308.0,,545.0,,1583.0,,,0
123.0,"U. California, Santa Cruz",6373,,3256,,3721,,3622.0,,449.0,,76.0,,777.0,,2320.0,,,0
124.0,U. Kansas,4472,,3732,,3236,,3574.0,,417.0,,303.0,,1247.0,,1607.0,,,0
125.0,Emory U.,2565,,4855,,2866,i,3557.0,,1614.0,,343.0,,1556.0,,44.0,,,0
126.0,Wayne State U.,3127,,4083,,3363,,3486.0,,13.0,,52.0,,615.0,,2806.0,,,0
127.0,"U. Pittsburgh, Pittsburgh",3926,,4044,,4587,,3336.0,,231.0,,1479.0,,538.0,,1088.0,,,0
128.0,"U. Hawaii, Manoa",5378,,10274,,6729,,3250.0,,58.0,,16.0,,151.0,,3025.0,,,0
129.0,Alcorn State U.,3641,,3494,,3220,,3074.0,,3073.0,,1.0,,0.0,,0.0,,,0
130.0,U. Memphis,6622,,5343,,4991,,3053.0,,1520.0,,840.0,,250.0,,443.0,,,0
131.0,U. Idaho,2801,,2587,,2352,,3049.0,,1579.0,,568.0,,89.0,,813.0,,,0
132.0,Northern Illinois U.,3412,,3376,,1719,i,2964.0,,3.0,,2566.0,,203.0,,192.0,,,0
133.0,"CUNY, Graduate Center",5690,,7183,,4177,,2946.0,,53.0,,922.0,,1263.0,,708.0,,,0
134.0,Temple U.,2876,,2394,,2433,,2910.0,,283.0,,442.0,,255.0,,1930.0,,,0
135.0,U. West Florida,465,,2192,,2940,,2876.0,,0.0,,0.0,,2707.0,,169.0,,,0
136.0,"Auburn U., Auburn",3278,,3482,,3970,,2838.0,,181.0,,0.0,,13.0,,2644.0,,,0
137.0,U. Wyoming,1773,,2069,,1421,,2582.0,,611.0,,0.0,,706.0,,1265.0,,,0
138.0,Cleveland State U.,2257,,2625,,1752,,2571.0,i,22.0,i,19.0,i,121.0,i,2409.0,i,,0
139.0,"U. Nevada, Las Vegas",3296,,2990,,2967,,2510.0,,100.0,,48.0,,247.0,,2115.0,,,0
140.0,U. Oregon,4943,,5350,,2957,,2447.0,,107.0,,822.0,,619.0,,899.0,,,0
141.0,"U. North Texas, Denton",3996,,2600,,1362,,2375.0,,323.0,,615.0,,417.0,,1020.0,,,0
142.0,"U. Alaska, Anchorage",1926,,2585,,2658,,2368.0,,383.0,,0.0,,110.0,,1875.0,,,0
143.0,Case Western Reserve U.,4758,,7661,,6166,,2225.0,,5.0,,59.0,,800.0,,1361.0,,,0
144.0,"Montana State U., Bozeman",1999,,2441,,2330,,2184.0,,1071.0,,147.0,,402.0,,564.0,,,0
145.0,"U. California, Merced",1253,,1905,,1948,,2181.0,,255.0,,301.0,,139.0,,1486.0,,,0
146.0,Eastern Washington U.,1647,,1068,,998,,2121.0,,0.0,,22.0,,75.0,,2024.0,,,0
147.0,U. New Orleans,3319,,3402,,2648,,2120.0,,470.0,,15.0,,308.0,,1327.0,,,0
148.0,"U. Alaska, Fairbanks",1828,,1509,,1761,,2113.0,,18.0,,9.0,,393.0,,1693.0,,,0
149.0,Hampton U.,0,,62,,401,,2108.0,,0.0,,0.0,,0.0,,2108.0,,,0
150.0,Dartmouth C.,1592,,1879,,2322,,2055.0,,1318.0,,398.0,,80.0,,259.0,,,0
151.0,"Pennsylvania State U., Harrisburg",1479,,1349,,1795,,2047.0,,0.0,,2030.0,,17.0,,0.0,,,0
151.0,"U. North Carolina, Charlotte",2400,,1607,,2098,,2047.0,,23.0,,327.0,,699.0,,998.0,,,0
153.0,Miami U.,973,,966,i,715,,1979.0,,0.0,,74.0,,802.0,,1103.0,,,0
154.0,Grand Valley State U.,2511,i,2887,,2556,,1978.0,,0.0,,11.0,,23.0,,1944.0,,,0
154.0,"Rutgers, State U. New Jersey, Camden",750,,2838,,2240,,1978.0,,57.0,,802.0,,17.0,,1102.0,,,0
156.0,Rochester Institute of Technology,1609,,1410,,1442,,1970.0,,0.0,,10.0,,0.0,,1960.0,,,0
157.0,New School,1248,,2352,,1223,,1966.0,,272.0,,391.0,,577.0,,726.0,,,0
158.0,Michigan Technological U.,1051,,1400,,1074,,1959.0,,0.0,,0.0,,0.0,,1959.0,,,0
159.0,"U. Illinois, Springfield",2018,,2074,,1675,,1930.0,,0.0,,651.0,,67.0,,1212.0,,,0
160.0,Virginia Commonwealth U.,2580,,1790,,1819,,1909.0,,122.0,,1698.0,,0.0,,89.0,,,0
161.0,"U. Puerto Rico, Rio Piedras",1599,,1611,,2095,,1864.0,,8.0,,2.0,,20.0,,1834.0,,,0
162.0,"California State U., Sacramento",2556,,2132,,1548,,1858.0,,90.0,,397.0,,0.0,,1371.0,,,0
163.0,"U. Texas, Dallas",1736,,1306,,2994,,1840.0,,99.0,,178.0,,609.0,,954.0,,,0
164.0,"U. Missouri, Saint Louis",1196,,1986,,2389,,1828.0,,477.0,,656.0,,0.0,,695.0,,,0
165.0,"U. North Carolina, Greensboro",2686,,2160,,1477,,1824.0,,299.0,,36.0,,410.0,,1079.0,,,0
166.0,U. Southern Mississippi,1546,,1435,,1735,,1707.0,,176.0,,493.0,,133.0,,905.0,,,0
167.0,"U. Alabama, Huntsville",2863,,1431,,533,,1689.0,,747.0,,814.0,,128.0,,0.0,,,0
168.0,Utah State U.,1193,,1135,,1591,,1685.0,,233.0,,130.0,,1255.0,,67.0,,,0
169.0,"SUNY, Stony Brook U.",2180,,2288,,1382,,1665.0,,61.0,,278.0,,1029.0,,297.0,,,0
170.0,San Francisco State U.,2129,,1656,,1094,,1645.0,,200.0,,8.0,,473.0,,964.0,,,0
171.0,Bowling Green State U.,1869,,1590,,1622,,1622.0,,223.0,,103.0,,1296.0,,0.0,,,0
172.0,"Southern Illinois U., Carbondale",1969,,2170,,1748,,1587.0,,3.0,,553.0,,211.0,,820.0,,,0
173.0,"CUNY, Hunter C.",2719,,2360,,2517,,1525.0,,305.0,,17.0,,593.0,,610.0,,,0
174.0,"Brigham Young U., Provo",1495,,1723,,1525,,1520.0,,148.0,,471.0,,669.0,,232.0,,,0
175.0,Ohio U.,1132,,1096,,2045,i,1494.0,i,0.0,i,548.0,i,66.0,i,880.0,i,,0
176.0,Bryn Mawr C.,1608,,1374,,1075,,1472.0,,302.0,,256.0,,394.0,,520.0,,,0
177.0,U. Maine,1763,,1862,,1825,,1454.0,,48.0,,8.0,,7.0,,1391.0,,,0
178.0,"U. Louisiana, Lafayette",1404,,802,,1568,,1409.0,,409.0,,156.0,,7.0,,837.0,,,0
179.0,U. Northern Iowa,1074,,1370,,1680,,1357.0,,93.0,,0.0,,1.0,,1263.0,,,0
180.0,Pepperdine U.,656,i,598,i,784,,1338.0,,32.0,,24.0,,0.0,,1282.0,,,0
181.0,Boise State U.,1209,,1260,,1547,,1317.0,,111.0,,569.0,,67.0,,570.0,,,0
182.0,U.S. Air Force Academy,778,,732,,1047,i,1316.0,,574.0,,580.0,,162.0,,0.0,,,0
183.0,U. Mississippi,578,,578,,901,,1297.0,,32.0,,367.0,,800.0,,98.0,,,0
184.0,Baylor U.,592,,722,,1104,,1270.0,,5.0,,140.0,,686.0,,439.0,,,0
185.0,Illinois State U.,1056,,1384,,1184,,1252.0,,664.0,,77.0,,52.0,,459.0,,,0
186.0,Clark U.,522,,887,,1583,,1222.0,,619.0,,18.0,,0.0,,585.0,,,0
187.0,Worcester Polytechnic Institute,1274,,828,,1166,,1210.0,,0.0,,0.0,,0.0,,1210.0,,,0
188.0,U.S. Military Academy,3648,,2692,,925,,1168.0,,0.0,,0.0,,0.0,,1168.0,,,0
189.0,Lehigh U.,605,,757,,1302,,1111.0,,109.0,,4.0,,124.0,,874.0,,,0
190.0,Williams C.,679,,581,,690,,1090.0,,380.0,,139.0,,138.0,,433.0,,,0
191.0,Sam Houston State U.,1364,,1232,,1336,,1084.0,,74.0,,2.0,,43.0,,965.0,,,0
192.0,"Washington U., Saint Louis",1272,,1240,,1009,,1062.0,,43.0,,664.0,,0.0,,355.0,,,0
193.0,"U. Nebraska, Omaha",1294,,1093,,1392,,1005.0,,0.0,,345.0,,104.0,,556.0,,,0
194.0,Alabama A&M U.,1027,i,1016,i,1004,i,993.0,i,0.0,i,171.0,i,321.0,i,501.0,i,,0
195.0,U. Akron,1464,,946,,859,,984.0,,637.0,,129.0,,184.0,,34.0,,,0
196.0,U. Wisconsin-La Crosse,889,,842,,774,,976.0,,28.0,,21.0,,5.0,,922.0,,,0
197.0,New Mexico Institute of Mining and Technology,0,,0,i,0,,973.0,,973.0,,0.0,,0.0,,0.0,,,0
198.0,Illinois Institute of Technology,0,,177,,617,,968.0,,0.0,,0.0,,772.0,,196.0,,,0
199.0,"CUNY, Lehman C.",390,,656,,864,,932.0,,0.0,,6.0,,129.0,,797.0,,,0
200.0,"SUNY, C. of Environmental Science and Forestry",626,i,816,i,578,i,922.0,,195.0,,138.0,,589.0,,0.0,,,0
201.0,Creighton U.,0,i,1025,i,889,i,921.0,i,257.0,i,460.0,i,204.0,i,0.0,i,,0
202.0,"California State U., Northridge",685,,326,,1275,,904.0,,0.0,,0.0,,87.0,,817.0,,,0
203.0,"California Polytechnic State U., San Luis Obispo",331,,139,,328,,899.0,,172.0,,552.0,,13.0,,162.0,,,0
204.0,Franklin and Marshall C.,228,,256,,154,,898.0,,36.0,,848.0,,9.0,,5.0,,,0
205.0,Fordham U.,810,,1095,,1628,,864.0,,383.0,,215.0,,236.0,,30.0,,,0
206.0,U. Louisville,1964,,1754,,1060,,854.0,,12.0,,320.0,,52.0,,470.0,,,0
207.0,Loyola Marymount U.,197,,287,,781,,791.0,,58.0,,78.0,,22.0,,633.0,,,0
208.0,U. South Alabama,468,,480,,531,,753.0,,0.0,,0.0,,59.0,,694.0,,,0
209.0,Jackson State U.,3440,,1498,,1098,,752.0,,0.0,,32.0,,0.0,,720.0,,,0
210.0,"CUNY, John Jay C. of Criminal Justice",1750,,570,,973,,740.0,,315.0,,54.0,,272.0,,99.0,,,0
210.0,"U. Nevada, Reno",2547,,1679,,1015,,740.0,,22.0,,11.0,,132.0,,575.0,,,0
212.0,"U. Texas, Arlington",383,,344,,2983,,734.0,,0.0,,5.0,,59.0,,670.0,,,0
213.0,Tuskegee U.,1942,,35,,497,i,732.0,i,732.0,i,0.0,i,0.0,i,0.0,i,,0
214.0,Georgia Southern U.,461,,520,,552,,726.0,,458.0,,33.0,,61.0,,174.0,,,0
215.0,West Chester U. Pennsylvania,37,,6,,287,,707.0,,243.0,,73.0,,238.0,,153.0,,,0
216.0,Drexel U.,448,,95,,243,,705.0,,28.0,,292.0,,2.0,,383.0,,,0
217.0,Amherst C.,329,i,368,,520,,678.0,,123.0,,78.0,,195.0,,282.0,,,0
218.0,Idaho State U.,429,,690,,190,,669.0,,0.0,,70.0,,289.0,,310.0,,,0
219.0,"CUNY, Brooklyn C.",455,,34,,500,,663.0,,5.0,,649.0,,9.0,,0.0,,,0
219.0,Northwest Indian C.,485,,0,,0,i,663.0,i,0.0,i,0.0,i,0.0,i,663.0,i,,0
221.0,"U. South Carolina, Aiken",ne,,0,,694,i,659.0,,233.0,,122.0,,126.0,,178.0,,,0
222.0,Ball State U.,718,,276,,535,,657.0,,40.0,,297.0,,217.0,,103.0,,,0
223.0,Sul Ross State U.,735,,639,,698,,647.0,,0.0,,0.0,,0.0,,647.0,,,0
223.0,"U. Missouri, Kansas City",954,,484,,337,,647.0,,407.0,,13.0,,61.0,,166.0,,,0
225.0,"CUNY, Baruch C.",817,,314,,218,,640.0,,72.0,,11.0,,473.0,,84.0,,,0
225.0,"CUNY, Queens C.",1109,,695,,824,,640.0,,38.0,,7.0,,286.0,,309.0,,,0
227.0,Boston C.,695,,386,,423,,630.0,,397.0,,52.0,,160.0,,21.0,,,0
228.0,U. Miami,878,,558,,821,,593.0,,0.0,,0.0,,258.0,,335.0,,,0
229.0,Villanova U.,250,i,0,i,508,,580.0,,343.0,,160.0,,77.0,,0.0,,,0
230.0,U. Richmond,49,,140,,556,,572.0,,0.0,,25.0,,38.0,,509.0,,,0
231.0,Rensselaer Polytechnic Institute,776,,1077,,1039,,565.0,,377.0,,0.0,,0.0,,188.0,,,0
232.0,Salisbury U.,522,,125,,842,,553.0,,321.0,,7.0,,2.0,,223.0,,,0
233.0,"U. Massachusetts, Dartmouth",399,,686,,1162,,536.0,,8.0,,8.0,,86.0,,434.0,,,0
234.0,Fairfield U.,594,i,579,,585,,533.0,,231.0,,111.0,,191.0,,0.0,,,0
235.0,East Carolina U.,850,,2358,,1535,,532.0,,21.0,,40.0,,421.0,,50.0,,,0
236.0,Western Washington U.,286,,823,,791,,528.0,,85.0,,282.0,,88.0,,73.0,,,0
237.0,Grinnell C.,197,,872,,406,,526.0,,62.0,,153.0,,311.0,,0.0,,,0
238.0,Davidson C.,292,,752,,319,,512.0,,0.0,,0.0,,0.0,,512.0,,,0
239.0,North Carolina Central U.,0,,68,,412,,500.0,,0.0,,4.0,,40.0,,456.0,,,0
240.0,"SUNY, Buffalo State",1474,,806,,486,,498.0,,0.0,,1.0,,65.0,,432.0,,,0
241.0,U. Toledo,92,,162,,250,,494.0,,100.0,,5.0,,59.0,,330.0,,,0
242.0,U. Southern Maine,4134,,3418,,3431,i,484.0,i,170.0,i,130.0,i,184.0,i,0.0,i,,0
243.0,Central Connecticut State U.,415,,496,,287,,474.0,,19.0,,2.0,,33.0,,420.0,,,0
244.0,Kean U.,458,,150,,ne,,461.0,,0.0,,0.0,,0.0,,461.0,,,0
245.0,U. Colorado Denver and Anschutz Medical Campus,442,,108,,3128,,452.0,,3.0,,0.0,,0.0,,449.0,,,0
246.0,Stephen F. Austin State U.,149,,142,,179,,449.0,,0.0,,3.0,,9.0,,437.0,,,0
247.0,San Jose State U.,547,,578,,520,,443.0,,72.0,,6.0,,31.0,,334.0,,,0
248.0,C. Charleston,322,,330,,360,,436.0,,99.0,,273.0,,37.0,,27.0,,,0
249.0,Chapman U.,344,,423,,799,,433.0,,230.0,,0.0,,191.0,,12.0,,,0
250.0,Howard U.,2097,,1583,,2124,,425.0,,416.0,,0.0,,9.0,,0.0,,,0
251.0,Central State U.,167,,0,,0,,421.0,,0.0,,0.0,,0.0,,421.0,,,0
252.0,Wesleyan U.,621,,430,,176,,412.0,,44.0,,280.0,,67.0,,21.0,,,0
253.0,Pomona C.,552,,235,,331,,394.0,,100.0,,188.0,,33.0,,73.0,,,0
253.0,U. Tulsa,6,,56,,128,,394.0,,20.0,,96.0,,278.0,,0.0,,,0
255.0,South Carolina State U.,0,,191,i,288,i,385.0,i,0.0,i,0.0,i,132.0,i,253.0,i,,0
256.0,Southern Methodist U.,284,,411,,169,,382.0,,337.0,,17.0,,28.0,,0.0,,,0
257.0,U. South Dakota,578,,490,,491,,374.0,,0.0,,274.0,,100.0,,0.0,,,0
258.0,Louisiana Tech U.,201,,230,,261,,370.0,,0.0,,0.0,,181.0,,189.0,,,0
259.0,Catholic U. of America,419,,477,,456,,360.0,,99.0,,0.0,,261.0,,0.0,,,0
260.0,"U. North Carolina, Wilmington",442,,287,,104,,357.0,,36.0,,207.0,,73.0,,41.0,,,0
261.0,Northern Arizona U.,807,,519,,391,,356.0,,71.0,,105.0,,72.0,,108.0,,,0
261.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,687,,924,,507,,356.0,,2.0,,2.0,,121.0,,231.0,,,0
263.0,Texas A&M U.-Corpus Christi,296,,199,,66,,355.0,,67.0,,0.0,,39.0,,249.0,,,0
264.0,Mercyhurst U.,134,,101,,568,,354.0,,0.0,,0.0,,41.0,,313.0,,,0
265.0,Kennesaw State U.,435,i,591,,196,,353.0,,36.0,,6.0,,0.0,,311.0,,,0
266.0,U. Vermont,285,,324,,491,,348.0,,4.0,,0.0,,263.0,,81.0,,,0
267.0,"Southern Illinois U., Edwardsville",294,,188,,21,,342.0,,49.0,,31.0,,10.0,,252.0,,,0
268.0,Wellesley C.,243,,305,,99,,339.0,,104.0,,98.0,,66.0,,71.0,,,0
269.0,Suffolk U.,0,,51,,398,,336.0,,307.0,,0.0,,0.0,,29.0,,,0
270.0,Elon U.,171,i,210,i,194,,332.0,,79.0,,60.0,,58.0,,135.0,,,0
271.0,Reed C.,177,,357,,322,,328.0,,199.0,,113.0,,16.0,,0.0,,,0
272.0,Marquette U.,85,,437,,477,,327.0,,61.0,,186.0,,0.0,,80.0,,,0
273.0,U. San Diego,261,,275,,310,,323.0,,0.0,,167.0,,21.0,,135.0,,,0
274.0,Azusa Pacific U.,0,i,ne,,ne,,313.0,,0.0,,0.0,,313.0,,0.0,,,0
275.0,U. North Florida,59,,82,,65,,310.0,,22.0,,47.0,,36.0,,205.0,,,0
