Rank,Institution,2012,Unnamed: 3,2013,Unnamed: 5,2014,Unnamed: 7,2015,All physical sciences,Unnamed: 10,Astronomy,Unnamed: 12,Chemistry,Unnamed: 14,Physics,Unnamed: 16,"Physical sciences, nec",Unnamed: 18,shift
233.0,C. Charleston,588,,872,,686,,921.0,,163.0,,543.0,,215.0,,0.0,,,0
234.0,U. North Dakota,2957,,1659,,866,,918.0,,0.0,,750.0,,168.0,,0.0,,,0
235.0,Grambling State U.,1298,,821,,1052,,915.0,,0.0,,373.0,,219.0,,323.0,,,0
236.0,"Indiana U.-Purdue U., Indianapolis",1194,,1453,,896,,912.0,,0.0,,671.0,,241.0,,0.0,,,0
237.0,U. Vermont,2106,,1618,,1330,,869.0,,0.0,,552.0,,317.0,,0.0,,,0
238.0,Hope C.,1352,,1434,,1112,,867.0,,0.0,,514.0,,353.0,,0.0,,,0
239.0,"U. North Carolina, Asheville",982,,765,,576,,866.0,,16.0,,205.0,,0.0,,645.0,,,0
240.0,St. Edward's U.,1100,,1260,,175,,850.0,,250.0,,300.0,,300.0,,0.0,,,0
241.0,"U. Missouri, Saint Louis",2153,,2211,,1142,,836.0,,0.0,,775.0,,61.0,,0.0,,,0
242.0,"U. Arkansas, Little Rock",2967,,2504,,1281,,834.0,,0.0,,226.0,,4.0,,604.0,,,0
243.0,Amherst C.,766,i,781,,587,,832.0,,20.0,,421.0,,391.0,,0.0,,,0
244.0,U. Colorado Colorado Springs,546,,428,,352,,830.0,,0.0,,275.0,,555.0,,0.0,,,0
245.0,Florida A&M U.,4060,,2642,,952,,796.0,,0.0,,0.0,,796.0,,0.0,,,0
246.0,"U. Minnesota, Duluth",703,,646,,706,,779.0,,0.0,,569.0,,210.0,,0.0,,,0
247.0,Furman U.,755,,734,,662,,770.0,,0.0,,770.0,,0.0,,0.0,,,0
248.0,Barnard C.,940,,651,,603,,765.0,,0.0,,172.0,,593.0,,0.0,,,0
249.0,Texas A&M U.-Commerce,750,,617,,915,,760.0,,429.0,,162.0,,169.0,,0.0,,,0
250.0,Villanova U.,1231,i,1379,,1117,,759.0,,639.0,,120.0,,0.0,,0.0,,,0
251.0,Elizabeth City State U.,1048,,1493,,1098,,745.0,,0.0,,745.0,,0.0,,0.0,,,0
252.0,Carleton C.,324,,601,,163,,733.0,,14.0,,0.0,,0.0,,719.0,,,0
252.0,Florida Atlantic U.,769,,946,,905,,733.0,,47.0,,465.0,,221.0,,0.0,,,0
254.0,Northern Arizona U.,1000,,1300,,491,,720.0,,534.0,,71.0,,115.0,,0.0,,,0
255.0,Dillard U.,84,,7692,,6889,,711.0,,0.0,,0.0,,711.0,,0.0,,,0
256.0,U. Memphis,1400,,909,,825,,708.0,,0.0,,536.0,,172.0,,0.0,,,0
257.0,U. Texas Pan American,26,,287,,466,,707.0,,0.0,,378.0,,329.0,,0.0,,,0
258.0,Marshall U.,1188,,751,,1062,,703.0,,0.0,,637.0,,66.0,,0.0,,,0
259.0,U. Richmond,887,,972,,826,,680.0,,0.0,,360.0,,320.0,,0.0,,,0
260.0,"Arkansas State U., Jonesboro",5564,,3067,,1023,,678.0,,0.0,,526.0,,152.0,,0.0,,,0
261.0,"U. Puerto Rico, Humacao",1706,,1294,,1078,,669.0,,0.0,,222.0,,447.0,,0.0,,,0
262.0,"CUNY, Lehman C.",108,,280,,601,,657.0,,67.0,,405.0,,185.0,,0.0,,,0
263.0,"Southern U. and A&M C., Baton Rouge",2542,,1400,,685,,640.0,,0.0,,113.0,,527.0,,0.0,,,0
264.0,Western Washington U.,479,,515,,584,,635.0,,149.0,,486.0,,0.0,,0.0,,,0
265.0,Claflin U.,1124,,843,,574,,628.0,,0.0,,628.0,,0.0,,0.0,,,0
266.0,U. Colorado Denver and Anschutz Medical Campus,230,,626,,852,,626.0,,0.0,,426.0,,177.0,,23.0,,,0
266.0,Williams C.,901,,656,,459,,626.0,,65.0,,107.0,,454.0,,0.0,,,0
268.0,Texas Christian U.,926,,802,,519,,624.0,,0.0,,315.0,,309.0,,0.0,,,0
269.0,Trinity U.,514,,382,,668,,620.0,,0.0,,514.0,,106.0,,0.0,,,0
270.0,U. Tulsa,579,,527,,817,,608.0,,0.0,,256.0,,352.0,,0.0,,,0
271.0,Michigan Technological U.,2229,,2291,,696,,598.0,,0.0,,106.0,,492.0,,0.0,,,0
272.0,Albany State U.,1028,,899,,791,,595.0,,0.0,,482.0,,113.0,,0.0,,,0
273.0,Bucknell U.,369,,543,,608,,590.0,,292.0,,298.0,,0.0,,0.0,,,0
274.0,"U. Massachusetts, Dartmouth",953,,734,,836,,586.0,,0.0,,470.0,,116.0,,0.0,,,0
275.0,Augsburg C.,727,,557,,ne,,585.0,,0.0,,192.0,,393.0,,0.0,,,0
276.0,St. Cloud State U.,48,,185,,193,,584.0,,9.0,,340.0,,235.0,,0.0,,,0
277.0,"California State U., Dominguez Hills",108,,165,,777,i,581.0,,0.0,,457.0,,124.0,,0.0,,,0
278.0,James Madison U.,568,,416,,271,,575.0,,3.0,,127.0,,445.0,,0.0,,,0
279.0,"Loyola U., Chicago",943,,767,,702,,569.0,,0.0,,569.0,,0.0,,0.0,,,0
280.0,West Virginia State U.,0,,0,,43,,567.0,,0.0,,567.0,,0.0,,0.0,,,0
281.0,Roger Williams U.,24,,536,,974,,560.0,,0.0,,529.0,,0.0,,31.0,,,0
282.0,Boise State U.,1110,,1016,,544,,540.0,,0.0,,277.0,,166.0,,97.0,,,0
283.0,Chapman U.,234,,891,,755,,538.0,,0.0,,0.0,,538.0,,0.0,,,0
284.0,Wichita State U.,985,,614,,567,,526.0,,0.0,,524.0,,0.0,,2.0,,,0
285.0,"California Polytechnic State U., San Luis Obispo",1637,,2120,,626,,517.0,,0.0,,123.0,,394.0,,0.0,,,0
286.0,Tennessee Technological U.,265,,281,,313,,509.0,,0.0,,255.0,,254.0,,0.0,,,0
287.0,U. San Diego,334,,490,,566,,493.0,,0.0,,297.0,,196.0,,0.0,,,0
288.0,Texas Southern U.,1047,,486,,688,,488.0,,0.0,,377.0,,111.0,,0.0,,,0
289.0,U.S. Military Academy,1206,,1060,,257,,479.0,,0.0,,170.0,,309.0,,0.0,,,0
290.0,Saint Louis U.,619,,784,,905,,476.0,,0.0,,476.0,,0.0,,0.0,,,0
291.0,Winthrop U.,343,,293,,258,,473.0,,0.0,,473.0,,0.0,,0.0,,,0
292.0,North Carolina Agricultural and Technical State U.,2088,,818,,605,,470.0,,0.0,,55.0,,415.0,,0.0,,,0
293.0,Siena C.,1260,,1145,,826,,467.0,,0.0,,0.0,,467.0,,0.0,,,0
294.0,Northern Kentucky U.,458,,357,,455,,459.0,,0.0,,380.0,,79.0,,0.0,,,0
295.0,Smith C.,165,,250,,197,,458.0,,25.0,,62.0,,371.0,,0.0,,,0
296.0,U. North Florida,100,,81,,12,,452.0,,0.0,,428.0,,24.0,,0.0,,,0
297.0,"SUNY, Geneseo",1122,,389,,299,,445.0,,0.0,,10.0,,435.0,,0.0,,,0
298.0,Illinois State U.,840,,712,,1176,,444.0,,0.0,,355.0,,89.0,,0.0,,,0
299.0,Tennessee State U.,454,,373,,480,,438.0,,201.0,,8.0,,229.0,,0.0,,,0
300.0,West Texas A&M U.,0,,50,,47,,429.0,,0.0,,52.0,,377.0,,0.0,,,0
301.0,Wellesley C.,1207,,955,,838,,427.0,,217.0,,44.0,,166.0,,0.0,,,0
302.0,Oberlin C.,767,,575,,489,,410.0,,0.0,,194.0,,216.0,,0.0,,,0
303.0,Grand Valley State U.,315,i,393,,317,,408.0,,0.0,,386.0,,22.0,,0.0,,,0
304.0,"California State U., Fresno",573,,654,,499,,407.0,,0.0,,88.0,,319.0,,0.0,,,0
305.0,Colby C.,584,,559,,524,,405.0,,0.0,,338.0,,67.0,,0.0,,,0
306.0,"U. North Carolina, Wilmington",474,,386,,408,,401.0,,0.0,,326.0,,23.0,,52.0,,,0
307.0,Christopher Newport U.,722,,632,,673,,400.0,,0.0,,0.0,,400.0,,0.0,,,0
308.0,Clarkson U.,736,,776,,597,,396.0,,0.0,,371.0,,25.0,,0.0,,,0
309.0,U. of the Pacific,114,,231,,138,,394.0,,0.0,,310.0,,84.0,,0.0,,,0
310.0,"CUNY, C. Staten Island",609,,711,,585,,389.0,,0.0,,389.0,,0.0,,0.0,,,0
311.0,East Carolina U.,1047,,725,,675,,375.0,,0.0,,101.0,,274.0,,0.0,,,0
312.0,Missouri State U.,304,,442,,433,,370.0,,287.0,,83.0,,0.0,,0.0,,,0
313.0,Ithaca C.,352,,329,,414,,367.0,,0.0,,0.0,,367.0,,0.0,,,0
314.0,U. Southern Maine,87,,17,,16,i,364.0,i,0.0,i,161.0,i,203.0,i,0.0,i,,0
315.0,"SUNY, C. Plattsburgh",109,,ne,,210,,360.0,,0.0,,0.0,,360.0,,0.0,,,0
316.0,Calvin C.,370,,337,,382,,353.0,i,0.0,i,283.0,i,70.0,i,0.0,i,,0
317.0,U. South Alabama,525,,250,,213,,348.0,,0.0,,314.0,,34.0,,0.0,,,0
318.0,Occidental C.,493,,540,,464,,344.0,,0.0,,37.0,,307.0,,0.0,,,0
319.0,Connecticut C.,594,,546,,180,,337.0,,0.0,,337.0,,0.0,,0.0,,,0
319.0,"Indiana U., South Bend",366,,496,,445,,337.0,,0.0,,0.0,,337.0,,0.0,,,0
321.0,U. Northern Iowa,724,,479,,218,,334.0,,0.0,,207.0,,127.0,,0.0,,,0
322.0,Georgia Southern U.,164,,441,,495,,331.0,,0.0,,275.0,,56.0,,0.0,,,0
323.0,Colgate U.,424,,440,,375,,326.0,,11.0,,315.0,,0.0,,0.0,,,0
323.0,Swarthmore C.,456,,358,,603,,326.0,,49.0,,116.0,,161.0,,0.0,,,0
325.0,Doane C.,169,,ne,,450,,318.0,,0.0,,309.0,,9.0,,0.0,,,0
325.0,Valparaiso U.,372,,528,,368,,318.0,,188.0,,0.0,,130.0,,0.0,,,0
327.0,Sam Houston State U.,251,,183,,242,,317.0,,0.0,,317.0,,0.0,,0.0,,,0
328.0,Southeastern Louisiana U.,90,,101,,73,,310.0,,0.0,,308.0,,2.0,,0.0,,,0
329.0,Middle Tennessee State U.,2357,,798,,119,,305.0,,28.0,,264.0,,13.0,,0.0,,,0
330.0,Fayetteville State U.,109,,0,,298,,298.0,,0.0,,0.0,,298.0,,0.0,,,0
331.0,Macalester C.,292,,256,,308,,294.0,,22.0,,162.0,,110.0,,0.0,,,0
331.0,Rowan U.,333,,403,,358,,294.0,,199.0,,24.0,,71.0,,0.0,,,0
331.0,Spelman C.,581,,778,,579,,294.0,,0.0,,274.0,,20.0,,0.0,,,0
334.0,Middlebury C.,477,,448,,243,,292.0,,50.0,,160.0,,82.0,,0.0,,,0
335.0,Benedict C.,335,,315,,500,,286.0,,0.0,,286.0,,0.0,,0.0,,,0
336.0,U. Wisconsin-La Crosse,485,,274,,325,,285.0,,0.0,,164.0,,121.0,,0.0,,,0
337.0,U. Northern Colorado,101,,130,,143,,283.0,,0.0,,251.0,,32.0,,0.0,,,0
338.0,Montclair State U.,100,,195,,13,,282.0,,0.0,,282.0,,0.0,,0.0,,,0
339.0,Stevens Institute of Technology,616,,323,,498,,264.0,,0.0,,7.0,,257.0,,0.0,,,0
340.0,Bowdoin C.,675,,225,,137,,262.0,,118.0,,144.0,,0.0,,0.0,,,0
341.0,Montana Tech of U. Montana,160,,153,,386,,261.0,,0.0,,261.0,,0.0,,0.0,,,0
342.0,"U. Arkansas, Pine Bluff",346,,426,,471,,255.0,,0.0,,255.0,,0.0,,0.0,,,0
343.0,Clark U.,675,,493,,371,,250.0,,0.0,,132.0,,118.0,,0.0,,,0
344.0,Franklin and Marshall C.,724,,338,,277,,246.0,,9.0,,0.0,,0.0,,237.0,,,0
345.0,Bryn Mawr C.,503,,696,,378,,241.0,,0.0,,115.0,,126.0,,0.0,,,0
346.0,"California State U., Channel Islands",ne,,161,,132,,237.0,,0.0,,136.0,,101.0,,0.0,,,0
347.0,Kennesaw State U.,203,i,229,,608,,229.0,,0.0,,101.0,,128.0,,0.0,,,0
348.0,Shaw U.,0,i,ne,,0,,228.0,i,0.0,i,228.0,i,0.0,i,0.0,i,,0
348.0,"U. Nebraska, Omaha",238,,244,,222,,228.0,,0.0,,15.0,,195.0,,18.0,,,0
350.0,Towson U.,180,,315,,280,,219.0,,164.0,,1.0,,54.0,,0.0,,,0
351.0,"CUNY, York C.",384,,169,,ne,,216.0,,0.0,,121.0,,95.0,,0.0,,,0
351.0,Dickinson C.,195,,150,,157,,216.0,,0.0,,127.0,,77.0,,12.0,,,0
353.0,U. Central Arkansas,339,,249,,184,,215.0,,0.0,,161.0,,54.0,,0.0,,,0
354.0,Central Washington U.,336,,187,,259,,210.0,,0.0,,106.0,,104.0,,0.0,,,0
355.0,"CUNY, Baruch C.",206,,199,,270,,207.0,,207.0,,0.0,,0.0,,0.0,,,0
355.0,Gonzaga U.,75,,261,,268,,207.0,,0.0,,206.0,,1.0,,0.0,,,0
357.0,Appalachian State U.,575,,265,,532,,205.0,,69.0,,53.0,,83.0,,0.0,,,0
358.0,Santa Clara U.,448,,419,,293,,203.0,,0.0,,75.0,,128.0,,0.0,,,0
359.0,Seattle U.,159,,ne,,229,,199.0,,0.0,,0.0,,199.0,,0.0,,,0
360.0,Bowie State U.,0,,0,,330,,195.0,,0.0,,195.0,,0.0,,0.0,,,0
361.0,U. of the Sciences Philadelphia,484,,527,,273,,190.0,,0.0,,175.0,,15.0,,0.0,,,0
362.0,Cleveland State U.,926,,1010,,539,,188.0,,0.0,,151.0,,37.0,,0.0,,,0
363.0,Black Hills State U.,365,,385,,257,,186.0,,0.0,,90.0,,96.0,,0.0,,,0
364.0,Hobart and William Smith Colleges,283,,1203,,242,,185.0,,45.0,,27.0,,113.0,,0.0,,,0
365.0,St. Olaf C.,436,,369,,260,,181.0,,0.0,,116.0,,65.0,,0.0,,,0
365.0,U. West Georgia,102,,152,,97,,181.0,,0.0,,142.0,,39.0,,0.0,,,0
367.0,Bates C.,517,,593,,306,,176.0,,0.0,,106.0,,70.0,,0.0,,,0
368.0,Lewis and Clark C.,191,,498,,145,,174.0,,0.0,,174.0,,0.0,,0.0,,,0
369.0,East Tennessee State U.,399,,398,,214,,172.0,,95.0,,2.0,,75.0,,0.0,,,0
369.0,U. Wisconsin-Stevens Point,744,,725,,702,i,172.0,i,0.0,i,76.0,i,96.0,i,0.0,i,,0
371.0,Lafayette C.,228,,78,,66,,171.0,,0.0,,140.0,,31.0,,0.0,,,0
371.0,"St. John's U., Manhattan",399,,253,,223,,171.0,,0.0,,119.0,,52.0,,0.0,,,0
373.0,"CUNY, Medgar Evers C.",387,,613,,335,,170.0,,0.0,,59.0,,111.0,,0.0,,,0
373.0,Morehead State U.,347,,263,,157,,170.0,,170.0,,0.0,,0.0,,0.0,,,0
373.0,"SUNY, C. of Environmental Science and Forestry",824,i,778,i,536,i,170.0,,0.0,,170.0,,0.0,,0.0,,,0
376.0,Pomona C.,209,,898,,711,,166.0,,19.0,,105.0,,42.0,,0.0,,,0
377.0,Langston U.,0,,0,,0,,163.0,,0.0,,0.0,,0.0,,163.0,,,0
377.0,Southern Connecticut State U.,605,i,446,,918,,163.0,i,0.0,i,72.0,i,91.0,i,0.0,i,,0
379.0,"Union C., Schenectady",166,,474,,162,,162.0,,153.0,,0.0,,9.0,,0.0,,,0
380.0,Murray State U.,39,,37,,30,,156.0,,0.0,,156.0,,0.0,,0.0,,,0
381.0,South Carolina State U.,528,,295,i,223,i,150.0,,150.0,,0.0,,0.0,,0.0,,,0
382.0,Reed C.,23,,106,,117,,148.0,,0.0,,148.0,,0.0,,0.0,,,0
382.0,Saint Joseph's U.,3,,134,,97,,148.0,,0.0,,72.0,,76.0,,0.0,,,0
384.0,"Purdue U., Calumet",198,,175,,185,,144.0,,0.0,,144.0,,0.0,,0.0,,,0
385.0,Colorado C.,46,,152,,47,,143.0,,0.0,,0.0,,128.0,,15.0,,,0
386.0,"Augustana C., Sioux Falls",239,,278,,463,,142.0,,0.0,,0.0,,142.0,,0.0,,,0
387.0,U. West Florida,0,,0,,11,,141.0,,0.0,,0.0,,0.0,,141.0,,,0
388.0,Eastern Michigan U.,526,,394,,93,,139.0,,139.0,,0.0,,0.0,,0.0,,,0
389.0,West Chester U. Pennsylvania,109,,116,,168,,136.0,,50.0,,5.0,,81.0,,0.0,,,0
390.0,Vassar C.,244,,231,,347,,129.0,,0.0,,0.0,,129.0,,0.0,,,0
391.0,Harvey Mudd C.,310,,289,,226,,127.0,,0.0,,44.0,,83.0,,0.0,,,0
392.0,U. Detroit Mercy,160,,ne,,171,,124.0,,0.0,,124.0,,0.0,,0.0,,,0
393.0,"Wheaton C., Wheaton",114,,ne,,127,,119.0,,0.0,,87.0,,32.0,,0.0,,,0
394.0,"California State Polytechnic U., Pomona",328,,416,,362,,118.0,,118.0,,0.0,,0.0,,0.0,,,0
395.0,Fort Valley State U.,117,,103,,112,,114.0,,0.0,,114.0,,0.0,,0.0,,,0
396.0,Austin Peay State U.,0,,0,,26,,111.0,,0.0,,0.0,,111.0,,0.0,,,0
396.0,Providence C.,ne,,12,,ne,,111.0,,0.0,,111.0,,0.0,,0.0,,,0
398.0,Loyola Marymount U.,235,,313,,113,,108.0,,0.0,,93.0,,15.0,,0.0,,,0
399.0,Sonoma State U.,ne,,436,,194,,107.0,,0.0,,107.0,,0.0,,0.0,,,0
400.0,Grinnell C.,397,,101,,36,,105.0,,55.0,,50.0,,0.0,,0.0,,,0
401.0,Saint Michael's C.,ne,,141,,145,,104.0,,85.0,,16.0,,3.0,,0.0,,,0
402.0,Skidmore C.,992,,383,,193,,100.0,,0.0,,78.0,,22.0,,0.0,,,0
402.0,"U. Nebraska, Kearney",33,,64,,70,,100.0,,0.0,,87.0,,13.0,,0.0,,,0
404.0,"Southern Illinois U., Edwardsville",413,,205,,48,,97.0,,0.0,,44.0,,53.0,,0.0,,,0
405.0,Quinnipiac U.,129,i,152,i,ne,,96.0,i,0.0,i,96.0,i,0.0,i,0.0,i,,0
406.0,C. Wooster,36,,ne,,102,,94.0,i,0.0,i,25.0,i,69.0,i,0.0,i,,0
406.0,Eastern Washington U.,35,,311,,162,,94.0,,0.0,,88.0,,6.0,,0.0,,,0
408.0,"Indiana U.-Purdue U., Fort Wayne",63,,163,,64,,92.0,,0.0,,90.0,,2.0,,0.0,,,0
409.0,DePaul U.,493,,340,,310,,90.0,,0.0,,0.0,,90.0,,0.0,,,0
409.0,U. Houston-Downtown,880,,71,,73,,90.0,,0.0,,0.0,,0.0,,90.0,,,0
411.0,Hamilton C.,208,,159,,108,,88.0,,0.0,,17.0,,71.0,,0.0,,,0
412.0,Gallaudet U.,18,,57,,67,,81.0,,13.0,,68.0,,0.0,,0.0,,,0
412.0,U. Wisconsin-Oshkosh,232,,190,i,91,i,81.0,i,11.0,i,30.0,i,38.0,i,2.0,i,,0
414.0,Rhode Island C.,116,,224,,172,,80.0,,0.0,,47.0,,33.0,,0.0,,,0
415.0,"Rutgers, State U. New Jersey, Camden",7,,0,,17,,78.0,,78.0,,0.0,,0.0,,0.0,,,0
416.0,"Pennsylvania State U., Behrend",0,,64,,68,,75.0,,0.0,,37.0,,38.0,,0.0,,,0
417.0,Bradley U.,62,,57,,82,,70.0,,0.0,,70.0,,0.0,,0.0,,,0
418.0,"U. North Carolina, general administration",ne,,ne,,ne,,68.0,,0.0,,0.0,,68.0,,0.0,,,0
419.0,Coastal Carolina U.,134,,123,,112,,67.0,,0.0,,40.0,,27.0,,0.0,,,0
419.0,Washington and Lee U.,ne,,99,,ne,,67.0,,0.0,,0.0,,67.0,,0.0,,,0
421.0,Suffolk U.,28,,138,,71,,66.0,,0.0,,66.0,,0.0,,0.0,,,0
422.0,"U. Alaska, Southeast",9,,2,,58,,65.0,,0.0,,65.0,,0.0,,0.0,,,0
423.0,Eastern Kentucky U.,140,,197,,230,,60.0,,2.0,,58.0,,0.0,,0.0,,,0
423.0,Fairfield U.,230,i,215,,126,,60.0,,0.0,,0.0,,60.0,,0.0,,,0
423.0,"U. Puerto Rico, Cayey",261,,142,,113,,60.0,,0.0,,60.0,,0.0,,0.0,,,0
426.0,Savannah State U.,0,,0,,71,,58.0,,0.0,,58.0,,0.0,,0.0,,,0
427.0,"U. Louisiana, Lafayette",236,,183,,113,,57.0,,0.0,,6.0,,51.0,,0.0,,,0
427.0,U. Wisconsin-Green Bay,72,i,67,i,62,i,57.0,i,0.0,i,32.0,i,25.0,i,0.0,i,,0
429.0,Humboldt State U.,31,,48,,63,,55.0,,0.0,,0.0,,55.0,,0.0,,,0
430.0,Milwaukee School of Engineering,46,,60,,27,,54.0,,0.0,,0.0,,54.0,,0.0,,,0
431.0,Ball State U.,177,,179,,82,,52.0,,0.0,,43.0,,9.0,,0.0,,,0
432.0,Virginia State U.,0,,0,,0,,51.0,,51.0,,0.0,,0.0,,0.0,,,0
433.0,"California State U., San Marcos",131,i,131,,216,,49.0,,49.0,,0.0,,0.0,,0.0,,,0
434.0,Pace U.,21,,20,,0,,43.0,,0.0,,43.0,,0.0,,0.0,,,0
435.0,Pacific U.,168,,0,,50,,42.0,,0.0,,11.0,,31.0,,0.0,,,0
435.0,Willamette U.,156,,160,,241,,42.0,,0.0,,0.0,,42.0,,0.0,,,0
437.0,U. of the Virgin Islands,0,,0,,41,i,41.0,,0.0,,0.0,,41.0,,0.0,,,0
438.0,Norwich U.,0,,0,,33,,40.0,,0.0,,0.0,,40.0,,0.0,,,0
439.0,Central State U.,169,,117,,69,,39.0,,0.0,,39.0,,0.0,,0.0,,,0
440.0,Stockton U.,0,,ne,,72,,38.0,,0.0,,0.0,,38.0,,0.0,,,0
441.0,"SUNY, Buffalo State",139,,40,,0,,37.0,,0.0,,0.0,,37.0,,0.0,,,0
442.0,Texas A&M U.-Kingsville,79,,48,,0,,34.0,,0.0,,0.0,,34.0,,0.0,,,0
442.0,"U. Michigan, Dearborn",14,,79,,23,,34.0,,0.0,,0.0,,0.0,,34.0,,,0
444.0,U. Wisconsin-Platteville,ne,,ne,,32,i,33.0,i,0.0,i,19.0,i,14.0,i,0.0,i,,0
445.0,U. of Mary Washington,0,,ne,,ne,,31.0,,0.0,,31.0,,0.0,,0.0,,,0
446.0,Elon U.,60,,92,,53,,29.0,,0.0,,29.0,,0.0,,0.0,,,0
447.0,Pittsburg State U.,47,,41,,8,,28.0,,0.0,,28.0,,0.0,,0.0,,,0
448.0,Indiana State U.,154,,167,,200,,26.0,,0.0,,14.0,,12.0,,0.0,,,0
449.0,"California State U., Sacramento",71,,59,,0,,24.0,,0.0,,24.0,,0.0,,0.0,,,0
449.0,U. New England,22,,29,,23,,24.0,,0.0,,0.0,,0.0,,24.0,,,0
451.0,"U. Tennessee, Chattanooga",126,,37,,48,,22.0,,0.0,,22.0,,0.0,,0.0,,,0
452.0,C. of Saint Benedict,ne,,50,,41,,19.0,,0.0,,19.0,,0.0,,0.0,,,0
453.0,Alfred U.,1,,70,,28,,18.0,,9.0,,9.0,,0.0,,0.0,,,0
454.0,Barry U.,61,,978,,273,,17.0,,0.0,,17.0,,0.0,,0.0,,,0
454.0,U. Central Oklahoma,6,,43,,0,,17.0,,0.0,,0.0,,0.0,,17.0,,,0
456.0,Davidson C.,87,,49,,27,,15.0,,0.0,,15.0,,0.0,,0.0,,,0
457.0,"Minnesota State U., Mankato",9,,4,,0,,11.0,,0.0,,11.0,,0.0,,0.0,,,0
457.0,"U. Hawaii, Hilo",0,,113,,0,,11.0,,0.0,,0.0,,11.0,,0.0,,,0
459.0,"U. Illinois, Springfield",19,,21,,30,,10.0,,0.0,,10.0,,0.0,,0.0,,,0
460.0,Hawaii Pacific U.,0,,0,,43,,9.0,,0.0,,0.0,,9.0,,0.0,,,0
460.0,"Lincoln U., Jefferson City",88,,1,,4,,9.0,,0.0,,0.0,,9.0,,0.0,,,0
460.0,"SUNY, C. Brockport",77,,51,,8,,9.0,,0.0,,9.0,,0.0,,0.0,,,0
463.0,California Maritime Academy,0,,0,,0,,8.0,,0.0,,0.0,,8.0,,0.0,,,0
464.0,Mercer U.,0,,154,,13,,6.0,,0.0,,6.0,,0.0,,0.0,,,0
465.0,Salisbury U.,0,,0,,0,,3.0,,0.0,,0.0,,3.0,,0.0,,,0
466.0,Keene State C.,0,i,0,,271,,2.0,,0.0,,0.0,,0.0,,2.0,,,0
466.0,Kettering U.,17,,7,,76,,2.0,,0.0,,0.0,,2.0,,0.0,,,0
466.0,Rider U.,32,,107,,8,,2.0,,0.0,,2.0,,0.0,,0.0,,,0
466.0,Saginaw Valley State U.,10,,6,,ne,,2.0,,0.0,,2.0,,0.0,,0.0,,,0
470.0,"Trinity C., Hartford",72,,20,,14,,1.0,,0.0,,0.0,,1.0,,0.0,,,0
470.0,"U. Louisiana, Monroe",7,,0,,9,,1.0,,0.0,,1.0,,0.0,,0.0,,,0
All other surveyed institutions,10271,,8314,,3429,,0.0,,0.0,,0.0,,0.0,,0.0,,,,-1
