Rank,Institution,2006,Unnamed: 3,2007,Unnamed: 5,2008,Unnamed: 7,2009,Unnamed: 9,2010,Unnamed: 11,2011,Unnamed: 13,2012,Unnamed: 15,2013,Unnamed: 17,2014,Unnamed: 19,2015,Unnamed: 21,shift
228.0,"U. Minnesota, Duluth",,,,,,,,,20237,,22301,,20863,,20818,,21122,,26958.0,,0
229.0,"U. Puerto Rico, Rio Piedras",21609,,21379,,34674,,30433,,27780,,30139,,31877,,26755,,26656,,26544.0,,0
230.0,Air Force Institute of Technology,18783,,16801,,20497,,26761,,28318,,30090,,30609,,26234,,23335,,26323.0,,0
231.0,East Carolina U.,14061,,15970,,16192,,24177,,23370,,25727,,29468,,36425,,29169,,26248.0,,0
232.0,New Mexico Institute of Mining and Technology,73792,,83742,,79437,,81742,,51696,,43857,,37875,,32442,i,48260,,26222.0,,0
233.0,San Francisco State U.,27333,,20069,,21191,,25065,,24959,,25772,,29447,,31948,,28710,,26178.0,,0
234.0,Boston C.,35659,,39261,,40796,,41132,,36960,i,30446,,30436,,30700,,28326,,26123.0,,0
235.0,Kent State U.,11076,,19001,,23293,,25050,,24616,,24388,,23353,,19962,,21785,,25917.0,,0
236.0,Loma Linda U.,32451,,28020,,35890,,37557,,32915,,37169,,29762,,29799,,23120,,25417.0,,0
237.0,American U.,2410,,6109,,9263,,16848,,16809,,18212,,18404,,23794,,38038,,25350.0,,0
238.0,Tuskegee U.,11651,,14329,,14963,,16706,,14258,,14321,,13188,,17094,,24066,i,24441.0,i,0
239.0,U. Tulsa,12358,,14735,,14270,,12525,,22690,,18703,,19895,,21186,,26460,,24135.0,,0
240.0,"U. Missouri, Kansas City",26016,,26870,,27509,,27500,,24461,,27000,,23902,,23521,,26452,,24097.0,,0
241.0,"Louisiana State U., Health Sciences Center - Shreveport",ne,,ne,,33458,,31293,,30817,,31021,,29365,,28266,,25004,,24069.0,,0
242.0,"U. Massachusetts, Dartmouth",19171,,19538,,20431,,19343,,24312,,23708,,21556,,25559,,25879,,23875.0,,0
243.0,Catholic U. of America,17662,,19919,,20375,,19729,,20871,,24933,,24275,,22795,,22009,,23817.0,,0
244.0,Texas A&M U.-Corpus Christi,12654,,11933,,11662,,13279,,15034,,15146,,13626,,15161,,19058,,22985.0,,0
245.0,"Columbia U., Teachers C.",11411,,12585,,15198,,16919,,15149,,17459,,19829,,18538,,19457,,22359.0,,0
246.0,Creighton U.,25615,,28374,,26872,,27104,,25432,i,28907,,29911,i,27709,i,24073,i,22228.0,i,0
247.0,Jackson State U.,38273,,36888,,42739,,44884,,38114,,39867,,38027,,32119,,24132,,22163.0,,0
248.0,Desert Research Institute,38511,,40238,,38045,,36490,,34367,,35331,,33056,,27695,,23778,,22077.0,,0
249.0,"SUNY, C. of Environmental Science and Forestry",17954,i,23854,,26359,,20513,,26916,,25007,i,23117,i,21225,i,19013,i,22036.0,,0
250.0,"U. North Carolina, Charlotte",18463,,22165,,21869,,24814,,28216,,24323,,22504,,21744,,20646,,21836.0,,0
251.0,U. South Dakota,22613,,21473,,22742,,29417,,27511,,25321,,27060,,30364,,27367,,21671.0,,0
252.0,Baylor U.,6133,,8951,,9867,,11427,,8452,,10277,,8184,,11877,,17877,,20721.0,,0
253.0,Southern Methodist U.,12475,,13381,,19530,,14338,,16121,,22008,,20917,,17972,,24443,,20538.0,,0
254.0,Marquette U.,10445,,9744,,10373,,10275,,13124,,16525,,15208,,16257,,17267,,19985.0,,0
255.0,"Rutgers, State U. New Jersey, Newark",,,,,,,,,25953,,31714,,31287,,29110,,23235,,19913.0,,0
256.0,Marshall U.,18385,,22519,,22423,,22437,,24398,,26268,,18998,,19607,,20154,,19835.0,,0
257.0,Florida Atlantic U.,28896,,38598,,41788,,44334,,41896,,47027,,46782,,22594,,21760,,19718.0,,0
258.0,U. of the Virgin Islands,17495,,17842,,18099,,22019,,31272,,21373,i,24543,i,18374,i,14732,i,19456.0,,0
259.0,Tennessee State U.,14096,,12475,,12090,,12202,,11253,,11961,,14108,,15149,,19437,,19208.0,,0
260.0,"CUNY, Queens C.",7432,,9186,,11377,,12768,,16233,,22831,,22067,,18601,,22053,,18332.0,,0
261.0,"Southern Illinois U., Edwardsville",23737,,26904,,30333,,31795,,30958,,33318,,25608,,24594,,17215,,18248.0,,0
262.0,"Texas Tech U., Health Sciences Center, El Paso",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,22634,,18186.0,,0
263.0,Texas A&M U.-Kingsville,13343,,13794,,13519,,14630,,14213,,14572,,14824,,15308,,18371,,18170.0,,0
264.0,Albany Medical C.,16227,,15029,,15108,,17776,,22953,,20876,,17735,,15093,,16093,,18043.0,,0
265.0,Louisiana Tech U.,15276,,14166,,19406,,18060,,20752,,21641,,20265,,18983,,17088,,17744.0,,0
266.0,New York Medical C.,34397,,34365,,31644,,30584,,28400,,27316,,23277,,20243,,17908,,17653.0,,0
267.0,Idaho State U.,16754,,19887,,20728,,20524,,19234,,21047,,20764,,21476,,19962,,17540.0,,0
268.0,Northeast Ohio Medical U.,5294,,4984,,9165,,10077,,10819,,13581,,13358,,12722,,15916,,17103.0,,0
269.0,U. New Orleans,23897,,25625,,24783,,25382,,25932,,23290,,22275,,19790,,17182,,16980.0,,0
270.0,"U. North Carolina, Greensboro",6059,,6130,,7876,,10394,,12818,,16230,,12590,,12629,,15735,,16673.0,,0
271.0,Rosalind Franklin U. of Medicine and Science,10981,,12199,,12128,,13375,,12426,,14261,,15587,,17401,,17794,,16604.0,,0
272.0,"California State U., Sacramento",212,i,183,,4386,,11734,,11673,,13822,,12056,,12444,,11783,,16585.0,,0
273.0,Georgia Southern U.,1812,,1789,,1511,,1656,,3164,,3505,,5185,,17287,,19584,,16456.0,,0
274.0,Delaware State U.,7016,,7418,,8052,,9335,,14723,,17993,,15416,,17260,,17654,,15964.0,,0
275.0,"California Polytechnic State U., San Luis Obispo",12529,,14517,,14866,,19420,,19148,,15489,,15939,,15098,,14648,,15666.0,,0
276.0,"U. Alaska, Anchorage",8844,,7031,,7644,,8533,,11328,,12380,,13004,,13022,,15112,,15396.0,,0
277.0,Oakland U.,9169,,8872,,9465,,10464,,11796,,14725,,15439,,14033,,12515,,15015.0,,0
278.0,South Dakota School of Mines and Technology,12589,,14480,,16503,,14373,,28572,,32010,,18991,,12156,,10472,,14970.0,,0
279.0,Miami U.,19229,,23729,,25052,,29808,,14561,,14795,,21151,,17875,i,16035,,14904.0,,0
280.0,Hampton U.,28705,,24017,,21089,,12824,,14455,,12292,,15290,,12620,,11153,,14767.0,,0
281.0,Nova Southeastern U.,6445,,6697,,7545,,8872,,9740,,11912,,12599,,12415,,13532,,14439.0,,0
282.0,"U. Hawaii, Hilo",7843,,7926,,6916,,9595,,11567,,5927,,14841,,11607,,9242,,14431.0,,0
283.0,"California State U., San Bernardino",11120,,8323,,9703,,8281,,2630,i,7266,,7472,,10872,,12572,,14342.0,,0
284.0,Charles R. Drew U. of Medicine and Science,47188,,52118,,49224,,57604,,22152,,22150,,20580,,18250,,20686,,14128.0,,0
285.0,Meharry Medical C.,32878,,33218,,34152,,26587,,27001,,29055,,25559,,22532,,18997,,13998.0,,0
286.0,Duquesne U.,8345,,8850,,9542,,10066,,12078,,13603,,12858,,12385,,13019,,13767.0,,0
287.0,Northern Illinois U.,16627,,16710,,14948,,20644,,23353,,17672,,18147,,18866,,15165,i,13660.0,,0
288.0,Morgan State U.,13523,,11257,,12336,,12351,,12768,,12544,,17470,,14942,,15337,,13406.0,,0
289.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,18005,,17182,,14617,,13301,,14432,,15875,,13546,,12821,,13500,,13375.0,,0
290.0,Clarkson U.,16143,,16976,,17654,,14929,,18289,,17772,,14787,,12009,,13642,,13194.0,,0
291.0,"U. North Carolina, Wilmington",13609,,17064,,20100,,16423,,20618,,19961,,17015,,15490,,12212,,13166.0,,0
292.0,U.S. Military Academy,7722,i,8167,,10123,,9432,,19763,i,12314,,11702,,11612,,13247,,13135.0,,0
293.0,Prairie View A&M U.,11444,,12019,,10786,,11545,,12557,,15226,,14523,,13174,,12248,,12932.0,,0
294.0,Villanova U.,9473,i,10473,,9484,,9919,i,9191,i,9281,i,7831,i,6931,i,11645,,12208.0,,0
295.0,"U. Texas Health Science Center, Tyler",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,12191.0,,0
296.0,"California State U., Northridge",7490,,12412,,12793,,12486,,16747,,9795,,15619,,9466,,12628,,12053.0,,0
297.0,Montana Tech of U. Montana,6372,,5537,,6051,,5951,,7424,,6705,,11765,,11059,,11348,,11595.0,,0
298.0,Embry-Riddle Aeronautical U.,10628,i,7930,,6864,,10899,,12189,,10705,,14225,,11575,,14741,,11528.0,,0
299.0,Florida Institute of Technology,7684,,6985,,8642,,10389,,11427,,9749,,9187,,9195,,10564,i,11201.0,,0
300.0,Humboldt State U.,6500,,7087,,8808,,10301,,7505,,9520,,9464,,7999,,8242,,11173.0,,0
301.0,U. Southern Maine,20045,,34799,,27232,,20957,,3125,,7236,,13682,,11527,,11516,i,11164.0,i,0
302.0,North Carolina Central U.,6597,,4337,,6323,,5379,,6870,,9043,,10573,,8190,,10158,,10971.0,,0
303.0,U. Denver,10581,,9833,,11029,,12560,,12348,,13018,,11575,,12716,,11216,,10614.0,,0
304.0,"U. Missouri, Saint Louis",11713,,10907,,12297,,12995,,10050,,12344,,12840,,13156,,14632,,9991.0,,0
305.0,Clark Atlanta U.,11155,,8543,,7486,,7861,,8515,,8205,,10405,,9156,,9172,,9929.0,,0
306.0,Tennessee Technological U.,9575,,12226,,11742,,13959,,16152,,11809,,9138,,8705,,9410,,9804.0,,0
307.0,Claremont Graduate U.,3100,,3121,,3482,,4275,i,5068,,1100,,6200,,7030,,6886,i,9755.0,i,0
308.0,Central Michigan U.,4033,,4512,,4580,,2870,,3229,,5865,,8190,,9996,,11506,,9725.0,,0
309.0,"U. Maryland, Eastern Shore",4454,,3408,,5917,,7504,,8692,,8664,,7265,,8786,,8982,,9631.0,,0
310.0,U.S. Naval Academy,6850,,7973,,8849,,10468,,11093,,10543,,9156,,10476,,10661,,9609.0,,0
311.0,Xavier U. Louisiana,3982,,4394,,5253,,5690,,8022,,9836,,10606,,8789,,9335,,9588.0,,0
312.0,U. Texas Pan American,5006,,5217,,5865,,6929,,7116,,7258,,6441,,7191,,10225,,9544.0,,0
313.0,Alcorn State U.,6593,,9056,,11665,,13064,,10280,,11397,,11515,,11315,,10060,,9396.0,,0
314.0,Dillard U.,2123,i,2846,,1962,,4059,,3707,,5577,i,7448,,7692,,6907,,9385.0,,0
315.0,South Carolina State U.,3796,,3796,,7608,,8535,,7166,,8157,i,9149,,6674,i,7838,i,9002.0,i,0
316.0,Tarleton State U.,8069,,9151,,8857,,10804,,9931,,9720,,8646,,7854,,9961,,8956.0,,0
317.0,Midwestern U.,2786,,2358,,2697,,3457,,3596,,4022,,5200,,6292,,7310,,8560.0,,0
318.0,"CUNY, Brooklyn C.",4621,,4960,,4056,,4696,,6266,,8706,,8485,,7631,,8232,,8553.0,,0
319.0,DePaul U.,3957,,2839,,2675,,3215,,4302,,5256,,5344,,4828,,5681,,8506.0,,0
320.0,"U. Arkansas, Pine Bluff",6774,,5831,,7238,,7422,,8343,,9415,,9073,,8909,,8198,,8425.0,,0
321.0,"Arkansas State U., Jonesboro",6007,,7494,,6816,,8622,,11043,,13339,,14064,,10320,,7956,,8391.0,,0
322.0,Langston U.,4416,,4405,,4025,,4114,,4492,,5206,,5326,,4932,,8512,,8126.0,,0
323.0,"California State U., Long Beach",10322,,13867,,14971,,12665,,14762,,14006,i,13250,i,12494,,9746,,8108.0,,0
324.0,Rowan U.,4581,,4772,,4658,,4219,,2610,,3185,,3657,,2729,,8118,,7921.0,,0
325.0,Virginia State U.,8189,,8170,,8282,,9056,,6907,,8094,,10060,,9213,,8175,,7657.0,,0
326.0,Western Washington U.,6453,,6371,,6240,,6564,,6630,,7738,,6501,,6577,,6768,,7619.0,,0
327.0,Ponce Health Sciences U.,7654,,9103,,7686,,7085,,8934,,10502,,11586,,7241,,5710,,7520.0,,0
328.0,West Virginia State U.,2467,,2765,,4016,,4017,,3770,,4176,,5087,,4467,,6689,,7364.0,,0
329.0,U. New England,1528,,2154,,1743,,2162,,3560,,4016,,5217,,6637,,7456,,7360.0,,0
330.0,C. Charleston,5719,,5308,,5397,,4941,,11422,,6446,,7217,,8078,,7121,,7327.0,,0
331.0,"California State U., Fresno",9749,,5297,,7967,,9837,,8117,,8296,,8283,,7117,,7303,,7248.0,,0
332.0,Grand Valley State U.,3375,,4414,,6178,,3846,,4968,,6296,i,7624,i,8954,,7934,,7213.0,,0
333.0,"U. Michigan, Dearborn",,,,,,,,,6377,,7025,,5720,,6419,,7744,,7179.0,,0
334.0,U. Central del Caribe,8790,,9446,,8243,,7484,,7122,,7515,,7313,,7095,,7181,,6964.0,,0
335.0,Western Kentucky U.,8701,,10402,,8425,,8516,,9527,,8003,,10259,,8744,,7398,,6936.0,,0
336.0,Fisk U.,6000,,6000,,2851,,5265,,7686,,4631,,4058,,5429,i,7366,,6801.0,i,0
337.0,"U. Nebraska, Omaha",8623,,7379,,5884,,6270,,6783,,7903,,7536,,7966,,7640,,6688.0,,0
338.0,Bryn Mawr C.,4254,,3881,,2974,,4822,,4482,,4807,,6247,,5429,,5329,,6369.0,,0
339.0,Clark U.,5304,,4899,,5120,,6072,,5237,,6032,,7041,,5481,,5644,,6357.0,,0
340.0,Fordham U.,6033,,5908,,6844,,6637,,5212,,4494,,5624,,6704,,7086,,6352.0,,0
341.0,Wesleyan U.,8170,,7878,,7076,,6170,,7599,,9356,,8162,,7280,,6017,,6330.0,,0
342.0,"Lincoln U., Jefferson City",5395,,5573,,6263,,8011,,8475,,8518,,7899,,6585,,6742,,6296.0,,0
343.0,"U. Arkansas, Little Rock",9331,,9598,i,9866,,9269,,9754,,11320,,10245,,11994,,7055,,6276.0,,0
344.0,Bowling Green State U.,9912,,9120,,10712,,8396,,8030,,8834,,8426,,12808,,8630,,6263.0,,0
345.0,East Tennessee State U.,7943,,8020,,8237,,9189,,9185,,9496,,10657,,8506,,6954,,6173.0,,0
346.0,Kentucky State U.,3340,,3548,,4671,,5189,,4887,,4559,,6843,,5580,,5694,,6017.0,,0
347.0,U. Colorado Colorado Springs,4509,,6383,,7908,,7127,,8805,,6935,,3996,,3688,,4312,,5962.0,,0
348.0,U. Guam,7604,,7059,,6106,,5834,,5555,,5477,,5975,,5873,,6790,,5919.0,,0
349.0,Morehouse C.,6008,,5445,,5021,,6993,,7704,,8280,i,8856,,9169,,6973,,5836.0,,0
350.0,"U. Texas, Brownsville",ne,,ne,,5500,,5654,,6369,,6959,,7657,,9780,,7400,,5802.0,,0
351.0,Wellesley C.,4032,,4634,,4561,,4715,,5271,,4130,,5253,,6156,,6537,,5653.0,,0
352.0,"California State U., Monterey Bay",4107,,7032,,5784,,4940,,5305,,6959,,6567,,6129,,4780,,5459.0,,0
353.0,"Purdue U., Calumet",,,,,,,,,3687,,3725,,3481,,3090,,3886,,5344.0,,0
354.0,"California State U., Fullerton",4522,,4311,,6096,,7507,,11147,,14330,,11094,,10230,,7104,,5318.0,,0
354.0,"U. Tennessee, Chattanooga",7592,,5532,,6678,,6293,,8786,,7308,,8865,,5928,,4627,,5318.0,,0
356.0,New School,6950,,7795,,2703,,3060,,3167,,3277,,3695,,5919,,3843,,5254.0,,0
357.0,U. West Florida,4429,,4840,,4337,,3274,,4079,,3551,,2559,,4004,,5080,,5180.0,,0
358.0,Norfolk State U.,5144,,6491,,7893,,6878,,5944,,6930,,8336,,6179,,6780,,5122.0,,0
359.0,Texas Christian U.,4090,,3924,,3568,,4318,,3815,,3841,,5105,,5342,,5132,,5095.0,,0
360.0,Alfred U.,6347,,5474,,5478,,3953,,4181,,5946,,5377,,6014,,4156,,5064.0,,0
361.0,Illinois State U.,4874,,4831,,6111,,5397,,5622,,5492,,4852,,5155,,5212,,5042.0,,0
362.0,Southern Connecticut State U.,2295,i,1918,,3448,,2273,,0,,899,i,618,i,1201,i,4548,i,5036.0,i,0
363.0,Smith C.,3884,,3498,,4237,,4390,,4215,,4156,,3777,,3688,,4047,,5006.0,,0
364.0,National Defense U.,ne,,ne,,ne,,ne,,ne,,ne,,ne,,4906,,6712,,4832.0,,0
365.0,Ball State U.,8625,,7913,,8464,,6621,,4780,,9159,,4701,,3616,,4364,,4810.0,,0
366.0,"Southern U. and A&M C., Agricultural Research and Extension Center",ne,,ne,,ne,,ne,,ne,,6143,,8122,,5530,,5606,,4761.0,,0
367.0,U. Metropolitana,298,,248,,505,,597,,1248,,1740,,8092,,6016,,4764,,4747.0,,0
368.0,"California State U., San Marcos",ne,,ne,,670,,4559,,5049,,5044,i,5040,i,5034,,4470,i,4637.0,,0
369.0,Milwaukee School of Engineering,2933,,3740,,4156,,4245,,3944,,4347,,4599,,4351,,4410,,4524.0,,0
370.0,"California State Polytechnic U., Pomona",2502,,2466,,1750,,1682,,4040,,4737,,4599,,6702,i,5349,,4513.0,,0
371.0,"California State U., Los Angeles",8956,,10053,,8957,,8186,,7178,,8682,,6876,,7192,,4881,,4461.0,,0
371.0,Williams C.,4074,,3983,,4084,,4907,,4691,,4165,,4080,,3127,,3213,,4461.0,,0
373.0,"Rutgers, State U. New Jersey, Camden",,,,,,,,,2573,,2792,,2278,,4923,,4691,,4440.0,,0
374.0,Fort Valley State U.,2570,,2610,,3311,,3262,,4586,,3850,,3665,,3688,,4547,,4320.0,,0
375.0,U. Wisconsin-Stevens Point,2335,,3077,,3233,,3921,,6674,,6063,i,5452,,4300,,4354,i,4261.0,i,0
376.0,St. Edward's U.,ne,,ne,,ne,,ne,,ne,,3299,,2480,,2640,,1745,,4200.0,,0
377.0,"U. North Carolina, general administration",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,4197.0,,0
378.0,Salisbury U.,ne,,ne,,ne,,ne,,844,,880,,2689,,2587,,3677,,4180.0,,0
379.0,"CUNY, Graduate Center",3913,,4380,,6579,,8226,,6799,,4964,,6861,,8835,,5719,,4144.0,,0
380.0,U. Baltimore,7856,,1169,,4700,,5295,,3606,,4452,,3894,,3865,,3951,,4091.0,,0
381.0,"Southern U. and A&M C., Baton Rouge",4350,,5590,,6701,,6865,,6865,,6819,i,6773,,4727,,3153,,4054.0,,0
382.0,"Indiana U.-Purdue U., Fort Wayne",,,,,,,,,4832,,5206,,4563,,5080,,4348,,4013.0,,0
383.0,Azusa Pacific U.,ne,,ne,,ne,,ne,,ne,,3414,i,1930,i,ne,,ne,,3953.0,,0
384.0,MGH Institute of Health Professions,ne,,ne,,ne,,ne,,ne,,587,,ne,,ne,,ne,,3931.0,,0
385.0,West Texas A&M U.,4523,,4638,,5008,,5366,,5741,,4307,,4346,,4122,,3663,,3924.0,,0
386.0,Stephen F. Austin State U.,8171,,6957,,6742,,7271,,7536,,4664,,3370,,2877,,3207,,3920.0,,0
387.0,"SUNY, C. of Optometry",1913,,2231,,2238,,2670,,3529,,3738,,3466,,3637,,3481,,3906.0,,0
388.0,Bucknell U.,2841,,1744,,2193,,3850,,5169,,4618,,3623,,3867,,4143,,3790.0,,0
389.0,James Madison U.,4799,,5455,,5235,,5305,,6858,,7075,,8428,,5539,,4516,,3700.0,,0
390.0,"Pennsylvania State U., Behrend",,,,,,,,,2500,,2724,,3169,,3041,,4156,,3614.0,,0
391.0,Mount Holyoke C.,2563,,3127,,3044,,2720,,2305,,2810,,2838,,2716,,3335,,3565.0,,0
392.0,Gallaudet U.,2013,,3520,,4005,i,4490,i,4975,,4404,,4305,,4468,,3457,,3543.0,,0
393.0,Missouri State U.,5188,,9320,,9042,,11244,,7737,,5576,,4340,,3879,,3677,,3516.0,,0
394.0,"CUNY, John Jay C. of Criminal Justice",779,,2259,,2964,,3461,,4354,,4125,,5001,,3799,,3726,,3515.0,,0
395.0,Appalachian State U.,2158,,2912,,3586,,2937,,2550,,3498,,4196,,2877,,3977,,3507.0,,0
395.0,New York Institute of Technology,3613,,2708,,2061,,2197,,1785,,1934,,2056,,3214,,4916,,3507.0,,0
397.0,Pace U.,566,,718,,1642,,1376,,2413,,2709,,3306,,2914,,3570,,3436.0,,0
398.0,Montclair State U.,1693,,1341,,1405,,1733,,1368,,3373,,4470,,4005,,3342,,3433.0,,0
399.0,Amherst C.,3388,,2926,,3364,,2796,,2622,,3230,,3618,i,4007,,3171,,3401.0,,0
400.0,"Pennsylvania State U., Harrisburg",,,,,,,,,2728,,3446,,2774,,1906,,2482,,3379.0,,0
401.0,U. of the Sciences Philadelphia,1260,,1449,,1777,,1673,,1945,,2314,,2341,,2087,,2586,,3366.0,,0
402.0,Youngstown State U.,1308,,611,,1193,,2081,,4518,,4625,,3533,,3713,,3410,,3331.0,,0
403.0,Roseman U. of Health Sciences,ne,,ne,,ne,,ne,,ne,,840,,ne,,ne,,3021,,3287.0,,0
404.0,Loyola Marymount U.,1599,,1597,,1708,,2291,,1364,,3938,,2369,,2285,,3610,,3286.0,,0
405.0,U. Northern Iowa,1205,,3455,,2960,,2160,,2077,,3451,,3302,,3395,,3510,,3281.0,,0
406.0,Pomona C.,2584,,3108,,3288,,2748,,2377,,3115,,2694,,3364,,3412,,3234.0,,0
407.0,Harvey Mudd C.,2301,,2739,,3005,,2691,,3214,,3830,,3507,,3531,,3088,,3204.0,,0
408.0,U. North Florida,4110,,3875,,3158,,4878,,6316,,8773,,6620,,4126,,2657,,3160.0,,0
409.0,"Touro U., Vallejo",ne,,ne,,ne,,1305,,999,,1196,,1993,,1772,,3067,,3106.0,,0
410.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",ne,,ne,,ne,,ne,,ne,,2342,,2562,,2979,,3356,,3089.0,,0
410.0,Texas Southern U.,4299,,3688,,4027,,4232,,4744,,4255,,4424,,5518,,2855,,3089.0,,0
412.0,Chapman U.,833,,706,,370,,1286,,2135,,2098,,2396,,2734,,3189,,3074.0,,0
413.0,Reed C.,1118,,1220,,1291,,1096,,1904,,1839,,1837,,2395,,3091,,3050.0,,0
414.0,Franklin and Marshall C.,1645,,1993,,2114,,2801,,3444,,3140,,2543,,2855,,2123,,3045.0,,0
415.0,Fuller Theological Seminary,729,,780,,442,,598,,384,,842,,ne,,2329,,3106,,2998.0,,0
416.0,Eastern Washington U.,1999,,2136,,2277,,1989,,3171,,3780,,2538,,2027,,1820,,2973.0,,0
417.0,U. Wisconsin-La Crosse,2838,,3414,,2949,,3010,,3852,,3366,i,2879,,2815,,3121,,2948.0,,0
418.0,Hope C.,2926,,2603,,2198,,2321,,3552,,3605,,3320,,3367,,2719,,2932.0,,0
419.0,A. T. Still U.,1439,,826,,1179,,623,,1253,,1925,,562,i,744,i,926,,2904.0,,0
420.0,Bowdoin C.,2281,,2186,,1942,,1915,,2532,,2633,,4277,,4025,,2950,,2873.0,,0
421.0,"California State U., Bakersfield",6379,,1833,,1873,,1985,,2083,,3130,,1115,,2380,,2254,,2857.0,,0
422.0,Sam Houston State U.,1958,,2500,,3049,,3313,,6045,,2637,,3643,,3225,,3235,,2804.0,,0
423.0,Bates C.,1549,,1020,,915,,1117,,1545,,1814,,2031,,2444,,1531,,2725.0,,0
424.0,Carleton C.,1785,,1852,,1942,,2829,,2916,,3081,,3529,,4768,,4426,,2718.0,,0
425.0,Kettering U.,3473,,2209,,3689,,4294,,6275,,4936,,3215,,2806,,2728,,2685.0,,0
426.0,U. Northern Colorado,2566,,1822,,2039,,2387,,2029,,1801,,2012,,2174,,3252,,2670.0,,0
427.0,"CUNY, Lehman C.",4476,,4852,,3498,,2696,,2932,i,3168,,2982,,2242,,2543,,2613.0,,0
428.0,Barnard C.,2742,,2764,,2823,,2899,,3240,,3916,,3611,,2893,,2403,,2562.0,,0
429.0,Philadelphia C. of Osteopathic Medicine,1034,,1754,,1390,,1223,,1278,,2401,,1898,,2614,,2209,,2561.0,,0
430.0,"U. Oklahoma, Tulsa",ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,2554.0,,0
431.0,"Toyota Technological Institute, Chicago",ne,,ne,,ne,,ne,,ne,,746,,ne,,ne,,ne,,2543.0,,0
432.0,Calvin C.,1540,,2063,,3343,,3061,,3720,,2045,,2370,,3408,,2627,,2528.0,i,0
433.0,Albany C. of Pharmacy and Health Sciences,2307,,3248,,3486,,2808,,3074,,3496,,2639,,2637,,3200,,2520.0,,0
434.0,U. Richmond,1923,,1958,,2823,,2863,,3243,,3051,,3302,,2602,,2921,,2484.0,,0
435.0,Lewis and Clark C.,854,,1048,,1113,,1270,i,1427,,1504,,1222,,2948,,3118,,2480.0,,0
436.0,Fairfield U.,1806,,2148,,2651,,2422,,2233,,2720,,2640,i,2557,,2897,,2400.0,,0
437.0,"SUNY, Buffalo State",1699,,1292,,1625,,2327,,1889,,2532,,2970,,2099,,1971,,2355.0,,0
438.0,"U. Texas, Tyler",795,,1395,,3393,,3078,,2566,,2394,,3705,,2343,,2573,,2349.0,,0
439.0,Murray State U.,3364,,2555,,2335,,1719,,3384,,3713,,3341,,2179,,2053,,2341.0,,0
440.0,U. San Diego,499,,667,,621,,2001,,2567,,2340,,2485,,2552,,2873,,2332.0,,0
441.0,Davidson C.,296,,852,,1239,,1873,,1432,,1808,,1291,,2213,,1629,,2305.0,,0
442.0,Alabama State U.,1900,,1900,,2461,,17164,,13340,,12340,,13607,,1927,,2236,,2303.0,,0
443.0,West Chester U. Pennsylvania,244,,762,,2454,,1483,,4634,i,7785,,1914,,969,,1294,,2294.0,,0
444.0,Haverford C.,967,,1182,,1397,,1870,,3603,i,2765,i,2588,i,2370,i,2546,i,2266.0,i,0
445.0,Colgate U.,1837,,2217,,2562,,2569,,2559,,2109,,3004,,2340,,2226,,2244.0,,0
446.0,Edward Via C. of Osteopathic Medicine,ne,,ne,,ne,,ne,,ne,,2453,,2576,,4992,,2633,,2237.0,,0
447.0,"St. John's U., Manhattan",1538,,1783,,1657,,1548,,1509,,1697,,1971,,2376,,2392,,2225.0,,0
447.0,Trinity U.,1206,,1244,,1530,,1250,,1387,,1355,,1611,,2815,,2499,,2225.0,,0
449.0,Western U. of Health Sciences,1575,,909,,1217,,1572,,1283,,900,,2773,,2218,,2384,,2219.0,,0
450.0,Lamar U.,3277,,3695,,4692,,5376,,5316,,4685,,3570,,2564,,2439,,2218.0,,0
451.0,Swarthmore C.,2385,,1449,,1738,,2217,,2381,,2364,,2684,,2744,,2657,,2215.0,,0
452.0,Pittsburg State U.,2810,,2533,,2065,,2161,,1759,,1687,,1479,,1536,,2458,,2205.0,,0
453.0,Towson U.,1038,,1098,,2357,,4025,,3002,,3570,,2529,,2795,,2265,,2200.0,,0
454.0,Sul Ross State U.,2676,,3056,,2542,,2671,,2970,,3101,,2296,,2159,,2528,,2187.0,,0
455.0,Central Washington U.,2183,,2431,,3025,,3131,,5132,,2854,,2752,,2087,,1998,,2182.0,,0
456.0,Commonwealth Medical C.,ne,,ne,,ne,,ne,,ne,,ne,,2777,,2647,,2384,,2171.0,,0
457.0,"U. Washington, Bothell",,,,,,,,,471,,497,,553,,13,,742,,2168.0,,0
458.0,St. Cloud State U.,2224,,2656,,3543,,3153,,2326,,1992,,1489,,1418,,1511,,2148.0,,0
459.0,Franklin W. Olin C. of Engineering,ne,,ne,,ne,,ne,,ne,,1012,,1777,,1157,,1561,,2136.0,,0
460.0,Vassar C.,902,,600,,1052,,1018,,1236,,1552,,993,,1136,,999,,2118.0,i,0
461.0,U. Wisconsin-Oshkosh,1115,,1059,,1516,,1067,,1229,,1847,,2027,,1869,i,1969,i,2100.0,i,0
