Rank,Institution,2012,Unnamed: 3,2013,Unnamed: 5,2014,Unnamed: 7,2015,All life sciences,Unnamed: 10,Agricultural sciences,Unnamed: 12,Biological sciences,Unnamed: 14,Medical sciences,Unnamed: 16,"Life sciences, nec"
291.0,U. Akron,3202,,2631,,2576,,3120,,0,,2042,,0,,1078,
292.0,"Touro U., Vallejo",1990,,1772,,3067,,3106,,0,,1888,,1218,,0,
293.0,St. Edward's U.,715,,760,,781,,3100,,0,,3100,,0,,0,
294.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",2562,,2979,,3356,,3089,,0,,2534,,555,,0,
295.0,New Jersey Institute of Technology,815,,1040,,1053,,3026,,0,,2616,,0,,410,
296.0,"California State U., Monterey Bay",3826,,2931,,2739,,2990,,695,,2295,,0,,0,
297.0,"California State U., Long Beach",4955,i,4673,,3281,,2916,,0,,1092,,0,,1824,
298.0,A. T. Still U.,562,i,744,i,926,,2904,,0,,0,,2904,,0,
299.0,Jackson State U.,3277,,2815,,3898,,2861,,0,,773,,2088,,0,
300.0,U. of the Sciences Philadelphia,1568,,1081,,2036,,2824,,0,,710,,2029,,85,
301.0,U. Texas Pan American,1940,,2102,,2455,,2794,,0,,1929,,258,,607,
302.0,Missouri State U.,2822,,2711,,2854,,2695,,2230,,206,,259,,0,
303.0,"California State Polytechnic U., Pomona",3458,,4882,i,3696,,2648,,1596,,1052,,0,,0,
304.0,New York Institute of Technology,1826,,2255,,3523,,2636,,0,,0,,2413,,223,
305.0,Ball State U.,2628,,1725,,2297,,2634,,823,,864,,173,,774,
306.0,C. Charleston,2223,,2392,,1910,,2620,,0,,2619,,1,,0,
307.0,Michigan Technological U.,3005,,2353,,2469,,2617,,0,,1693,,0,,924,
308.0,"Indiana U.-Purdue U., Fort Wayne",3129,,2740,,2453,,2585,,0,,483,,1854,,248,
309.0,Wesleyan U.,3217,,2750,,2522,,2552,,0,,2552,,0,,0,
310.0,Philadelphia C. of Osteopathic Medicine,1869,,2567,,2161,,2519,,0,,288,,2231,,0,
311.0,U. Wisconsin-Stevens Point,1411,,751,,765,i,2509,i,358,i,663,i,1324,i,164,i
312.0,Albany C. of Pharmacy and Health Sciences,2639,,2633,,2880,,2506,,0,,1643,,863,,0,
313.0,"U. North Carolina, Charlotte",2833,,2654,,2472,,2503,,0,,1497,,0,,1006,
314.0,Catholic U. of America,2020,,1737,,1774,,2500,,0,,2229,,271,,0,
315.0,"U. Texas, Brownsville",2288,,1922,,3001,,2476,,0,,1091,,968,,417,
316.0,Stephen F. Austin State U.,2401,,2053,,2365,,2381,,2019,,225,,0,,137,
317.0,Florida Institute of Technology,1609,,1419,,1979,i,2352,,0,,2352,,0,,0,
318.0,Portland State U.,2534,,2318,,2050,,2335,,0,,2226,,0,,109,
319.0,Alabama State U.,13607,,1927,,2236,,2303,,0,,2303,,0,,0,
320.0,Azusa Pacific U.,823,i,ne,,ne,,2302,,0,,371,,0,,1931,
321.0,"California State U., San Bernardino",1327,,1685,,2354,,2288,,828,,983,,0,,477,
322.0,Edward Via C. of Osteopathic Medicine,2576,,4992,,2633,,2237,,0,,0,,2237,,0,
323.0,Western U. of Health Sciences,2773,,2218,,2384,,2219,,198,,1487,,534,,0,
324.0,Commonwealth Medical C.,2768,,2647,,2384,,2171,,0,,1872,,299,,0,
325.0,Louisiana Tech U.,1946,,2095,,2283,,2159,,732,,457,,477,,493,
326.0,American U.,483,,2146,,3276,,2109,,0,,1416,,0,,693,
327.0,"U. Massachusetts, Dartmouth",2229,,2313,,2482,,2093,,0,,1886,,58,,149,
328.0,Lehigh U.,1359,,2101,,2095,,2091,,0,,2091,,0,,0,
329.0,Smith C.,1381,,1485,,1396,,2065,,3,,2058,,3,,1,
330.0,Fordham U.,1520,,1956,,2400,,2026,,0,,2021,,5,,0,
331.0,"California State U., Northridge",3129,,1986,,2300,,2025,,0,,2002,,0,,23,
332.0,U. of the District of Columbia,3158,,2135,,1370,,1967,,1416,,551,,0,,0,
333.0,Villanova U.,1523,i,1155,i,2136,,1928,,0,,1428,,0,,500,
334.0,Illinois State U.,1699,,1943,,1600,,1910,,388,,1509,,0,,13,
335.0,Morgan State U.,1893,,1872,,1844,,1902,,258,,704,,20,,920,
336.0,Tennessee Technological U.,1497,,1702,,2434,,1894,,1530,,296,,0,,68,
337.0,Tougaloo C.,1865,,1857,,1894,,1868,,0,,732,,1136,,0,
338.0,Murray State U.,1855,,1433,,1578,,1788,,34,,1670,,7,,77,
339.0,"CUNY, Brooklyn C.",2118,,2200,,1855,,1751,,0,,1751,,0,,0,
340.0,Western Kentucky U.,1873,,1719,,1656,,1737,,333,,1089,,288,,27,
341.0,Southern Methodist U.,1144,,1213,,1273,,1716,,0,,1716,,0,,0,
342.0,Appalachian State U.,2065,,1457,,1540,,1708,,174,,1410,,0,,124,
342.0,Keck Graduate Institute,1920,,2357,,2097,,1708,,0,,1429,,279,,0,
344.0,"U. Oklahoma, Tulsa",ne,,ne,,ne,,1699,,0,,0,,1611,,88,
345.0,"Palmer C. of Chiropractic, Davenport",4507,,3774,,2736,i,1698,,0,,0,,0,,1698,
346.0,Bowdoin C.,1803,,1984,,1777,,1677,,0,,1349,,328,,0,
347.0,"U. Texas, Tyler",1147,,1210,,344,,1675,,0,,1583,,0,,92,
348.0,"Oklahoma State U., Center for Health Sciences",1691,,1784,,1633,,1624,,0,,347,,1056,,221,
349.0,"California State U., Sacramento",1049,,2302,,1894,,1599,,174,,806,,0,,619,
349.0,Salisbury U.,1444,,1273,,1389,,1599,,80,,281,,83,,1155,
351.0,Texas Southern U.,2118,,2064,,706,,1596,,0,,1453,,0,,143,
352.0,West Texas A&M U.,2245,,2274,,2199,,1579,,1569,,10,,0,,0,
353.0,Sul Ross State U.,1474,,1444,,1815,,1534,,281,,1253,,0,,0,
354.0,Texas Woman's U.,2875,,1692,,1627,,1526,,0,,696,,0,,830,
355.0,San Jose State U.,1647,,1764,,1668,,1508,,0,,1487,,0,,21,
356.0,"U. Louisiana, Monroe",1801,,2541,,2253,,1495,,0,,209,,1286,,0,
357.0,"Rutgers, State U. New Jersey, Camden",622,,1205,,1536,,1482,,0,,1460,,0,,22,
358.0,Marshall B. Ketchum U.,ne,,ne,,1030,,1468,,0,,0,,1468,,0,
359.0,Reed C.,664,,1195,,1134,,1456,,0,,1449,,0,,7,
360.0,Bates C.,498,,942,,358,,1433,,0,,1424,,9,,0,
361.0,Bastyr U.,2844,,2728,,3857,,1405,,0,,0,,1397,,8,
362.0,Calvin C.,514,,841,,1457,,1401,i,0,i,1269,i,0,i,132,i
363.0,Montclair State U.,2169,,1490,,1552,,1352,,0,,1341,,0,,11,
364.0,"U. Minnesota, Duluth",2090,,1894,,1556,,1346,,0,,1346,,0,,0,
365.0,American Samoa Community C.,ne,,ne,,ne,,1337,,945,,0,,0,,392,
366.0,Northern Illinois U.,4683,,5372,,2290,i,1328,,20,,668,,351,,289,
366.0,U. Detroit Mercy,362,,ne,,605,,1328,,0,,701,,0,,627,
368.0,Hampton U.,1558,,752,,828,,1323,,0,,394,,929,,0,
369.0,"U. Arkansas, Little Rock",2455,,1448,,1763,,1318,,8,,822,,348,,140,
370.0,"U. Alabama, Huntsville",2058,,2096,,1438,,1307,,1,,1037,,0,,269,
371.0,Saint Michael's C.,ne,,1013,,1073,,1259,,0,,1259,,0,,0,
372.0,Salus U.,1337,,1368,,1190,,1257,,0,,1257,,0,,0,
373.0,U. Wisconsin-Oshkosh,1700,,1593,i,329,i,1238,i,0,i,379,i,764,i,95,i
374.0,"SUNY, C. Brockport",1258,,920,,946,,1207,,950,,254,,0,,3,
375.0,Wellesley C.,827,,1269,,1607,,1206,,0,,1206,,0,,0,
376.0,"U. Nebraska, Omaha",1487,,1459,,1178,,1196,,0,,731,,0,,465,
377.0,U. New Orleans,1210,,1428,,1627,,1184,,0,,1184,,0,,0,
378.0,U. West Florida,1544,,1197,,1225,,1177,,0,,937,,0,,240,
379.0,U. Wisconsin-La Crosse,1165,,1205,,1464,,1171,,0,,777,,96,,298,
380.0,Pomona C.,791,,908,,527,,1162,,0,,887,,270,,5,
381.0,"Purdue U., Calumet",1256,,883,,945,,1143,,0,,73,,5,,1065,
382.0,Milwaukee School of Engineering,1029,,920,,1165,,1136,,0,,0,,0,,1136,
382.0,U. Northern Colorado,1234,,1152,,1051,,1136,,0,,617,,0,,519,
384.0,Franklin and Marshall C.,844,,1025,,637,,1111,,44,,976,,91,,0,
385.0,Eastern Kentucky U.,2320,,1793,,1375,,1091,,27,,1063,,1,,0,
386.0,Mount Holyoke C.,507,,536,,643,,1088,,0,,1088,,0,,0,
387.0,New England C. of Optometry,2237,,2172,,1234,,1077,,0,,0,,1077,,0,
387.0,U. Western States,ne,,1238,,1383,,1077,,0,,0,,0,,1077,
389.0,Grand Valley State U.,1100,i,1350,,1219,,1053,,0,,658,,4,,391,
390.0,Bryn Mawr C.,755,,643,,907,,1042,,0,,1042,,0,,0,
391.0,Florida Gulf Coast U.,881,,903,,740,,1013,,0,,1010,,0,,3,
392.0,Indiana State U.,1227,,762,,817,,1003,,95,,825,,68,,15,
393.0,Norwich U.,676,,760,,518,,991,,0,,991,,0,,0,
394.0,Chapman U.,867,,292,,407,,987,,0,,448,,536,,3,
395.0,"U. Maryland, Center for Environmental Science",0,,0,,0,,978,,500,,478,,0,,0,
396.0,Vassar C.,184,,238,,229,,970,i,0,i,615,i,355,i,0,i
397.0,Texas Christian U.,725,,417,,541,,968,,2,,208,,0,,758,
398.0,Southeastern Louisiana U.,833,,879,,695,,963,,0,,575,,0,,388,
399.0,"St. John's U., Manhattan",343,,1134,,945,,959,,0,,959,,0,,0,
400.0,Davidson C.,453,,600,,640,,942,,0,,942,,0,,0,
401.0,"California State U., Los Angeles",1651,,1647,,1301,,940,,0,,806,,0,,134,
402.0,U. Denver,1989,,1559,,1394,,936,,0,,936,,0,,0,
403.0,Lewis and Clark C.,606,,577,,1358,,930,,0,,793,,137,,0,
404.0,"California State U., Stanislaus",1437,,930,,549,,924,,0,,924,,0,,0,
405.0,Pace U.,920,,585,,901,,912,,0,,416,,14,,482,
405.0,U. del Este,1147,,1241,,1165,,912,,0,,899,,0,,13,
407.0,Connecticut C.,630,,609,,1087,,908,,39,,869,,0,,0,
408.0,"California State U., Chico",1041,,1246,,1052,,907,,764,,140,,3,,0,
409.0,"U. Tennessee, Chattanooga",429,,365,,402,,882,,71,,736,,0,,75,
410.0,Clark U.,606,,546,,735,,866,,0,,866,,0,,0,
411.0,Fayetteville State U.,807,,675,,868,,862,,0,,92,,146,,624,
411.0,Skidmore C.,145,,366,,935,,862,,0,,65,,35,,762,
413.0,"CUNY, Lehman C.",1582,,866,,652,,843,,0,,208,,317,,318,
414.0,Middle Tennessee State U.,894,,651,,561,,842,,87,,539,,216,,0,
415.0,Providence C.,ne,,656,,ne,,836,,0,,836,,0,,0,
416.0,Fisk U.,0,,663,i,900,,830,i,0,i,830,i,0,i,0,i
417.0,Bucknell U.,848,,695,,753,,829,,0,,635,,0,,194,
418.0,Worcester Polytechnic Institute,871,,1295,,562,,827,,0,,827,,0,,0,
419.0,Keene State C.,485,i,354,,414,,818,,0,,178,,0,,640,
420.0,Lake Superior State U.,ne,,ne,,ne,,814,,412,,402,,0,,0,
421.0,U. Dayton,1196,,1032,,969,,811,,0,,808,,0,,3,
422.0,Bowling Green State U.,662,,1367,,1239,,805,,113,,572,,0,,120,
423.0,Western Washington U.,617,,638,,497,,794,,0,,497,,156,,141,
424.0,Seattle U.,277,,ne,,105,,791,,123,,336,,170,,162,
425.0,Clarkson U.,947,,534,,673,,789,,0,,730,,0,,59,
426.0,Rhode Island C.,744,,441,,475,,780,,0,,753,,0,,27,
427.0,Haverford C.,997,i,957,i,1109,i,776,i,0,i,776,i,0,i,0,i
428.0,James Madison U.,682,,603,,762,,773,,0,,623,,22,,128,
429.0,Oberlin C.,328,,394,,674,,766,,0,,633,,133,,0,
430.0,U. Central Arkansas,945,,664,,787,,760,,0,,665,,0,,95,
431.0,Amherst C.,926,i,1046,,941,,752,,0,,543,,209,,0,
432.0,Austin Peay State U.,683,,712,,807,,748,,0,,748,,0,,0,
433.0,Western Carolina U.,564,,564,,695,,746,,128,,618,,0,,0,
434.0,Seton Hall U.,634,,641,,688,,736,,0,,736,,0,,0,
435.0,Fairfield U.,796,i,772,,958,,710,,0,,498,,0,,212,
436.0,Eastern Washington U.,575,,505,,545,,703,,0,,417,,134,,152,
437.0,Black Hills State U.,1021,,1091,,570,,701,,0,,701,,0,,0,
438.0,Williams C.,578,,265,,398,,692,,0,,410,,0,,282,
439.0,"U. South Carolina, Beaufort",ne,,ne,,ne,,688,,0,,214,,437,,37,
440.0,Occidental C.,777,,603,,1237,,686,,0,,623,,0,,63,
441.0,Towson U.,833,,803,,893,,677,,68,,466,,8,,135,
442.0,"CUNY, Medgar Evers C.",321,,213,,380,,673,,0,,673,,0,,0,
443.0,Wichita State U.,2094,,3128,,1530,,659,,24,,629,,0,,6,
444.0,Nicholls State U.,1669,,819,,755,,657,,0,,657,,0,,0,
445.0,Savannah State U.,786,,1145,,853,,654,,0,,256,,398,,0,
446.0,West Chester U. Pennsylvania,868,,412,,377,,648,,0,,305,,0,,343,
447.0,Middlebury C.,689,,512,,521,,644,,0,,644,,0,,0,
448.0,Northern Kentucky U.,776,,655,,702,,628,,0,,627,,0,,1,
449.0,"CUNY, C. Staten Island",1457,,1014,i,1071,,607,,0,,219,,0,,388,
450.0,"U. Washington, Bothell",0,,0,,21,,606,,185,,0,,421,,0,
451.0,"CUNY, Graduate Center",218,,1087,,356,,603,,0,,60,,16,,527,
452.0,"Augustana C., Sioux Falls",648,,687,,449,,600,,0,,600,,0,,0,
453.0,Colgate U.,990,,673,,497,,597,,0,,597,,0,,0,
454.0,Shaw U.,1609,i,ne,,1247,i,594,i,0,i,510,i,0,i,84,i
455.0,Barry U.,1383,,2056,,1378,,585,,0,,283,,302,,0,
456.0,Albany State U.,1027,,674,,718,,582,,230,,239,,113,,0,
456.0,Willamette U.,1264,,636,,261,,582,,0,,582,,0,,0,
458.0,Desert Research Institute,2089,,2079,,1700,,577,,81,,457,,0,,39,
459.0,Grinnell C.,472,,414,,664,,552,,0,,552,,0,,0,
460.0,U. Tulsa,507,,592,,424,,550,,0,,405,,0,,145,
461.0,"U. Nebraska, Kearney",776,,878,,884,,546,,0,,490,,6,,50,
462.0,U. Central Oklahoma,362,,257,,205,,541,,3,,424,,0,,114,
463.0,Pacific U.,220,,2076,,601,i,539,,0,,87,,356,,96,
464.0,Colby C.,357,,423,,393,,534,,0,,534,,0,,0,
465.0,U.S. Air Force Academy,641,,27,,1026,i,526,,0,,526,,0,,0,
466.0,Sam Houston State U.,929,,871,,715,,522,,56,,449,,17,,0,
467.0,Kennesaw State U.,992,i,1144,,982,,519,,0,,479,,8,,32,
468.0,Christopher Newport U.,587,,513,,531,,513,,0,,513,,0,,0,
469.0,"U. North Carolina, general administration",ne,,ne,,ne,,508,,0,,508,,0,,0,
470.0,"Trinity C., Hartford",1250,,753,,894,,498,,0,,200,,298,,0,
471.0,Barnard C.,366,,453,,457,,496,,0,,496,,0,,0,
472.0,U. Northern Iowa,486,,524,,516,,490,,360,,130,,0,,0,
473.0,Claflin U.,3605,,1612,,976,,487,,0,,487,,0,,0,
473.0,St. Cloud State U.,1071,,768,,554,,487,,0,,462,,25,,0,
475.0,U. of the Pacific,1047,,1301,,538,,485,,0,,373,,112,,0,
476.0,DePaul U.,310,,458,,467,,484,,0,,273,,0,,211,
477.0,U. North Florida,1078,,845,,680,,481,,0,,330,,29,,122,
478.0,Swarthmore C.,747,,842,,745,,474,,0,,474,,0,,0,
479.0,Hawaii Pacific U.,344,,290,,747,,472,,0,,471,,1,,0,
480.0,Carleton C.,543,,540,,567,,459,,8,,444,,0,,7,
481.0,U. Richmond,326,,500,,702,,458,,0,,458,,0,,0,
482.0,Morehouse C.,320,,312,,311,,455,,0,,103,,0,,352,
483.0,Texas A&M U.-Commerce,332,,623,,323,,451,,254,,197,,0,,0,
484.0,Plymouth State U.,535,,577,,545,,450,,8,,442,,0,,0,
485.0,Emerson C.,ne,,ne,,ne,,441,,0,,0,,0,,441,
486.0,Loyola Marymount U.,367,,192,,293,,440,,0,,414,,26,,0,
487.0,U. San Francisco,1605,,1009,,802,,436,,0,,219,,217,,0,
488.0,Montana Tech of U. Montana,470,,286,,311,,427,,0,,427,,0,,0,
489.0,Gonzaga U.,660,,523,,496,,423,,0,,419,,0,,4,
490.0,Gallaudet U.,1995,,1929,,1087,,420,,0,,337,,38,,45,
491.0,Hope C.,154,,439,,635,,419,,0,,403,,0,,16,
492.0,"SUNY, Buffalo State",514,,648,,625,,418,,0,,364,,0,,54,
493.0,"California State U., Bakersfield",515,,233,,299,,405,,0,,401,,0,,4,
494.0,Santa Clara U.,654,,561,,840,,402,,0,,293,,0,,109,
495.0,U. Metropolitana,594,,407,,305,,394,,20,,0,,0,,374,
496.0,U. del Turabo,64,,88,,273,,388,,0,,170,,172,,46,
497.0,Western Illinois U.,604,,783,,529,,385,,55,,330,,0,,0,
498.0,U. Wisconsin-Green Bay,366,i,369,i,373,i,377,i,0,i,256,i,39,i,82,i
499.0,Quinnipiac U.,420,i,405,i,ne,,368,i,0,i,191,i,148,i,29,i
499.0,Winthrop U.,504,,541,,533,,368,,0,,368,,0,,0,
501.0,Morehead State U.,604,,674,,523,,367,,5,,362,,0,,0,
502.0,Eastern Michigan U.,1260,,834,,330,,361,,0,,236,,0,,125,
503.0,Hofstra U.,650,,297,,616,,360,,0,,336,,0,,24,
504.0,"Southern U. and A&M C., Baton Rouge",435,,124,,241,,359,,234,,125,,0,,0,
505.0,"California State U., Channel Islands",ne,,675,,917,,353,,49,,304,,0,,0,
506.0,Rochester Institute of Technology,802,,492,,344,,348,,0,,348,,0,,0,
507.0,McNeese State U.,238,,247,,330,,330,,234,,88,,0,,8,
508.0,Sonoma State U.,ne,,455,,390,,329,,0,,320,,0,,9,
509.0,Trinity U.,84,,1016,,446,,328,,0,,328,,0,,0,
510.0,New Mexico Institute of Mining and Technology,375,,499,i,264,,323,,0,,323,,0,,0,
511.0,Central Washington U.,566,,456,,186,,308,,0,,306,,0,,2,
512.0,C. Wooster,285,,ne,,319,,305,i,49,i,247,i,9,i,0,i
512.0,U. of the Incarnate Word,ne,,ne,,ne,,305,,0,,152,,48,,105,
514.0,Texas A&M International U.,373,,244,,423,,304,,64,,219,,21,,0,
515.0,National U.,0,i,0,,0,,288,,0,,0,,0,,288,
516.0,Spelman C.,1097,,408,,246,,284,,0,,200,,0,,84,
517.0,Rider U.,289,,337,i,301,i,276,,0,,276,,0,,0,
518.0,U. Wisconsin-Platteville,ne,,ne,,133,i,274,i,106,i,119,i,16,i,33,i
519.0,"CUNY, Advanced Science Research Center",na,,na,,na,,270,,0,,270,,0,,0,
520.0,U. Colorado Colorado Springs,242,,185,,264,,267,,0,,257,,0,,10,
521.0,"CUNY, John Jay C. of Criminal Justice",231,,209,,40,,260,,0,,200,,0,,60,
522.0,St. Olaf C.,599,,290,,268,,254,,0,,249,,5,,0,
523.0,Stevens Institute of Technology,68,,280,,750,,252,,18,,125,,109,,0,
524.0,Missouri U. of Science and Technology,320,,318,,355,,248,,0,,69,,0,,179,
525.0,Naval Postgraduate School,201,,149,,303,,244,,0,,95,,50,,99,
525.0,Saint Joseph's U.,860,,402,,174,,244,,0,,222,,0,,22,
527.0,Macalester C.,357,,232,,218,,242,,0,,242,,0,,0,
528.0,Sewanee: U. of the South,202,,ne,,252,,238,,3,,235,,0,,0,
529.0,Pepperdine U.,621,i,294,i,260,,236,,0,,209,,0,,27,
530.0,Colorado C.,195,,0,,183,,231,,0,,231,,0,,0,
531.0,Lamar U.,9,,64,,17,,230,,0,,101,,0,,129,
532.0,Washington and Lee U.,ne,,97,,ne,,227,,0,,227,,0,,0,
533.0,Ithaca C.,531,,490,,410,,225,,0,,42,,0,,183,
534.0,U. Hartford,61,,123,,132,,222,,19,,7,,196,,0,
535.0,U. San Diego,820,,718,,495,,218,,0,,145,,0,,73,
536.0,Mercyhurst U.,157,,55,,120,,212,,0,,153,,0,,59,
537.0,"California State U., Dominguez Hills",752,,506,,274,i,205,,0,,205,,0,,0,
538.0,"U. Minnesota, Morris",ne,,71,,238,,204,,0,,204,,0,,0,
539.0,Elon U.,202,i,237,i,249,,195,,0,,106,,0,,89,
540.0,Siena C.,256,,162,,319,,193,,0,,193,,0,,0,
541.0,"U. South Carolina, Aiken",ne,,0,,153,i,190,,0,,103,,0,,87,
542.0,U. West Georgia,116,,184,,147,,185,,0,,185,,0,,0,
543.0,U.S. Military Academy,105,,70,,144,,170,,0,,0,,0,,170,
544.0,Harvey Mudd C.,277,,412,,99,,167,,0,,167,,0,,0,
545.0,Valparaiso U.,102,,40,,42,,158,,0,,87,,11,,60,
546.0,Norfolk State U.,178,,288,,389,,155,,0,,120,,0,,35,
547.0,Dakota State U.,0,,156,,0,,154,,17,,0,,0,,137,
547.0,Pittsburg State U.,175,,161,,219,,154,,0,,153,,1,,0,
549.0,Furman U.,240,,266,,131,,153,,0,,153,,0,,0,
550.0,U. Houston-Clear Lake,398,,362,,270,,152,,0,,152,,0,,0,
551.0,Bowie State U.,1136,,391,,604,,149,,0,,149,,0,,0,
552.0,Dickinson C.,212,,172,,84,,144,,0,,144,,0,,0,
553.0,Youngstown State U.,73,,210,,166,,143,,0,,126,,0,,17,
554.0,"U. North Carolina, Asheville",205,,167,,197,,136,,0,,4,,0,,132,
555.0,Roger Williams U.,1245,,107,,149,,134,,0,,134,,0,,0,
555.0,"SUNY, Farmingdale State C.",0,,0,,0,,134,,0,,134,,0,,0,
557.0,Bradley U.,226,,163,,191,,133,,0,,121,,0,,12,
557.0,Dillard U.,7135,,0,,0,,133,,0,,133,,0,,0,
557.0,"U. Michigan, Dearborn",119,,102,,298,,133,,57,,76,,0,,0,
560.0,C. of Saint Benedict,ne,,218,,238,,131,,0,,84,,23,,24,
561.0,"SUNY, Geneseo",114,,179,,269,,128,,0,,128,,0,,0,
562.0,Kean U.,733,,37,,ne,,127,,0,,0,,16,,111,
563.0,Benedict C.,418,,219,,156,,126,,0,,124,,2,,0,
564.0,"Union C., Schenectady",203,,216,,164,,125,,0,,119,,0,,6,
565.0,La Sierra U.,ne,,ne,,108,,124,,0,,124,,0,,0,
566.0,Alaska Pacific U.,ne,,ne,,ne,,121,,31,,90,,0,,0,
566.0,Lafayette C.,274,,166,,110,,121,,0,,121,,0,,0,
566.0,"Saint John's U., Collegeville",ne,,235,,239,,121,,0,,78,,21,,22,
569.0,East Central U.,670,,ne,,18,,120,,0,,65,,30,,25,
570.0,Central Connecticut State U.,204,,196,,217,,119,,0,,115,,0,,4,
571.0,Doane C.,447,,ne,,479,,118,,0,,118,,0,,0,
572.0,Salish Kootenai C.,512,,550,,137,i,116,,116,,0,,0,,0,
573.0,"Indiana U., South Bend",311,,175,,204,,109,,0,,91,,1,,17,
574.0,Wheeling Jesuit U.,2959,,763,,501,,108,,108,,0,,0,,0,
575.0,"SUNY, C. Plattsburgh",524,,ne,,204,,107,,0,,0,,0,,107,
576.0,Saginaw Valley State U.,65,,118,,ne,,97,,17,,50,,23,,7,
577.0,"U. Illinois, Springfield",110,,83,,87,,95,,7,,88,,0,,0,
578.0,Stockton U.,11,,ne,,121,,88,,0,,0,,88,,0,
579.0,Mills C.,162,,298,,132,,86,,0,,86,,0,,0,
580.0,"U. Massachusetts, central office",402,,94,,135,,85,,0,,0,,0,,85,
581.0,La Salle U.,0,,90,,163,,82,,0,,36,,46,,0,
581.0,"U. Washington, Tacoma",0,,0,,0,,82,,0,,0,,82,,0,
583.0,Augsburg C.,106,,0,,ne,,80,,0,,80,,0,,0,
584.0,"Wheaton C., Wheaton",34,,ne,,40,,77,,0,,46,,0,,31,
585.0,"Pennsylvania State U., Behrend",55,,72,,82,,75,,0,,75,,0,,0,
586.0,"U. South Florida, Sarasota-Manatee",ne,,ne,,51,,74,,0,,50,,0,,24,
587.0,Jacksonville State U.,ne,,ne,,ne,,71,,0,,71,,0,,0,
587.0,Seattle Pacific U.,194,,115,,65,,71,,0,,71,,0,,0,
589.0,Coastal Carolina U.,106,,126,,93,,70,,0,,70,,0,,0,
590.0,Central State U.,485,,70,,9,,69,,67,,2,,0,,0,
591.0,Niagara U.,165,,108,,64,,68,,0,,52,,0,,16,
592.0,Hamilton C.,98,,394,,20,,65,,0,,65,,0,,0,
592.0,"U. Alaska, Southeast",378,,415,,97,,65,,0,,7,,58,,0,
594.0,Hobart and William Smith Colleges,157,,198,,89,,50,,0,,50,,0,,0,
595.0,"CUNY, York C.",353,,191,,ne,,47,,0,,47,,0,,0,
595.0,Suffolk U.,34,,37,,40,,47,,0,,47,,0,,0,
597.0,"Purdue U., North Central",74,,160,,44,,45,,0,,6,,0,,39,
598.0,Kettering U.,0,,0,,38,,44,,0,,44,,0,,0,
599.0,U. New Haven,0,,0,,18,i,37,,0,,0,,0,,37,
600.0,"CUNY, Baruch C.",230,,153,,104,,36,,0,,36,,0,,0,
600.0,Eastern Connecticut State U.,ne,,ne,,31,,36,,0,,36,,0,,0,
602.0,"Minnesota State U., Mankato",24,,23,,66,,32,,0,,32,,0,,0,
603.0,"U. Texas, Permian Basin",253,,60,,28,,30,,0,,30,,0,,0,
604.0,U. Houston-Downtown,195,,164,,60,,27,,1,,20,,6,,0,
605.0,Wiley C.,50,,60,,0,,22,,0,,22,,0,,0,
606.0,National Defense U.,ne,,61,,90,,20,,0,,0,,20,,0,
607.0,"U. South Florida, Saint Petersburg",7,,40,,45,,19,,0,,19,,0,,0,
608.0,U. Tampa,ne,,0,,0,,15,,0,,0,,15,,0,
609.0,Elizabeth City State U.,261,,128,,18,,12,,0,,12,,0,,0,
610.0,Alfred U.,0,,0,,0,,9,,0,,9,,0,,0,
610.0,Heidelberg U.,ne,,42,,16,,9,,0,,4,,0,,5,
610.0,Rhode Island School of Design,ne,,ne,,ne,,9,,9,,0,,0,,0,
613.0,"CUNY, system office",11,,3,,14,,6,,0,,6,,0,,0,
614.0,"Pennsylvania State U., Harrisburg",6,,5,,4,,3,,0,,3,,0,,0,
615.0,U. of Mary Washington,10,,ne,,ne,,1,,0,,1,,0,,0,
,All other surveyed institutions,378411,,230664,,7854,,0,,0,,0,,0,,0,
