Rank,Institution,All R&D expenditures,Unnamed: 3,Source of funds,Federal government,Unnamed: 6,State and local government,Unnamed: 8,Institution funds,Unnamed: 10,Business,Unnamed: 12,Nonprofit organizations,Unnamed: 14,All other sources,Unnamed: 16,shift
465.0,Colgate U.,2721.0,,1109.0,,0.0,,1565.0,,0.0,,47.0,,0.0,,,0
466.0,Pepperdine U.,2714.0,,1058.0,,9.0,,1154.0,,68.0,,425.0,,0.0,,,0
467.0,Tougaloo C.,2689.0,,2689.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
468.0,Southeastern Louisiana U.,2670.0,,1429.0,,392.0,,631.0,,12.0,,160.0,,46.0,,,0
469.0,Naval War C.,2653.0,,2653.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
470.0,Haverford C.,2633.0,,1476.0,,17.0,,674.0,,0.0,,466.0,,0.0,,,0
470.0,Trinity U.,2633.0,,1183.0,,8.0,,750.0,,82.0,,518.0,,92.0,,,0
472.0,Elon U.,2608.0,,376.0,,0.0,,2135.0,,0.0,,97.0,,0.0,,,0
473.0,U. San Francisco,2599.0,,503.0,,85.0,,1825.0,,11.0,,175.0,,0.0,,,0
474.0,Hofstra U.,2585.0,,2119.0,,126.0,,191.0,,4.0,,145.0,,0.0,,,0
475.0,Central Washington U.,2581.0,,1575.0,,444.0,,316.0,,203.0,,43.0,,0.0,,,0
476.0,Philadelphia C. of Osteopathic Medicine,2561.0,,192.0,,13.0,,2023.0,,0.0,,333.0,,0.0,,,0
477.0,"St. John's U., Manhattan",2558.0,,992.0,,0.0,,647.0,,580.0,,61.0,,278.0,,,0
478.0,"California State U., Dominguez Hills",2557.0,,2527.0,,30.0,,0.0,,0.0,,0.0,,0.0,,,0
479.0,"Toyota Technological Institute, Chicago",2543.0,,1392.0,,0.0,,972.0,,179.0,,0.0,,0.0,,,0
480.0,Albany C. of Pharmacy and Health Sciences,2533.0,,1065.0,,0.0,,695.0,,634.0,,43.0,,96.0,,,0
481.0,Northwest Indian C.,2530.0,i,1604.0,i,65.0,i,267.0,i,0.0,i,594.0,i,0.0,i,,0
482.0,Lawrence Technological U.,2528.0,,976.0,,648.0,,22.0,,501.0,,381.0,,0.0,,,0
483.0,U. del Turabo,2473.0,,447.0,,0.0,,2026.0,,0.0,,0.0,,0.0,,,0
484.0,U. Houston-Downtown,2459.0,,1571.0,,254.0,,531.0,,32.0,,71.0,,0.0,,,0
485.0,"CUNY, Baruch C.",2451.0,,845.0,,153.0,,1021.0,,135.0,,31.0,,266.0,,,0
486.0,Black Hills State U.,2430.0,,1674.0,,193.0,,536.0,,25.0,,2.0,,0.0,,,0
487.0,Erikson Institute,2397.0,,1610.0,,312.0,,186.0,,0.0,,289.0,,0.0,,,0
488.0,"U. North Carolina, Asheville",2384.0,,1531.0,,388.0,,350.0,,29.0,,82.0,,4.0,,,0
489.0,Davidson C.,2377.0,,1703.0,,0.0,,448.0,,74.0,,152.0,,0.0,,,0
490.0,Murray State U.,2371.0,,798.0,,45.0,,1246.0,,217.0,,65.0,,0.0,,,0
491.0,"SUNY, Buffalo State",2366.0,,846.0,,401.0,,447.0,,10.0,,662.0,,0.0,,,0
492.0,Roger Williams U.,2348.0,,1696.0,,241.0,,333.0,,2.0,,76.0,,0.0,,,0
493.0,Texas Woman's U.,2310.0,,722.0,,403.0,,563.0,,29.0,,593.0,,0.0,,,0
494.0,National U.,2305.0,,1848.0,,0.0,,249.0,,0.0,,208.0,,0.0,,,0
495.0,Alabama State U.,2303.0,,2303.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
496.0,"Minnesota State U., Mankato",2294.0,,546.0,,210.0,,1146.0,,0.0,,15.0,,377.0,,,0
497.0,Hamilton C.,2291.0,,559.0,,0.0,,669.0,,10.0,,1032.0,,21.0,,,0
498.0,Elizabeth City State U.,2277.0,,2058.0,,13.0,,0.0,,0.0,,0.0,,206.0,,,0
499.0,Colorado C.,2247.0,,602.0,,0.0,,1112.0,,0.0,,533.0,,0.0,,,0
500.0,Edward Via C. of Osteopathic Medicine,2237.0,,89.0,,0.0,,2087.0,,14.0,,47.0,,0.0,,,0
501.0,U. Wisconsin-Oshkosh,2236.0,i,976.0,i,282.0,i,556.0,i,46.0,i,376.0,i,0.0,i,,0
502.0,Pittsburg State U.,2210.0,,453.0,,707.0,,0.0,,989.0,,61.0,,0.0,,,0
503.0,Sul Ross State U.,2204.0,,333.0,,341.0,,747.0,,6.0,,777.0,,0.0,,,0
504.0,Wiley C.,2176.0,,1894.0,,270.0,,0.0,,0.0,,12.0,,0.0,,,0
505.0,Commonwealth Medical C.,2171.0,,415.0,,1.0,,1711.0,,16.0,,0.0,,28.0,,,0
506.0,Franklin W. Olin C. of Engineering,2136.0,,1103.0,,6.0,,939.0,,0.0,,88.0,,0.0,,,0
507.0,Austin Peay State U.,2113.0,,334.0,,1202.0,,504.0,,71.0,,0.0,,2.0,,,0
508.0,Saint Joseph's U.,2093.0,,526.0,,686.0,,578.0,,1.0,,302.0,,0.0,,,0
509.0,"U. Illinois, Springfield",2070.0,,307.0,,375.0,,963.0,,0.0,,425.0,,0.0,,,0
510.0,Oregon Institute of Technology,2056.0,,270.0,,725.0,,752.0,,1.0,,308.0,,0.0,,,0
511.0,U. of the District of Columbia,2043.0,,1434.0,,0.0,,609.0,,0.0,,0.0,,0.0,,,0
512.0,Northern Kentucky U.,2026.0,,1342.0,,8.0,,586.0,,0.0,,79.0,,11.0,,,0
513.0,Pacific U.,2016.0,,962.0,,150.0,,530.0,,185.0,,189.0,,0.0,,,0
514.0,Willamette U.,2007.0,,745.0,,0.0,,795.0,,0.0,,467.0,,0.0,,,0
515.0,Mercyhurst U.,1987.0,,616.0,,254.0,,574.0,,70.0,,473.0,,0.0,,,0
516.0,Norwich U.,1985.0,,1121.0,,15.0,,783.0,,1.0,,65.0,,0.0,,,0
517.0,"California State U., Channel Islands",1949.0,,825.0,,239.0,,885.0,,0.0,,0.0,,0.0,,,0
518.0,Oberlin C.,1932.0,,1364.0,,0.0,,402.0,,23.0,,143.0,,0.0,,,0
519.0,Furman U.,1928.0,,1136.0,,1.0,,507.0,,0.0,,217.0,,67.0,,,0
520.0,Connecticut C.,1900.0,,756.0,,18.0,,1070.0,,0.0,,56.0,,0.0,,,0
521.0,U. Detroit Mercy,1882.0,,890.0,,0.0,,911.0,,53.0,,28.0,,0.0,,,0
522.0,Grambling State U.,1863.0,,1177.0,,431.0,,95.0,,0.0,,0.0,,160.0,,,0
523.0,Coastal Carolina U.,1862.0,,1041.0,,658.0,,26.0,,0.0,,137.0,,0.0,,,0
524.0,Morehead State U.,1838.0,,1217.0,,54.0,,444.0,,0.0,,123.0,,0.0,,,0
525.0,"California State U., Chico",1837.0,,854.0,,501.0,,352.0,,65.0,,37.0,,28.0,,,0
526.0,U. New Haven,1832.0,,507.0,,759.0,,0.0,,10.0,,556.0,,0.0,,,0
527.0,Niagara U.,1828.0,,117.0,,714.0,,627.0,,0.0,,368.0,,2.0,,,0
528.0,Savannah State U.,1801.0,,1796.0,,0.0,,0.0,,0.0,,5.0,,0.0,,,0
529.0,"CUNY, system office",1782.0,,828.0,,0.0,,375.0,,0.0,,519.0,,60.0,,,0
530.0,Skidmore C.,1772.0,,969.0,,0.0,,543.0,,0.0,,260.0,,0.0,,,0
531.0,Eastern Michigan U.,1761.0,,1482.0,,43.0,,103.0,,55.0,,62.0,,16.0,,,0
532.0,Colby C.,1748.0,,1038.0,,0.0,,433.0,,0.0,,0.0,,277.0,,,0
533.0,Rider U.,1726.0,,292.0,,33.0,,1375.0,,2.0,,24.0,,0.0,,,0
534.0,"U. Texas, Permian Basin",1725.0,,595.0,,386.0,,199.0,,135.0,,410.0,,0.0,,,0
535.0,Keck Graduate Institute,1722.0,,937.0,,0.0,,520.0,,107.0,,26.0,,132.0,,,0
536.0,Wheeling Jesuit U.,1721.0,,1156.0,,29.0,,0.0,,0.0,,536.0,,0.0,,,0
537.0,"Trinity C., Hartford",1717.0,,889.0,,0.0,,411.0,,46.0,,371.0,,0.0,,,0
538.0,U. Hartford,1701.0,,1089.0,,7.0,,467.0,,0.0,,138.0,,0.0,,,0
539.0,"Palmer C. of Chiropractic, Davenport",1698.0,,1558.0,,0.0,,45.0,,0.0,,95.0,,0.0,,,0
540.0,Lafayette C.,1693.0,,1066.0,,10.0,,478.0,,139.0,,0.0,,0.0,,,0
541.0,Eastern Kentucky U.,1681.0,,1111.0,,34.0,,520.0,,10.0,,6.0,,0.0,,,0
542.0,Valparaiso U.,1678.0,,1267.0,,6.0,,350.0,,0.0,,0.0,,55.0,,,0
543.0,McNeese State U.,1672.0,,80.0,,159.0,,1303.0,,0.0,,130.0,,0.0,,,0
543.0,"U. Louisiana, Monroe",1672.0,,1479.0,,84.0,,23.0,,1.0,,55.0,,30.0,,,0
545.0,Santa Clara U.,1659.0,,1226.0,,5.0,,,,115.0,,313.0,,0.0,,,0
546.0,"Oklahoma State U., Center for Health Sciences",1625.0,,321.0,,147.0,,921.0,,236.0,,0.0,,0.0,,,0
547.0,Siena C.,1623.0,,1136.0,,27.0,,348.0,,0.0,,112.0,,0.0,,,0
548.0,"Indiana U., South Bend",1619.0,,408.0,,0.0,,820.0,,0.0,,229.0,,162.0,,,0
549.0,Middlebury C.,1599.0,,1535.0,,0.0,,9.0,,3.0,,52.0,,0.0,,,0
550.0,"U. South Florida, Sarasota-Manatee",1595.0,,57.0,,0.0,,1434.0,,8.0,,3.0,,93.0,,,0
551.0,Nicholls State U.,1591.0,,108.0,,445.0,,670.0,,65.0,,52.0,,251.0,,,0
552.0,"U. Alaska, Southeast",1588.0,,1341.0,,11.0,,123.0,,63.0,,39.0,,11.0,,,0
553.0,"Union C., Schenectady",1560.0,,1080.0,,0.0,,405.0,,10.0,,61.0,,4.0,,,0
554.0,Occidental C.,1544.0,,853.0,,113.0,,,,253.0,,325.0,,0.0,,,0
555.0,California Maritime Academy,1542.0,,31.0,,87.0,,65.0,,1359.0,,0.0,,0.0,,,0
556.0,Indiana State U.,1541.0,,992.0,,136.0,,126.0,,227.0,,59.0,,1.0,,,0
557.0,U. Houston-Clear Lake,1535.0,,541.0,,568.0,,343.0,,35.0,,48.0,,0.0,,,0
558.0,Saint Michael's C.,1532.0,,1153.0,,0.0,,379.0,,0.0,,0.0,,0.0,,,0
559.0,Spelman C.,1524.0,,1035.0,,0.0,,416.0,,73.0,,0.0,,0.0,,,0
560.0,"U. Puerto Rico, Cayey",1521.0,,959.0,,0.0,,562.0,,0.0,,0.0,,0.0,,,0
561.0,Central State U.,1508.0,,1508.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
562.0,Bradley U.,1499.0,,319.0,,32.0,,345.0,,800.0,,0.0,,3.0,,,0
563.0,Bowie State U.,1497.0,,1497.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
564.0,"U. Nebraska, Kearney",1496.0,,515.0,,12.0,,916.0,,2.0,,51.0,,0.0,,,0
565.0,Dickinson C.,1492.0,,517.0,,36.0,,382.0,,0.0,,557.0,,0.0,,,0
566.0,Maine Maritime Academy,1483.0,,1110.0,,81.0,,262.0,,0.0,,30.0,,0.0,,,0
567.0,Marshall B. Ketchum U.,1468.0,,224.0,,0.0,,731.0,,508.0,,0.0,,5.0,,,0
568.0,Stockton U.,1452.0,,198.0,,895.0,,318.0,,0.0,,41.0,,0.0,,,0
569.0,U. Tampa,1449.0,,254.0,,68.0,,176.0,,750.0,,201.0,,0.0,,,0
570.0,Bastyr U.,1409.0,,540.0,,0.0,,8.0,,4.0,,857.0,,0.0,,,0
571.0,Shaw U.,1404.0,i,1078.0,i,0.0,i,326.0,i,0.0,i,0.0,i,0.0,i,,0
572.0,Benedict C.,1373.0,,1373.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
573.0,"Saint John's U., Collegeville",1372.0,,0.0,,0.0,,1372.0,,0.0,,0.0,,0.0,,,0
574.0,"SUNY, C. Brockport",1367.0,,535.0,,147.0,,560.0,,5.0,,40.0,,80.0,,,0
575.0,Albany State U.,1356.0,,1128.0,,172.0,,0.0,,56.0,,0.0,,0.0,,,0
576.0,St. Olaf C.,1346.0,,668.0,,38.0,,477.0,,0.0,,163.0,,0.0,,,0
577.0,American Samoa Community C.,1337.0,,1337.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
578.0,Providence C.,1329.0,,1162.0,,0.0,,126.0,,0.0,,41.0,,0.0,,,0
579.0,U. Wisconsin-Green Bay,1320.0,,545.0,,46.0,,508.0,,80.0,,40.0,,101.0,,,0
580.0,"SUNY, Geneseo",1314.0,,663.0,,3.0,,646.0,,2.0,,0.0,,0.0,,,0
581.0,Suffolk U.,1305.0,,250.0,,0.0,,668.0,,0.0,,387.0,,0.0,,,0
582.0,Emerson C.,1291.0,,423.0,,88.0,,83.0,,141.0,,384.0,,172.0,,,0
583.0,Macalester C.,1286.0,,708.0,,29.0,,459.0,,0.0,,90.0,,0.0,,,0
584.0,C. Wooster,1275.0,i,373.0,i,0.0,i,365.0,i,0.0,i,304.0,i,233.0,i,,0
585.0,Central Connecticut State U.,1259.0,,243.0,,598.0,,387.0,,8.0,,23.0,,0.0,,,0
586.0,Salus U.,1257.0,,1198.0,,2.0,,44.0,,0.0,,13.0,,0.0,,,0
587.0,Claflin U.,1255.0,,1158.0,,3.0,,0.0,,34.0,,60.0,,0.0,,,0
588.0,Alaska Pacific U.,1246.0,,802.0,,58.0,,0.0,,386.0,,0.0,,0.0,,,0
589.0,Hawaii Pacific U.,1241.0,,789.0,,35.0,,254.0,,149.0,,14.0,,0.0,,,0
590.0,"U. Minnesota, Morris",1223.0,,306.0,,35.0,,721.0,,85.0,,63.0,,13.0,,,0
591.0,Saginaw Valley State U.,1220.0,,223.0,,6.0,,686.0,,4.0,,301.0,,0.0,,,0
592.0,Christopher Newport U.,1208.0,,1041.0,,15.0,,14.0,,43.0,,95.0,,0.0,,,0
593.0,Augsburg C.,1193.0,,669.0,,58.0,,388.0,,5.0,,6.0,,67.0,,,0
594.0,Salish Kootenai C.,1186.0,,1186.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
595.0,C. of Saint Benedict,1179.0,,53.0,,0.0,,1126.0,,0.0,,0.0,,0.0,,,0
596.0,U. del Este,1174.0,,530.0,,0.0,,644.0,,0.0,,0.0,,0.0,,,0
597.0,Lake Superior State U.,1170.0,,327.0,,55.0,,255.0,,153.0,,8.0,,372.0,,,0
598.0,La Sierra U.,1165.0,,45.0,,0.0,,806.0,,0.0,,314.0,,0.0,,,0
599.0,Sonoma State U.,1163.0,,964.0,,95.0,,103.0,,0.0,,1.0,,0.0,,,0
600.0,"U. South Carolina, Aiken",1154.0,,689.0,,0.0,,465.0,,0.0,,0.0,,0.0,,,0
601.0,Dakota State U.,1152.0,,765.0,,60.0,,204.0,,118.0,,0.0,,5.0,,,0
602.0,Eastern Connecticut State U.,1149.0,,17.0,,0.0,,1132.0,,0.0,,0.0,,0.0,,,0
603.0,Gonzaga U.,1145.0,,348.0,,68.0,,37.0,,4.0,,688.0,,0.0,,,0
603.0,Western Carolina U.,1145.0,,740.0,,18.0,,165.0,,1.0,,221.0,,0.0,,,0
605.0,"SUNY, C. Plattsburgh",1135.0,,717.0,,48.0,,366.0,,0.0,,4.0,,0.0,,,0
606.0,Sewanee: U. of the South,1115.0,,75.0,,13.0,,611.0,,0.0,,416.0,,0.0,,,0
607.0,Heidelberg U.,1109.0,,272.0,,522.0,,180.0,,85.0,,50.0,,0.0,,,0
608.0,"Purdue U., North Central",1103.0,,552.0,,2.0,,518.0,,0.0,,31.0,,0.0,,,0
609.0,"SUNY, Farmingdale State C.",1102.0,,508.0,,0.0,,594.0,,0.0,,0.0,,0.0,,,0
610.0,Seattle Pacific U.,1101.0,,915.0,,0.0,,100.0,,31.0,,46.0,,9.0,,,0
611.0,"California State U., Stanislaus",1080.0,,174.0,,354.0,,0.0,,371.0,,166.0,,15.0,,,0
612.0,La Salle U.,1079.0,,82.0,,0.0,,997.0,,0.0,,0.0,,0.0,,,0
613.0,New England C. of Optometry,1077.0,,419.0,,0.0,,253.0,,366.0,,39.0,,0.0,,,0
613.0,U. Western States,1077.0,,699.0,,0.0,,378.0,,0.0,,0.0,,0.0,,,0
615.0,Kean U.,1064.0,,244.0,,378.0,,342.0,,90.0,,10.0,,0.0,,,0
616.0,U. Houston system administration,1027.0,,0.0,,1015.0,,12.0,,0.0,,0.0,,0.0,,,0
617.0,Rhode Island School of Design,1013.0,,252.0,,43.0,,438.0,,228.0,,52.0,,0.0,,,0
618.0,Ithaca C.,972.0,,635.0,,20.0,,200.0,,0.0,,117.0,,0.0,,,0
619.0,"CUNY, Medgar Evers C.",970.0,,686.0,,12.0,,264.0,,0.0,,8.0,,0.0,,,0
619.0,U. Wisconsin-Platteville,970.0,i,309.0,i,245.0,i,163.0,i,219.0,i,26.0,i,8.0,i,,0
621.0,Quinnipiac U.,967.0,i,480.0,i,50.0,i,255.0,i,41.0,i,125.0,i,16.0,i,,0
622.0,Keene State C.,966.0,,820.0,,0.0,,122.0,,0.0,,24.0,,0.0,,,0
623.0,Hobart and William Smith Colleges,946.0,,442.0,,226.0,,174.0,,7.0,,97.0,,0.0,,,0
624.0,"U. South Carolina, Beaufort",892.0,,478.0,,9.0,,365.0,,0.0,,40.0,,0.0,,,0
625.0,Western Illinois U.,860.0,,373.0,,261.0,,104.0,,31.0,,0.0,,91.0,,,0
626.0,U. of the Incarnate Word,848.0,,403.0,,0.0,,373.0,,0.0,,68.0,,4.0,,,0
627.0,"U. Puerto Rico, Humacao",784.0,,669.0,,0.0,,115.0,,0.0,,0.0,,0.0,,,0
628.0,"Wheaton C., Wheaton",783.0,,193.0,,0.0,,360.0,,14.0,,216.0,,0.0,,,0
629.0,"Augustana C., Sioux Falls",782.0,,671.0,,0.0,,14.0,,95.0,,2.0,,0.0,,,0
630.0,Barry U.,762.0,,386.0,,16.0,,21.0,,314.0,,25.0,,0.0,,,0
631.0,"CUNY, York C.",716.0,,534.0,,0.0,,178.0,,0.0,,4.0,,0.0,,,0
632.0,U. of Mary Washington,690.0,,425.0,,9.0,,225.0,,11.0,,20.0,,0.0,,,0
633.0,East Central U.,655.0,,571.0,,34.0,,0.0,,0.0,,50.0,,0.0,,,0
634.0,U. West Georgia,646.0,,432.0,,48.0,,82.0,,71.0,,13.0,,0.0,,,0
635.0,"CUNY, Advanced Science Research Center",569.0,,257.0,,0.0,,312.0,,0.0,,0.0,,0.0,,,0
636.0,U. Redlands,555.0,,118.0,,76.0,,280.0,,0.0,,34.0,,47.0,,,0
637.0,Doane C.,474.0,,390.0,,0.0,,82.0,,0.0,,2.0,,0.0,,,0
638.0,Marist C.,448.0,,113.0,,51.0,,131.0,,40.0,,6.0,,107.0,,,0
639.0,Washington and Lee U.,432.0,,317.0,,0.0,,0.0,,1.0,,114.0,,0.0,,,0
640.0,Florida Polytechnic U.,212.0,,203.0,,4.0,,5.0,,0.0,,0.0,,0.0,,,0
