Rank,Institution,All federal R&D expenditures,Unnamed: 3,DOD,Unnamed: 5,DOE,Unnamed: 7,HHS,Unnamed: 9,NASA,Unnamed: 11,NSF,Unnamed: 13,USDA,Unnamed: 15,Othera,Unnamed: 17,shift
212.0,"CUNY, Hunter C.",19193.0,,374.0,,666.0,,15964.0,,10.0,,2027.0,,66.0,,86.0,,0
213.0,"U. North Carolina, Charlotte",19132.0,,3742.0,,766.0,,4040.0,,72.0,,5997.0,,63.0,,4452.0,,0
214.0,"U. Puerto Rico, Rio Piedras",18922.0,,1731.0,,564.0,,5330.0,,1555.0,,8275.0,,524.0,,943.0,,0
215.0,U. Memphis,18825.0,,2557.0,,160.0,,5664.0,,28.0,,3928.0,,226.0,,6262.0,,0
216.0,"Indiana U.-Purdue U., Indianapolis",18479.0,,1544.0,,573.0,,10344.0,,326.0,,3737.0,,89.0,,1866.0,,0
217.0,Boise State U.,18296.0,,777.0,,2090.0,,6250.0,,405.0,,5365.0,,1236.0,,2173.0,,0
218.0,Texas State U.,18289.0,,650.0,,425.0,,3111.0,,2706.0,,3943.0,,1386.0,,6068.0,,0
219.0,Missouri U. of Science and Technology,17632.0,,1750.0,,4384.0,,504.0,,1256.0,,5731.0,,52.0,,3955.0,,0
220.0,Ohio U.,17303.0,,945.0,,2541.0,,2756.0,,793.0,,4687.0,,106.0,,5475.0,,0
221.0,Air Force Institute of Technology,16727.0,,16100.0,,55.0,,0.0,,63.0,,64.0,,0.0,,445.0,,0
222.0,Desert Research Institute,16511.0,,2096.0,,5574.0,,0.0,,1322.0,,3528.0,,938.0,,3053.0,,0
223.0,"SUNY, Binghamton U.",16171.0,,1860.0,,2295.0,,5847.0,,26.0,,4028.0,,0.0,,2115.0,,0
224.0,"U. Louisiana, Lafayette",15799.0,,734.0,,506.0,,5452.0,,321.0,,2287.0,,150.0,,6349.0,,0
225.0,"U. Puerto Rico, Mayaguez",15700.0,,2342.0,,173.0,,2167.0,,191.0,,2579.0,,976.0,,7272.0,,0
226.0,"U. North Texas, Denton",15470.0,,3560.0,,1392.0,,935.0,,61.0,,8149.0,,230.0,,1143.0,,0
227.0,"U. Tennessee, Knoxville, Institute of Agriculture",15320.0,,133.0,,2308.0,,1896.0,,0.0,,504.0,,9211.0,,1268.0,,0
228.0,U.S. Military Academy,15312.0,,15293.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0
229.0,U. South Alabama,15106.0,,875.0,,63.0,,10850.0,,29.0,,2119.0,,234.0,,936.0,,0
230.0,East Carolina U.,15079.0,,843.0,,0.0,,9366.0,,408.0,,1162.0,,15.0,,3285.0,,0
231.0,"U. North Carolina, Greensboro",14978.0,,221.0,,0.0,,9105.0,,0.0,,1934.0,,322.0,,3396.0,,0
232.0,"Southern Illinois U., Carbondale",14895.0,,1757.0,,471.0,,6025.0,,7.0,,2580.0,,1424.0,,2631.0,,0
233.0,Hampton U.,14735.0,,1148.0,,1643.0,,3277.0,,3884.0,,3901.0,,0.0,,882.0,,0
234.0,U. Akron,14676.0,,4195.0,,598.0,,1437.0,,834.0,,5752.0,,109.0,,1751.0,,0
235.0,"SUNY, Polytechnic Institute",14641.0,,4741.0,,4893.0,,1877.0,,138.0,,1262.0,,0.0,,1730.0,,0
236.0,San Francisco State U.,14336.0,,326.0,,299.0,,7678.0,,541.0,,3297.0,,5.0,,2190.0,,0
237.0,Southern Methodist U.,14324.0,,5345.0,,1879.0,,2007.0,,44.0,,2543.0,,6.0,,2500.0,,0
238.0,Tuskegee U.,14166.0,i,2082.0,i,538.0,i,8921.0,i,374.0,i,1411.0,i,104.0,i,736.0,i,0
239.0,"U. Maryland, Center for Environmental Science",14096.0,,182.0,,0.0,,161.0,,248.0,,3922.0,,108.0,,9475.0,,0
240.0,"CUNY, Queens C.",14080.0,,840.0,,7881.0,,2770.0,,0.0,,2092.0,,0.0,,497.0,,0
241.0,"U. Missouri, Kansas City",13327.0,,1083.0,,263.0,,10223.0,,319.0,,955.0,,17.0,,467.0,,0
242.0,Meharry Medical C.,13068.0,,382.0,,0.0,,12679.0,,0.0,,0.0,,0.0,,7.0,,0
243.0,Charles R. Drew U. of Medicine and Science,12992.0,,2499.0,,0.0,,10493.0,,0.0,,0.0,,0.0,,0.0,,0
244.0,Morgan State U.,12805.0,,2974.0,,491.0,,1690.0,,5398.0,,1074.0,,12.0,,1166.0,,0
245.0,"Columbia U., Teachers C.",12775.0,,259.0,,0.0,,2243.0,,0.0,,1594.0,,291.0,,8388.0,,0
246.0,"U. Hawaii, Hilo",12772.0,,450.0,,0.0,,7589.0,,11.0,,1432.0,,732.0,,2558.0,,0
247.0,"U. California, Merced",12648.0,,1073.0,,733.0,,3527.0,,138.0,,6214.0,,330.0,,633.0,,0
248.0,"Rutgers, State U. New Jersey, Newark",12611.0,,621.0,,320.0,,5970.0,,16.0,,4103.0,,33.0,,1548.0,,0
249.0,Delaware State U.,12091.0,,774.0,,200.0,,3788.0,,1340.0,,2871.0,,2661.0,,457.0,,0
250.0,"California State U., Northridge",12060.0,,1312.0,,160.0,,4736.0,,212.0,,4352.0,,20.0,,1268.0,,0
251.0,U. Denver,12048.0,,342.0,,101.0,,5160.0,,160.0,,4043.0,,0.0,,2242.0,,0
252.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,11869.0,,455.0,,943.0,,1456.0,,254.0,,3865.0,,76.0,,4820.0,,0
253.0,Idaho State U.,11738.0,,735.0,,4086.0,,1932.0,,306.0,,3704.0,,115.0,,860.0,,0
254.0,Florida Atlantic U.,11574.0,,1339.0,,693.0,,5119.0,,55.0,,1836.0,,0.0,,2532.0,,0
255.0,New York Medical C.,11326.0,,0.0,,0.0,,10284.0,,396.0,,0.0,,0.0,,646.0,,0
256.0,Kent State U.,11158.0,,449.0,,1358.0,,2833.0,,142.0,,4235.0,,264.0,,1877.0,,0
257.0,Marshall U.,11154.0,,1687.0,,669.0,,4576.0,,345.0,,1882.0,,0.0,,1995.0,,0
258.0,Tennessee State U.,11145.0,,1046.0,,427.0,,822.0,,70.0,,1054.0,,7217.0,,509.0,,0
259.0,U. West Florida,10935.0,,659.0,,0.0,,430.0,,2.0,,113.0,,0.0,,9731.0,,0
260.0,North Carolina Central U.,10874.0,,777.0,,357.0,,5540.0,,506.0,,2837.0,,208.0,,649.0,,0
261.0,"Texas Tech U., Health Sciences Center",10251.0,,616.0,,0.0,,9066.0,,2.0,,265.0,,0.0,,302.0,,0
262.0,Embry-Riddle Aeronautical U.,10049.0,,339.0,,15.0,,0.0,,388.0,,1404.0,,0.0,,7903.0,,0
263.0,"U. Minnesota, Duluth",10025.0,,613.0,,191.0,,179.0,,159.0,,6558.0,,219.0,,2106.0,,0
264.0,Miami U.,10008.0,,537.0,,453.0,,2939.0,,5.0,,5032.0,,0.0,,1042.0,,0
265.0,"California Polytechnic State U., San Luis Obispo",9796.0,,1973.0,,1787.0,,1987.0,,667.0,,2057.0,,598.0,,727.0,,0
266.0,Texas A&M U.-Corpus Christi,9491.0,,659.0,,9.0,,78.0,,122.0,,1954.0,,113.0,,6556.0,,0
267.0,Albany Medical C.,9481.0,,374.0,,0.0,,9107.0,,0.0,,0.0,,0.0,,0.0,,0
268.0,American U.,9449.0,,250.0,,0.0,,2524.0,,944.0,,1794.0,,160.0,,3777.0,,0
269.0,Rosalind Franklin U. of Medicine and Science,9368.0,,427.0,,0.0,,8754.0,,0.0,,187.0,,0.0,,0.0,,0
270.0,Creighton U.,9359.0,,712.0,i,234.0,i,7094.0,i,110.0,i,778.0,i,54.0,i,377.0,i,0
271.0,Marquette U.,9320.0,,495.0,,0.0,,5637.0,,57.0,,2261.0,,0.0,,870.0,,0
272.0,South Dakota School of Mines and Technology,9286.0,,3505.0,,537.0,,152.0,,1688.0,,3160.0,,42.0,,202.0,,0
273.0,"U. Maryland, Eastern Shore",9284.0,,0.0,,0.0,,607.0,,0.0,,1718.0,,3261.0,,3698.0,,0
274.0,Fayetteville State U.,9243.0,,524.0,,0.0,,613.0,,0.0,,178.0,,0.0,,7928.0,,0
275.0,U. South Dakota,9214.0,,376.0,,221.0,,5284.0,,124.0,,2619.0,,0.0,,590.0,,0
276.0,Northern Illinois U.,9158.0,,1098.0,,1849.0,,852.0,,131.0,,2179.0,,53.0,,2996.0,,0
277.0,U.S. Naval Academy,8978.0,,8207.0,,160.0,,0.0,,169.0,,442.0,,0.0,,0.0,,0
278.0,Dillard U.,8853.0,,647.0,,0.0,,7761.0,,27.0,,183.0,,0.0,,235.0,,0
279.0,"U. Alaska, Anchorage",8575.0,,13.0,,101.0,,2079.0,,0.0,,2649.0,,60.0,,3673.0,,0
280.0,Florida Institute of Technology,8315.0,,3023.0,,528.0,,226.0,,917.0,,1997.0,,0.0,,1624.0,,0
281.0,Claremont Graduate U.,8290.0,i,363.0,i,23.0,i,7308.0,i,37.0,i,244.0,i,19.0,i,296.0,i,0
282.0,Van Andel Institute,8138.0,,299.0,i,25.0,i,7415.0,i,36.0,i,159.0,i,52.0,i,152.0,i,0
283.0,St. Edward's U.,8000.0,,0.0,,0.0,,300.0,,450.0,,2750.0,,600.0,,3900.0,,0
284.0,Prairie View A&M U.,7994.0,,356.0,,919.0,,213.0,,133.0,,909.0,,5464.0,,0.0,,0
285.0,Fisk U.,7901.0,i,531.0,i,1661.0,i,3329.0,i,0.0,i,2380.0,i,0.0,i,0.0,i,0
286.0,"SUNY, C. of Environmental Science and Forestry",7784.0,,2.0,,171.0,,380.0,,170.0,,1144.0,,2340.0,,3577.0,,0
287.0,Xavier U. Louisiana,7735.0,,1203.0,,146.0,,5092.0,,215.0,,1009.0,,0.0,,70.0,,0
288.0,Wichita State U.,7728.0,,849.0,,36.0,,1760.0,,1121.0,,826.0,,50.0,,3086.0,,0
289.0,Northeast Ohio Medical U.,7607.0,,21.0,,0.0,,7346.0,,0.0,,168.0,,1.0,,71.0,,0
290.0,U. New Orleans,7492.0,,1268.0,,10.0,,449.0,,351.0,,1902.0,,22.0,,3490.0,,0
291.0,Clark Atlanta U.,7455.0,,926.0,,330.0,,4123.0,,83.0,,1911.0,,82.0,,0.0,,0
292.0,"U. Massachusetts, Dartmouth",7321.0,,1670.0,,6.0,,190.0,,175.0,,2279.0,,117.0,,2884.0,,0
293.0,Rhode Island C.,7258.0,,0.0,,0.0,,1595.0,,0.0,,321.0,,0.0,,5342.0,,0
294.0,Texas A&M U.-Kingsville,7080.0,,92.0,,13.0,,998.0,,0.0,,554.0,,2314.0,,3109.0,,0
295.0,Alcorn State U.,6784.0,,248.0,,90.0,,335.0,,0.0,,94.0,,5906.0,,111.0,,0
296.0,Ponce Health Sciences U.,6729.0,,0.0,,0.0,,6729.0,,0.0,,0.0,,0.0,,0.0,,0
297.0,U. Tulsa,6384.0,,1035.0,,980.0,,473.0,,220.0,,2596.0,,23.0,,1057.0,,0
298.0,"Louisiana State U., Health Sciences Center - Shreveport",6321.0,,264.0,,0.0,,5902.0,,59.0,,6.0,,90.0,,0.0,,0
299.0,C. Charleston,6200.0,,0.0,,0.0,,127.0,,1106.0,,3259.0,,12.0,,1696.0,,0
300.0,"California State U., Long Beach",6198.0,,112.0,,448.0,,2705.0,,659.0,,1318.0,,486.0,,470.0,,0
301.0,Oakland U.,6161.0,,1323.0,,121.0,,2513.0,,30.0,,1303.0,,84.0,,787.0,,0
302.0,U. Central del Caribe,6147.0,,0.0,,0.0,,6064.0,,0.0,,83.0,,0.0,,0.0,,0
303.0,"U. Nebraska, Omaha",6066.0,,983.0,,95.0,,1940.0,,949.0,,805.0,,460.0,,834.0,,0
304.0,U. Texas Pan American,6054.0,,1638.0,,0.0,,504.0,,0.0,,1100.0,,1206.0,,1606.0,,0
305.0,"California State U., San Bernardino",5959.0,,151.0,,0.0,,1628.0,,95.0,,2870.0,,656.0,,559.0,,0
306.0,Morehouse C.,5944.0,,1464.0,,192.0,,1589.0,,9.0,,2504.0,,17.0,,169.0,,0
307.0,Nova Southeastern U.,5896.0,,695.0,,113.0,,2715.0,,0.0,,61.0,,22.0,,2290.0,,0
308.0,"U. North Carolina, Wilmington",5819.0,,657.0,,35.0,,791.0,,39.0,,1909.0,,28.0,,2360.0,,0
309.0,Winthrop U.,5802.0,,0.0,,0.0,,4009.0,,0.0,,308.0,,210.0,,1275.0,,0
310.0,Louisiana Tech U.,5776.0,,1278.0,,206.0,,393.0,,368.0,,1731.0,,182.0,,1618.0,,0
311.0,"CUNY, Brooklyn C.",5771.0,,0.0,,0.0,,3859.0,,219.0,,704.0,,61.0,,928.0,,0
312.0,"California State U., Sacramento",5697.0,,112.0,,97.0,,565.0,,0.0,,1089.0,,83.0,,3751.0,,0
313.0,U. Metropolitana,5634.0,,0.0,,0.0,,2.0,,1138.0,,4223.0,,19.0,,252.0,,0
314.0,Langston U.,5621.0,,0.0,,0.0,,0.0,,0.0,,163.0,,5458.0,,0.0,,0
315.0,U. Guam,5586.0,,1320.0,,0.0,,838.0,,0.0,,328.0,,2029.0,,1071.0,,0
316.0,West Virginia State U.,5562.0,,322.0,,0.0,,145.0,,0.0,,737.0,,3592.0,,766.0,,0
317.0,Bowling Green State U.,5544.0,,854.0,,315.0,,1721.0,,5.0,,2228.0,,89.0,,332.0,,0
318.0,National Defense U.,5542.0,,5542.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
319.0,"Lincoln U., Jefferson City",5492.0,,0.0,,0.0,,0.0,,0.0,,447.0,,4933.0,,112.0,,0
320.0,Central Michigan U.,5464.0,,255.0,,494.0,,718.0,,0.0,,1375.0,,62.0,,2560.0,,0
321.0,Clarkson U.,5440.0,,1585.0,,333.0,,259.0,,29.0,,1634.0,,172.0,,1428.0,,0
322.0,East Tennessee State U.,5135.0,,60.0,,0.0,,4357.0,,19.0,,620.0,,1.0,,78.0,,0
323.0,Norfolk State U.,5104.0,,1750.0,,1174.0,,227.0,,0.0,,1920.0,,0.0,,33.0,,0
324.0,Duquesne U.,5004.0,,0.0,,19.0,,3424.0,,14.0,,1033.0,,4.0,,510.0,,0
325.0,Virginia State U.,4951.0,,191.0,,0.0,,11.0,,32.0,,914.0,,3639.0,,164.0,,0
326.0,U. New England,4862.0,,0.0,,0.0,,3821.0,,0.0,,657.0,,33.0,,351.0,,0
327.0,"California State U., Fullerton",4784.0,,459.0,,62.0,,2055.0,,98.0,,1487.0,,297.0,,326.0,,0
328.0,Texas Christian U.,4732.0,,131.0,,13.0,,2428.0,,0.0,,450.0,,22.0,,1688.0,,0
329.0,Rowan U.,4674.0,,96.0,,0.0,,2893.0,,57.0,,882.0,,0.0,,746.0,,0
330.0,"Purdue U., Calumet",4664.0,,0.0,,1247.0,,101.0,,12.0,,373.0,,69.0,,2862.0,,0
331.0,DePaul U.,4622.0,,0.0,,0.0,,2497.0,,70.0,,2017.0,,0.0,,38.0,,0
332.0,Kentucky State U.,4590.0,,0.0,,0.0,,0.0,,20.0,,0.0,,4559.0,,11.0,,0
333.0,"California State U., San Marcos",4573.0,,0.0,,0.0,,2297.0,,49.0,,1027.0,,219.0,,981.0,,0
334.0,Villanova U.,4572.0,,810.0,,92.0,,310.0,,438.0,,2490.0,,4.0,,428.0,,0
335.0,Western Washington U.,4546.0,,0.0,,0.0,,411.0,,0.0,,3077.0,,121.0,,937.0,,0
336.0,Florida Gulf Coast U.,4501.0,,39.0,,125.0,,481.0,,10.0,,229.0,,0.0,,3617.0,,0
337.0,South Carolina State U.,4456.0,,0.0,,1182.0,,171.0,,150.0,,620.0,,0.0,,2333.0,,0
338.0,Illinois State U.,4424.0,,202.0,,219.0,,1057.0,,28.0,,1543.0,,105.0,,1270.0,,0
339.0,"U. Missouri, Saint Louis",4369.0,,132.0,,500.0,,1753.0,,28.0,,1059.0,,0.0,,897.0,,0
340.0,U. Southern Maine,4365.0,i,650.0,i,229.0,i,2246.0,i,143.0,i,654.0,i,90.0,i,353.0,i,0
341.0,"Arkansas State U., Jonesboro",4347.0,,310.0,,22.0,,455.0,,20.0,,1962.0,,1038.0,,540.0,,0
342.0,"California State U., Los Angeles",4291.0,,245.0,,233.0,,1571.0,,289.0,,1502.0,,0.0,,451.0,,0
343.0,"U. Arkansas, Little Rock",4259.0,,349.0,,124.0,,360.0,,918.0,,1738.0,,0.0,,770.0,,0
344.0,U. Colorado Colorado Springs,4244.0,,2157.0,,0.0,,498.0,,0.0,,1589.0,,0.0,,0.0,,0
345.0,Fort Valley State U.,4079.0,,0.0,,0.0,,0.0,,0.0,,191.0,,3888.0,,0.0,,0
346.0,"U. Texas, Brownsville",3977.0,,308.0,,0.0,,942.0,,209.0,,2233.0,,0.0,,285.0,,0
347.0,Fordham U.,3969.0,,137.0,,0.0,,2296.0,,0.0,,827.0,,0.0,,709.0,,0
348.0,Tarleton State U.,3927.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3880.0,,47.0,,0
349.0,"U. Arkansas, Pine Bluff",3912.0,,107.0,,0.0,,231.0,,21.0,,303.0,,3250.0,,0.0,,0
350.0,Baylor U.,3878.0,,478.0,,494.0,,840.0,,82.0,,1734.0,,125.0,,125.0,,0
351.0,Carleton C.,3813.0,,0.0,,0.0,,87.0,,16.0,,3538.0,,8.0,,164.0,,0
352.0,MGH Institute of Health Professions,3766.0,,0.0,,0.0,,3766.0,,0.0,,0.0,,0.0,,0.0,,0
353.0,"U. Texas Health Science Center, Tyler",3713.0,,0.0,,0.0,,3713.0,,0.0,,0.0,,0.0,,0.0,,0
354.0,Wesleyan U.,3612.0,,171.0,,0.0,,1505.0,,303.0,,1378.0,,0.0,,255.0,,0
355.0,Tennessee Technological U.,3578.0,,500.0,,468.0,,23.0,,91.0,,2009.0,,5.0,,482.0,,0
356.0,Smith C.,3575.0,,43.0,,19.0,,867.0,,78.0,,2438.0,,9.0,,121.0,,0
357.0,"California State U., Fresno",3573.0,,228.0,,38.0,,820.0,,161.0,,1509.0,,414.0,,403.0,,0
358.0,"California State U., Monterey Bay",3459.0,,53.0,,0.0,,29.0,,2534.0,,339.0,,69.0,,435.0,,0
359.0,Texas Southern U.,3458.0,,256.0,,0.0,,1095.0,,341.0,,1044.0,,56.0,,666.0,,0
360.0,Western Kentucky U.,3450.0,,107.0,,0.0,,383.0,,100.0,,930.0,,872.0,,1058.0,,0
361.0,Montana Tech of U. Montana,3420.0,,937.0,,769.0,,401.0,,2.0,,579.0,,21.0,,711.0,,0
362.0,"CUNY, John Jay C. of Criminal Justice",3392.0,,0.0,,0.0,,1058.0,,0.0,,724.0,,0.0,,1610.0,,0
363.0,Humboldt State U.,3280.0,,0.0,,1136.0,,115.0,,0.0,,355.0,,491.0,,1183.0,,0
364.0,"Southern U. and A&M C., Baton Rouge",3258.0,,891.0,,471.0,,245.0,,267.0,,1147.0,,212.0,,25.0,,0
365.0,U. Central Oklahoma,3193.0,,22.0,,0.0,,489.0,,0.0,,708.0,,0.0,,1974.0,,0
366.0,Missouri State U.,3165.0,,6.0,,22.0,,354.0,,236.0,,1780.0,,349.0,,418.0,,0
367.0,Jacksonville State U.,3020.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3007.0,,0
368.0,Georgia Southern U.,3004.0,,294.0,,20.0,,1487.0,,0.0,,616.0,,162.0,,425.0,,0
369.0,U. Baltimore,2998.0,,0.0,,0.0,,1227.0,,0.0,,0.0,,185.0,,1586.0,,0
370.0,Wellesley C.,2980.0,,0.0,,7.0,,1270.0,,336.0,,1150.0,,0.0,,217.0,,0
371.0,"Texas Tech U., Health Sciences Center, El Paso",2893.0,,0.0,,0.0,,2856.0,,0.0,,0.0,,0.0,,37.0,,0
372.0,Chapman U.,2790.0,,815.0,,106.0,,579.0,,174.0,,638.0,,229.0,,249.0,,0
373.0,Salisbury U.,2727.0,,0.0,,0.0,,874.0,,0.0,,459.0,,0.0,,1394.0,,0
374.0,Montclair State U.,2716.0,,275.0,,0.0,,239.0,,124.0,,1280.0,,116.0,,682.0,,0
375.0,Tougaloo C.,2689.0,,0.0,,0.0,,1136.0,,182.0,,1371.0,,0.0,,0.0,,0
376.0,Naval War C.,2653.0,,2653.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
377.0,"U. South Florida, Saint Petersburg",2650.0,,0.0,,0.0,,12.0,,0.0,,32.0,,0.0,,2606.0,,0
378.0,"U. Texas, Tyler",2570.0,,0.0,,0.0,,92.0,,0.0,,149.0,,49.0,,2280.0,,0
379.0,"California State U., Dominguez Hills",2527.0,,0.0,,55.0,,1448.0,,0.0,,782.0,,0.0,,242.0,,0
380.0,Clark U.,2515.0,,23.0,,43.0,,660.0,,294.0,,974.0,,12.0,,509.0,,0
380.0,"U. Washington, Tacoma",2515.0,,40.0,,231.0,,169.0,,0.0,,658.0,,46.0,,1371.0,,0
382.0,"Southern U. and A&M C., Agricultural Research and Extension Center",2514.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2514.0,,0.0,,0
383.0,"SUNY, C. of Optometry",2490.0,,0.0,,0.0,,2489.0,,0.0,,1.0,,0.0,,0.0,,0
384.0,A. T. Still U.,2442.0,,190.0,,0.0,,2252.0,,0.0,,0.0,,0.0,,0.0,,0
385.0,James Madison U.,2418.0,,15.0,,193.0,,425.0,,78.0,,1458.0,,9.0,,240.0,,0
386.0,"CUNY, Lehman C.",2394.0,,0.0,,73.0,,1101.0,,62.0,,1134.0,,1.0,,23.0,,0
387.0,Barnard C.,2384.0,,0.0,,35.0,,884.0,,6.0,,1429.0,,0.0,,30.0,,0
388.0,New York Institute of Technology,2375.0,,170.0,,7.0,,1472.0,,0.0,,449.0,,0.0,,277.0,,0
389.0,Youngstown State U.,2346.0,,114.0,,1578.0,,40.0,,0.0,,479.0,,0.0,,135.0,,0
390.0,Gallaudet U.,2340.0,,0.0,,0.0,,774.0,,0.0,,1414.0,,0.0,,152.0,,0
390.0,Stephen F. Austin State U.,2340.0,,0.0,,0.0,,54.0,,0.0,,818.0,,556.0,,912.0,,0
392.0,Kennesaw State U.,2329.0,,98.0,,0.0,,246.0,,29.0,,1306.0,,0.0,,650.0,,0
393.0,Mount Holyoke C.,2327.0,,0.0,,0.0,,724.0,,565.0,,866.0,,10.0,,162.0,,0
394.0,Alabama State U.,2303.0,,211.0,,0.0,,304.0,,0.0,,1700.0,,88.0,,0.0,,0
395.0,Middle Tennessee State U.,2302.0,,15.0,,0.0,,427.0,,28.0,,789.0,,291.0,,752.0,,0
396.0,New School,2300.0,,1478.0,,0.0,,296.0,,0.0,,269.0,,0.0,,257.0,,0
397.0,Ball State U.,2291.0,,174.0,,0.0,,789.0,,95.0,,612.0,,21.0,,600.0,,0
398.0,Plymouth State U.,2259.0,,31.0,,0.0,,1140.0,,87.0,,414.0,,129.0,,458.0,,0
399.0,"U. Washington, Bothell",2236.0,,0.0,,21.0,,21.0,,0.0,,1208.0,,285.0,,701.0,,0
400.0,"Rutgers, State U. New Jersey, Camden",2215.0,,278.0,,0.0,,379.0,,0.0,,1051.0,,0.0,,507.0,,0
401.0,"Southern Illinois U., Edwardsville",2175.0,,46.0,,21.0,,686.0,,202.0,,408.0,,0.0,,812.0,,0
402.0,Bowdoin C.,2156.0,,0.0,,0.0,,995.0,,199.0,,956.0,,0.0,,6.0,,0
403.0,Hofstra U.,2119.0,,0.0,,17.0,,36.0,,23.0,,1962.0,,0.0,,81.0,,0
404.0,"CUNY, Graduate Center",2106.0,,0.0,,0.0,,407.0,,53.0,,1383.0,,0.0,,263.0,,0
405.0,Elizabeth City State U.,2058.0,,86.0,,0.0,,395.0,,227.0,,740.0,,0.0,,610.0,,0
406.0,U. Wisconsin-Stevens Point,2056.0,i,256.0,i,139.0,i,991.0,i,79.0,i,296.0,i,94.0,i,201.0,i,0
407.0,Grand Valley State U.,2033.0,,0.0,,51.0,,1006.0,,52.0,,350.0,,116.0,,458.0,,0
408.0,Towson U.,2020.0,,182.0,,0.0,,59.0,,8.0,,650.0,,51.0,,1070.0,,0
409.0,U. Richmond,2013.0,,55.0,,285.0,,412.0,,103.0,,419.0,,5.0,,734.0,,0
410.0,Bates C.,2004.0,,0.0,,3.0,,810.0,,0.0,,1159.0,,0.0,,32.0,,0
411.0,U. Northern Iowa,1961.0,,183.0,,0.0,,172.0,,319.0,,1147.0,,22.0,,118.0,,0
412.0,"U. Tennessee, Chattanooga",1949.0,,726.0,,0.0,,71.0,,0.0,,869.0,,0.0,,283.0,,0
413.0,Seton Hall U.,1919.0,,0.0,,0.0,,736.0,,0.0,,0.0,,0.0,,1183.0,,0
414.0,Wiley C.,1894.0,,0.0,,0.0,,0.0,,0.0,,91.0,,0.0,,1803.0,,0
415.0,"California State Polytechnic U., Pomona",1881.0,,184.0,,278.0,,88.0,,109.0,,669.0,,305.0,,248.0,,0
416.0,"California State U., Bakersfield",1875.0,,341.0,,0.0,,0.0,,18.0,,1495.0,,0.0,,21.0,,0
417.0,West Texas A&M U.,1860.0,,0.0,,340.0,,0.0,,0.0,,730.0,,424.0,,366.0,,0
418.0,National U.,1848.0,,0.0,,0.0,,288.0,,0.0,,0.0,,0.0,,1560.0,,0
419.0,"U. Michigan, Dearborn",1844.0,,657.0,,486.0,,0.0,,0.0,,621.0,,0.0,,80.0,,0
420.0,U. San Diego,1836.0,,135.0,,37.0,,38.0,,0.0,,1357.0,,0.0,,269.0,,0
421.0,Amherst C.,1835.0,,0.0,,0.0,,363.0,,20.0,,1452.0,,0.0,,0.0,,0
422.0,Appalachian State U.,1796.0,,0.0,,162.0,,339.0,,145.0,,775.0,,143.0,,232.0,,0
422.0,Savannah State U.,1796.0,,53.0,,157.0,,593.0,,60.0,,564.0,,0.0,,369.0,,0
424.0,U. of the Pacific,1751.0,,43.0,,45.0,,474.0,,0.0,,821.0,,8.0,,360.0,,0
425.0,Bryn Mawr C.,1713.0,,219.0,,0.0,,333.0,,0.0,,1038.0,,0.0,,123.0,,0
426.0,Davidson C.,1703.0,,30.0,,0.0,,982.0,,0.0,,674.0,,0.0,,17.0,,0
427.0,Williams C.,1700.0,,0.0,,0.0,,107.0,,20.0,,1437.0,,0.0,,136.0,,0
428.0,Roger Williams U.,1696.0,,31.0,,0.0,,96.0,,14.0,,529.0,,156.0,,870.0,,0
429.0,Pace U.,1681.0,,328.0,,668.0,,313.0,,0.0,,372.0,,0.0,,0.0,,0
430.0,Black Hills State U.,1674.0,,0.0,,5.0,,328.0,,0.0,,1255.0,,17.0,,69.0,,0
431.0,"Indiana U.-Purdue U., Fort Wayne",1650.0,,94.0,,0.0,,457.0,,26.0,,293.0,,114.0,,666.0,,0
432.0,Reed C.,1638.0,,97.0,,7.0,,695.0,,0.0,,647.0,,44.0,,148.0,,0
433.0,Harvey Mudd C.,1633.0,,1.0,,2.0,,39.0,,0.0,,1583.0,,0.0,,8.0,,0
434.0,Southern Connecticut State U.,1626.0,,150.0,i,60.0,i,994.0,i,44.0,i,215.0,i,33.0,i,130.0,i,0
435.0,Erikson Institute,1610.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1610.0,,0
436.0,Northwest Indian C.,1604.0,i,941.0,i,14.0,i,53.0,i,0.0,i,105.0,i,4.0,i,487.0,i,0
437.0,Central Washington U.,1575.0,,0.0,,3.0,,36.0,,145.0,,1224.0,,4.0,,163.0,,0
438.0,U. Houston-Downtown,1571.0,,35.0,,0.0,,6.0,,1.0,,522.0,,1.0,,1006.0,,0
439.0,"Palmer C. of Chiropractic, Davenport",1558.0,,1000.0,,0.0,,558.0,,0.0,,0.0,,0.0,,0.0,,0
440.0,Middlebury C.,1535.0,,0.0,,0.0,,824.0,,50.0,,661.0,,0.0,,0.0,,0
441.0,"U. North Carolina, Asheville",1531.0,,0.0,,0.0,,169.0,,19.0,,208.0,,405.0,,730.0,,0
