Rank,Institution,All non-medical school R&D expenditures,Unnamed: 3,All medical school R&D expenditures,Unnamed: 5,All R&D expenditures,Unnamed: 7,shift
540.0,"U. Puerto Rico, Cayey",1521.0,,0.0,,1521.0,,0
541.0,Central State U.,1508.0,,0.0,,1508.0,,0
542.0,Bradley U.,1499.0,,0.0,,1499.0,,0
543.0,Bowie State U.,1497.0,,0.0,,1497.0,,0
544.0,"U. Nebraska, Kearney",1496.0,,0.0,,1496.0,,0
545.0,Dickinson C.,1492.0,,0.0,,1492.0,,0
546.0,Maine Maritime Academy,1483.0,,0.0,,1483.0,,0
547.0,Marshall B. Ketchum U.,1468.0,,0.0,,1468.0,,0
548.0,Stockton U.,1452.0,,0.0,,1452.0,,0
549.0,U. Tampa,1449.0,,0.0,,1449.0,,0
550.0,Bastyr U.,1409.0,i,0.0,i,1409.0,,0
551.0,Shaw U.,1404.0,i,0.0,i,1404.0,i,0
552.0,Benedict C.,1373.0,,0.0,,1373.0,,0
553.0,"Saint John's U., Collegeville",1372.0,,0.0,,1372.0,,0
554.0,"SUNY, C. Brockport",1367.0,,0.0,,1367.0,,0
555.0,Albany State U.,1356.0,,0.0,,1356.0,,0
556.0,St. Olaf C.,1346.0,,0.0,,1346.0,,0
557.0,American Samoa Community C.,1337.0,,0.0,,1337.0,,0
558.0,Providence C.,1329.0,,0.0,,1329.0,,0
559.0,U. Wisconsin-Green Bay,1320.0,i,0.0,i,1320.0,,0
560.0,"SUNY, Geneseo",1314.0,,0.0,,1314.0,,0
561.0,Suffolk U.,1305.0,,0.0,,1305.0,,0
562.0,Emerson C.,1291.0,,0.0,,1291.0,,0
563.0,Macalester C.,1286.0,,0.0,,1286.0,,0
564.0,C. Wooster,1275.0,i,0.0,i,1275.0,i,0
565.0,Central Connecticut State U.,1259.0,,0.0,,1259.0,,0
566.0,Salus U.,1257.0,,0.0,,1257.0,,0
567.0,Claflin U.,1255.0,,0.0,,1255.0,,0
568.0,Alaska Pacific U.,1246.0,,0.0,,1246.0,,0
569.0,Hawaii Pacific U.,1241.0,,0.0,,1241.0,,0
570.0,"U. Minnesota, Morris",1223.0,,0.0,,1223.0,,0
571.0,Saginaw Valley State U.,1220.0,,0.0,,1220.0,,0
572.0,Christopher Newport U.,1208.0,,0.0,,1208.0,,0
573.0,Augsburg C.,1193.0,,0.0,,1193.0,,0
574.0,Salish Kootenai C.,1186.0,,0.0,,1186.0,,0
575.0,C. of Saint Benedict,1179.0,,0.0,,1179.0,,0
576.0,U. del Este,1174.0,,0.0,,1174.0,,0
577.0,Lake Superior State U.,1170.0,,0.0,,1170.0,,0
578.0,La Sierra U.,1165.0,,0.0,,1165.0,,0
579.0,Sonoma State U.,1163.0,,0.0,,1163.0,,0
580.0,"U. South Carolina, Aiken",1154.0,,0.0,,1154.0,,0
581.0,Dakota State U.,1152.0,,0.0,,1152.0,,0
582.0,Eastern Connecticut State U.,1149.0,,0.0,,1149.0,,0
583.0,Gonzaga U.,1145.0,,0.0,,1145.0,,0
583.0,Western Carolina U.,1145.0,,0.0,,1145.0,,0
585.0,"SUNY, C. Plattsburgh",1135.0,,0.0,,1135.0,,0
586.0,Sewanee: U. of the South,1115.0,,0.0,,1115.0,,0
587.0,Heidelberg U.,1109.0,,0.0,,1109.0,,0
588.0,"Purdue U., North Central",1103.0,,0.0,,1103.0,,0
589.0,"SUNY, Farmingdale State C.",1102.0,,0.0,,1102.0,,0
590.0,Seattle Pacific U.,1101.0,,0.0,,1101.0,,0
591.0,"California State U., Stanislaus",1080.0,,0.0,,1080.0,,0
592.0,La Salle U.,1079.0,,0.0,,1079.0,,0
593.0,New England C. of Optometry,1077.0,,0.0,,1077.0,,0
593.0,U. Western States,1077.0,,0.0,,1077.0,,0
595.0,Kean U.,1064.0,,0.0,,1064.0,,0
596.0,U. Houston system administration,1027.0,,0.0,,1027.0,,0
597.0,Rhode Island School of Design,1013.0,,0.0,,1013.0,,0
598.0,U. Texas Southwestern Medical Center,988.0,,437836.0,,438824.0,,0
599.0,Ithaca C.,972.0,,0.0,,972.0,,0
600.0,"CUNY, Medgar Evers C.",970.0,,0.0,,970.0,,0
600.0,U. Wisconsin-Platteville,970.0,i,0.0,i,970.0,i,0
602.0,Keene State C.,966.0,,0.0,,966.0,,0
603.0,Hobart and William Smith Colleges,946.0,,0.0,,946.0,,0
604.0,"U. South Carolina, Beaufort",892.0,,0.0,,892.0,,0
605.0,Western Illinois U.,860.0,,0.0,,860.0,,0
606.0,U. of the Incarnate Word,848.0,,0.0,,848.0,,0
607.0,"U. Puerto Rico, Humacao",784.0,,0.0,,784.0,,0
608.0,"Wheaton C., Wheaton",783.0,,0.0,,783.0,,0
609.0,"Augustana C., Sioux Falls",782.0,,0.0,,782.0,,0
610.0,Barry U.,762.0,,0.0,,762.0,,0
611.0,"CUNY, York C.",716.0,,0.0,,716.0,,0
612.0,U. of Mary Washington,690.0,,0.0,,690.0,,0
613.0,East Central U.,655.0,,0.0,,655.0,,0
614.0,U. West Georgia,646.0,,0.0,,646.0,,0
615.0,"CUNY, Advanced Science Research Center",569.0,,0.0,,569.0,,0
616.0,U. Redlands,555.0,,0.0,,555.0,,0
617.0,Doane C.,474.0,,0.0,,474.0,,0
618.0,Marist C.,448.0,,0.0,,448.0,,0
619.0,Washington and Lee U.,432.0,,0.0,,432.0,,0
620.0,"SUNY, Downstate Medical Center",364.0,,28288.0,,28652.0,,0
621.0,Quinnipiac U.,285.0,i,682.0,i,967.0,i,0
622.0,Florida Polytechnic U.,212.0,,0.0,,212.0,,0
Albany Medical C.,0.0,,18043.0,,18043.0,,,-1
Baylor C. of Medicine,0.0,,520220.0,,520220.0,,,-1
Commonwealth Medical C.,0.0,,2171.0,,2171.0,,,-1
Creighton U.,0.0,i,23825.0,i,23825.0,,,-1
Eastern Virginia Medical School,0.0,,42296.0,,42296.0,,,-1
Edward Via C. of Osteopathic Medicine,0.0,,2237.0,,2237.0,,,-1
Icahn School of Medicine at Mt. Sinai,0.0,,508353.0,,508353.0,,,-1
"Louisiana State U., Health Sciences Center - Shreveport",0.0,,24069.0,,24069.0,,,-1
Medical C. Wisconsin,0.0,,199283.0,,199283.0,,,-1
Meharry Medical C.,0.0,,13998.0,,13998.0,,,-1
New York Medical C.,0.0,,17653.0,,17653.0,,,-1
"Oklahoma State U., Center for Health Sciences",0.0,,1625.0,,1625.0,,,-1
Ponce Health Sciences U.,0.0,,7520.0,,7520.0,,,-1
U. Arkansas for Medical Sciences,0.0,,132451.0,,132451.0,,,-1
U. Central del Caribe,0.0,,6964.0,,6964.0,,,-1
"U. Massachusetts, Medical School",0.0,,250338.0,,250338.0,,,-1
"U. Tennessee, Health Science Center",0.0,,65771.0,,65771.0,,,-1
Yeshiva U.,0.0,,306174.0,,306174.0,,,-1
