Rank,Institution,2013,Unnamed: 3,2014,Unnamed: 5,2015,All engineering,Unnamed: 8,Aeronautical and astronautical engineering,Unnamed: 10,Bioengineering and biomedical engineering,Unnamed: 12,Chemical engineering,Unnamed: 14,Civil engineering,Unnamed: 16,Electrical engineering,Unnamed: 18,Mechanical engineering,Unnamed: 20,Metallurgical and materials engineering,Unnamed: 22,"Engineering, nec  ",Unnamed: 24,shift
32.0,Duke U.,72195,,76918,,85580.0,,0.0,,26681.0,,0.0,,5659.0,,33193.0,,7317.0,,8820.0,,3910.0,,,0
33.0,Iowa State U.,67958,,91095,,84114.0,,4189.0,,0.0,,11602.0,,20681.0,,14163.0,,6773.0,,5032.0,,21674.0,,,0
34.0,U. Rochester,98369,,90231,,83755.0,,0.0,,4373.0,,1301.0,,0.0,,2931.0,,68439.0,,0.0,,6711.0,,,0
35.0,California Institute of Technology,33410,i,49293,,83424.0,,13528.0,,658.0,,27701.0,,8463.0,,6052.0,,174.0,,19757.0,,7091.0,,,0
36.0,"U. California, Davis",85867,,86393,,83273.0,,0.0,,19673.0,,10070.0,,29966.0,,11674.0,,11801.0,,0.0,,89.0,,,0
37.0,"U. California, Los Angeles",76010,,73254,,82540.0,,0.0,,6852.0,,10404.0,,3928.0,,24032.0,,14557.0,,7866.0,,14901.0,,,0
38.0,Northwestern U.,81955,,87075,,77676.0,,0.0,,12994.0,,8924.0,,4459.0,,7213.0,,9463.0,,18397.0,,16226.0,,,0
39.0,Princeton U.,78258,,84868,,75674.0,,7214.0,,4350.0,,7160.0,,10993.0,,12985.0,,7217.0,,21475.0,,4280.0,,,0
40.0,Harvard U.,57962,,56876,,73786.0,,2192.0,i,28896.0,,2381.0,,7201.0,,7620.0,,3300.0,,14683.0,,7513.0,i,,0
41.0,"Rutgers, State U. New Jersey, New Brunswick",59611,,64537,,71565.0,,3021.0,,16399.0,,4518.0,,24584.0,,6475.0,,1764.0,,4673.0,,10131.0,,,0
42.0,"U. Tennessee, Knoxville",65343,,64557,,70341.0,,9498.0,,1449.0,,5487.0,,12636.0,,14149.0,,0.0,,13564.0,,13558.0,,,0
43.0,Rensselaer Polytechnic Institute,60295,,71340,,69540.0,,0.0,,7253.0,,7115.0,,13079.0,,18821.0,,17292.0,,4799.0,,1181.0,,,0
44.0,U. Southern California,67714,,69986,,69527.0,,1112.0,,12305.0,,9532.0,,3809.0,,28071.0,,4828.0,,2629.0,,7241.0,,,0
45.0,U. Notre Dame,63663,,65682,,67235.0,,21603.0,,0.0,,9683.0,,9073.0,,20650.0,,0.0,,3364.0,,2862.0,,,0
46.0,New Mexico State U.,77303,,70449,,64534.0,,7437.0,,931.0,,1251.0,,2945.0,,2880.0,,1181.0,,374.0,,47535.0,,,0
47.0,Rice U.,48869,,54805,,61766.0,,0.0,,21506.0,,8001.0,,5575.0,,16216.0,,1984.0,,6778.0,,1706.0,,,0
48.0,"U. California, Santa Cruz",56129,,59837,,60838.0,,23983.0,,0.0,,0.0,,0.0,,2924.0,,0.0,,0.0,,33931.0,,,0
49.0,Vanderbilt U.,59890,,56207,,60740.0,,0.0,,7223.0,,6193.0,,10419.0,,28466.0,,8318.0,,0.0,,121.0,,,0
50.0,New Jersey Institute of Technology,50652,,48997,,59378.0,,0.0,,6760.0,,3935.0,,10188.0,,4892.0,,2418.0,,0.0,,31185.0,,,0
51.0,"U. Virginia, Charlottesville",67517,,59157,,58586.0,,0.0,,7845.0,,1777.0,,4916.0,,9885.0,,13480.0,,12303.0,,8380.0,,,0
52.0,Clemson U.,51795,,56334,,58366.0,,0.0,,10661.0,,0.0,,10699.0,,9585.0,,5425.0,,9391.0,,12605.0,,,0
53.0,U. Arizona,61461,,54558,,56911.0,,1743.0,,4506.0,,5828.0,,1815.0,,16194.0,,14197.0,,4510.0,,8118.0,,,0
54.0,Columbia U. in the City of New York,63405,,62976,,55763.0,,3323.0,,16091.0,,8659.0,,3743.0,,13993.0,,2083.0,,0.0,,7871.0,,,0
55.0,Washington State U.,40886,,42293,i,54515.0,,3721.0,,4450.0,,3594.0,,8077.0,,6976.0,,13313.0,,3953.0,,10431.0,,,0
56.0,Boston U.,43319,,46103,,52011.0,,642.0,,26622.0,,0.0,,0.0,,12550.0,,5595.0,,5948.0,,654.0,,,0
57.0,U. Iowa,51403,,48135,,50476.0,,0.0,,1004.0,,1689.0,,24706.0,,4007.0,,3205.0,,0.0,,15865.0,,,0
58.0,U. Central Florida,37519,,34383,,50374.0,,15755.0,,793.0,,0.0,,6533.0,,11967.0,,4188.0,,3299.0,,7839.0,,,0
59.0,U. Kentucky,53258,,45002,,48952.0,,0.0,,1127.0,,1499.0,,11708.0,,1886.0,,3795.0,,2901.0,,26036.0,,,0
60.0,U. Delaware,58592,,57086,,47897.0,,0.0,,1942.0,,14951.0,,7136.0,,9426.0,,5571.0,,7522.0,,1349.0,,,0
61.0,"U. South Florida, Tampa",48713,,71752,,47844.0,,0.0,,757.0,,2338.0,,29997.0,,4867.0,,4622.0,,0.0,,5263.0,,,0
62.0,U. Houston,46701,,53091,,47555.0,,944.0,,5705.0,,7879.0,,8007.0,,6932.0,,5884.0,,7515.0,,4689.0,,,0
63.0,Wichita State U.,47026,,48330,,46965.0,,38525.0,,1323.0,,0.0,,0.0,,2139.0,,281.0,,0.0,,4697.0,,,0
64.0,U. Pennsylvania,48182,,46345,,46031.0,,0.0,,10898.0,,4383.0,,0.0,,14673.0,,8333.0,,6625.0,,1119.0,,,0
65.0,Michigan State U.,45695,,43506,,44392.0,,0.0,,1210.0,,11264.0,,6798.0,,14148.0,,5991.0,,0.0,,4981.0,,,0
66.0,U. Connecticut,39224,,43185,,44329.0,,0.0,,746.0,,6149.0,,10138.0,,8154.0,,6515.0,,6702.0,,5925.0,,,0
67.0,Mississippi State U.,40165,,40714,,44160.0,,4415.0,,686.0,,2319.0,,3533.0,,10975.0,,12592.0,,0.0,,9640.0,,,0
68.0,Case Western Reserve U.,48079,,54453,,43484.0,,0.0,,12213.0,,8415.0,,1121.0,,6056.0,,5152.0,,4968.0,,5559.0,,,0
69.0,Oregon State U.,35384,,37174,,43110.0,,124.0,,2938.0,,10759.0,,6106.0,,4011.0,,6081.0,,1699.0,,11392.0,,,0
70.0,Florida State U.,42108,,43246,,42929.0,,699.0,,704.0,,1648.0,,4452.0,,8794.0,,17571.0,,8280.0,,781.0,,,0
71.0,"U. Nebraska, Lincoln",41693,,40055,,42326.0,,0.0,,6434.0,,2869.0,,13422.0,,8482.0,,4518.0,,5477.0,,1124.0,,,0
72.0,"U. Massachusetts, Amherst",45030,,44867,,41390.0,,27.0,,0.0,,10357.0,,12075.0,,11505.0,,6996.0,,0.0,,430.0,,,0
73.0,"U. California, Irvine",43025,,38055,,40460.0,,0.0,,6702.0,,4007.0,,6792.0,,12418.0,,10049.0,,0.0,,492.0,,,0
74.0,"Auburn U., Auburn",51672,,46263,,40249.0,,373.0,,1322.0,,4749.0,,3973.0,,5386.0,,4239.0,,1175.0,,19032.0,,,0
75.0,Colorado School of Mines,38715,,40604,,39509.0,,0.0,,61.0,,10006.0,,4156.0,,583.0,,3115.0,,14491.0,,7097.0,,,0
76.0,"U. Texas, Dallas",38530,,38936,,39488.0,,0.0,,4413.0,,6.0,,0.0,,6175.0,,2333.0,,8096.0,,18465.0,,,0
77.0,Northeastern U.,42171,,40441,,39190.0,,0.0,,214.0,,3031.0,,5738.0,,15208.0,,11810.0,,0.0,,3189.0,,,0
78.0,U. Cincinnati,37388,,38667,,39108.0,,13319.0,,1597.0,,9130.0,,983.0,,4707.0,,6857.0,,751.0,,1764.0,,,0
79.0,Yale U.,33012,,39856,,39001.0,,0.0,,7372.0,,5415.0,,0.0,,5606.0,,6034.0,,0.0,,14574.0,,,0
80.0,"Louisiana State U., Baton Rouge",38041,,41378,,38728.0,,0.0,,0.0,,5121.0,,10789.0,,2166.0,,5449.0,,6589.0,,8614.0,,,0
81.0,Michigan Technological U.,39860,,38504,,38427.0,,0.0,,1792.0,,2121.0,,3742.0,,9027.0,,12962.0,,4454.0,,4329.0,,,0
82.0,Texas Tech U.,31909,,34890,,38185.0,,0.0,,0.0,,7636.0,,7333.0,,11098.0,,8053.0,,0.0,,4065.0,,,0
83.0,Florida International U.,20018,,27098,,37637.0,,0.0,,3070.0,,84.0,,22556.0,,3630.0,,1315.0,,0.0,,6982.0,,,0
84.0,"U. Texas, Arlington",48233,,45440,,37401.0,,0.0,,2959.0,,0.0,,5798.0,,6471.0,,5351.0,,9492.0,,7330.0,,,0
85.0,"U. Alabama, Birmingham",21186,,17847,,37222.0,,8257.0,,2250.0,,3900.0,,1095.0,,1008.0,,4243.0,,15074.0,,1395.0,,,0
86.0,"U. Pittsburgh, Pittsburgh",36867,,36179,,37093.0,,0.0,,11025.0,,7022.0,,3092.0,,5341.0,,4964.0,,0.0,,5649.0,,,0
87.0,Brown U.,27815,,44695,i,36512.0,i,1125.0,i,9080.0,i,844.0,i,0.0,i,7265.0,i,7663.0,i,6206.0,i,4329.0,i,,0
88.0,"U. Alabama, Huntsville",49258,,41665,,35720.0,,25122.0,,10.0,,623.0,,2129.0,,2565.0,,4303.0,,215.0,,753.0,,,0
89.0,"U. Missouri, Columbia",34769,,33116,,35554.0,,0.0,,95.0,,653.0,,2427.0,,4272.0,,1842.0,,0.0,,26265.0,,,0
90.0,U. New Mexico,37010,,34447,,34534.0,,1850.0,,2331.0,,5354.0,,6079.0,,12609.0,,1128.0,,0.0,,5183.0,,,0
91.0,Drexel U.,42032,,40248,,34387.0,,0.0,,7200.0,,3547.0,,3920.0,,5579.0,,5731.0,,6071.0,,2339.0,,,0
92.0,West Virginia U.,37058,,38572,,34040.0,,0.0,,0.0,,4648.0,,3673.0,,7690.0,,12011.0,,1549.0,,4469.0,,,0
93.0,"U. South Carolina, Columbia",33757,,34131,,33559.0,,0.0,,0.0,,6799.0,,2416.0,,7124.0,,10083.0,,0.0,,7137.0,,,0
94.0,U. North Dakota,37548,,39871,,33551.0,,0.0,,0.0,,752.0,,432.0,,182.0,,710.0,,0.0,,31475.0,,,0
95.0,"Colorado State U., Fort Collins",37058,,35925,,32850.0,,0.0,,0.0,,1539.0,,12061.0,,8621.0,,10386.0,,0.0,,243.0,,,0
96.0,U. Akron,36384,,37673,,29895.0,,0.0,,1903.0,,10855.0,,5527.0,,2827.0,,5374.0,,0.0,,3409.0,,,0
97.0,"U. Arkansas, Fayetteville",26269,,23967,,28469.0,,0.0,,4994.0,,2720.0,,4803.0,,9407.0,,2227.0,,0.0,,4318.0,,,0
98.0,Naval Postgraduate School,21627,,30403,,28358.0,,7351.0,,0.0,,0.0,,0.0,,4901.0,,2453.0,,596.0,,13057.0,,,0
99.0,"CUNY, City C.",26356,,26856,,27835.0,,0.0,,5103.0,,3021.0,,11946.0,,4004.0,,1233.0,,0.0,,2528.0,,,0
100.0,"Washington U., Saint Louis",19340,,20675,,27283.0,,0.0,,10236.0,,7146.0,,4407.0,,2260.0,,3234.0,,0.0,,0.0,,,0
101.0,Ohio U.,19488,,28670,i,26851.0,i,7509.0,i,709.0,i,10602.0,i,3712.0,i,1165.0,i,1099.0,i,220.0,i,1835.0,i,,0
102.0,Wright State U.,21804,,26572,,26610.0,,0.0,,4778.0,,0.0,,0.0,,3856.0,,1744.0,,235.0,,15997.0,,,0
103.0,Mercer U.,22737,,24163,,26464.0,,10829.0,,0.0,,0.0,,0.0,,611.0,,10333.0,,4685.0,,6.0,,,0
104.0,"U. Oklahoma, Norman and Health Science Center",26730,,25506,,26162.0,,0.0,,0.0,,11835.0,,5813.0,,5304.0,,1704.0,,0.0,,1506.0,,,0
105.0,Missouri U. of Science and Technology,27560,,29980,,25880.0,,0.0,,0.0,,1245.0,,1766.0,,5715.0,,4955.0,,2605.0,,9594.0,,,0
106.0,Stevens Institute of Technology,22465,,23870,,25652.0,,82.0,,1027.0,,1218.0,,533.0,,764.0,,868.0,,63.0,,21097.0,,,0
107.0,U. New Hampshire,37183,,24010,,25083.0,,0.0,,1807.0,,1021.0,,5487.0,,10964.0,,2462.0,,838.0,,2504.0,,,0
108.0,Dartmouth C.,21751,,18238,,25056.0,,0.0,,8397.0,,2899.0,,347.0,,2574.0,,7962.0,,0.0,,2877.0,,,0
109.0,"U. Texas, El Paso",24015,,22719,,24525.0,,25.0,,0.0,,0.0,,4494.0,,4616.0,,8949.0,,1463.0,,4978.0,,,0
110.0,U.S. Air Force Academy,37998,,31488,i,24268.0,,5214.0,,0.0,,0.0,,501.0,,1006.0,,17547.0,,0.0,,0.0,,,0
111.0,"U. Hawaii, Manoa",11245,,17127,,24109.0,,0.0,,2137.0,,0.0,,3277.0,,12921.0,,1970.0,,19.0,,3785.0,,,0
112.0,Kansas State U.,26233,,25546,,24023.0,,586.0,,0.0,,3731.0,,4040.0,,2640.0,,4163.0,,0.0,,8863.0,,,0
113.0,Old Dominion U.,32209,,23575,,23987.0,,0.0,,0.0,,0.0,,8613.0,,7870.0,,7504.0,,0.0,,0.0,,,0
114.0,Worcester Polytechnic Institute,15041,,17360,,23775.0,,0.0,,2630.0,,3135.0,,698.0,,2402.0,,12122.0,,1594.0,,1194.0,,,0
115.0,"U. California, Riverside",24754,,22852,,23381.0,,0.0,,1178.0,,4721.0,,8694.0,,5446.0,,2302.0,,832.0,,208.0,,,0
116.0,"SUNY, Stony Brook U.",21676,,19679,,23118.0,,0.0,,7370.0,,0.0,,73.0,,6914.0,,1943.0,,4538.0,,2280.0,,,0
117.0,"SUNY, Binghamton U.",22316,,20363,,22219.0,,0.0,,2710.0,,0.0,,0.0,,5894.0,,5941.0,,0.0,,7674.0,,,0
118.0,Lehigh U.,18529,,19956,,22052.0,,0.0,,474.0,,3833.0,,5537.0,,3096.0,,4302.0,,3324.0,,1486.0,,,0
119.0,"U. Alaska, Fairbanks",15848,,26774,,21968.0,,6805.0,,0.0,,1143.0,,4630.0,,7152.0,,335.0,,1294.0,,609.0,,,0
120.0,"U. Illinois, Chicago",19144,,21161,,21567.0,,0.0,,8208.0,,1170.0,,2714.0,,2621.0,,6831.0,,0.0,,23.0,,,0
121.0,U. Kansas,17796,,19632,,19992.0,,1570.0,,2790.0,,7153.0,,3333.0,,4695.0,,199.0,,87.0,,165.0,,,0
122.0,"Montana State U., Bozeman",20062,,19519,,19933.0,,0.0,,3702.0,,557.0,,7314.0,,2029.0,,1424.0,,0.0,,4907.0,,,0
123.0,"Oklahoma State U., Stillwater",25511,,24235,,19515.0,,373.0,,38.0,,3726.0,,5721.0,,2696.0,,5057.0,,1229.0,,675.0,,,0
124.0,Tufts U.,20105,,20301,,19440.0,,0.0,,7996.0,,1297.0,,3144.0,,3196.0,,3710.0,,0.0,,97.0,,,0
125.0,Wayne State U.,20292,,21524,,18843.0,,0.0,,5321.0,,2243.0,,3450.0,,2180.0,,4954.0,,0.0,,695.0,,,0
126.0,U. Louisville,23550,,24567,,18708.0,,1.0,,5654.0,,1462.0,,2105.0,,1766.0,,645.0,,707.0,,6368.0,,,0
127.0,U. Maine,19397,,25392,,17891.0,,0.0,,140.0,,3860.0,,521.0,,1058.0,,819.0,,9097.0,,2396.0,,,0
128.0,U. Tulsa,15205,,20261,,17822.0,,0.0,,0.0,,14328.0,,0.0,,249.0,,3215.0,,0.0,,30.0,,,0
129.0,"U. Alabama, Tuscaloosa",18597,,15372,,17102.0,,1264.0,,0.0,,1905.0,,3807.0,,3064.0,,3882.0,,2895.0,,285.0,,,0
130.0,"U. Massachusetts, Lowell",15236,,13540,,16201.0,,0.0,,0.0,,6131.0,,1179.0,,4688.0,,3378.0,,0.0,,825.0,,,0
131.0,Illinois Institute of Technology,18080,,13899,,15876.0,,1145.0,,2866.0,,848.0,,525.0,,7350.0,,179.0,,698.0,,2265.0,,,0
132.0,Rochester Institute of Technology,14548,,11938,,15820.0,,0.0,,299.0,,1119.0,,38.0,,3605.0,,2028.0,,0.0,,8731.0,,,0
133.0,Syracuse U.,15865,,14943,,14644.0,,126.0,,2998.0,,554.0,,2983.0,,3971.0,,4012.0,,0.0,,0.0,,,0
134.0,"U. Nevada, Reno",12682,,11789,,14072.0,,106.0,,8.0,,1032.0,,7462.0,,1515.0,,1439.0,,1313.0,,1197.0,,,0
135.0,New Mexico Institute of Mining and Technology,16649,i,33539,,13969.0,,539.0,,47.0,,10798.0,,266.0,,217.0,,599.0,,241.0,,1262.0,,,0
136.0,"U. Nevada, Las Vegas",5627,,10586,,13965.0,,0.0,,0.0,,0.0,,4244.0,,1317.0,,6868.0,,0.0,,1536.0,,,0
137.0,"Brigham Young U., Provo",13590,,13861,,13434.0,,0.0,,0.0,,2012.0,,2212.0,,3305.0,,4978.0,,0.0,,927.0,,,0
138.0,George Washington U.,15531,,13807,,13405.0,,1884.0,,1468.0,,0.0,,1473.0,,2137.0,,4001.0,,492.0,,1950.0,,,0
139.0,U. Toledo,16304,,17699,,13320.0,,0.0,,2254.0,,2155.0,,2719.0,,590.0,,5602.0,,0.0,,0.0,,,0
140.0,U. Idaho,15707,,14528,,12975.0,,1401.0,,293.0,,218.0,,4719.0,,680.0,,279.0,,723.0,,4662.0,,,0
141.0,Air Force Institute of Technology,12194,,12309,,12788.0,,4443.0,,8.0,,0.0,,160.0,,5641.0,,0.0,,851.0,,1685.0,,,0
142.0,North Dakota State U.,14564,,12114,,12678.0,,0.0,,0.0,,0.0,,2252.0,,1539.0,,1749.0,,0.0,,7138.0,,,0
143.0,North Carolina Agricultural and Technical State U.,12348,,12347,,12631.0,,0.0,,648.0,,0.0,,1413.0,,1510.0,,5008.0,,0.0,,4052.0,,,0
144.0,"U. Maryland, Baltimore County",10593,,9999,,12518.0,,0.0,,0.0,,5018.0,,0.0,,5824.0,,1676.0,,0.0,,0.0,,,0
145.0,South Dakota School of Mines and Technology,10805,,9066,,12394.0,,0.0,,0.0,,1539.0,,971.0,,391.0,,294.0,,4224.0,,4975.0,,,0
146.0,Virginia Commonwealth U.,4560,,7189,,12384.0,,0.0,,1276.0,,5645.0,,0.0,,1329.0,,2806.0,,0.0,,1328.0,,,0
147.0,"U. Puerto Rico, Mayaguez",12034,,10947,,12115.0,,0.0,,6.0,,3389.0,,2585.0,,2902.0,,964.0,,1740.0,,529.0,,,0
148.0,"U. Texas, San Antonio",11488,,9667,,11383.0,,0.0,,781.0,,0.0,,3564.0,,2449.0,,3613.0,,0.0,,976.0,,,0
149.0,Oregon Health and Science U.,9156,,9043,,11063.0,,0.0,,11063.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
150.0,"U. Louisiana, Lafayette",4550,,5535,,10891.0,,0.0,,0.0,,2572.0,,1145.0,,627.0,,4668.0,,0.0,,1879.0,,,0
151.0,Howard U.,8639,,8588,,10748.0,,0.0,,0.0,,259.0,,2546.0,,5663.0,,1539.0,,0.0,,741.0,,,0
152.0,"U. North Texas, Denton",14488,,12792,,10688.0,,3.0,,0.0,,0.0,,0.0,,917.0,,914.0,,6838.0,,2016.0,,,0
153.0,Cleveland State U.,16568,,19717,,10513.0,i,0.0,i,7420.0,i,559.0,i,530.0,i,684.0,i,1174.0,i,0.0,i,146.0,i,,0
154.0,New York U.,3332,,11078,,10248.0,,0.0,,0.0,,624.0,,1695.0,,3837.0,,1302.0,,0.0,,2790.0,,,0
155.0,George Mason U.,9283,,8148,,10181.0,,0.0,,3635.0,,0.0,,635.0,,1663.0,,18.0,,601.0,,3629.0,,,0
156.0,U. Georgia,9644,,8968,,9943.0,,0.0,,855.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9088.0,,,0
157.0,Clarkson U.,8158,,9378,,9939.0,,0.0,,0.0,,1953.0,,4442.0,,1544.0,,2000.0,,0.0,,0.0,,,0
158.0,"U. California, Merced",7993,,7662,,9778.0,,0.0,,1452.0,,0.0,,3992.0,,1726.0,,1899.0,,665.0,,44.0,,,0
159.0,U. Wisconsin-Milwaukee,11291,,10696,,9715.0,,0.0,,0.0,,0.0,,1498.0,,1565.0,,2794.0,,1138.0,,2720.0,,,0
160.0,U.S. Military Academy,6525,,5534,,9697.0,,0.0,,0.0,,0.0,,0.0,,4039.0,,2660.0,,0.0,,2998.0,,,0
161.0,Embry-Riddle Aeronautical U.,10143,,12816,,9672.0,,8423.0,,42.0,,0.0,,7.0,,99.0,,379.0,,0.0,,722.0,,,0
162.0,Portland State U.,8488,,10544,,8789.0,,0.0,,0.0,,0.0,,5046.0,,1323.0,,1711.0,,269.0,,440.0,,,0
163.0,Marquette U.,4292,,5438,,8663.0,,0.0,,1403.0,,0.0,,647.0,,1106.0,,1511.0,,0.0,,3996.0,,,0
164.0,Louisiana Tech U.,9907,,7626,,8638.0,,0.0,,2403.0,,727.0,,1122.0,,849.0,,1244.0,,848.0,,1445.0,,,0
165.0,"California State U., Sacramento",5598,,6201,,8359.0,,0.0,,0.0,,0.0,,7271.0,,1042.0,,46.0,,0.0,,0.0,,,0
166.0,Boise State U.,7700,,8004,,8270.0,,54.0,,707.0,,276.0,,221.0,,1192.0,,64.0,,4464.0,,1292.0,,,0
167.0,"Southern Illinois U., Carbondale",11069,,10858,,8191.0,,0.0,,0.0,,49.0,,435.0,,1050.0,,1133.0,,4669.0,,855.0,,,0
168.0,U. Colorado Denver and Anschutz Medical Campus,2601,,10486,,7919.0,,0.0,,4602.0,,0.0,,2580.0,,230.0,,423.0,,0.0,,84.0,,,0
169.0,U. Memphis,7921,,8887,,7871.0,,0.0,,2326.0,,0.0,,4151.0,,1117.0,,68.0,,0.0,,209.0,,,0
170.0,"U. North Carolina, Charlotte",7204,,6575,,7696.0,,0.0,,0.0,,0.0,,1389.0,,1690.0,,2571.0,,212.0,,1834.0,,,0
171.0,"U. Massachusetts, Dartmouth",6705,,8917,,7138.0,,0.0,,1208.0,,0.0,,1682.0,,2973.0,,1004.0,,8.0,,263.0,,,0
172.0,U. Chicago,1712,,3335,,7069.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7069.0,,,0
173.0,Tulane U.,7066,,6738,,7022.0,,0.0,,1616.0,,5077.0,,240.0,,86.0,,0.0,,0.0,,3.0,,,0
174.0,Oakland U.,4441,,3806,,6756.0,,0.0,,41.0,,0.0,,0.0,,995.0,,2203.0,,0.0,,3517.0,,,0
