Rank,Institution,2013,Unnamed: 3,2014,Unnamed: 5,2015,All non-S&E fields,Unnamed: 8,Business and management,Unnamed: 10,"Communication, journalism, and library science",Unnamed: 12,Education,Unnamed: 14,Humanities,Unnamed: 16,Law,Unnamed: 18,Social work,Unnamed: 20,Visual and performing arts,Unnamed: 22,Other,Unnamed: 24,shift
182.0,Fairfield U.,6212,,6258,,3350.0,,1524.0,,0.0,,0.0,,829.0,,0.0,,0.0,,313.0,,684.0,,,0
183.0,Ohio U.,14988,,2562,i,3292.0,i,0.0,i,592.0,i,989.0,i,184.0,i,0.0,i,0.0,i,169.0,i,1358.0,i,,0
184.0,C. Charleston,2146,,2913,,3280.0,,316.0,,553.0,,1528.0,,337.0,,0.0,,0.0,,266.0,,280.0,,,0
185.0,"U. Missouri, Columbia",3663,,3653,,3254.0,,21.0,,79.0,,2447.0,,294.0,,0.0,,0.0,,0.0,,413.0,,,0
186.0,U.S. Air Force Academy,7693,,3124,i,3169.0,,913.0,,0.0,,446.0,,821.0,,222.0,,0.0,,0.0,,767.0,,,0
187.0,Central Michigan U.,2883,,3509,,3155.0,,1424.0,,184.0,,118.0,,13.0,,0.0,,0.0,,2.0,,1414.0,,,0
188.0,"U. Alaska, Fairbanks",43751,,3417,,3137.0,,1692.0,,104.0,,1119.0,,124.0,,0.0,,0.0,,0.0,,98.0,,,0
189.0,Loyola Marymount U.,4481,,4025,,3103.0,,495.0,,144.0,,945.0,,688.0,,808.0,,0.0,,20.0,,3.0,,,0
190.0,"U. Texas, Arlington",14164,,14914,,3096.0,,537.0,,10.0,,1612.0,,86.0,,0.0,,217.0,,617.0,,17.0,,,0
191.0,Lehigh U.,4217,,4206,,3095.0,,209.0,,78.0,,2554.0,,214.0,,0.0,,0.0,,0.0,,40.0,,,0
192.0,Florida Institute of Technology,4103,,3691,i,3081.0,,61.0,,3.0,,32.0,,0.0,,0.0,,0.0,,0.0,,2985.0,,,0
193.0,Mills C.,3544,,3480,,3060.0,,0.0,,0.0,,2944.0,,0.0,,0.0,,0.0,,0.0,,116.0,,,0
194.0,Jacksonville State U.,ne,,ne,,3045.0,,0.0,,0.0,,3007.0,,0.0,,0.0,,0.0,,0.0,,38.0,,,0
195.0,"Indiana U.-Purdue U., Fort Wayne",3048,,3534,,3039.0,,147.0,,3.0,,10.0,,232.0,,0.0,,0.0,,129.0,,2518.0,,,0
196.0,"U. North Carolina, Charlotte",3020,,2696,,3034.0,,75.0,,18.0,,2255.0,,211.0,,0.0,,341.0,,47.0,,87.0,,,0
197.0,"Auburn U., Auburn",3684,,2377,,2929.0,,1830.0,,0.0,,1065.0,,34.0,,0.0,,0.0,,0.0,,0.0,,,0
198.0,Texas Christian U.,3232,,2740,,2912.0,,15.0,,21.0,,2780.0,,69.0,,0.0,,9.0,,18.0,,0.0,,,0
199.0,"U. Massachusetts, Dartmouth",1767,,2340,,2901.0,,570.0,,0.0,,1737.0,,260.0,,116.0,,0.0,,9.0,,209.0,,,0
200.0,"U. Maryland, Center for Environmental Science",0,,0,,2894.0,,0.0,,0.0,,2894.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
201.0,"CUNY, Hunter C.",3318,,3177,,2885.0,,0.0,,0.0,,739.0,,461.0,,0.0,,1079.0,,289.0,,317.0,,,0
202.0,Rice U.,2382,,2117,,2744.0,,340.0,,6.0,,1358.0,,906.0,,0.0,,0.0,,134.0,,0.0,,,0
203.0,"U. Nebraska, Omaha",1215,,1582,,2734.0,,1071.0,,18.0,,358.0,,513.0,,348.0,,112.0,,189.0,,125.0,,,0
204.0,Texas A&M U.-Kingsville,3345,,3448,,2724.0,,17.0,,0.0,,2222.0,,42.0,,0.0,,0.0,,0.0,,443.0,,,0
205.0,West Chester U. Pennsylvania,666,,1499,,2715.0,,381.0,,167.0,,246.0,,553.0,,0.0,,110.0,,174.0,,1084.0,,,0
206.0,Western U. of Health Sciences,1503,,3090,,2685.0,,0.0,,0.0,,2685.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
207.0,Naval War C.,2700,i,2736,i,2653.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2653.0,,,0
208.0,"U. Missouri, Kansas City",5308,,2712,,2498.0,,30.0,,11.0,,458.0,,429.0,,0.0,,984.0,,18.0,,568.0,,,0
209.0,Oregon State U.,1335,,1507,,2443.0,,12.0,,0.0,,7.0,,17.0,,0.0,,0.0,,0.0,,2407.0,,,0
210.0,"U. Nevada, Las Vegas",1636,,1219,,2436.0,,1205.0,,168.0,,731.0,,63.0,,106.0,,27.0,,0.0,,136.0,,,0
211.0,"U. North Carolina, Wilmington",2655,,2436,,2398.0,,558.0,,0.0,,1225.0,,2.0,,4.0,,26.0,,157.0,,426.0,,,0
212.0,Erikson Institute,2001,,1321,,2397.0,,0.0,,0.0,,2397.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
213.0,Duquesne U.,3276,,2006,,2392.0,,1097.0,,4.0,,688.0,,90.0,,195.0,,0.0,,10.0,,308.0,,,0
214.0,Middle Tennessee State U.,2334,,2812,,2385.0,,224.0,,0.0,,1258.0,,199.0,,0.0,,0.0,,0.0,,704.0,,,0
215.0,"U. Maryland, College Park",4653,,12816,,2331.0,,0.0,,734.0,,125.0,,1078.0,,0.0,,0.0,,394.0,,0.0,,,0
216.0,Villanova U.,118,i,2055,,2304.0,,1281.0,,18.0,,114.0,,812.0,,60.0,,0.0,,19.0,,0.0,,,0
217.0,Western Washington U.,1580,,1799,,2302.0,,44.0,,123.0,,794.0,,0.0,,0.0,,0.0,,432.0,,909.0,,,0
218.0,Chapman U.,1729,,1605,,2279.0,,49.0,,219.0,,538.0,,22.0,,1093.0,,0.0,,314.0,,44.0,,,0
219.0,"U. Texas, Tyler",2974,,4321,,2261.0,,0.0,,0.0,,2261.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
220.0,Worcester Polytechnic Institute,1518,,3385,,2220.0,,688.0,,0.0,,0.0,,76.0,,0.0,,0.0,,0.0,,1456.0,,,0
221.0,U.S. Military Academy,18,,1572,,2177.0,,0.0,,0.0,,0.0,,81.0,,0.0,,0.0,,0.0,,2096.0,,,0
222.0,U. San Diego,2002,,2273,,2144.0,,3.0,,0.0,,1099.0,,39.0,,293.0,,0.0,,21.0,,689.0,,,0
223.0,Oakland U.,2734,,2681,,2093.0,,329.0,,1.0,,1167.0,,84.0,,0.0,,0.0,,63.0,,449.0,,,0
224.0,Wiley C.,2690,,2166,,2073.0,,0.0,,0.0,,2073.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
225.0,"U. Missouri, Saint Louis",7713,,3986,,2070.0,,104.0,,18.0,,461.0,,89.0,,0.0,,331.0,,9.0,,1058.0,,,0
226.0,U. Wyoming,2341,,2686,,2068.0,,6.0,,0.0,,1295.0,,45.0,,0.0,,0.0,,0.0,,722.0,,,0
227.0,St. Cloud State U.,1494,,1869,,2044.0,,38.0,,1.0,,1216.0,,67.0,,0.0,,3.0,,23.0,,696.0,,,0
228.0,"U. Alaska, Anchorage",7233,,2038,,2040.0,,743.0,,0.0,,316.0,,0.0,,978.0,,0.0,,0.0,,3.0,,,0
229.0,"U. Puerto Rico, Rio Piedras",2479,,2137,,2035.0,,209.0,,21.0,,607.0,,176.0,,5.0,,457.0,,7.0,,553.0,,,0
230.0,U. Idaho,1950,,3082,,2034.0,,26.0,,6.0,,1683.0,,121.0,,3.0,,0.0,,5.0,,190.0,,,0
231.0,"CUNY, Graduate Center",3147,,2078,,2031.0,,0.0,,0.0,,1208.0,,689.0,,0.0,,13.0,,121.0,,0.0,,,0
232.0,National U.,4508,,2153,,2017.0,,0.0,,0.0,,2017.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
233.0,U. Rochester,6956,,6258,,2011.0,,58.0,,0.0,,1880.0,,73.0,,0.0,,0.0,,0.0,,0.0,,,0
234.0,Texas A&M International U.,2325,,1991,,1992.0,,198.0,,0.0,,19.0,,39.0,,1.0,,0.0,,5.0,,1730.0,,,0
235.0,U. New Orleans,4817,,3432,,1980.0,,449.0,,0.0,,410.0,,19.0,,0.0,,0.0,,24.0,,1078.0,,,0
236.0,Fisk U.,1136,i,1707,,1957.0,i,0.0,i,0.0,i,1957.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,,0
237.0,Texas Southern U.,1030,,3183,,1916.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1916.0,,,0
238.0,Northwest Indian C.,487,,427,i,1867.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,1867.0,i,,0
239.0,"U. Washington, Tacoma",2180,,2937,,1806.0,,914.0,,0.0,,873.0,,0.0,,0.0,,19.0,,0.0,,0.0,,,0
240.0,"California State U., San Marcos",3775,,3832,i,1795.0,,0.0,,0.0,,1795.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
241.0,Texas A&M U.-Commerce,783,,1227,,1783.0,,58.0,,0.0,,1248.0,,8.0,,0.0,,0.0,,11.0,,458.0,,,0
242.0,Jackson State U.,4145,,2477,,1745.0,,0.0,,8.0,,1737.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
243.0,Bowling Green State U.,349,,231,,1732.0,,4.0,,13.0,,1579.0,,0.0,,0.0,,1.0,,1.0,,134.0,,,0
244.0,U. Texas Pan American,2234,,1514,,1722.0,,197.0,,0.0,,667.0,,0.0,,0.0,,0.0,,0.0,,858.0,,,0
245.0,A. T. Still U.,3825,i,4966,,1667.0,,0.0,,0.0,,1667.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
246.0,Hamilton C.,1282,,1668,,1664.0,,0.0,,3.0,,1413.0,,186.0,,0.0,,0.0,,42.0,,20.0,,,0
246.0,"Loyola U., Chicago",1526,,1778,,1664.0,,449.0,,0.0,,184.0,,72.0,,29.0,,913.0,,0.0,,17.0,,,0
248.0,Oregon Health and Science U.,1633,,1690,,1647.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1647.0,,,0
249.0,Grinnell C.,1420,,1638,,1632.0,,0.0,,136.0,,53.0,,1323.0,,0.0,,0.0,,119.0,,1.0,,,0
250.0,U. Metropolitana,1819,,2233,,1614.0,,0.0,,0.0,,1614.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
251.0,Wheeling Jesuit U.,3333,,2751,,1613.0,,897.0,,0.0,,696.0,,0.0,,0.0,,20.0,,0.0,,0.0,,,0
252.0,Creighton U.,2274,i,1487,i,1597.0,i,337.0,i,0.0,i,527.0,i,0.0,i,204.0,i,117.0,i,43.0,i,369.0,i,,0
253.0,Howard U.,1438,,2405,,1558.0,,0.0,,516.0,,1042.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
254.0,Elon U.,1167,i,1333,,1554.0,,346.0,,258.0,,386.0,,307.0,,0.0,,0.0,,257.0,,0.0,,,0
255.0,"U. Oklahoma, Tulsa",ne,,ne,,1550.0,,0.0,,0.0,,1550.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
256.0,"California State U., Dominguez Hills",1583,,2230,i,1522.0,,0.0,,0.0,,675.0,,0.0,,0.0,,847.0,,0.0,,0.0,,,0
256.0,Texas A&M U.-Corpus Christi,2257,,2263,,1522.0,,7.0,,0.0,,229.0,,104.0,,205.0,,0.0,,0.0,,977.0,,,0
258.0,Utah State U.,1578,,2349,,1505.0,,77.0,,0.0,,1422.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,0
259.0,"U. Tennessee, Chattanooga",1916,,1612,,1499.0,,1200.0,,0.0,,214.0,,85.0,,0.0,,0.0,,0.0,,0.0,,,0
260.0,Florida Atlantic U.,1373,,1237,,1496.0,,0.0,,0.0,,1193.0,,0.0,,0.0,,62.0,,0.0,,241.0,,,0
261.0,North Carolina Central U.,789,,1379,,1477.0,,175.0,,0.0,,461.0,,18.0,,231.0,,0.0,,0.0,,592.0,,,0
262.0,U. Central Arkansas,1469,,1863,,1465.0,,0.0,,0.0,,1226.0,,0.0,,0.0,,0.0,,0.0,,239.0,,,0
263.0,Saint Joseph's U.,1984,,1419,,1443.0,,867.0,,3.0,,491.0,,66.0,,0.0,,0.0,,10.0,,6.0,,,0
263.0,U. Houston-Downtown,860,,1809,,1443.0,,205.0,,0.0,,829.0,,213.0,,0.0,,0.0,,0.0,,196.0,,,0
265.0,"SUNY, U. Albany",1880,,1521,,1421.0,,34.0,,65.0,,1234.0,,37.0,,0.0,,0.0,,0.0,,51.0,,,0
266.0,"U. California, Merced",1179,,1304,,1410.0,,0.0,,0.0,,0.0,,524.0,,0.0,,0.0,,0.0,,886.0,,,0
267.0,Lewis and Clark C.,680,,1595,,1393.0,,0.0,,0.0,,47.0,,335.0,,1011.0,,0.0,,0.0,,0.0,,,0
268.0,Boise State U.,1663,,1217,,1386.0,,71.0,,1.0,,836.0,,259.0,,0.0,,6.0,,190.0,,23.0,,,0
269.0,"California State U., Fresno",565,,806,,1376.0,,0.0,,0.0,,676.0,,0.0,,0.0,,0.0,,0.0,,700.0,,,0
270.0,Niagara U.,1140,,1335,,1370.0,,29.0,,0.0,,821.0,,44.0,,0.0,,0.0,,90.0,,386.0,,,0
271.0,Case Western Reserve U.,3747,,1575,,1360.0,,169.0,,55.0,,958.0,,164.0,,6.0,,0.0,,8.0,,0.0,,,0
272.0,Mercyhurst U.,940,,1027,,1356.0,,0.0,,0.0,,0.0,,0.0,,0.0,,582.0,,0.0,,774.0,,,0
273.0,Alabama A&M U.,1385,i,1366,i,1347.0,i,0.0,i,0.0,i,1176.0,i,0.0,i,0.0,i,171.0,i,0.0,i,0.0,i,,0
274.0,"California State U., Sacramento",3120,,1353,,1345.0,,143.0,,0.0,,415.0,,113.0,,0.0,,16.0,,13.0,,645.0,,,0
275.0,"U. South Florida, Sarasota-Manatee",ne,,736,,1321.0,,640.0,,9.0,,247.0,,124.0,,0.0,,49.0,,0.0,,252.0,,,0
276.0,"CUNY, City C.",822,,582,,1318.0,,1.0,,96.0,,469.0,,69.0,,0.0,,0.0,,24.0,,659.0,,,0
277.0,Maine Maritime Academy,ne,,ne,,1315.0,i,205.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,1110.0,i,,0
278.0,U. New Haven,672,,1105,i,1314.0,,0.0,,0.0,,56.0,,0.0,,1258.0,,0.0,,0.0,,0.0,,,0
279.0,"California State U., Northridge",174,,363,,1280.0,,80.0,,33.0,,62.0,,12.0,,0.0,,48.0,,45.0,,1000.0,,,0
280.0,Tennessee Technological U.,1010,,687,,1278.0,,24.0,,0.0,,357.0,,43.0,,0.0,,0.0,,5.0,,849.0,,,0
281.0,Plymouth State U.,1481,,1236,,1276.0,,0.0,,0.0,,1161.0,,3.0,,0.0,,91.0,,11.0,,10.0,,,0
282.0,Oregon Institute of Technology,ne,,ne,,1268.0,,0.0,,0.0,,1133.0,,0.0,,0.0,,135.0,,0.0,,0.0,,,0
283.0,Austin Peay State U.,654,,1134,,1250.0,,0.0,,0.0,,0.0,,1210.0,,0.0,,40.0,,0.0,,0.0,,,0
283.0,Stephen F. Austin State U.,1735,,1091,,1250.0,,1.0,,10.0,,884.0,,98.0,,0.0,,58.0,,79.0,,120.0,,,0
285.0,U. of the Pacific,1084,,2211,,1246.0,,0.0,,308.0,,0.0,,42.0,,0.0,,0.0,,10.0,,886.0,,,0
286.0,Black Hills State U.,1078,,1058,,1233.0,,0.0,,2.0,,1231.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
287.0,Williams C.,730,,1227,,1218.0,,0.0,,0.0,,0.0,,752.0,,0.0,,0.0,,209.0,,257.0,,,0
288.0,Pace U.,697,,803,,1211.0,,260.0,,0.0,,499.0,,236.0,,211.0,,0.0,,2.0,,3.0,,,0
288.0,Tuskegee U.,4056,,879,i,1211.0,i,842.0,i,0.0,i,0.0,i,0.0,i,0.0,i,369.0,i,0.0,i,0.0,i,,0
290.0,Miami U.,6049,i,5181,,1204.0,,36.0,,0.0,,772.0,,135.0,,0.0,,60.0,,1.0,,200.0,,,0
291.0,"Texas Tech U., Health Sciences Center",103,,1083,,1177.0,,0.0,,0.0,,591.0,,0.0,,0.0,,0.0,,0.0,,586.0,,,0
292.0,U. of the Virgin Islands,1667,i,5639,i,1174.0,,0.0,,0.0,,920.0,,0.0,,0.0,,0.0,,0.0,,254.0,,,0
293.0,"CUNY, C. Staten Island",1214,i,1642,,1153.0,,644.0,,0.0,,14.0,,279.0,,0.0,,216.0,,0.0,,0.0,,,0
294.0,"U. Puerto Rico, Mayaguez",1184,,1232,,1114.0,,0.0,,0.0,,0.0,,0.0,,0.0,,159.0,,0.0,,955.0,,,0
295.0,"SUNY, Stony Brook U.",1682,,1330,,1095.0,,79.0,,26.0,,417.0,,162.0,,0.0,,0.0,,407.0,,4.0,,,0
296.0,"CUNY, Baruch C.",1297,,1283,,1072.0,,114.0,,42.0,,7.0,,55.0,,14.0,,223.0,,0.0,,617.0,,,0
297.0,Stevens Institute of Technology,2120,,1909,,1040.0,,303.0,,0.0,,559.0,,68.0,,0.0,,0.0,,0.0,,110.0,,,0
298.0,Pacific U.,148,,1028,i,1038.0,,18.0,,70.0,,937.0,,13.0,,0.0,,0.0,,0.0,,0.0,,,0
299.0,U. Colorado Colorado Springs,1033,,1051,,1026.0,,0.0,,0.0,,38.0,,0.0,,230.0,,0.0,,0.0,,758.0,,,0
300.0,"Purdue U., North Central",1271,,1060,,1014.0,,2.0,,0.0,,31.0,,5.0,,0.0,,0.0,,0.0,,976.0,,,0
301.0,Amherst C.,2268,,1137,,1011.0,,0.0,,0.0,,0.0,,679.0,,63.0,,0.0,,269.0,,0.0,,,0
302.0,Pepperdine U.,1293,i,1103,,989.0,,133.0,,45.0,,501.0,,110.0,,118.0,,0.0,,43.0,,39.0,,,0
303.0,Kettering U.,643,,789,,988.0,,375.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,613.0,,,0
304.0,U. Northern Colorado,860,,924,,982.0,,127.0,,44.0,,563.0,,95.0,,0.0,,0.0,,139.0,,14.0,,,0
305.0,Cleveland State U.,241,,492,,979.0,i,267.0,i,22.0,i,397.0,i,216.0,i,0.0,i,0.0,i,23.0,i,54.0,i,,0
306.0,"California State U., San Bernardino",1070,,1010,,975.0,,46.0,,9.0,,402.0,,120.0,,0.0,,6.0,,51.0,,341.0,,,0
307.0,DePaul U.,696,,734,,973.0,,248.0,,13.0,,329.0,,58.0,,114.0,,0.0,,199.0,,12.0,,,0
308.0,Rider U.,825,i,963,i,972.0,,442.0,,0.0,,151.0,,15.0,,0.0,,0.0,,206.0,,158.0,,,0
309.0,"CUNY, system office",775,,436,,954.0,,0.0,,0.0,,236.0,,0.0,,0.0,,0.0,,0.0,,718.0,,,0
310.0,Towson U.,5,,732,,953.0,,0.0,,0.0,,700.0,,0.0,,0.0,,0.0,,0.0,,253.0,,,0
311.0,South Dakota State U.,92,,135,,940.0,,0.0,,98.0,,130.0,,5.0,,0.0,,4.0,,0.0,,703.0,,,0
312.0,Gallaudet U.,2301,,2198,,934.0,,0.0,,0.0,,549.0,,0.0,,385.0,,0.0,,0.0,,0.0,,,0
313.0,U. Baltimore,1583,,1039,,931.0,,248.0,,86.0,,174.0,,0.0,,405.0,,0.0,,0.0,,18.0,,,0
313.0,U. Tulsa,571,,617,,931.0,,29.0,,0.0,,369.0,,28.0,,224.0,,0.0,,147.0,,134.0,,,0
315.0,Colorado School of Mines,1313,,1197,,924.0,,0.0,,3.0,,871.0,,50.0,,0.0,,0.0,,0.0,,0.0,,,0
316.0,Western Kentucky U.,578,,882,,918.0,,79.0,,5.0,,629.0,,125.0,,0.0,,9.0,,30.0,,41.0,,,0
317.0,"Columbia U., Teachers C.",1111,,1081,,910.0,,0.0,,0.0,,910.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
318.0,Roger Williams U.,903,,631,,898.0,,0.0,,0.0,,571.0,,2.0,,309.0,,0.0,,0.0,,16.0,,,0
319.0,Nicholls State U.,823,,933,,894.0,,0.0,,0.0,,730.0,,0.0,,0.0,,0.0,,0.0,,164.0,,,0
320.0,Wesleyan U.,840,,1245,,893.0,,0.0,,25.0,,297.0,,402.0,,0.0,,0.0,,148.0,,21.0,,,0
321.0,U. Maine,414,,754,,892.0,,0.0,,253.0,,592.0,,32.0,,0.0,,15.0,,0.0,,0.0,,,0
322.0,La Sierra U.,ne,,774,,885.0,,126.0,,0.0,,244.0,,39.0,,0.0,,0.0,,0.0,,476.0,,,0
323.0,Seattle U.,ne,,1192,,872.0,,0.0,,203.0,,183.0,,20.0,,257.0,,114.0,,3.0,,92.0,,,0
324.0,Tarleton State U.,1868,,1035,,869.0,,17.0,,0.0,,852.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
325.0,Seattle Pacific U.,1318,,898,,857.0,,0.0,,0.0,,857.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
326.0,Franklin and Marshall C.,620,,982,,843.0,,3.0,,0.0,,279.0,,90.0,,0.0,,0.0,,34.0,,437.0,,,0
327.0,Montclair State U.,563,,924,,841.0,,20.0,,0.0,,802.0,,19.0,,0.0,,0.0,,0.0,,0.0,,,0
328.0,Emerson C.,ne,,ne,,836.0,,0.0,,27.0,,107.0,,97.0,,0.0,,0.0,,83.0,,522.0,,,0
329.0,Colorado C.,831,,927,,824.0,,0.0,,0.0,,160.0,,580.0,,0.0,,0.0,,84.0,,0.0,,,0
330.0,Tougaloo C.,782,,391,,821.0,,0.0,,0.0,,821.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
331.0,"Southern Illinois U., Edwardsville",1213,,1700,,803.0,,0.0,,9.0,,276.0,,158.0,,0.0,,0.0,,0.0,,360.0,,,0
332.0,U. North Dakota,306,,396,,794.0,,338.0,,0.0,,206.0,,19.0,,0.0,,228.0,,3.0,,0.0,,,0
333.0,McNeese State U.,623,,720,,779.0,,422.0,,23.0,,86.0,,157.0,,0.0,,0.0,,91.0,,0.0,,,0
334.0,U. Southern Maine,198,,198,i,766.0,i,178.0,i,48.0,i,313.0,i,109.0,i,36.0,i,50.0,i,32.0,i,0.0,i,,0
335.0,Grambling State U.,368,,304,,765.0,,0.0,,0.0,,126.0,,12.0,,0.0,,217.0,,0.0,,410.0,,,0
336.0,"CUNY, Queens C.",1161,,1381,,760.0,,3.0,,0.0,,548.0,,185.0,,0.0,,0.0,,0.0,,24.0,,,0
337.0,East Tennessee State U.,413,,882,,757.0,,211.0,,543.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,,,0
338.0,U. Northern Iowa,283,,201,,751.0,,0.0,,15.0,,690.0,,8.0,,0.0,,11.0,,27.0,,0.0,,,0
338.0,U. San Francisco,430,,556,,751.0,,367.0,,0.0,,384.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
340.0,Tennessee State U.,1028,,631,,747.0,,68.0,,0.0,,679.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
341.0,"U. Maryland, Baltimore County",8932,,3504,,744.0,,0.0,,0.0,,112.0,,113.0,,0.0,,9.0,,250.0,,260.0,,,0
342.0,Vassar C.,558,,221,,736.0,i,0.0,i,0.0,i,322.0,i,74.0,i,0.0,i,0.0,i,100.0,i,240.0,i,,0
343.0,Dickinson C.,734,,856,,732.0,,37.0,,0.0,,4.0,,561.0,,0.0,,0.0,,15.0,,115.0,,,0
344.0,Swarthmore C.,671,,871,,728.0,,0.0,,0.0,,57.0,,186.0,,0.0,,0.0,,485.0,,0.0,,,0
345.0,"U. Arkansas, Little Rock",1113,,1013,,727.0,,28.0,,0.0,,80.0,,20.0,,599.0,,0.0,,0.0,,0.0,,,0
346.0,"California State U., Long Beach",302,,351,,722.0,,0.0,,0.0,,516.0,,47.0,,0.0,,109.0,,50.0,,0.0,,,0
347.0,Rensselaer Polytechnic Institute,130,,764,,719.0,,576.0,,0.0,,0.0,,0.0,,0.0,,0.0,,143.0,,0.0,,,0
348.0,"Southern U. and A&M C., Baton Rouge",193,,1659,,712.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,712.0,,,0
349.0,National Defense U.,959,,970,,710.0,,710.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
349.0,U. of the Sciences Philadelphia,1678,,336,,710.0,,382.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,308.0,,,0
351.0,"Texas Tech U., Health Sciences Center, El Paso",ne,,648,,703.0,,0.0,,0.0,,490.0,,0.0,,0.0,,0.0,,0.0,,213.0,,,0
352.0,Missouri U. of Science and Technology,4997,,556,,698.0,,569.0,,6.0,,91.0,,20.0,,0.0,,0.0,,0.0,,12.0,,,0
353.0,Georgia Southern U.,782,,661,,696.0,,253.0,,0.0,,432.0,,8.0,,0.0,,0.0,,3.0,,0.0,,,0
354.0,Clark U.,212,,524,,693.0,,6.0,,0.0,,312.0,,263.0,,0.0,,0.0,,8.0,,104.0,,,0
354.0,U. del Turabo,6350,,375,,693.0,,179.0,,0.0,,177.0,,0.0,,0.0,,0.0,,0.0,,337.0,,,0
356.0,Southeastern Louisiana U.,425,,95,,686.0,,547.0,,0.0,,139.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
357.0,Rhode Island School of Design,ne,,ne,,685.0,,0.0,,3.0,,0.0,,38.0,,0.0,,0.0,,256.0,,388.0,,,0
358.0,"Rutgers, State U. New Jersey, Camden",799,,228,,683.0,,274.0,,0.0,,383.0,,22.0,,0.0,,0.0,,4.0,,0.0,,,0
359.0,U. Houston-Clear Lake,367,,703,,682.0,,18.0,,0.0,,6.0,,6.0,,0.0,,0.0,,0.0,,652.0,,,0
360.0,Suffolk U.,803,,777,,680.0,,524.0,,0.0,,57.0,,4.0,,62.0,,0.0,,0.0,,33.0,,,0
361.0,U. Wisconsin-La Crosse,981,,303,,667.0,,123.0,,4.0,,14.0,,93.0,,0.0,,0.0,,6.0,,427.0,,,0
362.0,"Minnesota State U., Mankato",695,,1512,,662.0,,0.0,,0.0,,3.0,,189.0,,0.0,,0.0,,8.0,,462.0,,,0
362.0,New York Institute of Technology,793,,845,,662.0,,0.0,,0.0,,612.0,,50.0,,0.0,,0.0,,0.0,,0.0,,,0
364.0,North Carolina Agricultural and Technical State U.,743,,887,,658.0,,38.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,620.0,,,0
365.0,"California Polytechnic State U., San Luis Obispo",969,,448,,646.0,,445.0,,41.0,,10.0,,141.0,,0.0,,0.0,,9.0,,0.0,,,0
366.0,"Saint John's U., Collegeville",681,,716,,627.0,,104.0,,6.0,,9.0,,339.0,,0.0,,0.0,,169.0,,0.0,,,0
367.0,"U. Michigan, Dearborn",427,,432,,623.0,,289.0,,0.0,,85.0,,46.0,,0.0,,0.0,,0.0,,203.0,,,0
368.0,Lamar U.,41,,8,,606.0,,6.0,,0.0,,259.0,,16.0,,0.0,,2.0,,10.0,,313.0,,,0
369.0,"SUNY, Farmingdale State C.",1317,,982,,594.0,,0.0,,0.0,,594.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
370.0,"U. Texas, Permian Basin",430,,316,,593.0,,140.0,,0.0,,14.0,,102.0,,0.0,,0.0,,0.0,,337.0,,,0
371.0,"U. Minnesota, Duluth",565,,782,,592.0,,107.0,,296.0,,21.0,,65.0,,0.0,,2.0,,95.0,,6.0,,,0
372.0,West Texas A&M U.,1388,,1744,,589.0,,314.0,,0.0,,225.0,,0.0,,0.0,,0.0,,0.0,,50.0,,,0
373.0,U. Richmond,749,,677,,585.0,,288.0,,14.0,,1.0,,226.0,,0.0,,0.0,,56.0,,0.0,,,0
