Rank,Institution,NASA R&D expenditures,Unnamed: 3,Computer sciences,Unnamed: 5,Environmental sciences,Unnamed: 7,Life sciences,Unnamed: 9,Mathematical sciences,Unnamed: 11,Physical sciences,Unnamed: 13,Psychology,Unnamed: 15,Social sciences,Unnamed: 17,"Sciences, nec",Unnamed: 19,Engineering,Unnamed: 21,All non-S&E fields,Unnamed: 23,shift
182.0,"U. California, Riverside",446.0,,0.0,,248.0,,163.0,,0.0,,15.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0
183.0,Villanova U.,438.0,,0.0,,0.0,,57.0,,0.0,,381.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
184.0,"U. Maryland, Baltimore",429.0,,0.0,,32.0,,397.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
185.0,U. Hartford,427.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,427.0,,0.0,,0
186.0,Eastern Virginia Medical School,423.0,,0.0,,0.0,,423.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
187.0,Temple U.,412.0,,0.0,,0.0,,0.0,,0.0,,399.0,,0.0,,0.0,,0.0,,13.0,,0.0,,0
188.0,East Carolina U.,408.0,,0.0,,246.0,,137.0,,0.0,,20.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0
189.0,Boise State U.,405.0,,0.0,,213.0,,91.0,,0.0,,25.0,,0.0,,1.0,,0.0,,75.0,,0.0,,0
190.0,New York Medical C.,396.0,,0.0,,0.0,,396.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
191.0,Embry-Riddle Aeronautical U.,388.0,,0.0,,42.0,,0.0,,0.0,,319.0,,0.0,,0.0,,0.0,,27.0,,0.0,,0
192.0,Boston C.,386.0,,0.0,,352.0,,0.0,,0.0,,34.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
193.0,Georgia State U.,376.0,,54.0,,0.0,,0.0,,0.0,,322.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
193.0,"U. Illinois, Chicago",376.0,,11.0,,223.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,142.0,,0.0,,0
195.0,Tuskegee U.,374.0,i,3.0,i,0.0,i,41.0,i,1.0,i,88.0,i,1.0,i,0.0,i,0.0,i,239.0,i,1.0,i,0
196.0,Wright State U.,371.0,,0.0,,0.0,,0.0,,0.0,,291.0,,0.0,,0.0,,0.0,,80.0,,0.0,,0
197.0,Louisiana Tech U.,368.0,,1.0,,0.0,,10.0,,0.0,,58.0,,0.0,,0.0,,0.0,,299.0,,0.0,,0
198.0,"SUNY, C. Plattsburgh",360.0,,0.0,,0.0,,0.0,,0.0,,360.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
199.0,U. New Orleans,351.0,,0.0,,0.0,,0.0,,0.0,,49.0,,0.0,,0.0,,0.0,,302.0,,0.0,,0
200.0,U. Cincinnati,346.0,,0.0,,108.0,,53.0,,43.0,,21.0,,0.0,,0.0,,0.0,,94.0,,27.0,,0
201.0,Marshall U.,345.0,,5.0,,0.0,,279.0,,0.0,,61.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
202.0,Texas Southern U.,341.0,,0.0,,0.0,,221.0,,0.0,,98.0,,0.0,,0.0,,0.0,,22.0,,0.0,,0
203.0,Wellesley C.,336.0,,0.0,,0.0,,0.0,,0.0,,336.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
204.0,U. Oregon,333.0,,0.0,,279.0,,0.0,,0.0,,54.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
205.0,"Indiana U.-Purdue U., Indianapolis",326.0,,0.0,,33.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,293.0,,0.0,,0
206.0,"U. Louisiana, Lafayette",321.0,,0.0,,0.0,,201.0,,0.0,,28.0,,0.0,,0.0,,0.0,,92.0,,0.0,,0
207.0,"U. Missouri, Kansas City",319.0,,0.0,,140.0,,0.0,,0.0,,161.0,,0.0,,0.0,,0.0,,18.0,,0.0,,0
207.0,U. Northern Iowa,319.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,319.0,,0.0,,0.0,,0.0,,0
209.0,U. Dayton,309.0,,0.0,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,256.0,,0.0,,0
210.0,Idaho State U.,306.0,,0.0,,175.0,,114.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,15.0,,0
210.0,"U. Texas Health Science Center, San Antonio",306.0,,0.0,,0.0,,306.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
212.0,Ithaca C.,303.0,,0.0,,0.0,,0.0,,0.0,,303.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
212.0,Wesleyan U.,303.0,,0.0,,161.0,,0.0,,0.0,,142.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
214.0,Virginia Commonwealth U.,297.0,,0.0,,0.0,,163.0,,92.0,,0.0,,0.0,,0.0,,0.0,,42.0,,0.0,,0
215.0,Clark U.,294.0,,0.0,,294.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
216.0,"U. Nebraska, Medical Center",290.0,,0.0,,0.0,,290.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
217.0,"California State U., Los Angeles",289.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,221.0,,68.0,,0
218.0,Florida A&M U.,270.0,,227.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,43.0,,0.0,,0
218.0,Saint Louis U.,270.0,,0.0,,214.0,,36.0,,0.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0
220.0,"Southern U. and A&M C., Baton Rouge",267.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,267.0,,0.0,,0
221.0,Washington State U.,264.0,,0.0,,127.0,,4.0,,0.0,,33.0,,0.0,,0.0,,0.0,,65.0,,35.0,,0
222.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,254.0,,0.0,,109.0,,0.0,,0.0,,47.0,,0.0,,0.0,,0.0,,98.0,,0.0,,0
223.0,"U. Maryland, Center for Environmental Science",248.0,,0.0,,248.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
224.0,U. Tampa,247.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,247.0,,0.0,,0
225.0,Naval Postgraduate School,240.0,,0.0,,79.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,161.0,,0.0,,0
226.0,Missouri State U.,236.0,,0.0,,0.0,,0.0,,0.0,,236.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
227.0,Morehouse School of Medicine,235.0,,0.0,,0.0,,235.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
228.0,Santa Clara U.,233.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,233.0,,0.0,,0
229.0,Elizabeth City State U.,227.0,,0.0,,0.0,,0.0,,227.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
230.0,Syracuse U.,225.0,,0.0,,59.0,,0.0,,0.0,,119.0,,0.0,,0.0,,0.0,,47.0,,0.0,,0
231.0,U. Wisconsin-Milwaukee,223.0,,0.0,,8.0,,0.0,,0.0,,213.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0
232.0,U. Tulsa,220.0,,0.0,,0.0,,2.0,,0.0,,218.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
233.0,"CUNY, Brooklyn C.",219.0,,0.0,,98.0,,0.0,,0.0,,121.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
234.0,Xavier U. Louisiana,215.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,215.0,,0.0,,0
235.0,"California State U., Northridge",212.0,,0.0,,0.0,,0.0,,36.0,,78.0,,0.0,,0.0,,0.0,,98.0,,0.0,,0
236.0,"U. Texas, Brownsville",209.0,,0.0,,0.0,,0.0,,0.0,,204.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0
237.0,Jackson State U.,203.0,,42.0,,0.0,,26.0,,0.0,,91.0,,0.0,,0.0,,0.0,,44.0,,0.0,,0
238.0,"Southern Illinois U., Edwardsville",202.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,194.0,,0.0,,0
239.0,Bowdoin C.,199.0,,0.0,,183.0,,0.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
240.0,"U. Puerto Rico, Mayaguez",191.0,,0.0,,148.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,43.0,,0.0,,0
241.0,Icahn School of Medicine at Mt. Sinai,185.0,,0.0,,0.0,,185.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
242.0,Stevens Institute of Technology,183.0,,0.0,,72.0,,0.0,,0.0,,42.0,,0.0,,0.0,,0.0,,69.0,,0.0,,0
243.0,Tougaloo C.,182.0,,0.0,,0.0,,182.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
243.0,"U. South Carolina, Beaufort",182.0,,0.0,,81.0,,101.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
245.0,Howard U.,178.0,,4.0,,0.0,,0.0,,0.0,,174.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
246.0,"U. Massachusetts, Dartmouth",175.0,,0.0,,175.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
247.0,Chapman U.,174.0,,0.0,,174.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
248.0,Morehead State U.,170.0,,0.0,,0.0,,0.0,,0.0,,170.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
248.0,Sonoma State U.,170.0,,0.0,,170.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
248.0,"SUNY, C. of Environmental Science and Forestry",170.0,,0.0,,0.0,,111.0,,54.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0
251.0,U.S. Naval Academy,169.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,169.0,,0.0,,0
252.0,U. Texas M. D. Anderson Cancer Center,166.0,,0.0,,0.0,,166.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
253.0,U. Houston-Clear Lake,165.0,,113.0,,0.0,,52.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
254.0,"California State U., Fresno",161.0,,0.0,,48.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,113.0,,0.0,,0
255.0,U. Denver,160.0,,0.0,,0.0,,0.0,,0.0,,160.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
256.0,"U. Minnesota, Duluth",159.0,,0.0,,159.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
257.0,Bucknell U.,156.0,,0.0,,0.0,,0.0,,0.0,,156.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
257.0,Illinois Institute of Technology,156.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,152.0,,0.0,,0
259.0,South Carolina State U.,150.0,,0.0,,0.0,,0.0,,0.0,,150.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
260.0,Medical U. South Carolina,147.0,,0.0,,0.0,,147.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
261.0,Appalachian State U.,145.0,,0.0,,15.0,,27.0,,0.0,,103.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
261.0,Central Washington U.,145.0,,0.0,,136.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
263.0,U. Southern Maine,143.0,i,3.0,i,66.0,i,8.0,i,0.0,i,15.0,i,4.0,i,1.0,i,0.0,i,45.0,i,1.0,i,0
264.0,Kent State U.,142.0,,0.0,,114.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0,,3.0,,0.0,,0
265.0,"SUNY, Polytechnic Institute",138.0,,0.0,,0.0,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,85.0,,0.0,,0
265.0,"U. California, Merced",138.0,,0.0,,43.0,,0.0,,0.0,,95.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
267.0,Azusa Pacific U.,133.0,,0.0,,0.0,,0.0,,0.0,,0.0,,133.0,,0.0,,0.0,,0.0,,0.0,,0
267.0,Prairie View A&M U.,133.0,,0.0,,0.0,,0.0,,0.0,,18.0,,0.0,,0.0,,0.0,,102.0,,13.0,,0
269.0,Northern Illinois U.,131.0,,0.0,,0.0,,42.0,,0.0,,0.0,,0.0,,59.0,,0.0,,30.0,,0.0,,0
270.0,North Dakota State U.,130.0,,0.0,,13.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,116.0,,0.0,,0
271.0,"CUNY, Medgar Evers C.",128.0,,17.0,,0.0,,0.0,,0.0,,111.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
272.0,Montclair State U.,124.0,,0.0,,110.0,,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
272.0,U. South Dakota,124.0,,0.0,,0.0,,0.0,,0.0,,124.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
274.0,Eastern Michigan U.,123.0,,0.0,,0.0,,0.0,,0.0,,123.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
274.0,U.S. Air Force Academy,123.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,115.0,,0.0,,0
276.0,Texas A&M U.-Corpus Christi,122.0,,0.0,,122.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
277.0,"Oklahoma State U., Stillwater",118.0,,0.0,,0.0,,0.0,,0.0,,64.0,,0.0,,0.0,,0.0,,54.0,,0.0,,0
278.0,Tulane U.,112.0,,0.0,,0.0,,18.0,,0.0,,94.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
279.0,Creighton U.,110.0,i,2.0,i,0.0,i,33.0,i,1.0,i,73.0,i,0.0,i,0.0,i,0.0,i,0.0,i,1.0,i,0
280.0,"California State Polytechnic U., Pomona",109.0,,7.0,,16.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,66.0,,0.0,,0
281.0,U. Richmond,103.0,,0.0,,103.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
281.0,Worcester Polytechnic Institute,103.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,98.0,,0.0,,0
283.0,Western Kentucky U.,100.0,,0.0,,26.0,,0.0,,0.0,,74.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
284.0,"California State U., Fullerton",98.0,,0.0,,0.0,,0.0,,0.0,,98.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
285.0,Ball State U.,95.0,,11.0,,0.0,,77.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
285.0,"California State U., San Bernardino",95.0,,0.0,,0.0,,0.0,,0.0,,95.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
287.0,Christopher Newport U.,91.0,,0.0,,0.0,,0.0,,0.0,,91.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
287.0,Tennessee Technological U.,91.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,91.0,,0.0,,0
289.0,Plymouth State U.,87.0,,0.0,,87.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
290.0,Clark Atlanta U.,83.0,,0.0,,0.0,,1.0,,0.0,,82.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
291.0,Baylor U.,82.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,82.0,,0.0,,0
292.0,Medical C. Wisconsin,79.0,,0.0,,0.0,,79.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
292.0,Northern Kentucky U.,79.0,,0.0,,0.0,,0.0,,0.0,,79.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
292.0,U. Wisconsin-Stevens Point,79.0,i,2.0,i,31.0,i,4.0,i,0.0,i,7.0,i,2.0,i,0.0,i,0.0,i,32.0,i,1.0,i,0
295.0,James Madison U.,78.0,,17.0,,0.0,,0.0,,0.0,,24.0,,0.0,,0.0,,0.0,,37.0,,0.0,,0
295.0,Smith C.,78.0,,0.0,,0.0,,0.0,,0.0,,43.0,,0.0,,0.0,,0.0,,35.0,,0.0,,0
297.0,Skidmore C.,74.0,,0.0,,74.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
298.0,Thomas Jefferson U.,72.0,,0.0,,0.0,,72.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
298.0,"U. North Carolina, Charlotte",72.0,,0.0,,13.0,,0.0,,0.0,,3.0,,0.0,,0.0,,0.0,,56.0,,0.0,,0
300.0,"SUNY, Geneseo",71.0,,0.0,,71.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
301.0,DePaul U.,70.0,,0.0,,8.0,,0.0,,0.0,,62.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
301.0,Tennessee State U.,70.0,,70.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
303.0,"CUNY, Baruch C.",65.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,65.0,,0.0,,0.0,,0.0,,0
303.0,"U. Alaska, Southeast",65.0,,0.0,,0.0,,0.0,,0.0,,65.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
305.0,Colby C.,64.0,,0.0,,38.0,,0.0,,0.0,,26.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
306.0,Air Force Institute of Technology,63.0,,0.0,,0.0,,0.0,,0.0,,63.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
306.0,Pomona C.,63.0,,0.0,,60.0,,0.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
306.0,"U. Texas Health Science Center, Houston",63.0,,0.0,,0.0,,63.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
309.0,"CUNY, Lehman C.",62.0,,0.0,,0.0,,0.0,,0.0,,62.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
310.0,"U. North Texas, Denton",61.0,,0.0,,1.0,,0.0,,0.0,,60.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
311.0,Saint Michael's C.,60.0,,0.0,,0.0,,0.0,,6.0,,54.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
311.0,Savannah State U.,60.0,,0.0,,0.0,,60.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
313.0,"Louisiana State U., Health Sciences Center - Shreveport",59.0,,0.0,,0.0,,59.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
313.0,Texas A&M U.-Commerce,59.0,,0.0,,0.0,,0.0,,0.0,,59.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
315.0,Marquette U.,57.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,57.0,,0.0,,0
315.0,Rowan U.,57.0,,0.0,,0.0,,0.0,,0.0,,42.0,,0.0,,0.0,,0.0,,15.0,,0.0,,0
317.0,Occidental C.,56.0,,0.0,,0.0,,56.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
318.0,Florida Atlantic U.,55.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,55.0,,0
318.0,Grinnell C.,55.0,,0.0,,0.0,,0.0,,0.0,,55.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
318.0,Lafayette C.,55.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,55.0,,0.0,,0
318.0,"Loyola U., Chicago",55.0,,0.0,,0.0,,0.0,,0.0,,55.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
322.0,"California State U., Chico",54.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,54.0,,0.0,,0
323.0,"CUNY, Graduate Center",53.0,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
323.0,Hope C.,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,53.0,,0.0,,0
325.0,Grand Valley State U.,52.0,,5.0,,16.0,,8.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
326.0,U. Northern Colorado,51.0,,0.0,,0.0,,0.0,,0.0,,32.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0
327.0,Franklin W. Olin C. of Engineering,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0
327.0,Middlebury C.,50.0,,0.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
327.0,West Chester U. Pennsylvania,50.0,,0.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
330.0,"California State U., San Marcos",49.0,,0.0,,0.0,,0.0,,0.0,,49.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
331.0,Oregon Institute of Technology,48.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,48.0,,0
331.0,Siena C.,48.0,,0.0,,0.0,,0.0,,0.0,,48.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
333.0,"Augustana C., Sioux Falls",47.0,,0.0,,0.0,,0.0,,0.0,,47.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
333.0,Wayne State U.,47.0,,0.0,,0.0,,0.0,,0.0,,47.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
335.0,Southern Connecticut State U.,44.0,i,1.0,i,30.0,i,3.0,i,0.0,i,7.0,i,2.0,i,1.0,i,0.0,i,0.0,i,0.0,i,0
335.0,Southern Methodist U.,44.0,,0.0,,44.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
335.0,Swarthmore C.,44.0,,0.0,,0.0,,0.0,,0.0,,44.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
338.0,Valparaiso U.,43.0,,0.0,,0.0,,25.0,,1.0,,16.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0
339.0,"U. North Carolina, Wilmington",39.0,,0.0,,31.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0
340.0,Claremont Graduate U.,37.0,i,0.0,i,0.0,i,33.0,i,1.0,i,0.0,i,1.0,i,0.0,i,0.0,i,0.0,i,2.0,i,0
340.0,U. Wisconsin-Oshkosh,37.0,i,1.0,i,11.0,i,2.0,i,0.0,i,12.0,i,1.0,i,1.0,i,0.0,i,9.0,i,0.0,i,0
342.0,Central Connecticut State U.,36.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,36.0,,0.0,,0
342.0,Van Andel Institute,36.0,i,0.0,,0.0,,36.0,i,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
344.0,Macalester C.,35.0,,0.0,,13.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
344.0,Spelman C.,35.0,,0.0,,0.0,,0.0,,0.0,,35.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
344.0,Vassar C.,35.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,35.0,,0.0,,0
347.0,McNeese State U.,33.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.0,,0.0,,0
348.0,Virginia State U.,32.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,32.0,,0.0,,0
349.0,U. Central Arkansas,31.0,,25.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
350.0,Oakland U.,30.0,,0.0,,0.0,,3.0,,3.0,,3.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0
351.0,Clarkson U.,29.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,29.0,,0.0,,0
351.0,"CUNY, York C.",29.0,,0.0,,0.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,22.0,,0
351.0,Kennesaw State U.,29.0,,0.0,,0.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,7.0,,0
351.0,U. South Alabama,29.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,28.0,,0.0,,0
355.0,Illinois State U.,28.0,,0.0,,28.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
355.0,Middle Tennessee State U.,28.0,,0.0,,0.0,,0.0,,0.0,,28.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
355.0,U. Memphis,28.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,28.0,,0.0,,0
355.0,"U. Missouri, Saint Louis",28.0,,0.0,,0.0,,3.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
359.0,Dillard U.,27.0,,0.0,,0.0,,0.0,,0.0,,27.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
359.0,Furman U.,27.0,,2.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
361.0,Alaska Pacific U.,26.0,,0.0,,26.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
361.0,"Indiana U.-Purdue U., Fort Wayne",26.0,,0.0,,0.0,,0.0,,0.0,,11.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0
361.0,"SUNY, Binghamton U.",26.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,26.0,,0.0,,0
361.0,U. Colorado Denver and Anschutz Medical Campus,26.0,,0.0,,0.0,,25.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
365.0,U. North Florida,25.0,,0.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0
365.0,U. Wisconsin-Green Bay,25.0,i,0.0,i,11.0,i,10.0,i,1.0,i,3.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
367.0,Albany State U.,23.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
367.0,Augsburg C.,23.0,,0.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
367.0,Hofstra U.,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0
367.0,"Union C., Schenectady",23.0,,0.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
371.0,Lehigh U.,21.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
