Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21
339.0,Wellesley C.,423,,0,,0,,0,,0,,0,,0,,274,,0,,149,
341.0,Princeton U.,408,,0,,281,,0,,0,,71,,0,,0,,0,,56,
342.0,Texas Woman's U.,403,,0,,271,,10,,16,,12,,16,,57,,0,,21,
343.0,"SUNY, Buffalo State",401,,0,,287,,0,,0,,0,,114,,0,,0,,0,
344.0,Southeastern Louisiana U.,392,,16,,56,,0,,98,,74,,0,,0,,20,,128,
345.0,U. Colorado Colorado Springs,388,,0,,0,,0,,0,,110,,6,,0,,0,,272,
345.0,"U. North Carolina, Asheville",388,,150,,51,,0,,0,,0,,187,,0,,0,,0,
347.0,"U. Texas, Permian Basin",386,,118,,0,,0,,0,,0,,0,,194,,0,,74,
348.0,C. Charleston,383,,59,,192,,0,,0,,0,,88,,0,,0,,44,
349.0,U. Denver,381,,0,,0,,0,,95,,21,,36,,0,,0,,229,
350.0,Georgia Regents U.,380,,0,,379,,0,,0,,0,,0,,0,,0,,1,
351.0,Kean U.,378,,1,,0,,0,,0,,0,,377,,0,,0,,0,
352.0,"U. Illinois, Springfield",375,,0,,0,,0,,0,,0,,375,,0,,0,,0,
353.0,North Carolina Central U.,371,,12,,110,,0,,0,,0,,0,,0,,0,,249,
354.0,New York Institute of Technology,364,,0,,0,,0,,0,,0,,0,,0,,79,,285,
354.0,U. of the Pacific,364,,0,,0,,0,,0,,0,,55,,0,,10,,299,
356.0,"Louisiana State U., Health Sciences Center - Shreveport",360,,0,,360,,0,,0,,0,,0,,0,,0,,0,
357.0,Northern Illinois U.,355,,0,,73,,0,,0,,271,,0,,0,,3,,8,
358.0,"California State U., Stanislaus",354,,0,,316,,0,,0,,0,,29,,7,,0,,2,
359.0,St. Cloud State U.,353,,0,,84,,0,,0,,0,,32,,5,,0,,232,
360.0,"U. Nebraska, Omaha",351,,0,,0,,0,,0,,0,,0,,0,,229,,122,
360.0,Youngstown State U.,351,,0,,5,,0,,0,,0,,0,,0,,346,,0,
362.0,Sul Ross State U.,341,,2,,168,,0,,0,,0,,171,,0,,0,,0,
363.0,"U. Texas, Tyler",339,,0,,339,,0,,0,,0,,0,,0,,0,,0,
364.0,Emory U.,320,,0,,297,,0,,0,,0,,23,,0,,0,,0,
365.0,Boston U.,316,,0,,285,,0,,0,,0,,0,,0,,0,,31,
366.0,"Loyola U., Chicago",315,,0,,286,,14,,0,,0,,15,,0,,0,,0,
367.0,Saint Louis U.,313,,0,,229,,0,,0,,0,,0,,0,,73,,11,
368.0,Erikson Institute,312,,0,,0,,0,,0,,0,,0,,0,,0,,312,
369.0,Fordham U.,306,,0,,85,,24,,0,,158,,0,,0,,0,,39,
369.0,Villanova U.,306,,27,,0,,0,,0,,0,,0,,0,,279,,0,
371.0,Texas Southern U.,284,,4,,122,,39,,24,,0,,0,,0,,62,,33,
372.0,U. Wisconsin-Oshkosh,282,i,11,i,158,i,7,i,16,i,4,i,14,i,0,i,49,i,23,i
373.0,"California State U., Los Angeles",279,,0,,0,,0,,0,,0,,133,,0,,121,,25,
374.0,Bucknell U.,270,,0,,0,,0,,0,,0,,0,,0,,258,,12,
374.0,Wiley C.,270,,0,,0,,0,,0,,0,,0,,0,,0,,270,
376.0,Embry-Riddle Aeronautical U.,263,,42,,0,,0,,0,,0,,0,,0,,221,,0,
377.0,Western Illinois U.,261,,0,,78,,0,,0,,0,,183,,0,,0,,0,
378.0,Mercyhurst U.,254,,0,,15,,0,,0,,0,,0,,0,,0,,239,
378.0,U. Houston-Downtown,254,,52,,0,,0,,7,,0,,0,,0,,0,,195,
378.0,U. of the Virgin Islands,254,,0,,0,,0,,0,,0,,0,,0,,0,,254,
381.0,U. Wisconsin-Platteville,245,i,30,i,66,i,7,i,13,i,6,i,20,i,0,i,29,i,74,i
382.0,Roger Williams U.,241,,116,,0,,0,,0,,0,,0,,0,,0,,125,
383.0,"California State U., Channel Islands",239,,0,,224,,0,,0,,0,,0,,0,,0,,15,
384.0,Seattle U.,238,,0,,4,,0,,0,,0,,0,,0,,43,,191,
385.0,Morehouse C.,236,,0,,0,,0,,0,,0,,0,,0,,0,,236,
385.0,Northeast Ohio Medical U.,236,,0,,157,,0,,0,,0,,9,,70,,0,,0,
387.0,Hobart and William Smith Colleges,226,,44,,0,,0,,0,,0,,0,,0,,0,,182,
388.0,U. Vermont,224,,10,,35,,0,,0,,0,,0,,158,,21,,0,
389.0,Cold Spring Harbor Laboratory,219,,0,,219,,0,,0,,0,,0,,0,,0,,0,
390.0,"Minnesota State U., Mankato",210,,149,,0,,0,,1,,0,,15,,0,,45,,0,
391.0,"U. Missouri, Saint Louis",206,,0,,0,,0,,0,,63,,116,,0,,0,,27,
392.0,New York Medical C.,205,,0,,205,,0,,0,,0,,0,,0,,0,,0,
393.0,East Tennessee State U.,194,,0,,6,,0,,0,,39,,78,,0,,0,,71,
394.0,Black Hills State U.,193,,0,,44,,0,,149,,0,,0,,0,,0,,0,
395.0,Oregon Health and Science U.,189,,0,,189,,0,,0,,0,,0,,0,,0,,0,
396.0,"U. Maryland, Eastern Shore",174,,0,,10,,0,,0,,0,,0,,0,,95,,69,
397.0,Delaware State U.,173,,43,,130,,0,,0,,0,,0,,0,,0,,0,
398.0,Albany State U.,172,,0,,172,,0,,0,,0,,0,,0,,0,,0,
399.0,Kettering U.,168,,0,,0,,0,,10,,0,,0,,0,,5,,153,
400.0,Georgia Southern U.,164,,0,,58,,0,,21,,0,,12,,0,,69,,4,
401.0,A. T. Still U.,161,,0,,0,,0,,0,,0,,0,,0,,0,,161,
401.0,Missouri U. of Science and Technology,161,,0,,0,,0,,20,,0,,0,,0,,103,,38,
403.0,McNeese State U.,159,,0,,14,,0,,28,,51,,0,,0,,66,,0,
404.0,Claremont Graduate U.,157,i,0,i,128,i,1,i,0,i,3,i,9,i,0,i,0,i,16,i
405.0,Montclair State U.,154,,25,,129,,0,,0,,0,,0,,0,,0,,0,
406.0,"CUNY, Baruch C.",153,,0,,0,,0,,0,,0,,0,,153,,0,,0,
406.0,"U. Missouri, Kansas City",153,,0,,82,,47,,0,,0,,24,,0,,0,,0,
408.0,Pacific U.,150,,0,,0,,0,,0,,103,,3,,0,,0,,44,
409.0,Hampton U.,148,,148,,0,,0,,0,,0,,0,,0,,0,,0,
410.0,New School,147,,0,,0,,0,,0,,0,,0,,0,,0,,147,
410.0,"Oklahoma State U., Center for Health Sciences",147,,0,,147,,0,,0,,0,,0,,0,,0,,0,
410.0,"SUNY, C. Brockport",147,,0,,147,,0,,0,,0,,0,,0,,0,,0,
410.0,"U. Oklahoma, Tulsa",147,,0,,58,,0,,0,,0,,0,,0,,89,,0,
414.0,"California State U., Fullerton",136,,0,,34,,21,,0,,0,,0,,0,,81,,0,
414.0,Indiana State U.,136,,0,,134,,0,,0,,0,,2,,0,,0,,0,
414.0,"U. Hawaii, Hilo",136,,5,,14,,0,,0,,0,,113,,0,,0,,4,
417.0,Hofstra U.,126,,0,,0,,0,,0,,0,,0,,0,,0,,126,
417.0,Illinois Institute of Technology,126,,0,,112,,0,,0,,0,,0,,0,,12,,2,
419.0,Alcorn State U.,121,,5,,97,,0,,0,,0,,19,,0,,0,,0,
420.0,St. Edward's U.,120,,0,,0,,0,,0,,0,,0,,0,,0,,120,
421.0,Morehouse School of Medicine,114,,0,,114,,0,,0,,0,,0,,0,,0,,0,
421.0,Plymouth State U.,114,,3,,0,,0,,0,,0,,111,,0,,0,,0,
423.0,Occidental C.,113,,66,,47,,0,,0,,0,,0,,0,,0,,0,
424.0,Marquette U.,112,,0,,9,,0,,0,,0,,0,,0,,103,,0,
425.0,Sam Houston State U.,111,,0,,36,,0,,0,,0,,74,,0,,0,,1,
426.0,"Columbia U., Teachers C.",109,,0,,1,,0,,0,,49,,23,,0,,0,,36,
427.0,U. Northern Colorado,107,,0,,13,,0,,94,,0,,0,,0,,0,,0,
428.0,Carleton C.,103,,0,,0,,0,,0,,0,,0,,0,,0,,103,
429.0,Towson U.,102,,5,,74,,0,,0,,23,,0,,0,,0,,0,
430.0,Catholic U. of America,99,,0,,0,,0,,0,,0,,0,,0,,99,,0,
431.0,Albany Medical C.,97,,0,,97,,0,,0,,0,,0,,0,,0,,0,
431.0,Ponce Health Sciences U.,97,,0,,97,,0,,0,,0,,0,,0,,0,,0,
433.0,"CUNY, Graduate Center",96,,0,,0,,0,,0,,6,,64,,0,,0,,26,
434.0,Sonoma State U.,95,,29,,18,,0,,5,,0,,18,,0,,25,,0,
435.0,North Carolina Agricultural and Technical State U.,94,,0,,76,,0,,0,,0,,9,,0,,6,,3,
436.0,Middle Tennessee State U.,93,,0,,24,,1,,0,,0,,0,,0,,0,,68,
437.0,"Southern U. and A&M C., Baton Rouge",92,,0,,14,,9,,0,,0,,0,,0,,69,,0,
437.0,Western U. of Health Sciences,92,,0,,0,,0,,0,,0,,0,,0,,0,,92,
439.0,"U. Michigan, Dearborn",91,,0,,0,,0,,0,,0,,0,,0,,57,,34,
440.0,Emerson C.,88,,0,,0,,0,,0,,0,,0,,0,,0,,88,
441.0,California Maritime Academy,87,,10,,0,,0,,0,,0,,0,,0,,65,,12,
442.0,U. San Francisco,85,,0,,28,,0,,0,,0,,0,,56,,0,,1,
442.0,Virginia State U.,85,,0,,85,,0,,0,,0,,0,,0,,0,,0,
444.0,"U. Louisiana, Monroe",84,,7,,45,,0,,0,,0,,0,,0,,0,,32,
445.0,U. Guam,82,,14,,68,,0,,0,,0,,0,,0,,0,,0,
446.0,Brandeis U.,81,,0,,0,,0,,0,,0,,23,,0,,0,,58,
446.0,Maine Maritime Academy,81,,19,i,0,i,0,i,0,i,0,i,0,i,0,i,17,i,45,i
448.0,DePaul U.,79,,0,,0,,0,,0,,22,,0,,0,,0,,57,
449.0,Kennesaw State U.,78,,0,,9,,5,,0,,0,,64,,0,,0,,0,
450.0,U. Redlands,76,,76,,0,,0,,0,,0,,0,,0,,0,,0,
451.0,Naval Postgraduate School,70,,0,,0,,16,,0,,0,,32,,22,,0,,0,
452.0,Gonzaga U.,68,,0,,0,,0,,0,,0,,0,,0,,68,,0,
452.0,U. Tampa,68,,0,,0,,0,,10,,0,,7,,0,,0,,51,
454.0,Loyola Marymount U.,65,,0,,37,,0,,0,,0,,0,,0,,28,,0,
454.0,Northwest Indian C.,65,i,0,i,0,i,0,i,0,i,0,i,14,i,0,i,0,i,51,i
456.0,"CUNY, John Jay C. of Criminal Justice",62,,0,,0,,0,,0,,0,,0,,0,,0,,62,
457.0,Dakota State U.,60,,0,,0,,60,,0,,0,,0,,0,,0,,0,
458.0,Alaska Pacific U.,58,,58,,0,,0,,0,,0,,0,,0,,0,,0,
458.0,American U.,58,,4,,0,,0,,0,,0,,0,,32,,0,,22,
458.0,Augsburg C.,58,,0,,0,,0,,0,,0,,0,,0,,0,,58,
461.0,Lake Superior State U.,55,,0,,11,,0,,0,,0,,0,,0,,0,,44,
462.0,Bates C.,54,,30,,24,,0,,0,,0,,0,,0,,0,,0,
462.0,Morehead State U.,54,,2,,3,,0,,0,,5,,0,,0,,0,,44,
464.0,Missouri State U.,53,,0,,53,,0,,0,,0,,0,,0,,0,,0,
464.0,Oakland U.,53,,0,,6,,0,,11,,0,,30,,0,,0,,6,
466.0,Ball State U.,51,,0,,51,,0,,0,,0,,0,,0,,0,,0,
466.0,Grand Valley State U.,51,,41,,0,,0,,0,,0,,0,,0,,0,,10,
466.0,Marist C.,51,,0,,0,,0,,0,,0,,0,,0,,0,,51,
466.0,Midwestern U.,51,,0,,51,,0,,0,,0,,0,,0,,0,,0,
470.0,Quinnipiac U.,50,i,0,i,17,i,2,i,6,i,2,i,5,i,0,i,3,i,15,i
470.0,"U. Puerto Rico, Rio Piedras",50,,0,,0,,0,,0,,0,,29,,0,,0,,21,
472.0,Central Michigan U.,48,,0,,48,,0,,0,,0,,0,,0,,0,,0,
472.0,"SUNY, C. Plattsburgh",48,,0,,0,,0,,0,,0,,0,,0,,0,,48,
472.0,U. West Georgia,48,,0,,25,,0,,0,,0,,0,,0,,0,,23,
475.0,U. Central del Caribe,47,,0,,47,,0,,0,,0,,0,,0,,0,,0,
476.0,"CUNY, Brooklyn C.",46,,41,,0,,0,,4,,0,,0,,0,,0,,1,
476.0,U. Wisconsin-Green Bay,46,,6,i,12,i,1,i,2,i,1,i,4,i,0,i,5,i,15,i
478.0,Murray State U.,45,,0,,45,,0,,0,,0,,0,,0,,0,,0,
479.0,Eastern Michigan U.,43,,0,,25,,0,,0,,0,,0,,0,,0,,18,
479.0,Rhode Island School of Design,43,,34,,0,,9,,0,,0,,0,,0,,0,,0,
481.0,Mercer U.,42,,0,,42,,0,,0,,0,,0,,0,,0,,0,
482.0,Mills C.,39,,0,,0,,0,,0,,0,,0,,0,,0,,39,
482.0,U.S. Air Force Academy,39,,0,,0,,5,,0,,4,,27,,0,,0,,3,
484.0,St. Olaf C.,38,,0,,0,,0,,0,,0,,0,,0,,0,,38,
485.0,Dillard U.,37,,0,,0,,0,,37,,0,,0,,0,,0,,0,
486.0,Dickinson C.,36,,31,,5,,0,,0,,0,,0,,0,,0,,0,
487.0,Hawaii Pacific U.,35,,35,,0,,0,,0,,0,,0,,0,,0,,0,
487.0,Jacksonville State U.,35,,0,,0,,0,,0,,0,,0,,0,,35,,0,
487.0,"U. Minnesota, Morris",35,,0,,35,,0,,0,,0,,0,,0,,0,,0,
490.0,East Central U.,34,,0,,0,,34,,0,,0,,0,,0,,0,,0,
490.0,Eastern Kentucky U.,34,,0,,17,,0,,17,,0,,0,,0,,0,,0,
490.0,West Chester U. Pennsylvania,34,,10,,2,,0,,0,,0,,0,,0,,0,,22,
493.0,Rider U.,33,,33,,0,,0,,0,,0,,0,,0,,0,,0,
494.0,Bradley U.,32,,0,,0,,0,,0,,0,,0,,0,,32,,0,
495.0,Air Force Institute of Technology,30,,0,,0,,0,,0,,0,,0,,0,,30,,0,
495.0,"California State U., Dominguez Hills",30,,0,,0,,0,,0,,0,,0,,0,,0,,30,
497.0,Macalester C.,29,,0,,29,,0,,0,,0,,0,,0,,0,,0,
497.0,Wheeling Jesuit U.,29,,0,,0,,0,,0,,0,,0,,0,,0,,29,
499.0,Siena C.,27,,16,,0,,0,,11,,0,,0,,0,,0,,0,
500.0,Bowdoin C.,25,,25,,0,,0,,0,,0,,0,,0,,0,,0,
501.0,Clark U.,23,,0,,0,,0,,0,,23,,0,,0,,0,,0,
502.0,Ithaca C.,20,,0,,0,,0,,0,,0,,20,,0,,0,,0,
502.0,James Madison U.,20,,0,,0,,0,,11,,0,,0,,6,,3,,0,
504.0,Calvin C.,18,i,0,i,8,i,4,i,0,i,0,i,1,i,0,i,1,i,4,i
504.0,Connecticut C.,18,,0,,18,,0,,0,,0,,0,,0,,0,,0,
504.0,Western Carolina U.,18,,0,,18,,0,,0,,0,,0,,0,,0,,0,
507.0,Haverford C.,17,,1,i,6,i,0,i,2,i,2,i,1,i,0,i,0,i,5,i
508.0,Barry U.,16,,0,,3,,0,,0,,0,,0,,0,,0,,13,
508.0,Worcester Polytechnic Institute,16,,0,,0,,3,,0,,0,,0,,0,,13,,0,
510.0,Christopher Newport U.,15,,0,,15,,0,,0,,0,,0,,0,,0,,0,
510.0,Norwich U.,15,,0,,0,,15,,0,,0,,0,,0,,0,,0,
510.0,U. of the Sciences Philadelphia,15,,0,,0,,0,,0,,0,,15,,0,,0,,0,
513.0,"CUNY, Lehman C.",13,,0,,13,,0,,0,,0,,0,,0,,0,,0,
513.0,Elizabeth City State U.,13,,0,,7,,6,,0,,0,,0,,0,,0,,0,
513.0,Philadelphia C. of Osteopathic Medicine,13,,0,,13,,0,,0,,0,,0,,0,,0,,0,
513.0,Sewanee: U. of the South,13,,0,,13,,0,,0,,0,,0,,0,,0,,0,
517.0,"California State U., Bakersfield",12,,2,,0,,0,,0,,0,,0,,0,,10,,0,
517.0,"CUNY, Medgar Evers C.",12,,0,,0,,0,,0,,0,,0,,0,,0,,12,
517.0,"U. Nebraska, Kearney",12,,0,,10,,0,,0,,0,,2,,0,,0,,0,
520.0,Norfolk State U.,11,,0,,0,,11,,0,,0,,0,,0,,0,,0,
520.0,"U. Alaska, Southeast",11,,0,,4,,0,,0,,0,,0,,7,,0,,0,
522.0,Lafayette C.,10,,0,,0,,0,,0,,0,,0,,0,,10,,0,
523.0,Pepperdine U.,9,,0,,9,,0,,0,,0,,0,,0,,0,,0,
523.0,U. of Mary Washington,9,,0,,0,,0,,0,,0,,0,,0,,0,,9,
523.0,"U. South Carolina, Beaufort",9,,0,,9,,0,,0,,0,,0,,0,,0,,0,
526.0,Northern Kentucky U.,8,,0,,0,,8,,0,,0,,0,,0,,0,,0,
526.0,Trinity U.,8,,0,,0,,0,,8,,0,,0,,0,,0,,0,
528.0,U. Hartford,7,,0,,7,,0,,0,,0,,0,,0,,0,,0,
529.0,Franklin W. Olin C. of Engineering,6,,0,,0,,0,,0,,0,,0,,0,,6,,0,
529.0,Saginaw Valley State U.,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,
529.0,Valparaiso U.,6,,0,,0,,0,,4,,0,,0,,0,,2,,0,
532.0,Santa Clara U.,5,,0,,5,,0,,0,,0,,0,,0,,0,,0,
533.0,Florida Polytechnic U.,4,,0,,0,,0,,0,,0,,4,,0,,0,,0,
533.0,Mount Holyoke C.,4,,0,,0,,4,,0,,0,,0,,0,,0,,0,
535.0,Claflin U.,3,,0,,1,,0,,2,,0,,0,,0,,0,,0,
535.0,"SUNY, Geneseo",3,,0,,3,,0,,0,,0,,0,,0,,0,,0,
535.0,"U. South Florida, Saint Petersburg",3,,0,,0,,0,,0,,0,,0,,0,,0,,3,
535.0,Vassar C.,3,,0,i,2,i,0,i,0,i,0,i,1,i,0,i,0,i,0,i
539.0,"Purdue U., North Central",2,,0,,2,,0,,0,,0,,0,,0,,0,,0,
539.0,Salus U.,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,
541.0,Commonwealth Medical C.,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,
541.0,Furman U.,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,
