Rank,Institution,DOE R&D expenditures,Unnamed: 3,Computer sciences,Unnamed: 5,Environmental sciences,Unnamed: 7,Life sciences,Unnamed: 9,Mathematical sciences,Unnamed: 11,Physical sciences,Unnamed: 13,Psychology,Unnamed: 15,Social sciences,Unnamed: 17,"Sciences, nec",Unnamed: 19,Engineering,Unnamed: 21,All non-S&E fields,Unnamed: 23,shift
180.0,"U. Massachusetts, Lowell",738.0,,23.0,,0.0,,0.0,,0.0,,528.0,,0.0,,0.0,,0.0,,187.0,,0.0,,0
181.0,Alfred U.,734.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,672.0,,53.0,,0
182.0,"U. California, Merced",733.0,,0.0,,403.0,,0.0,,0.0,,138.0,,0.0,,0.0,,0.0,,192.0,,0.0,,0
183.0,"SUNY, U. Albany",720.0,,0.0,,568.0,,0.0,,0.0,,152.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
184.0,Howard U.,715.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,715.0,,0.0,,0
185.0,Florida Atlantic U.,693.0,,0.0,,58.0,,90.0,,0.0,,0.0,,0.0,,0.0,,0.0,,545.0,,0.0,,0
186.0,North Carolina Agricultural and Technical State U.,670.0,,163.0,,0.0,,103.0,,0.0,,83.0,,0.0,,0.0,,0.0,,321.0,,0.0,,0
187.0,Marshall U.,669.0,,0.0,,0.0,,586.0,,0.0,,0.0,,0.0,,83.0,,0.0,,0.0,,0.0,,0
188.0,Pace U.,668.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,668.0,,0.0,,0
189.0,"CUNY, Hunter C.",666.0,,0.0,,101.0,,0.0,,0.0,,565.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
190.0,Benedict C.,646.0,,14.0,,437.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,195.0,,0.0,,0
191.0,George Mason U.,600.0,,178.0,,181.0,,0.0,,0.0,,105.0,,0.0,,0.0,,0.0,,136.0,,0.0,,0
192.0,Rochester Institute of Technology,599.0,,0.0,,0.0,,0.0,,0.0,,286.0,,0.0,,0.0,,0.0,,313.0,,0.0,,0
193.0,U. Akron,598.0,,0.0,,0.0,,0.0,,0.0,,359.0,,0.0,,0.0,,0.0,,239.0,,0.0,,0
194.0,Scripps Research Institute,584.0,,0.0,,0.0,,584.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
195.0,"Indiana U.-Purdue U., Indianapolis",573.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,573.0,,0.0,,0
196.0,"U. Puerto Rico, Rio Piedras",564.0,,0.0,,0.0,,0.0,,0.0,,564.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
197.0,"U. Alabama, Huntsville",551.0,,0.0,,188.0,,225.0,,0.0,,68.0,,0.0,,0.0,,0.0,,67.0,,3.0,,0
198.0,Tuskegee U.,538.0,i,15.0,i,0.0,i,29.0,i,6.0,i,228.0,i,0.0,i,3.0,i,0.0,i,255.0,i,2.0,i,0
199.0,South Dakota School of Mines and Technology,537.0,,0.0,,0.0,,0.0,,0.0,,370.0,,0.0,,0.0,,0.0,,167.0,,0.0,,0
200.0,Florida Institute of Technology,528.0,,0.0,,0.0,,0.0,,0.0,,468.0,,0.0,,0.0,,0.0,,60.0,,0.0,,0
201.0,Northern Arizona U.,512.0,,0.0,,465.0,,28.0,,0.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0
202.0,"U. Louisiana, Lafayette",506.0,,15.0,,178.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,313.0,,0.0,,0
203.0,"U. Missouri, Saint Louis",500.0,,0.0,,0.0,,473.0,,0.0,,27.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
204.0,Eastern Washington U.,499.0,,0.0,,0.0,,405.0,,0.0,,15.0,,0.0,,79.0,,0.0,,0.0,,0.0,,0
205.0,Baylor U.,494.0,,0.0,,61.0,,0.0,,70.0,,356.0,,0.0,,0.0,,0.0,,7.0,,0.0,,0
205.0,Central Michigan U.,494.0,,0.0,,0.0,,0.0,,0.0,,494.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
207.0,Morgan State U.,491.0,,0.0,,0.0,,0.0,,0.0,,45.0,,0.0,,0.0,,0.0,,446.0,,0.0,,0
208.0,"U. Texas, Permian Basin",490.0,,0.0,,490.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
209.0,"U. Michigan, Dearborn",486.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,486.0,,0.0,,0
210.0,Oregon Health and Science U.,481.0,,0.0,,47.0,,434.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
211.0,"Southern Illinois U., Carbondale",471.0,,0.0,,0.0,,124.0,,0.0,,115.0,,0.0,,0.0,,0.0,,232.0,,0.0,,0
211.0,"Southern U. and A&M C., Baton Rouge",471.0,,216.0,,11.0,,9.0,,0.0,,107.0,,0.0,,0.0,,0.0,,128.0,,0.0,,0
213.0,Tennessee Technological U.,468.0,,223.0,,0.0,,4.0,,0.0,,155.0,,0.0,,0.0,,0.0,,86.0,,0.0,,0
214.0,Miami U.,453.0,,0.0,,45.0,,140.0,,0.0,,268.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
215.0,"California State U., Long Beach",448.0,,0.0,,142.0,,0.0,,0.0,,306.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
216.0,Tennessee State U.,427.0,,0.0,,0.0,,0.0,,0.0,,196.0,,0.0,,0.0,,0.0,,231.0,,0.0,,0
217.0,Texas State U.,425.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,425.0,,0.0,,0
218.0,"U. Texas, San Antonio",397.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,397.0,,0.0,,0
219.0,"SUNY, Geneseo",393.0,,0.0,,0.0,,0.0,,0.0,,393.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
220.0,Georgetown U.,374.0,,0.0,,0.0,,79.0,,0.0,,295.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
221.0,U. Texas Medical Branch,366.0,,0.0,,0.0,,366.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
222.0,North Carolina Central U.,357.0,,0.0,,0.0,,0.0,,0.0,,321.0,,0.0,,0.0,,0.0,,0.0,,36.0,,0
223.0,"U. Massachusetts, Boston",349.0,,79.0,,0.0,,0.0,,0.0,,270.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
223.0,Woods Hole Oceanographic Institution,349.0,,0.0,,203.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,146.0,,0.0,,0
225.0,Stevens Institute of Technology,341.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,341.0,,0.0,,0
226.0,West Texas A&M U.,340.0,,0.0,,0.0,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,287.0,,0.0,,0
227.0,Clarkson U.,333.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,333.0,,0.0,,0
228.0,Clark Atlanta U.,330.0,,98.0,,0.0,,0.0,,0.0,,181.0,,0.0,,0.0,,0.0,,51.0,,0.0,,0
229.0,"Rutgers, State U. New Jersey, Newark",320.0,,0.0,,38.0,,146.0,,0.0,,136.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
230.0,U. Colorado Denver and Anschutz Medical Campus,319.0,,0.0,,0.0,,300.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
231.0,Bowling Green State U.,315.0,,0.0,,0.0,,0.0,,0.0,,315.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
232.0,"SUNY, Farmingdale State C.",308.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,308.0,,0.0,,0
233.0,Lewis and Clark C.,305.0,,0.0,,305.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
234.0,San Francisco State U.,299.0,,0.0,,150.0,,0.0,,0.0,,139.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0
235.0,U. Richmond,285.0,,0.0,,0.0,,0.0,,0.0,,285.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
236.0,Claflin U.,280.0,,12.0,,0.0,,225.0,,0.0,,0.0,,0.0,,0.0,,43.0,,0.0,,0.0,,0
237.0,"California State Polytechnic U., Pomona",278.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,278.0,,0.0,,0
238.0,Wright State U.,269.0,,0.0,,161.0,,0.0,,0.0,,108.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
239.0,"U. Missouri, Kansas City",263.0,,0.0,,0.0,,0.0,,0.0,,263.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
240.0,U. Vermont,261.0,,0.0,,0.0,,202.0,,0.0,,59.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
241.0,"U. California, San Francisco",246.0,,0.0,,0.0,,246.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
242.0,Creighton U.,234.0,i,12.0,i,0.0,i,22.0,i,5.0,i,189.0,i,0.0,i,2.0,i,0.0,i,0.0,i,4.0,i,0
243.0,"California State U., Los Angeles",233.0,,0.0,,0.0,,0.0,,0.0,,121.0,,0.0,,0.0,,0.0,,112.0,,0.0,,0
243.0,Hope C.,233.0,,0.0,,0.0,,35.0,,0.0,,198.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
245.0,"U. Washington, Tacoma",231.0,,173.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,58.0,,0
246.0,U. Southern Maine,229.0,i,7.0,i,23.0,i,17.0,i,1.0,i,86.0,i,0.0,i,2.0,i,0.0,i,93.0,i,0.0,i,0
247.0,U. South Dakota,221.0,,0.0,,0.0,,0.0,,0.0,,221.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
248.0,Illinois State U.,219.0,,0.0,,0.0,,129.0,,0.0,,0.0,,0.0,,90.0,,0.0,,0.0,,0.0,,0
249.0,U. del Turabo,215.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,215.0,,0.0,,0
250.0,"CUNY, Baruch C.",207.0,,0.0,,0.0,,0.0,,0.0,,207.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
251.0,Louisiana Tech U.,206.0,,0.0,,0.0,,0.0,,0.0,,191.0,,0.0,,0.0,,0.0,,15.0,,0.0,,0
252.0,Florida Polytechnic U.,203.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,203.0,,0.0,,0
253.0,Delaware State U.,200.0,,0.0,,0.0,,0.0,,0.0,,200.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
254.0,James Madison U.,193.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,172.0,,0.0,,0
255.0,Morehouse C.,192.0,,0.0,,0.0,,0.0,,0.0,,94.0,,0.0,,0.0,,98.0,,0.0,,0.0,,0
256.0,"U. Minnesota, Duluth",191.0,,0.0,,191.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
257.0,Yeshiva U.,186.0,,0.0,,0.0,,186.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
258.0,"U. Puerto Rico, Mayaguez",173.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,168.0,,0.0,,0
259.0,"SUNY, C. of Environmental Science and Forestry",171.0,,0.0,,0.0,,171.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
260.0,Jackson State U.,168.0,,168.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
261.0,Appalachian State U.,162.0,,0.0,,162.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
262.0,"California State U., Northridge",160.0,,0.0,,0.0,,0.0,,0.0,,160.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
262.0,U. Memphis,160.0,,160.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
262.0,U.S. Naval Academy,160.0,,0.0,,0.0,,0.0,,0.0,,160.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
265.0,Savannah State U.,157.0,,0.0,,157.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
266.0,Loma Linda U.,154.0,,0.0,,0.0,,154.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
267.0,Xavier U. Louisiana,146.0,,0.0,,0.0,,146.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
268.0,Christopher Newport U.,141.0,,0.0,,0.0,,0.0,,0.0,,141.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
269.0,"U. Montana, Missoula",140.0,,0.0,,0.0,,0.0,,78.0,,62.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
270.0,U. Wisconsin-Stevens Point,139.0,i,3.0,i,11.0,i,11.0,i,1.0,i,41.0,i,0.0,i,1.0,i,0.0,i,70.0,i,1.0,i,0
271.0,"U. Maryland, Baltimore County",130.0,,0.0,,0.0,,0.0,,105.0,,0.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0
272.0,Rockefeller U.,127.0,,0.0,,0.0,,0.0,,0.0,,127.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
272.0,Wake Forest U.,127.0,,0.0,,0.0,,0.0,,0.0,,127.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
274.0,Florida Gulf Coast U.,125.0,,34.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,91.0,,0.0,,0
275.0,"U. Arkansas, Little Rock",124.0,,0.0,,0.0,,0.0,,0.0,,124.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
276.0,Oakland U.,121.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,121.0,,0.0,,0
277.0,U. of the Virgin Islands,116.0,,0.0,,0.0,,116.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
278.0,Nova Southeastern U.,113.0,,0.0,,113.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
279.0,"California State U., Chico",112.0,,0.0,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,82.0,,0.0,,0
280.0,"Loyola U., Chicago",108.0,,0.0,,3.0,,105.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
281.0,Chapman U.,106.0,,0.0,,106.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
282.0,Texas A&M U.-Commerce,102.0,,21.0,,0.0,,0.0,,0.0,,81.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
283.0,"U. Alaska, Anchorage",101.0,,0.0,,0.0,,43.0,,0.0,,0.0,,0.0,,0.0,,0.0,,58.0,,0.0,,0
283.0,U. Denver,101.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0.0,,0.0,,0.0,,88.0,,0.0,,0
285.0,"California State U., Sacramento",97.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,97.0,,0.0,,0.0,,0
286.0,"U. Nebraska, Omaha",95.0,,80.0,,0.0,,0.0,,0.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
287.0,Villanova U.,92.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,92.0,,0.0,,0
288.0,Alcorn State U.,90.0,,0.0,,0.0,,0.0,,90.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
288.0,San Jose State U.,90.0,,0.0,,0.0,,0.0,,0.0,,90.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
290.0,"CUNY, York C.",88.0,,0.0,,0.0,,0.0,,0.0,,88.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
291.0,Sonoma State U.,87.0,,87.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
292.0,U. Texas Southwestern Medical Center,86.0,,0.0,,0.0,,86.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
293.0,Coastal Carolina U.,82.0,,6.0,,76.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
294.0,U.S. Air Force Academy,79.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,79.0,,0
295.0,Western Illinois U.,76.0,,0.0,,0.0,,75.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0
296.0,Bucknell U.,73.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,73.0,,0.0,,0
296.0,"CUNY, Lehman C.",73.0,,0.0,,0.0,,0.0,,0.0,,73.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
298.0,"U. Maryland, Baltimore",64.0,,0.0,,0.0,,28.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,36.0,,0
299.0,U. South Alabama,63.0,,9.0,,0.0,,0.0,,0.0,,34.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0
300.0,"California State U., Fullerton",62.0,,0.0,,0.0,,0.0,,0.0,,62.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
301.0,Southern Connecticut State U.,60.0,i,3.0,i,10.0,i,7.0,i,1.0,i,39.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
301.0,Swarthmore C.,60.0,,0.0,,0.0,,0.0,,0.0,,60.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
303.0,Spelman C.,58.0,,0.0,,0.0,,58.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
304.0,Air Force Institute of Technology,55.0,,0.0,,0.0,,0.0,,0.0,,55.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
304.0,"California State U., Dominguez Hills",55.0,,0.0,,0.0,,0.0,,0.0,,55.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
306.0,"Pennsylvania State U., Behrend",54.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,49.0,,0.0,,0
307.0,Grand Valley State U.,51.0,,0.0,,0.0,,0.0,,0.0,,51.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
308.0,U. Wisconsin-Oshkosh,50.0,i,2.0,i,5.0,i,3.0,i,0.0,i,17.0,i,0.0,i,0.0,i,0.0,i,22.0,i,1.0,i,0
309.0,U. Wisconsin-Green Bay,49.0,i,1.0,i,1.0,i,34.0,i,0.0,i,4.0,i,0.0,i,3.0,i,0.0,i,2.0,i,4.0,i,0
310.0,U. of the Pacific,45.0,,0.0,,45.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
311.0,Clark U.,43.0,,0.0,,0.0,,0.0,,0.0,,43.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
312.0,Augsburg C.,42.0,,0.0,,0.0,,0.0,,0.0,,42.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
313.0,"U. Tennessee, Health Science Center",41.0,,0.0,,0.0,,41.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
314.0,U. Southern Mississippi,40.0,,0.0,,40.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
315.0,"California State U., Fresno",38.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,38.0,,0.0,,0
316.0,U. San Diego,37.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,37.0,,0
317.0,Wichita State U.,36.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,34.0,,0.0,,0
318.0,Barnard C.,35.0,,0.0,,35.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
318.0,"U. North Carolina, Wilmington",35.0,,0.0,,35.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
320.0,Fairfield U.,34.0,,0.0,,0.0,,0.0,,0.0,,34.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
321.0,"Wheaton C., Wheaton",32.0,,0.0,,0.0,,0.0,,0.0,,32.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
322.0,Austin Peay State U.,29.0,,0.0,,0.0,,0.0,,0.0,,29.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
323.0,Uniformed Services U. of the Health Sciences,27.0,,0.0,,0.0,,27.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
324.0,Sam Houston State U.,26.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,26.0,,0.0,,0.0,,0.0,,0
325.0,U. Wisconsin-Platteville,25.0,i,0.0,i,1.0,i,11.0,i,1.0,i,2.0,i,0.0,i,4.0,i,0.0,i,4.0,i,2.0,i,0
325.0,Van Andel Institute,25.0,i,0.0,,0.0,,25.0,i,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
327.0,Claremont Graduate U.,23.0,i,0.0,i,0.0,i,13.0,i,5.0,i,0.0,i,0.0,i,1.0,i,0.0,i,0.0,i,4.0,i,0
328.0,"Arkansas State U., Jonesboro",22.0,,0.0,,0.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
328.0,Missouri State U.,22.0,,0.0,,0.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
330.0,"Southern Illinois U., Edwardsville",21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0
330.0,U. Louisville,21.0,,0.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
330.0,"U. Washington, Bothell",21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0.0,,0
333.0,Georgia Southern U.,20.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
334.0,Duquesne U.,19.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
334.0,Siena C.,19.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
334.0,Smith C.,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0
334.0,"U. South Carolina, Aiken",19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0
338.0,Hofstra U.,17.0,,0.0,,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
339.0,Embry-Riddle Aeronautical U.,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,15.0,,0.0,,0
340.0,Northwest Indian C.,14.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,5.0,i,0.0,i,0.0,i,9.0,i,0
341.0,Quinnipiac U.,13.0,i,0.0,i,0.0,i,1.0,i,0.0,i,3.0,i,0.0,i,0.0,i,0.0,i,9.0,i,0.0,i,0
341.0,Texas A&M U.-Kingsville,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0.0,,0
341.0,Texas Christian U.,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0.0,,0
344.0,Indiana State U.,12.0,,0.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
344.0,Lamar U.,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0
344.0,Shaw U.,12.0,i,0.0,i,0.0,i,5.0,i,0.0,i,7.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
347.0,Norwich U.,10.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
347.0,U. New Orleans,10.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
349.0,Texas A&M U.-Corpus Christi,9.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
350.0,New York Institute of Technology,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,,0.0,,0
350.0,Reed C.,7.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
350.0,Wellesley C.,7.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
353.0,Saginaw Valley State U.,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0
353.0,Santa Clara U.,6.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
353.0,"U. Massachusetts, Dartmouth",6.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
356.0,Black Hills State U.,5.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
357.0,"Union C., Schenectady",4.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
358.0,Bates C.,3.0,,0.0,,0.0,,0.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
358.0,Central Washington U.,3.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
360.0,Harvey Mudd C.,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
360.0,Lawrence Technological U.,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0
360.0,Medical C. Wisconsin,2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
360.0,Vassar C.,2.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
364.0,Hamilton C.,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
364.0,Hawaii Pacific U.,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
364.0,Occidental C.,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
