Rank,Institution,USDA R&D expenditures,Unnamed: 3,Computer sciences,Unnamed: 5,Environmental sciences,Unnamed: 7,Life sciences,Unnamed: 9,Mathematical sciences,Unnamed: 11,Physical sciences,Unnamed: 13,Psychology,Unnamed: 15,Social sciences,Unnamed: 17,"Sciences, nec",Unnamed: 19,Engineering,Unnamed: 21,All non-S&E fields,Unnamed: 23,shift
179.0,Southeastern Louisiana U.,263.0,,0.0,,0.0,,263.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
180.0,Georgia State U.,239.0,,0.0,,0.0,,97.0,,0.0,,1.0,,0.0,,140.0,,0.0,,0.0,,1.0,,0
181.0,U. South Alabama,234.0,,0.0,,0.0,,0.0,,0.0,,162.0,,0.0,,72.0,,0.0,,0.0,,0.0,,0
182.0,"U. North Texas, Denton",230.0,,72.0,,0.0,,158.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
183.0,Chapman U.,229.0,,0.0,,56.0,,173.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
184.0,U. Memphis,226.0,,0.0,,0.0,,204.0,,0.0,,0.0,,0.0,,2.0,,0.0,,20.0,,0.0,,0
185.0,Harvard U.,225.0,,0.0,,180.0,,18.0,,0.0,,0.0,,0.0,,0.0,,27.0,,0.0,,0.0,,0
186.0,Stanford U.,220.0,,0.0,,96.0,,42.0,,0.0,,0.0,,0.0,,0.0,,0.0,,82.0,,0.0,,0
187.0,"California State U., San Marcos",219.0,,0.0,,0.0,,219.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
187.0,"U. Minnesota, Duluth",219.0,,0.0,,219.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
189.0,"SUNY, Stony Brook U.",213.0,,0.0,,67.0,,69.0,,0.0,,75.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0
190.0,"Southern U. and A&M C., Baton Rouge",212.0,,0.0,,20.0,,192.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
191.0,Winthrop U.,210.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,210.0,,0
192.0,North Carolina Central U.,208.0,,0.0,,0.0,,208.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
193.0,Vanderbilt U.,207.0,,0.0,,0.0,,102.0,,0.0,,58.0,,0.0,,0.0,,0.0,,47.0,,0.0,,0
194.0,Rush U.,203.0,,0.0,,0.0,,203.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
195.0,U. Louisville,201.0,,0.0,,0.0,,157.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,44.0,,0
196.0,Heidelberg U.,200.0,,0.0,,200.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
197.0,Dartmouth C.,199.0,,0.0,,32.0,,123.0,,0.0,,0.0,,0.0,,0.0,,44.0,,0.0,,0.0,,0
198.0,U. Baltimore,185.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,185.0,,0.0,,0.0,,0.0,,0
199.0,Louisiana Tech U.,182.0,,0.0,,0.0,,182.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
200.0,Clarkson U.,172.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,168.0,,4.0,,0
201.0,"Loyola U., Chicago",168.0,,0.0,,117.0,,51.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
202.0,Georgia Southern U.,162.0,,0.0,,0.0,,117.0,,0.0,,45.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
202.0,Salish Kootenai C.,162.0,,0.0,,46.0,,116.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
204.0,American U.,160.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,105.0,,0.0,,55.0,,0
205.0,U. Northern Colorado,159.0,,0.0,,0.0,,159.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
206.0,Roger Williams U.,156.0,,0.0,,156.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
207.0,"U. Nevada, Las Vegas",153.0,,0.0,,87.0,,66.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
208.0,"U. Louisiana, Lafayette",150.0,,0.0,,68.0,,24.0,,0.0,,0.0,,0.0,,7.0,,0.0,,51.0,,0.0,,0
209.0,Appalachian State U.,143.0,,51.0,,3.0,,89.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
209.0,U. Texas Medical Branch,143.0,,0.0,,0.0,,143.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
211.0,C. of William and Mary and Virginia Institute of Marine Science,142.0,,0.0,,103.0,,26.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0
212.0,"U. Texas, Arlington",136.0,,0.0,,43.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,93.0,,0.0,,0
213.0,"U. California, Office of the President",135.0,,0.0,,0.0,,135.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
214.0,Eastern Michigan U.,132.0,,0.0,,0.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,121.0,,0.0,,0
214.0,"SUNY, U. Albany",132.0,,0.0,,10.0,,122.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
216.0,Yeshiva U.,131.0,,0.0,,0.0,,131.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
217.0,Plymouth State U.,129.0,,0.0,,129.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
218.0,Baylor U.,125.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,102.0,,0.0,,0.0,,0.0,,0
219.0,Texas Woman's U.,123.0,,0.0,,0.0,,123.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
220.0,"U. California, Santa Barbara",122.0,,0.0,,120.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0
221.0,Western Washington U.,121.0,,0.0,,25.0,,6.0,,0.0,,0.0,,0.0,,0.0,,90.0,,0.0,,0.0,,0
222.0,"U. Massachusetts, Dartmouth",117.0,,0.0,,0.0,,117.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
223.0,Grand Valley State U.,116.0,,0.0,,7.0,,109.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
223.0,Montclair State U.,116.0,,0.0,,116.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
225.0,Idaho State U.,115.0,,0.0,,74.0,,23.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,13.0,,0
226.0,"Indiana U.-Purdue U., Fort Wayne",114.0,,0.0,,0.0,,114.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
227.0,Texas A&M U.-Corpus Christi,113.0,,0.0,,0.0,,113.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
227.0,"U. California, Irvine",113.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,113.0,,0.0,,0
229.0,U. Akron,109.0,,0.0,,0.0,,0.0,,109.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
230.0,"U. Maryland, Center for Environmental Science",108.0,,0.0,,55.0,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
231.0,"U. Pittsburgh, Pittsburgh",107.0,,0.0,,0.0,,39.0,,0.0,,0.0,,0.0,,0.0,,0.0,,68.0,,0.0,,0
232.0,Ohio U.,106.0,,0.0,,0.0,,0.0,,0.0,,106.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
233.0,Illinois State U.,105.0,,0.0,,0.0,,66.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,39.0,,0
234.0,Tuskegee U.,104.0,i,1.0,i,0.0,i,74.0,i,0.0,i,0.0,i,1.0,i,24.0,i,0.0,i,2.0,i,2.0,i,0
235.0,Central State U.,103.0,,0.0,,36.0,,67.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
236.0,Rider U.,99.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,99.0,,0.0,,0.0,,0.0,,0
237.0,U. Wisconsin-Stevens Point,94.0,i,0.0,i,7.0,i,72.0,i,0.0,i,0.0,i,0.0,i,6.0,i,0.0,i,9.0,i,0.0,i,0
238.0,U. Cincinnati,93.0,,0.0,,0.0,,60.0,,0.0,,0.0,,0.0,,14.0,,0.0,,19.0,,0.0,,0
239.0,"Louisiana State U., Health Sciences Center - Shreveport",90.0,,0.0,,0.0,,90.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
239.0,U. Southern Maine,90.0,i,1.0,i,15.0,i,43.0,i,1.0,i,2.0,i,1.0,i,17.0,i,0.0,i,9.0,i,1.0,i,0
241.0,Bowling Green State U.,89.0,,0.0,,0.0,,89.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
241.0,"Indiana U.-Purdue U., Indianapolis",89.0,,0.0,,89.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
243.0,Alabama State U.,88.0,,0.0,,0.0,,88.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
244.0,Sam Houston State U.,86.0,,0.0,,0.0,,84.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0
245.0,Oakland U.,84.0,,0.0,,0.0,,0.0,,0.0,,0.0,,84.0,,0.0,,0.0,,0.0,,0.0,,0
246.0,"California State U., Sacramento",83.0,,0.0,,0.0,,28.0,,0.0,,0.0,,0.0,,52.0,,0.0,,0.0,,3.0,,0
247.0,Clark Atlanta U.,82.0,,0.0,,0.0,,0.0,,0.0,,82.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
248.0,Wright State U.,81.0,,0.0,,0.0,,81.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
249.0,Rochester Institute of Technology,80.0,,0.0,,0.0,,0.0,,0.0,,80.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
250.0,Wake Forest U.,79.0,,0.0,,0.0,,79.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
251.0,Santa Clara U.,78.0,,0.0,,78.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
252.0,Swarthmore C.,77.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,27.0,,0.0,,50.0,,0.0,,0
252.0,"U. Alabama, Birmingham",77.0,,0.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,61.0,,0.0,,0
252.0,Western U. of Health Sciences,77.0,,0.0,,0.0,,77.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
255.0,U. of the Sciences Philadelphia,76.0,,0.0,,0.0,,0.0,,0.0,,76.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
255.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,76.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,76.0,,0
257.0,U. Rochester,75.0,,0.0,,0.0,,75.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
258.0,Old Dominion U.,70.0,,0.0,,0.0,,0.0,,0.0,,70.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
259.0,"California State U., Monterey Bay",69.0,,0.0,,0.0,,69.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
259.0,"Purdue U., Calumet",69.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,69.0,,0.0,,0.0,,0
261.0,"CUNY, Hunter C.",66.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,66.0,,0.0,,0.0,,0.0,,0
261.0,"SUNY, Farmingdale State C.",66.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,66.0,,0.0,,0.0,,0.0,,0
263.0,Texas A&M International U.,64.0,,0.0,,0.0,,64.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
264.0,"U. North Carolina, Charlotte",63.0,,0.0,,11.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,46.0,,0.0,,0
265.0,Central Michigan U.,62.0,,0.0,,0.0,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0
266.0,"CUNY, Brooklyn C.",61.0,,0.0,,61.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
267.0,"U. Alaska, Anchorage",60.0,,0.0,,0.0,,37.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,23.0,,0
268.0,Texas Southern U.,56.0,,0.0,,56.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
269.0,Creighton U.,54.0,i,0.0,i,0.0,i,48.0,i,0.0,i,0.0,i,0.0,i,6.0,i,0.0,i,0.0,i,0.0,i,0
269.0,Wayne State U.,54.0,,0.0,,0.0,,54.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
271.0,Northern Illinois U.,53.0,,0.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0.0,,29.0,,0.0,,11.0,,0
271.0,Rensselaer Polytechnic Institute,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,53.0,,0.0,,0
273.0,Lafayette C.,52.0,,0.0,,0.0,,52.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
273.0,Missouri U. of Science and Technology,52.0,,0.0,,0.0,,31.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
273.0,"Pennsylvania State U., Harrisburg",52.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,52.0,,0.0,,0
273.0,San Jose State U.,52.0,,0.0,,52.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
273.0,Van Andel Institute,52.0,i,0.0,,0.0,,52.0,i,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
278.0,Towson U.,51.0,,5.0,,0.0,,46.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
278.0,U. Kansas,51.0,,0.0,,0.0,,41.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0
280.0,Gonzaga U.,50.0,,0.0,,0.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
280.0,Wichita State U.,50.0,,0.0,,0.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
282.0,Tulane U.,49.0,,0.0,,0.0,,49.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
282.0,"U. Texas, Tyler",49.0,,0.0,,0.0,,49.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
284.0,C. Wooster,47.0,i,0.0,i,0.0,i,47.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
285.0,"U. Washington, Tacoma",46.0,,0.0,,46.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
286.0,Franklin and Marshall C.,44.0,,0.0,,0.0,,44.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
286.0,Northeastern U.,44.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,34.0,,0.0,,0
286.0,Reed C.,44.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,44.0,,0.0,,0.0,,0.0,,0
289.0,Colorado School of Mines,43.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,27.0,,0.0,,0
290.0,South Dakota School of Mines and Technology,42.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,42.0,,0.0,,0
291.0,"U. Nebraska, Medical Center",41.0,,0.0,,0.0,,41.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
291.0,U. Wisconsin-Platteville,41.0,i,0.0,i,1.0,i,40.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0.0,i,0
293.0,Saint Joseph's U.,39.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,39.0,,0
293.0,Sul Ross State U.,39.0,,0.0,,0.0,,39.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
295.0,Murray State U.,38.0,,0.0,,0.0,,38.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
296.0,U. Miami,37.0,,0.0,,5.0,,32.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
297.0,Saint Louis U.,35.0,,0.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,22.0,,0
298.0,"California State U., Chico",34.0,,0.0,,0.0,,34.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
299.0,"CUNY, City C.",33.0,,19.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
299.0,"Rutgers, State U. New Jersey, Newark",33.0,,0.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,22.0,,0
299.0,Southern Connecticut State U.,33.0,i,0.0,i,8.0,i,19.0,i,0.0,i,0.0,i,0.0,i,6.0,i,0.0,i,0.0,i,0.0,i,0
299.0,U. New England,33.0,,0.0,,33.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
303.0,Bowie State U.,32.0,,16.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
304.0,Lake Superior State U.,31.0,,0.0,,0.0,,31.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
305.0,U. Wisconsin-Green Bay,30.0,i,0.0,i,2.0,i,9.0,i,0.0,i,0.0,i,0.0,i,16.0,i,0.0,i,1.0,i,2.0,i,0
306.0,Western Illinois U.,29.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,23.0,,0
307.0,"U. North Carolina, Wilmington",28.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,28.0,,0
308.0,Austin Peay State U.,27.0,,0.0,,0.0,,27.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
308.0,Georgetown U.,27.0,,0.0,,0.0,,21.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0
308.0,Washington and Lee U.,27.0,,0.0,,0.0,,27.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
311.0,"CUNY, York C.",25.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
312.0,"U. Texas, Dallas",24.0,,0.0,,0.0,,24.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
313.0,Shaw U.,23.0,i,0.0,i,0.0,i,11.0,i,0.0,i,0.0,i,0.0,i,12.0,i,0.0,i,0.0,i,0.0,i,0
313.0,U. Tulsa,23.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
315.0,Nova Southeastern U.,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,22.0,,0
315.0,Texas Christian U.,22.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
315.0,U. New Orleans,22.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
315.0,U. Northern Iowa,22.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
315.0,Western Carolina U.,22.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
320.0,Ball State U.,21.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,11.0,,0
320.0,Montana Tech of U. Montana,21.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
320.0,"U. Louisiana, Monroe",21.0,,0.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
323.0,"California State U., Northridge",20.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
323.0,"CUNY, Baruch C.",20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0
323.0,U. Wisconsin-Oshkosh,20.0,i,0.0,i,4.0,i,9.0,i,0.0,i,0.0,i,0.0,i,3.0,i,0.0,i,2.0,i,2.0,i,0
326.0,Claremont Graduate U.,19.0,i,0.0,i,0.0,i,9.0,i,0.0,i,0.0,i,1.0,i,9.0,i,0.0,i,0.0,i,0.0,i,0
326.0,Loyola Marymount U.,19.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
326.0,McNeese State U.,19.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
326.0,U. Metropolitana,19.0,,0.0,,0.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
330.0,Black Hills State U.,17.0,,0.0,,0.0,,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
330.0,Morehouse C.,17.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0.0,,0.0,,0
330.0,"U. Massachusetts, Boston",17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,17.0,,0
330.0,"U. Missouri, Kansas City",17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,17.0,,0.0,,0
334.0,Morehouse School of Medicine,16.0,,0.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
335.0,East Carolina U.,15.0,,0.0,,0.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
336.0,Indiana State U.,14.0,,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
337.0,Bradley U.,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0
337.0,Dakota State U.,13.0,,0.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
337.0,"U. Nebraska, Kearney",13.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0
340.0,C. Charleston,12.0,,0.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
340.0,Clark U.,12.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,,0
340.0,Dickinson C.,12.0,,0.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
340.0,Jackson State U.,12.0,,0.0,,0.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
340.0,Morgan State U.,12.0,,0.0,,0.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
345.0,Case Western Reserve U.,11.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0
345.0,Eastern Kentucky U.,11.0,,0.0,,0.0,,5.0,,0.0,,4.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0
347.0,Eastern Connecticut State U.,10.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
347.0,Mount Holyoke C.,10.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
347.0,U. Wisconsin-La Crosse,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0
350.0,James Madison U.,9.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
350.0,Smith C.,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0
350.0,"U. Tennessee, Health Science Center",9.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
353.0,Carleton C.,8.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
353.0,Northwestern U.,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0
353.0,Pomona C.,8.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
353.0,U. of the Pacific,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0
353.0,Woods Hole Oceanographic Institution,8.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
358.0,Alaska Pacific U.,7.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
358.0,Thomas Jefferson U.,7.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
358.0,Willamette U.,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,0
361.0,Southern Methodist U.,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0
362.0,Edward Via C. of Osteopathic Medicine,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
362.0,Quinnipiac U.,5.0,i,0.0,i,0.0,i,3.0,i,0.0,i,0.0,i,0.0,i,2.0,i,0.0,i,0.0,i,0.0,i,0
362.0,San Francisco State U.,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
362.0,Tennessee Technological U.,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
362.0,U. Central Arkansas,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
362.0,U. Richmond,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
362.0,Valparaiso U.,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0
