Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21,shift
181.0,"U. Alabama, Tuscaloosa",58234.0,,903.0,,5333.0,,14345.0,,6118.0,,3887.0,,3867.0,,0.0,,17102.0,,6679.0,,0
182.0,Cleveland State U.,57662.0,,0.0,i,42101.0,i,344.0,i,923.0,i,231.0,i,2571.0,i,0.0,i,10513.0,i,979.0,i,0
183.0,"Southern Illinois U., Carbondale",57509.0,,1066.0,,41425.0,,859.0,,1892.0,,384.0,,1587.0,,2105.0,,8191.0,,0.0,,0
184.0,U. Wyoming,56996.0,,21371.0,,19576.0,,1648.0,,4068.0,,68.0,,2582.0,,47.0,,5568.0,,2068.0,,0
185.0,"Indiana U.-Purdue U., Indianapolis",55973.0,,1004.0,,18869.0,,3359.0,,1485.0,,3789.0,,11696.0,,4657.0,,6620.0,,4494.0,,0
186.0,"U. Texas, San Antonio",54949.0,,1519.0,,18852.0,,4648.0,,6646.0,,911.0,,3664.0,,2389.0,,11383.0,,4937.0,,0
187.0,Wright State U.,54289.0,,681.0,,17002.0,,4939.0,,2865.0,,1413.0,,46.0,,325.0,,26610.0,,408.0,,0
188.0,Portland State U.,53872.0,,6580.0,,2335.0,,2224.0,,3403.0,,2256.0,,8523.0,,2245.0,,8789.0,,17517.0,,0
189.0,"CUNY, City C.",53223.0,,1599.0,,9841.0,,2165.0,,9361.0,,920.0,,184.0,,0.0,,27835.0,,1318.0,,0
190.0,U. Toledo,52354.0,,2715.0,,21320.0,,57.0,,10467.0,,18.0,,494.0,,0.0,,13320.0,,3963.0,,0
191.0,"U. Maryland, Center for Environmental Science",52235.0,,48363.0,,978.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2894.0,,0
192.0,U. Southern Mississippi,51840.0,,17963.0,,9736.0,,445.0,,10862.0,,469.0,,1707.0,,218.0,,32.0,,10408.0,,0
193.0,"Loyola U., Chicago",48664.0,,912.0,,43370.0,,560.0,,1057.0,,792.0,,309.0,,0.0,,0.0,,1664.0,,0
194.0,"U. California, Office of the President",48341.0,,0.0,,24410.0,,1485.0,,14323.0,,0.0,,0.0,,8015.0,,0.0,,108.0,,0
195.0,Boston C.,47761.0,,6161.0,,7091.0,,1071.0,,8297.0,,2873.0,,630.0,,0.0,,0.0,,21638.0,,0
196.0,Texas State U.,47694.0,,2808.0,,7816.0,,2314.0,,3007.0,,93.0,,3961.0,,5037.0,,4898.0,,17760.0,,0
197.0,Howard U.,47322.0,,2502.0,,20950.0,,909.0,,9113.0,,1117.0,,425.0,,0.0,,10748.0,,1558.0,,0
198.0,"Louisiana State U., Health Sciences Center – New Orleans",46840.0,,0.0,,46840.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
199.0,U. Memphis,46675.0,,4228.0,,10391.0,,3274.0,,1549.0,,7168.0,,3053.0,,5.0,,7871.0,,9136.0,,0
200.0,Florida A&M U.,46522.0,,3288.0,,20497.0,,701.0,,834.0,,175.0,,266.0,,3056.0,,2859.0,,14846.0,,0
201.0,"U. North Texas, Health Science Center",46335.0,,0.0,,46335.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
202.0,San Jose State U.,45037.0,,17413.0,,1508.0,,339.0,,1467.0,,17670.0,,443.0,,0.0,,993.0,,5204.0,,0
203.0,Saint Louis U.,44457.0,,1137.0,,35570.0,,270.0,,754.0,,590.0,,36.0,,0.0,,2474.0,,3626.0,,0
204.0,U. South Alabama,43722.0,,2626.0,,30848.0,,1187.0,,535.0,,23.0,,753.0,,0.0,,2273.0,,5477.0,,0
205.0,"U. North Texas, Denton",43628.0,,1036.0,,8884.0,,5882.0,,7331.0,,1805.0,,2375.0,,0.0,,10688.0,,5627.0,,0
206.0,"U. Puerto Rico, Medical Sciences Campus",43316.0,,0.0,,43316.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
207.0,Eastern Virginia Medical School,42296.0,,0.0,,42296.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
208.0,"U. Nevada, Las Vegas",42000.0,,4254.0,,9951.0,,1182.0,,6745.0,,957.0,,2510.0,,0.0,,13965.0,,2436.0,,0
209.0,Van Andel Institute,40502.0,,0.0,,40502.0,i,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
210.0,Rochester Institute of Technology,40442.0,,2155.0,,348.0,,4575.0,,11153.0,,9.0,,1970.0,,0.0,,15820.0,,4412.0,,0
211.0,"Texas Tech U., Health Sciences Center",40438.0,,0.0,,39261.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1177.0,,0
212.0,"Brigham Young U., Provo",39126.0,,464.0,,7742.0,,2615.0,,4869.0,,1205.0,,1520.0,,0.0,,13434.0,,7277.0,,0
213.0,U.S. Air Force Academy,38326.0,,0.0,,526.0,,3950.0,,4044.0,,1053.0,,1316.0,,0.0,,24268.0,,3169.0,,0
214.0,Kent State U.,38069.0,,616.0,,5416.0,,2435.0,,8974.0,,2447.0,,4829.0,,227.0,,973.0,,12152.0,,0
215.0,Lehigh U.,36788.0,,1163.0,,2091.0,,1477.0,,5290.0,,509.0,,1111.0,,0.0,,22052.0,,3095.0,,0
216.0,"CUNY, Hunter C.",36368.0,,1205.0,,13586.0,,585.0,,5585.0,,10997.0,,1525.0,,0.0,,0.0,,2885.0,,0
217.0,Worcester Polytechnic Institute,36130.0,,0.0,,827.0,,6006.0,,2092.0,,0.0,,1210.0,,0.0,,23775.0,,2220.0,,0
218.0,Missouri U. of Science and Technology,35842.0,,3426.0,,248.0,,2088.0,,3472.0,,4.0,,26.0,,0.0,,25880.0,,698.0,,0
219.0,Northern Arizona U.,35206.0,,10753.0,,19325.0,,1209.0,,1074.0,,312.0,,356.0,,654.0,,1048.0,,475.0,,0
220.0,North Carolina Agricultural and Technical State U.,35172.0,,392.0,,17509.0,,2706.0,,503.0,,29.0,,278.0,,466.0,,12631.0,,658.0,,0
221.0,Illinois Institute of Technology,34336.0,,256.0,,7152.0,,2788.0,,6011.0,,719.0,,968.0,,40.0,,15876.0,,526.0,,0
222.0,Stevens Institute of Technology,34082.0,,3872.0,,252.0,,2329.0,,503.0,,0.0,,97.0,,337.0,,25652.0,,1040.0,,0
223.0,Morehouse School of Medicine,33367.0,,0.0,,33367.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
224.0,Mercer U.,32838.0,,0.0,,5685.0,,0.0,,19.0,,0.0,,24.0,,579.0,,26464.0,,67.0,,0
225.0,"SUNY, Upstate Medical U.",32453.0,,0.0,,32453.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
226.0,Boise State U.,31341.0,,5353.0,,10473.0,,3002.0,,1203.0,,15.0,,1317.0,,322.0,,8270.0,,1386.0,,0
227.0,U. West Florida,31232.0,,0.0,,1177.0,,118.0,,191.0,,779.0,,2876.0,,0.0,,39.0,,26052.0,,0
228.0,"U. California, Merced",29688.0,,2286.0,,5903.0,,868.0,,5714.0,,1548.0,,2181.0,,0.0,,9778.0,,1410.0,,0
229.0,Southern Methodist U.,29282.0,,6915.0,,1716.0,,1983.0,,2640.0,,1020.0,,382.0,,1472.0,,4410.0,,8744.0,,0
230.0,Alabama A&M U.,29202.0,,1813.0,i,15979.0,i,1262.0,i,2234.0,i,617.0,i,993.0,i,0.0,i,4957.0,i,1347.0,i,0
231.0,"SUNY, Downstate Medical Center",28652.0,,0.0,,28652.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
232.0,"U. Puerto Rico, Rio Piedras",28579.0,,5079.0,,4170.0,,763.0,,9100.0,,1600.0,,1864.0,,1380.0,,2588.0,,2035.0,,0
233.0,"U. Puerto Rico, Mayaguez",28100.0,,6988.0,,3207.0,,895.0,,3514.0,,0.0,,128.0,,139.0,,12115.0,,1114.0,,0
234.0,"U. Minnesota, Duluth",27550.0,,21246.0,,1346.0,,499.0,,1513.0,,8.0,,233.0,,3.0,,2110.0,,592.0,,0
235.0,Air Force Institute of Technology,26866.0,,112.0,,0.0,,7659.0,,5764.0,,0.0,,0.0,,0.0,,12788.0,,543.0,,0
236.0,"U. Massachusetts, Dartmouth",26776.0,,10225.0,,2093.0,,1305.0,,1918.0,,358.0,,536.0,,302.0,,7138.0,,2901.0,,0
237.0,"U. Missouri, Kansas City",26595.0,,356.0,,17390.0,,1658.0,,1923.0,,1287.0,,647.0,,0.0,,836.0,,2498.0,,0
238.0,East Carolina U.,26549.0,,1778.0,,22368.0,,45.0,,436.0,,550.0,,532.0,,0.0,,539.0,,301.0,,0
239.0,San Francisco State U.,26345.0,,5257.0,,10492.0,,1891.0,,3590.0,,2560.0,,1645.0,,0.0,,743.0,,167.0,,0
240.0,New Mexico Institute of Mining and Technology,26265.0,,8492.0,,323.0,,204.0,,2261.0,,0.0,,973.0,,0.0,,13969.0,,43.0,,0
241.0,U. South Dakota,25661.0,,88.0,,13125.0,,650.0,,3894.0,,1100.0,,374.0,,0.0,,2440.0,,3990.0,,0
242.0,Tuskegee U.,25652.0,i,0.0,i,16742.0,i,973.0,i,1723.0,i,380.0,i,732.0,i,0.0,i,3891.0,i,1211.0,i,0
243.0,Loma Linda U.,25519.0,,54.0,,25322.0,,0.0,,0.0,,41.0,,0.0,,0.0,,0.0,,102.0,,0
244.0,U. Tulsa,25066.0,,195.0,,550.0,,3333.0,,1017.0,,824.0,,394.0,,0.0,,17822.0,,931.0,,0
245.0,"U. North Carolina, Charlotte",24870.0,,213.0,,2503.0,,5809.0,,3413.0,,155.0,,2047.0,,0.0,,7696.0,,3034.0,,0
246.0,Marquette U.,24816.0,,0.0,,7199.0,,1123.0,,1907.0,,766.0,,327.0,,0.0,,8663.0,,4831.0,,0
247.0,Baylor U.,24642.0,,1674.0,,4147.0,,1326.0,,6829.0,,898.0,,1270.0,,1861.0,,2716.0,,3921.0,,0
248.0,Texas A&M U.-Corpus Christi,24507.0,,14531.0,,3600.0,,1612.0,,297.0,,6.0,,355.0,,462.0,,2122.0,,1522.0,,0
249.0,"Rutgers, State U. New Jersey, Newark",24387.0,,1439.0,,9438.0,,947.0,,1518.0,,1304.0,,4872.0,,248.0,,147.0,,4474.0,,0
250.0,Catholic U. of America,24265.0,,0.0,,2500.0,,0.0,,18048.0,,1377.0,,360.0,,0.0,,1532.0,,448.0,,0
251.0,"Louisiana State U., Health Sciences Center - Shreveport",24069.0,,0.0,,24069.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
252.0,Jackson State U.,23908.0,,1732.0,,2861.0,,2015.0,,7213.0,,0.0,,752.0,,4591.0,,2999.0,,1745.0,,0
253.0,Louisiana Tech U.,23827.0,,88.0,,2159.0,,3593.0,,2560.0,,336.0,,370.0,,0.0,,8638.0,,6083.0,,0
254.0,Creighton U.,23825.0,,0.0,i,18611.0,i,949.0,i,1747.0,i,0.0,i,921.0,i,0.0,i,0.0,i,1597.0,i,0
255.0,"Columbia U., Teachers C.",23269.0,,0.0,,3317.0,,459.0,,0.0,,3668.0,,14915.0,,0.0,,0.0,,910.0,,0
256.0,"U. North Carolina, Greensboro",23026.0,,0.0,,6726.0,,286.0,,2492.0,,5345.0,,1824.0,,0.0,,0.0,,6353.0,,0
257.0,Desert Research Institute,22103.0,,15047.0,,577.0,,970.0,,4.0,,0.0,,104.0,,3871.0,,1504.0,,26.0,,0
258.0,"SUNY, C. of Environmental Science and Forestry",22051.0,,1053.0,,18536.0,,138.0,,411.0,,0.0,,922.0,,0.0,,976.0,,15.0,,0
259.0,Florida Atlantic U.,21214.0,,584.0,,13276.0,,950.0,,847.0,,997.0,,13.0,,0.0,,3051.0,,1496.0,,0
260.0,Fordham U.,20939.0,,0.0,,2026.0,,513.0,,135.0,,2814.0,,864.0,,0.0,,0.0,,14587.0,,0
261.0,Texas A&M U.-Kingsville,20894.0,,1615.0,,14062.0,,0.0,,166.0,,173.0,,0.0,,73.0,,2081.0,,2724.0,,0
262.0,U. of the Virgin Islands,20630.0,,0.0,,19415.0,,0.0,,41.0,,0.0,,0.0,,0.0,,0.0,,1174.0,,0
263.0,Tennessee State U.,19955.0,,0.0,,14963.0,,484.0,,874.0,,122.0,,96.0,,0.0,,2669.0,,747.0,,0
264.0,Marshall U.,19936.0,,126.0,,13059.0,,20.0,,2168.0,,41.0,,195.0,,1462.0,,2764.0,,101.0,,0
265.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,19679.0,,982.0,,3131.0,,745.0,,2233.0,,384.0,,356.0,,0.0,,5544.0,,6304.0,,0
266.0,"CUNY, Queens C.",19092.0,,754.0,,10353.0,,1197.0,,1804.0,,1515.0,,640.0,,2069.0,,0.0,,760.0,,0
267.0,"Southern Illinois U., Edwardsville",19051.0,,1549.0,,11214.0,,242.0,,425.0,,90.0,,342.0,,1459.0,,2927.0,,803.0,,0
268.0,U. New Orleans,18960.0,,2919.0,,1184.0,,1415.0,,3314.0,,2721.0,,2120.0,,172.0,,3135.0,,1980.0,,0
269.0,"Texas Tech U., Health Sciences Center, El Paso",18889.0,,0.0,,18186.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,703.0,,0
270.0,Illinois State U.,18742.0,,331.0,,1910.0,,845.0,,549.0,,10.0,,1252.0,,145.0,,0.0,,13700.0,,0
271.0,Albany Medical C.,18043.0,,0.0,,18043.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
272.0,"California State U., Sacramento",17930.0,,357.0,,1599.0,,331.0,,86.0,,52.0,,1858.0,,3943.0,,8359.0,,1345.0,,0
273.0,Idaho State U.,17866.0,,2354.0,,3936.0,,414.0,,6997.0,,379.0,,669.0,,121.0,,2670.0,,326.0,,0
274.0,Northern Illinois U.,17722.0,,683.0,,1328.0,,542.0,,2560.0,,1859.0,,2964.0,,29.0,,3695.0,,4062.0,,0
275.0,New York Medical C.,17653.0,,0.0,,17653.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
276.0,"U. Alaska, Anchorage",17436.0,,4541.0,,5814.0,,63.0,,0.0,,89.0,,2368.0,,1647.0,,874.0,,2040.0,,0
277.0,Georgia Southern U.,17152.0,,374.0,,5020.0,,169.0,,4554.0,,101.0,,726.0,,852.0,,4660.0,,696.0,,0
278.0,Oakland U.,17108.0,,0.0,,4918.0,,579.0,,2487.0,,187.0,,88.0,,0.0,,6756.0,,2093.0,,0
279.0,Northeast Ohio Medical U.,17103.0,,0.0,,16825.0,,0.0,,0.0,,0.0,,128.0,,150.0,,0.0,,0.0,,0
280.0,Rosalind Franklin U. of Medicine and Science,16604.0,,0.0,,15420.0,,0.0,,0.0,,1184.0,,0.0,,0.0,,0.0,,0.0,,0
281.0,"California Polytechnic State U., San Luis Obispo",16312.0,,915.0,,5322.0,,1100.0,,855.0,,103.0,,899.0,,350.0,,6122.0,,646.0,,0
282.0,Duquesne U.,16159.0,,187.0,,8411.0,,368.0,,3959.0,,19.0,,115.0,,0.0,,708.0,,2392.0,,0
283.0,U. Denver,16116.0,,0.0,,936.0,,428.0,,2589.0,,3663.0,,144.0,,0.0,,2854.0,,5502.0,,0
284.0,Miami U.,16108.0,,1212.0,,4279.0,,654.0,,3004.0,,1463.0,,1979.0,,631.0,,1682.0,,1204.0,,0
285.0,Delaware State U.,15980.0,,725.0,,10849.0,,1381.0,,3009.0,,0.0,,0.0,,0.0,,0.0,,16.0,,0
286.0,"U. North Carolina, Wilmington",15564.0,,4551.0,,6273.0,,327.0,,477.0,,248.0,,357.0,,559.0,,374.0,,2398.0,,0
287.0,"California State U., San Bernardino",15317.0,,54.0,,2288.0,,2283.0,,1496.0,,2540.0,,5444.0,,95.0,,142.0,,975.0,,0
288.0,U.S. Military Academy,15312.0,,0.0,,170.0,,1447.0,,479.0,,174.0,,1168.0,,0.0,,9697.0,,2177.0,,0
289.0,South Dakota School of Mines and Technology,14970.0,,463.0,,0.0,,69.0,,2044.0,,0.0,,0.0,,0.0,,12394.0,,0.0,,0
290.0,Hampton U.,14895.0,,4977.0,,1323.0,,720.0,,4769.0,,0.0,,2108.0,,0.0,,870.0,,128.0,,0
291.0,Nova Southeastern U.,14775.0,,5312.0,,8875.0,,16.0,,0.0,,236.0,,0.0,,0.0,,0.0,,336.0,,0
292.0,Villanova U.,14512.0,,148.0,,1928.0,,1309.0,,1565.0,,350.0,,580.0,,0.0,,6328.0,,2304.0,,0
293.0,"U. Hawaii, Hilo",14495.0,,433.0,,13280.0,,169.0,,11.0,,216.0,,292.0,,30.0,,0.0,,64.0,,0
294.0,Florida Institute of Technology,14282.0,,2338.0,,2352.0,,1192.0,,2586.0,,175.0,,0.0,,59.0,,2499.0,,3081.0,,0
295.0,Charles R. Drew U. of Medicine and Science,14128.0,,0.0,,14128.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
296.0,Meharry Medical C.,13998.0,,0.0,,13998.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
297.0,Fayetteville State U.,13746.0,,300.0,,862.0,,325.0,,298.0,,0.0,,143.0,,36.0,,128.0,,11654.0,,0
298.0,Morgan State U.,13577.0,,5119.0,,1902.0,,739.0,,1184.0,,0.0,,193.0,,0.0,,4269.0,,171.0,,0
299.0,Clarkson U.,13406.0,,0.0,,789.0,,970.0,,1390.0,,30.0,,76.0,,0.0,,9939.0,,212.0,,0
300.0,"California State U., Northridge",13333.0,,1885.0,,2025.0,,894.0,,3441.0,,1011.0,,904.0,,1432.0,,461.0,,1280.0,,0
301.0,Prairie View A&M U.,13123.0,,0.0,,8074.0,,404.0,,1929.0,,25.0,,3.0,,0.0,,2497.0,,191.0,,0
302.0,Central Michigan U.,12880.0,,432.0,,5990.0,,252.0,,1998.0,,257.0,,162.0,,0.0,,634.0,,3155.0,,0
303.0,South Carolina State U.,12607.0,,504.0,i,4754.0,i,66.0,i,589.0,i,115.0,i,385.0,i,0.0,i,2589.0,i,3605.0,i,0
304.0,North Carolina Central U.,12448.0,,226.0,,6308.0,,0.0,,3932.0,,5.0,,500.0,,0.0,,0.0,,1477.0,,0
305.0,"U. Texas Health Science Center, Tyler",12191.0,,0.0,,12191.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
306.0,"U. Missouri, Saint Louis",12061.0,,0.0,,3660.0,,198.0,,1753.0,,2013.0,,1828.0,,0.0,,539.0,,2070.0,,0
307.0,Embry-Riddle Aeronautical U.,11942.0,,490.0,,0.0,,244.0,,1017.0,,5.0,,97.0,,3.0,,9672.0,,414.0,,0
308.0,U. Southern Maine,11930.0,i,625.0,i,6628.0,i,409.0,i,782.0,i,210.0,i,484.0,i,0.0,i,2026.0,i,766.0,i,0
309.0,Bryn Mawr C.,11692.0,,510.0,,1042.0,,1307.0,,1129.0,,909.0,,1472.0,,0.0,,0.0,,5323.0,,0
310.0,Montana Tech of U. Montana,11595.0,,6867.0,,427.0,,0.0,,261.0,,0.0,,0.0,,0.0,,4040.0,,0.0,,0
311.0,U. Texas Pan American,11266.0,,58.0,,2794.0,,583.0,,1231.0,,193.0,,125.0,,31.0,,4529.0,,1722.0,,0
312.0,Humboldt State U.,11218.0,,4118.0,,4444.0,,0.0,,69.0,,0.0,,263.0,,94.0,,2185.0,,45.0,,0
313.0,Tennessee Technological U.,11082.0,,1.0,,1894.0,,983.0,,761.0,,1275.0,,6.0,,1.0,,4883.0,,1278.0,,0
314.0,C. Charleston,10607.0,,1259.0,,2620.0,,604.0,,1626.0,,648.0,,436.0,,134.0,,0.0,,3280.0,,0
315.0,Ball State U.,10548.0,,27.0,,2634.0,,959.0,,220.0,,196.0,,657.0,,0.0,,117.0,,5738.0,,0
316.0,Winthrop U.,10156.0,,10.0,,368.0,,124.0,,621.0,,1.0,,39.0,,0.0,,0.0,,8993.0,,0
317.0,Claremont Graduate U.,10146.0,i,0.0,i,9089.0,i,160.0,i,0.0,i,222.0,i,284.0,i,0.0,i,0.0,i,391.0,i,0
318.0,Rhode Island C.,10080.0,,0.0,,780.0,,0.0,,80.0,,533.0,,3.0,,0.0,,0.0,,8684.0,,0
319.0,Clark Atlanta U.,9945.0,,0.0,,6718.0,,222.0,,2938.0,,0.0,,0.0,,0.0,,51.0,,16.0,,0
320.0,Western Washington U.,9921.0,,2709.0,,794.0,,770.0,,973.0,,456.0,,528.0,,530.0,,859.0,,2302.0,,0
321.0,Tarleton State U.,9825.0,,2895.0,,6017.0,,0.0,,0.0,,0.0,,0.0,,0.0,,44.0,,869.0,,0
322.0,"U. Maryland, Eastern Shore",9700.0,,4724.0,,4594.0,,0.0,,0.0,,0.0,,0.0,,0.0,,313.0,,69.0,,0
323.0,"Purdue U., Calumet",9669.0,,0.0,,1143.0,,224.0,,168.0,,1.0,,293.0,,69.0,,3446.0,,4325.0,,0
324.0,U.S. Naval Academy,9609.0,,378.0,,0.0,,1615.0,,2039.0,,0.0,,12.0,,0.0,,5565.0,,0.0,,0
325.0,Wellesley C.,9595.0,,42.0,,1206.0,,534.0,,516.0,,1.0,,339.0,,3015.0,,0.0,,3942.0,,0
326.0,Xavier U. Louisiana,9588.0,,0.0,,4371.0,,359.0,,4442.0,,16.0,,31.0,,0.0,,369.0,,0.0,,0
327.0,St. Edward's U.,9515.0,,250.0,,3100.0,,0.0,,850.0,,0.0,,0.0,,0.0,,0.0,,5315.0,,0
328.0,DePaul U.,9479.0,,13.0,,484.0,,4995.0,,154.0,,2834.0,,26.0,,0.0,,0.0,,973.0,,0
329.0,"U. Nebraska, Omaha",9422.0,,32.0,,1196.0,,2562.0,,261.0,,191.0,,1005.0,,0.0,,1441.0,,2734.0,,0
330.0,Alcorn State U.,9396.0,,6.0,,6005.0,,311.0,,0.0,,0.0,,3074.0,,0.0,,0.0,,0.0,,0
331.0,Dillard U.,9387.0,,74.0,,133.0,,0.0,,748.0,,0.0,,8430.0,,0.0,,0.0,,2.0,,0
332.0,"CUNY, Brooklyn C.",9091.0,,572.0,,1751.0,,336.0,,1744.0,,2040.0,,663.0,,1447.0,,0.0,,538.0,,0
333.0,Florida Gulf Coast U.,8992.0,,709.0,,1013.0,,59.0,,9.0,,0.0,,23.0,,36.0,,118.0,,7025.0,,0
334.0,New School,8978.0,,0.0,,0.0,,318.0,,0.0,,2200.0,,1966.0,,561.0,,209.0,,3724.0,,0
335.0,"California State U., Long Beach",8830.0,,435.0,,2916.0,,78.0,,1321.0,,1995.0,,146.0,,263.0,,954.0,,722.0,,0
336.0,Fisk U.,8758.0,i,0.0,i,830.0,i,53.0,i,5918.0,i,0.0,i,0.0,i,0.0,i,0.0,i,1957.0,i,0
337.0,"CUNY, John Jay C. of Criminal Justice",8689.0,,0.0,,260.0,,405.0,,24.0,,2086.0,,740.0,,0.0,,0.0,,5174.0,,0
338.0,"California State U., Fresno",8624.0,,145.0,,5540.0,,363.0,,556.0,,18.0,,275.0,,0.0,,351.0,,1376.0,,0
339.0,Midwestern U.,8560.0,,0.0,,8560.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
340.0,"Arkansas State U., Jonesboro",8453.0,,43.0,,6107.0,,279.0,,872.0,,259.0,,9.0,,0.0,,822.0,,62.0,,0
341.0,"U. Arkansas, Pine Bluff",8425.0,,0.0,,7126.0,,341.0,,336.0,,0.0,,3.0,,619.0,,0.0,,0.0,,0
342.0,Langston U.,8126.0,,0.0,,7963.0,,0.0,,163.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
343.0,Rowan U.,8044.0,,117.0,,4996.0,,115.0,,508.0,,221.0,,0.0,,6.0,,1958.0,,123.0,,0
344.0,Texas Christian U.,8007.0,,610.0,,968.0,,119.0,,1004.0,,2033.0,,276.0,,0.0,,85.0,,2912.0,,0
345.0,Bowling Green State U.,7995.0,,147.0,,805.0,,156.0,,3232.0,,301.0,,1622.0,,0.0,,0.0,,1732.0,,0
346.0,Salisbury U.,7960.0,,1207.0,,1599.0,,195.0,,93.0,,346.0,,553.0,,187.0,,0.0,,3780.0,,0
347.0,Western Kentucky U.,7854.0,,887.0,,1737.0,,68.0,,3406.0,,161.0,,162.0,,0.0,,515.0,,918.0,,0
348.0,Virginia State U.,7808.0,,48.0,,5152.0,,200.0,,58.0,,203.0,,24.0,,0.0,,1972.0,,151.0,,0
349.0,"U. Michigan, Dearborn",7802.0,,0.0,,133.0,,14.0,,140.0,,63.0,,117.0,,74.0,,6638.0,,623.0,,0
350.0,U. Central Oklahoma,7691.0,,0.0,,541.0,,145.0,,17.0,,0.0,,2.0,,0.0,,914.0,,6072.0,,0
351.0,"U. Washington, Bothell",7657.0,,737.0,,606.0,,242.0,,0.0,,0.0,,0.0,,21.0,,562.0,,5489.0,,0
352.0,Azusa Pacific U.,7521.0,,4.0,,2302.0,,139.0,,196.0,,990.0,,313.0,,0.0,,9.0,,3568.0,,0
353.0,Ponce Health Sciences U.,7520.0,,0.0,,7520.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
354.0,U. New England,7498.0,,1215.0,,6106.0,,0.0,,39.0,,0.0,,0.0,,0.0,,0.0,,138.0,,0
355.0,Grand Valley State U.,7453.0,,3085.0,,1053.0,,122.0,,445.0,,66.0,,1978.0,,376.0,,88.0,,240.0,,0
356.0,West Virginia State U.,7365.0,,830.0,,5552.0,,145.0,,745.0,,0.0,,0.0,,0.0,,92.0,,1.0,,0
357.0,"U. South Florida, Saint Petersburg",7292.0,,105.0,,19.0,,0.0,,0.0,,66.0,,62.0,,0.0,,0.0,,7040.0,,0
358.0,Wesleyan U.,7223.0,,312.0,,2552.0,,310.0,,2052.0,,690.0,,412.0,,2.0,,0.0,,893.0,,0
359.0,Seton Hall U.,7058.0,,0.0,,736.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6322.0,,0
360.0,"Indiana U.-Purdue U., Fort Wayne",7052.0,,44.0,,2585.0,,85.0,,120.0,,244.0,,122.0,,17.0,,796.0,,3039.0,,0
361.0,Clark U.,7050.0,,2165.0,,866.0,,0.0,,656.0,,1430.0,,1222.0,,18.0,,0.0,,693.0,,0
362.0,"U. Arkansas, Little Rock",7003.0,,210.0,,1318.0,,1521.0,,1094.0,,0.0,,68.0,,0.0,,2065.0,,727.0,,0
363.0,U. Colorado Colorado Springs,6988.0,,222.0,,267.0,,1478.0,,1615.0,,954.0,,9.0,,410.0,,1007.0,,1026.0,,0
364.0,U. Central del Caribe,6964.0,,0.0,,6964.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
365.0,East Tennessee State U.,6930.0,,0.0,,5263.0,,169.0,,180.0,,446.0,,115.0,,0.0,,0.0,,757.0,,0
366.0,"U. Tennessee, Chattanooga",6817.0,,1.0,,882.0,,1103.0,,22.0,,40.0,,2.0,,737.0,,2531.0,,1499.0,,0
367.0,Carleton C.,6746.0,,134.0,,459.0,,388.0,,1611.0,,87.0,,39.0,,0.0,,0.0,,4028.0,,0
368.0,"California State U., San Marcos",6432.0,,87.0,,3811.0,,490.0,,49.0,,3.0,,76.0,,0.0,,121.0,,1795.0,,0
369.0,Loyola Marymount U.,6389.0,,569.0,,440.0,,224.0,,269.0,,795.0,,791.0,,0.0,,198.0,,3103.0,,0
370.0,U. Metropolitana,6361.0,,128.0,,394.0,,419.0,,3642.0,,0.0,,0.0,,0.0,,164.0,,1614.0,,0
371.0,"Lincoln U., Jefferson City",6296.0,,1450.0,,4161.0,,98.0,,9.0,,0.0,,163.0,,415.0,,0.0,,0.0,,0
